brain	heart	kidney	liver
MGP_PahariEiJ_G0017977	7.764588	0.6922763	1.399439	0.355703
MGP_PahariEiJ_G0017978	2.999041	3.481275	5.611818	3.327975
MGP_PahariEiJ_G0017979	2.964659	4.1086	4.40606	3.693866
MGP_PahariEiJ_G0017980	0.2181475	0	0	0
MGP_PahariEiJ_G0017981	5.379728	0.08659357	1.55218	0.04000586
MGP_PahariEiJ_G0017982	2.872058	0	0	0
MGP_PahariEiJ_G0017984	0	3.087506	2.710041	1.468705
MGP_PahariEiJ_G0017985	0.270847	1.213011	1.218434	0.3429916
MGP_PahariEiJ_G0017986	3.127255	3.344047	1.740202	1.183207
MGP_PahariEiJ_G0017987	0.5451747	3.055942	2.47267	0
MGP_PahariEiJ_G0017988	3.727256	4.332307	5.401583	1.325674
MGP_PahariEiJ_G0017989	0.328478	0	0	0
MGP_PahariEiJ_G0017990	2.553492	0.02401437	0.04383736	1.737418
MGP_PahariEiJ_G0017991	1.981267	0.530753	1.670727	1.001347
MGP_PahariEiJ_G0017992	4.062079	3.571361	4.416036	3.267453
MGP_PahariEiJ_G0017993	4.506892	3.815345	4.775702	3.895247
MGP_PahariEiJ_G0017994	3.246932	2.475193	4.59002	3.918414
MGP_PahariEiJ_G0017995	2.893405	2.258866	4.340226	4.342617
MGP_PahariEiJ_G0017996	0.5383902	0.1617935	0.1000846	0.1488755
MGP_PahariEiJ_G0017997	4.381334	3.30036	3.25685	2.678296
MGP_PahariEiJ_G0017998	0.3334277	7.367325	0.5806096	0.4787877
MGP_PahariEiJ_G0017999	4.593737	6.731675	6.404034	5.85205
MGP_PahariEiJ_G0018000	0.1016329	0.1414197	0.3035657	0
MGP_PahariEiJ_G0018001	3.395793	2.74383	3.203062	2.553639
MGP_PahariEiJ_G0018002	7.581934	5.412936	6.445595	5.198473
MGP_PahariEiJ_G0018003	7.341046	4.860223	0.2108851	0.05515122
MGP_PahariEiJ_G0018004	1.101603	0.04180032	0.1477587	0.0382447
MGP_PahariEiJ_G0018005	1.377457	0.9452369	0.9127595	0
MGP_PahariEiJ_G0018006	2.118346	1.119786	2.411184	0.1329638
MGP_PahariEiJ_G0018007	5.101545	3.745617	5.290585	3.745741
MGP_PahariEiJ_G0018008	0.1011845	0	0	0
MGP_PahariEiJ_G0018009	1.796884	1.527313	2.94963	3.068116
MGP_PahariEiJ_G0018010	2.931224	1.564676	2.010662	4.716571
MGP_PahariEiJ_G0018011	0.8001076	2.682681	1.49054	3.374539
MGP_PahariEiJ_G0018012	3.727452	0.1967996	1.36413	1.034645
MGP_PahariEiJ_G0018013	0.5723775	0	0.9531475	0.2074156
MGP_PahariEiJ_G0018014	0.254028	0.6288501	0.6286206	0
MGP_PahariEiJ_G0018015	0.5735141	1.782736	1.164001	9.662327
MGP_PahariEiJ_G0018016	4.225779	3.162038	3.960115	2.819635
MGP_PahariEiJ_G0018017	0.1149248	0.3413004	6.186794	2.932027
MGP_PahariEiJ_G0018018	4.890984	3.258229	4.455365	3.641534
MGP_PahariEiJ_G0018019	5.771722	4.875399	5.689948	3.950187
MGP_PahariEiJ_G0018020	6.428955	2.102318	3.641749	1.021205
MGP_PahariEiJ_G0018021	5.939702	4.027528	4.259796	2.610032
MGP_PahariEiJ_G0018022	6.517645	4.754155	6.807748	6.097208
MGP_PahariEiJ_G0018023	0.4440532	0.1173019	0	4.482345
MGP_PahariEiJ_G0018024	4.744116	4.120231	4.616635	3.508272
MGP_PahariEiJ_G0018025	0.2613719	0.09564375	4.752014	0
MGP_PahariEiJ_G0018026	3.287932	4.557284	2.892189	1.527385
MGP_PahariEiJ_G0018027	2.600358	6.661242	5.371819	3.86518
MGP_PahariEiJ_G0018028	6.56466	5.353519	6.405017	5.677694
MGP_PahariEiJ_G0018029	3.431464	2.873504	3.651199	2.67599
MGP_PahariEiJ_G0018030	3.036396	2.752053	5.189454	2.166896
MGP_PahariEiJ_G0018031	5.656554	4.329212	4.946461	4.336175
MGP_PahariEiJ_G0018032	4.911491	4.645984	6.452284	0.1745343
MGP_PahariEiJ_G0018033	6.990429	4.347481	5.888078	4.384425
MGP_PahariEiJ_G0018035	5.766031	3.609069	5.138536	4.901644
MGP_PahariEiJ_G0018036	4.410133	3.029807	4.147884	1.965729
MGP_PahariEiJ_G0018037	5.522268	4.734811	5.711342	3.612976
MGP_PahariEiJ_G0018038	0.974453	2.124503	4.402906	0.7441025
MGP_PahariEiJ_G0018039	0	0.6668247	1.045177	0
MGP_PahariEiJ_G0018040	0.2932445	0	0.07619198	0
MGP_PahariEiJ_G0018041	1.149464	0.1208525	2.295006	0.3074017
MGP_PahariEiJ_G0018042	4.498571	3.224201	4.525178	2.724039
MGP_PahariEiJ_G0018043	6.133157	4.662143	6.105477	4.912839
MGP_PahariEiJ_G0018044	4.145691	4.449468	4.807286	4.743974
MGP_PahariEiJ_G0018045	5.715652	4.204819	5.152652	4.143968
MGP_PahariEiJ_G0018046	3.48358	3.605573	3.283694	3.090902
MGP_PahariEiJ_G0018047	7.679928	5.777873	6.854869	6.214992
MGP_PahariEiJ_G0018048	4.418153	3.249899	4.075112	4.132403
MGP_PahariEiJ_G0018049	9.162403	7.248524	7.865598	7.122636
MGP_PahariEiJ_G0018050	5.056709	4.599445	5.532158	3.545709
MGP_PahariEiJ_G0018051	5.467218	3.482435	4.366665	3.958963
MGP_PahariEiJ_G0018052	5.752628	5.349149	3.804012	1.168289
MGP_PahariEiJ_G0018053	3.571119	2.912336	3.27008	2.524302
MGP_PahariEiJ_G0018054	4.850911	5.043635	4.657499	2.540821
MGP_PahariEiJ_G0018055	7.568325	3.22345	4.343596	2.759516
MGP_PahariEiJ_G0018056	7.715818	5.491055	1.313971	1.079545
MGP_PahariEiJ_G0018057	2.27528	2.688192	3.370736	2.516953
MGP_PahariEiJ_G0018058	0.8207467	0.5765018	1.211421	0.1101068
MGP_PahariEiJ_G0018060	7.612687	7.038635	6.122956	4.096268
MGP_PahariEiJ_G0018061	5.957941	3.61444	5.232805	4.404329
MGP_PahariEiJ_G0018062	0.1341998	0.06405934	0.05830416	0
MGP_PahariEiJ_G0018063	2.630499	0.04013789	3.369769	3.101981
MGP_PahariEiJ_G0018064	5.124527	4.451587	5.184439	4.710806
MGP_PahariEiJ_G0018065	6.522046	0.3075277	1.449306	4.483319
MGP_PahariEiJ_G0018066	0.5714128	0	0.4386367	0.1977861
MGP_PahariEiJ_G0018067	0.2255316	0	0.3431281	0
MGP_PahariEiJ_G0018068	2.568799	2.004572	3.379631	1.626644
MGP_PahariEiJ_G0018069	0	0	0.07323851	0
MGP_PahariEiJ_G0018072	0.8367022	0.6330573	1.777169	0
MGP_PahariEiJ_G0018073	8.007292	6.915351	6.76181	6.353018
MGP_PahariEiJ_G0018074	8.839468	7.660235	8.280156	7.603479
MGP_PahariEiJ_G0018075	5.32176	5.376026	5.555757	3.403931
MGP_PahariEiJ_G0018076	3.5843	3.310327	3.671854	1.263976
MGP_PahariEiJ_G0018077	5.899532	7.176366	6.1257	5.825234
MGP_PahariEiJ_G0018078	0.4026185	0.1991855	0.3727984	0.09478993
MGP_PahariEiJ_G0018079	6.565939	6.633678	6.842418	4.477646
MGP_PahariEiJ_G0018080	5.36241	6.950234	5.526155	5.879663
MGP_PahariEiJ_G0018081	4.865637	3.71541	6.687887	5.575312
MGP_PahariEiJ_G0018082	0.4206473	0.7764435	0.5272605	0
MGP_PahariEiJ_G0018083	4.911245	2.838538	3.413242	2.716508
MGP_PahariEiJ_G0018084	2.119217	3.063931	4.858801	4.391514
MGP_PahariEiJ_G0018085	5.067825	2.733746	2.212127	0.5809009
MGP_PahariEiJ_G0018086	0.4035033	0	0	0
MGP_PahariEiJ_G0018087	3.553717	0.06722485	0	0
MGP_PahariEiJ_G0018088	1.838399	0	0	0
MGP_PahariEiJ_G0018089	3.040018	0	0	0
MGP_PahariEiJ_G0018090	1.377846	1.161204	3.602267	5.333499
MGP_PahariEiJ_G0018091	3.894022	1.457227	1.847039	0
MGP_PahariEiJ_G0018092	8.185952	4.82665	3.793359	5.149251
MGP_PahariEiJ_G0018093	6.461291	2.740173	5.307388	3.703326
MGP_PahariEiJ_G0018094	4.053693	3.758404	4.680415	1.960563
MGP_PahariEiJ_G0018095	4.754044	3.969062	4.18971	2.839099
MGP_PahariEiJ_G0018096	5.09379	4.693044	5.721551	4.371061
MGP_PahariEiJ_G0018098	6.612359	0.0933848	0.4503841	0.1258443
MGP_PahariEiJ_G0018099	4.894412	4.181438	4.5786	4.244968
MGP_PahariEiJ_G0018100	6.821911	4.259499	6.033414	4.782309
MGP_PahariEiJ_G0018101	4.406628	9.257972	7.951291	7.787432
MGP_PahariEiJ_G0018102	7.117103	6.045753	6.193011	6.180794
MGP_PahariEiJ_G0018103	5.89277	3.03561	3.631582	2.895355
MGP_PahariEiJ_G0018104	8.115135	6.675064	6.540476	5.342729
MGP_PahariEiJ_G0018105	5.749389	5.861516	6.629539	6.226763
MGP_PahariEiJ_G0018106	1.30388	0.9578856	1.172295	0.2631342
MGP_PahariEiJ_G0018107	2.125466	1.612003	3.342286	0.3979442
MGP_PahariEiJ_G0018108	7.466655	5.318324	6.054334	4.21916
MGP_PahariEiJ_G0018109	7.116693	7.093168	5.703018	5.178971
MGP_PahariEiJ_G0018110	0.9001253	0.4450671	2.139578	2.492639
MGP_PahariEiJ_G0018111	5.497157	4.520473	1.173182	0.2711097
MGP_PahariEiJ_G0018112	0	0.5571924	0	0
MGP_PahariEiJ_G0018113	1.277861	1.504679	4.954585	0.3705404
MGP_PahariEiJ_G0018114	0.546529	0	2.499788	0
MGP_PahariEiJ_G0018115	3.829115	3.535321	2.84361	0.8828285
MGP_PahariEiJ_G0018116	4.206026	3.181287	8.14055	7.168383
MGP_PahariEiJ_G0018117	0.9285848	0.8600808	2.952147	1.583331
MGP_PahariEiJ_G0018118	5.843368	4.749979	5.919924	5.896159
MGP_PahariEiJ_G0018119	0.4523979	0.3874133	0.5768894	0.2215331
MGP_PahariEiJ_G0018120	5.83764	5.303375	5.764698	5.353159
MGP_PahariEiJ_G0018121	4.046884	3.075346	3.638582	2.708932
MGP_PahariEiJ_G0018122	1.018478	0.2405293	0.8192619	0
MGP_PahariEiJ_G0018123	1.82409	4.554135	4.078242	0.6558839
MGP_PahariEiJ_G0018124	1.612795	7.124398	0.7467204	1.044842
MGP_PahariEiJ_G0018125	0	1.63574	0	0
MGP_PahariEiJ_G0018126	8.398096	4.627799	4.922303	3.278612
MGP_PahariEiJ_G0018127	3.300493	2.026407	1.54717	0.05464985
MGP_PahariEiJ_G0018128	5.522039	7.191875	6.63336	4.799915
MGP_PahariEiJ_G0018129	3.075671	2.98573	5.063517	2.778304
MGP_PahariEiJ_G0018130	0	0	0.07483942	0
MGP_PahariEiJ_G0018131	0	0	0.08015812	1.125616
MGP_PahariEiJ_G0018132	1.186982	1.32405	0.8094186	0.1714374
MGP_PahariEiJ_G0018133	6.758005	5.29531	5.64965	4.254567
MGP_PahariEiJ_G0018134	2.734594	2.622578	3.868595	2.349421
MGP_PahariEiJ_G0018135	6.421338	5.590221	5.957549	6.070855
MGP_PahariEiJ_G0018136	6.577284	5.247963	5.671285	4.940351
MGP_PahariEiJ_G0018137	3.944671	0.7353983	2.01707	0.08430528
MGP_PahariEiJ_G0018138	1.06235	0.9105431	0.470188	1.52717
MGP_PahariEiJ_G0018139	7.066405	9.036188	8.365041	7.699745
MGP_PahariEiJ_G0018140	4.928304	5.041458	4.75103	4.387708
MGP_PahariEiJ_G0018141	1.312398	0.5386107	1.014462	0.5327658
MGP_PahariEiJ_G0018142	5.264071	6.187888	3.464003	2.003451
MGP_PahariEiJ_G0018143	1.405466	2.661624	2.59932	1.865188
MGP_PahariEiJ_G0018144	1.243322	3.184298	3.392019	3.584142
MGP_PahariEiJ_G0018145	0.453134	0.5016022	7.051176	0.3633359
MGP_PahariEiJ_G0018146	0.5387875	0.2653157	1.365217	0.1399324
MGP_PahariEiJ_G0018147	0.3295048	0	1.414855	0.2240242
MGP_PahariEiJ_G0018148	7.027664	6.335328	6.335666	5.689152
MGP_PahariEiJ_G0018149	5.367231	4.500732	5.068869	4.305518
MGP_PahariEiJ_G0018150	8.49373	10.95339	9.497426	8.980678
MGP_PahariEiJ_G0018151	0.6854558	0	0.8299754	0
MGP_PahariEiJ_G0018152	0.06885967	0	0.1694697	0
MGP_PahariEiJ_G0018153	0.0716	0	0	0
MGP_PahariEiJ_G0018154	0	0	3.655905	0
MGP_PahariEiJ_G0018155	0.06192174	0.04228908	3.808136	0.03864182
MGP_PahariEiJ_G0018156	0	0	5.254157	0.4038207
MGP_PahariEiJ_G0018157	0.120777	0.312269	5.109176	0
MGP_PahariEiJ_G0018158	0	0.5146333	3.187541	0.255891
MGP_PahariEiJ_G0018159	0.06306551	0.7142561	3.666325	0.1871026
MGP_PahariEiJ_G0018160	0.07641858	0.3687907	4.270309	0.3778745
MGP_PahariEiJ_G0018161	0	0.7937602	3.779783	0.389104
MGP_PahariEiJ_G0018162	0	0	0.09495015	0
MGP_PahariEiJ_G0018163	1.095745	0.629337	4.458854	0.4010597
MGP_PahariEiJ_G0018164	5.347903	3.714486	4.523243	3.790781
MGP_PahariEiJ_G0018165	5.514162	4.725778	5.712841	4.667311
MGP_PahariEiJ_G0018166	1.681899	0.006357361	3.605008	2.063285
MGP_PahariEiJ_G0018167	7.197728	7.581134	6.842592	5.73258
MGP_PahariEiJ_G0018168	3.259622	5.460581	5.791262	4.079864
MGP_PahariEiJ_G0018169	3.85895	3.858854	4.806709	4.646194
MGP_PahariEiJ_G0018170	0.04898036	0.556655	5.862847	0.9704344
MGP_PahariEiJ_G0018171	5.165754	4.68333	6.2591	6.259793
MGP_PahariEiJ_G0018172	2.994637	2.711741	3.072497	1.491111
MGP_PahariEiJ_G0018173	0.4642187	0.1595181	0.7668758	0
MGP_PahariEiJ_G0018174	2.906496	4.061571	5.674698	5.073422
MGP_PahariEiJ_G0018175	0.9639616	0.1809677	1.5007	0.512861
MGP_PahariEiJ_G0018176	5.572965	5.511307	6.099766	4.143524
MGP_PahariEiJ_G0018177	3.737712	3.179125	3.58082	1.904196
MGP_PahariEiJ_G0018178	3.586152	0.08209991	0.5165296	0.2462779
MGP_PahariEiJ_G0018179	4.847586	2.208158	1.981634	1.23057
MGP_PahariEiJ_G0018180	6.829252	4.98272	6.219188	4.097619
MGP_PahariEiJ_G0018181	4.471012	5.157266	4.715817	4.306007
MGP_PahariEiJ_G0018182	2.328156	0.1201499	0.8456177	0.1492412
MGP_PahariEiJ_G0018183	5.798074	4.007744	4.692711	2.825806
MGP_PahariEiJ_G0018184	4.969109	3.655433	3.350967	2.725466
MGP_PahariEiJ_G0018185	1.227544	0.1640358	0.7370836	0.2850885
MGP_PahariEiJ_G0018186	6.164112	0.1348216	4.053096	0.3178097
MGP_PahariEiJ_G0018187	5.030561	0.4282346	0.9746681	0.9420663
MGP_PahariEiJ_G0018188	5.63223	4.74522	4.920528	2.775771
MGP_PahariEiJ_G0018189	5.980797	7.971453	7.210008	7.613457
MGP_PahariEiJ_G0018190	3.872665	2.552996	3.895151	2.063224
MGP_PahariEiJ_G0018191	7.179082	7.089669	6.981719	7.43181
MGP_PahariEiJ_G0018192	6.290445	3.881694	3.669004	3.423812
MGP_PahariEiJ_G0018193	4.348487	2.790052	3.922542	3.040997
MGP_PahariEiJ_G0018195	9.615933	9.537872	9.506798	9.582325
MGP_PahariEiJ_G0018196	7.457419	5.086874	6.996747	5.5844
MGP_PahariEiJ_G0018197	6.166413	1.534519	1.999841	0.4375206
MGP_PahariEiJ_G0018198	1.888953	1.254115	1.646981	1.365487
MGP_PahariEiJ_G0018199	3.891542	1.498012	1.183458	1.069543
MGP_PahariEiJ_G0018200	1.078886	0.9600149	2.526432	1.519154
MGP_PahariEiJ_G0018201	6.384802	0.7879356	1.447094	0.7240842
MGP_PahariEiJ_G0018202	9.845341	8.961175	9.239187	8.982146
MGP_PahariEiJ_G0018203	5.890039	0.4613578	0.724005	0.6031494
MGP_PahariEiJ_G0018204	4.849609	3.68878	4.891762	2.96542
MGP_PahariEiJ_G0018205	5.631324	5.17687	5.64664	4.129438
MGP_PahariEiJ_G0018206	5.167586	4.157214	5.498614	3.569544
MGP_PahariEiJ_G0018207	5.31424	0	0	0
MGP_PahariEiJ_G0018208	5.589883	1.831823	6.402134	1.263463
MGP_PahariEiJ_G0018209	4.516154	3.250885	4.709831	3.351471
MGP_PahariEiJ_G0018210	2.967191	9.35389	0.6778383	3.304894
MGP_PahariEiJ_G0018211	1.082805	0	0.3318279	0.1751043
MGP_PahariEiJ_G0018212	3.42427	2.482541	3.680636	1.600793
MGP_PahariEiJ_G0018213	2.077031	3.237063	5.458905	0.5667672
MGP_PahariEiJ_G0018214	7.239847	5.508368	6.999459	5.614268
MGP_PahariEiJ_G0018215	0.2493555	0.2101245	5.219826	4.509586
MGP_PahariEiJ_G0018216	0.5420455	0.6127542	0.8280897	0.5227327
MGP_PahariEiJ_G0018217	0.326321	0	0.2176042	0
MGP_PahariEiJ_G0018218	5.725351	5.23174	5.475698	6.592097
MGP_PahariEiJ_G0018219	0.7897309	0.5329682	1.533258	0.6391517
MGP_PahariEiJ_G0018220	0.1256174	0	0	0
MGP_PahariEiJ_G0018221	0	0	0.4209351	0
MGP_PahariEiJ_G0018222	6.244014	5.597255	5.830756	5.957153
MGP_PahariEiJ_G0018223	0.1161768	0.08153516	0.1465536	0
MGP_PahariEiJ_G0018224	6.370689	4.879665	4.988063	3.600249
MGP_PahariEiJ_G0018225	8.781746	6.086263	6.011121	3.781364
MGP_PahariEiJ_G0018226	4.86587	4.922504	4.74795	3.50334
MGP_PahariEiJ_G0018227	6.981986	5.536917	5.706476	4.727742
MGP_PahariEiJ_G0018228	5.610054	4.667096	5.465427	4.012895
MGP_PahariEiJ_G0018229	4.772497	0.7561181	1.824581	0.3572905
MGP_PahariEiJ_G0018230	4.284697	2.05488	3.842983	1.835286
MGP_PahariEiJ_G0018231	0.4679081	0.228294	0.09153384	0.09182547
MGP_PahariEiJ_G0018232	3.48665	3.382099	4.283532	4.129387
MGP_PahariEiJ_G0018233	1.299333	0.1332751	0.6209936	0
MGP_PahariEiJ_G0018234	0.3931822	1.062216	2.562611	0.6604723
MGP_PahariEiJ_G0018235	5.751206	5.101499	8.516562	8.834942
MGP_PahariEiJ_G0018236	0.6458639	0.1811335	1.574825	0.02270457
MGP_PahariEiJ_G0018237	0.4373908	0.2192175	0	0.1552648
MGP_PahariEiJ_G0018238	6.404511	5.837478	5.980947	5.315504
MGP_PahariEiJ_G0018239	6.020573	1.885584	3.144943	1.034779
MGP_PahariEiJ_G0018240	0.09223369	0	0	0
MGP_PahariEiJ_G0018242	0.4112993	0.1374546	0.4442843	0.03624252
MGP_PahariEiJ_G0018244	0.2109586	0	0	0
MGP_PahariEiJ_G0018245	2.87987	1.117974	2.229253	0.6579674
MGP_PahariEiJ_G0018246	2.079781	0.1711622	0.4356179	0.09905951
MGP_PahariEiJ_G0018247	0.09772904	0	0	0
MGP_PahariEiJ_G0018248	0	0	1.867671	0.3983843
MGP_PahariEiJ_G0018249	0.130103	0	0	0
MGP_PahariEiJ_G0018254	0	0	0.3785161	0
MGP_PahariEiJ_G0018263	0	0	0.7142482	0
MGP_PahariEiJ_G0018280	0	0	0.2877583	0
MGP_PahariEiJ_G0018282	0	0	0.1315988	0
MGP_PahariEiJ_G0018284	0.101856	0	0	0
MGP_PahariEiJ_G0018289	3.146963	0	0.3477711	0
MGP_PahariEiJ_G0018290	0.1991666	0.7082604	1.923495	1.199108
MGP_PahariEiJ_G0018291	0.6188288	0	0	0
MGP_PahariEiJ_G0018292	0	0.8162335	0.7675311	0.1241071
MGP_PahariEiJ_G0018294	0.2909469	0	0	0
MGP_PahariEiJ_G0018296	7.024209	6.938921	6.806234	5.161569
MGP_PahariEiJ_G0018298	7.18529	0.7422063	2.05492	0.6799246
MGP_PahariEiJ_G0018299	5.543527	6.952833	6.413364	5.054237
MGP_PahariEiJ_G0018300	4.243517	3.069066	2.244969	0.9684255
MGP_PahariEiJ_G0018301	1.105517	1.51242	1.808724	0.6180601
MGP_PahariEiJ_G0018302	6.298001	4.295416	4.724715	3.174036
MGP_PahariEiJ_G0018303	0.664684	0.1260582	0.6612443	0
MGP_PahariEiJ_G0018304	6.543555	3.179503	4.756458	2.703273
MGP_PahariEiJ_G0018305	6.961875	4.610989	7.80179	7.417651
MGP_PahariEiJ_G0018306	1.801439	0.679198	2.365763	1.373295
MGP_PahariEiJ_G0018307	7.043612	2.108275	4.104659	3.684538
MGP_PahariEiJ_G0018308	7.531839	6.304404	6.796681	5.637016
MGP_PahariEiJ_G0018309	3.938367	5.364543	4.917276	4.236842
MGP_PahariEiJ_G0018310	2.133774	0.7989264	1.782449	0.4251918
MGP_PahariEiJ_G0018311	2.277842	1.767961	4.794039	3.638858
MGP_PahariEiJ_G0018312	4.761941	2.734236	3.976839	3.230647
MGP_PahariEiJ_G0018313	0.2601762	0.1589755	0.715968	0.1692708
MGP_PahariEiJ_G0018314	6.763588	5.164442	7.323308	5.825311
MGP_PahariEiJ_G0018315	2.323041	0.02548967	0.1962531	0
MGP_PahariEiJ_G0018316	2.109862	0.8618236	2.082018	0.3670008
MGP_PahariEiJ_G0018317	3.288353	2.406525	4.492701	2.91074
MGP_PahariEiJ_G0018318	4.517026	5.236403	5.021238	4.973924
MGP_PahariEiJ_G0018319	0.882377	2.37951	2.638954	2.794103
MGP_PahariEiJ_G0018320	5.200942	5.810418	6.926528	5.46173
MGP_PahariEiJ_G0018321	4.092917	7.469516	5.760934	2.616317
MGP_PahariEiJ_G0018322	8.184407	5.696475	6.921732	5.020686
MGP_PahariEiJ_G0018323	2.062654	1.753682	3.459537	1.930189
MGP_PahariEiJ_G0018324	0.4562037	0.0898177	0.1600541	0
MGP_PahariEiJ_G0018325	3.870463	3.05243	5.319299	5.91001
MGP_PahariEiJ_G0018326	6.045566	5.143552	5.957922	6.208149
MGP_PahariEiJ_G0018327	3.755917	3.684542	4.104609	1.559482
MGP_PahariEiJ_G0018328	5.780716	4.791587	5.613189	6.119275
MGP_PahariEiJ_G0018329	5.277642	4.486513	4.560165	4.743755
MGP_PahariEiJ_G0018330	5.09788	2.793334	2.842822	2.911605
MGP_PahariEiJ_G0018331	3.312868	3.696622	3.757214	3.10311
MGP_PahariEiJ_G0018332	6.437065	0.8064775	1.865721	3.327838
MGP_PahariEiJ_G0018333	1.502371	0.3453691	0.8665306	3.120181
MGP_PahariEiJ_G0018334	6.317209	5.471599	6.364604	3.387645
MGP_PahariEiJ_G0018335	4.707166	5.720929	4.639922	3.895119
MGP_PahariEiJ_G0018336	5.990683	6.19804	6.661253	5.890083
MGP_PahariEiJ_G0018337	1.982104	0.8285942	6.308223	0.131839
MGP_PahariEiJ_G0018338	6.505548	6.384596	6.743968	5.853499
MGP_PahariEiJ_G0018339	3.181684	2.897675	4.736724	1.15422
MGP_PahariEiJ_G0018340	7.645647	6.264583	6.938004	5.705916
MGP_PahariEiJ_G0018341	6.486854	5.614371	6.3797	5.618177
MGP_PahariEiJ_G0018342	1.621323	1.158576	2.93198	0.7607685
MGP_PahariEiJ_G0018343	0.7082405	3.041996	4.031827	0.1563565
MGP_PahariEiJ_G0018344	0.1420775	0.9565355	7.743131	8.574696
MGP_PahariEiJ_G0018345	3.228358	2.025908	2.044759	0.6841428
MGP_PahariEiJ_G0018346	5.912696	4.577934	5.182236	4.748497
MGP_PahariEiJ_G0018347	4.753064	5.764491	3.786745	1.815212
MGP_PahariEiJ_G0018348	4.107094	2.678802	3.473644	2.148163
MGP_PahariEiJ_G0018349	8.992678	8.53118	8.471882	8.43277
MGP_PahariEiJ_G0018350	1.860522	3.031291	4.337037	4.904284
MGP_PahariEiJ_G0018351	3.664699	3.782409	4.900601	4.00967
MGP_PahariEiJ_G0018352	6.306474	1.179036	2.27616	4.540391
MGP_PahariEiJ_G0018353	0.645997	0.08429399	1.148254	0.3893928
MGP_PahariEiJ_G0018354	7.456316	6.425024	7.761347	7.174253
MGP_PahariEiJ_G0018355	1.288183	1.783363	4.674286	4.064233
MGP_PahariEiJ_G0018356	5.093681	5.187079	5.353181	3.932127
MGP_PahariEiJ_G0018357	4.960725	2.312738	5.245652	3.664267
MGP_PahariEiJ_G0018358	5.202918	3.765463	4.766241	3.863002
MGP_PahariEiJ_G0018359	2.709521	0.2545057	0.6503552	0.1291995
MGP_PahariEiJ_G0018360	0.2066007	2.776982	1.509301	0.1348411
MGP_PahariEiJ_G0018361	0.07566598	0.3302234	0.3471803	0.04752122
MGP_PahariEiJ_G0018362	7.026907	6.258176	6.582443	5.93718
MGP_PahariEiJ_G0018363	0.686219	0	2.297274	0
MGP_PahariEiJ_G0018364	5.9843	1.114059	2.548117	1.091126
MGP_PahariEiJ_G0018365	0.6548406	5.234464	4.293815	4.369743
MGP_PahariEiJ_G0018366	6.531157	1.355107	1.611692	0.5155722
MGP_PahariEiJ_G0018367	0.388119	0	0	4.994924
MGP_PahariEiJ_G0018369	0.09573907	0.5649858	0.8637369	6.143362
MGP_PahariEiJ_G0018370	4.142179	3.161991	3.333462	2.763967
MGP_PahariEiJ_G0018371	5.667422	4.776588	5.747048	5.137976
MGP_PahariEiJ_G0018372	4.769378	4.155185	5.339769	1.621243
MGP_PahariEiJ_G0018373	6.96583	6.298089	5.742748	4.596233
MGP_PahariEiJ_G0018374	0.8431839	0.259479	0.9731778	0.1850368
MGP_PahariEiJ_G0018375	0.7538629	3.054192	1.155723	0.1545754
MGP_PahariEiJ_G0018376	5.798119	4.169905	5.299152	4.912987
MGP_PahariEiJ_G0018377	6.931715	3.59525	4.415863	3.321998
MGP_PahariEiJ_G0018378	6.398756	4.875674	5.667705	4.591292
MGP_PahariEiJ_G0018379	2.330154	0.5806617	6.07861	0.4024537
MGP_PahariEiJ_G0018380	8.589719	0.6443196	2.458675	0.9995816
MGP_PahariEiJ_G0018381	5.247303	6.213061	8.139092	7.593462
MGP_PahariEiJ_G0018382	5.733942	5.658713	7.10752	6.585694
MGP_PahariEiJ_G0018383	5.856241	2.406014	2.260792	0.7811801
MGP_PahariEiJ_G0018384	1.436991	1.382812	2.301279	1.619773
MGP_PahariEiJ_G0018385	5.423071	3.997044	5.133653	2.858308
MGP_PahariEiJ_G0018386	0.7867578	0	0	0
MGP_PahariEiJ_G0018387	2.382449	0.8375986	1.881116	0.08000049
MGP_PahariEiJ_G0018388	0.3033108	0.1106042	0.2621433	0.1058701
MGP_PahariEiJ_G0018389	4.95131	4.943173	4.525953	4.508786
MGP_PahariEiJ_G0018390	5.329938	1.401623	3.399071	1.810018
MGP_PahariEiJ_G0018391	2.562483	3.661026	2.710366	0.3257163
MGP_PahariEiJ_G0018392	2.873866	3.946781	1.409972	0
MGP_PahariEiJ_G0018393	6.495671	5.292122	5.620903	4.658709
MGP_PahariEiJ_G0018394	0.3862525	0.3440229	1.053313	0
MGP_PahariEiJ_G0018396	5.098479	0.04165807	0	0
MGP_PahariEiJ_G0018397	0.1636404	0.1151914	0.1129248	0
MGP_PahariEiJ_G0018398	1.353402	0	0	0
MGP_PahariEiJ_G0018399	3.651086	2.202873	3.286888	2.250581
MGP_PahariEiJ_G0018400	6.682603	5.300629	5.534704	5.602187
MGP_PahariEiJ_G0018401	4.019285	3.155855	2.839388	0.567195
MGP_PahariEiJ_G0018402	5.742493	4.869058	5.84915	5.755299
MGP_PahariEiJ_G0018403	4.914201	3.519492	4.829124	3.743127
MGP_PahariEiJ_G0018404	4.155452	2.07662	3.383197	2.10966
MGP_PahariEiJ_G0018405	6.071938	3.206128	5.646283	1.230577
MGP_PahariEiJ_G0018406	3.901188	0.1551948	0.385865	0
