brain	heart	kidney	liver
ENSPANG00000000040	NA	5.8069969987553	5.20747098175275	5.38831285880186
ENSPANG00000000041	NA	5.92571858650021	6.91150926575378	5.99344538487467
ENSPANG00000000052	NA	1.65828519872656	0.481523238407989	1.08892470047756
ENSPANG00000000053	NA	0.399902429703594	0.9590800163988	0.292500426056202
ENSPANG00000000059	NA	3.77327649700685	4.98229749916733	4.05798053662895
ENSPANG00000000060	NA	4.38326662735409	4.34597258657103	3.60794899314376
ENSPANG00000000062	NA	1.22126713727859	1.53471117034313	1.55366166289589
ENSPANG00000000063	NA	0.404857720348388	0.808397115223086	0.370820960241669
ENSPANG00000000071	NA	7.8429057009976	3.64203927384233	4.38462170872624
ENSPANG00000000072	NA	2.04412869645253	3.15831614558915	2.86964143347148
ENSPANG00000000085	NA	5.55146631570566	5.35181831828718	5.36386631563501
ENSPANG00000000090	NA	1.76654320749543	1.31966107944266	0.679696342183972
ENSPANG00000000093	NA	1.96704494972215	-0.0114841175656718	0.00807414919121949
ENSPANG00000000094	NA	-0.0397013304573187	-0.0472987113397345	0.138332268083501
ENSPANG00000000102	NA	3.02190978002019	2.86760601338342	2.12845333332399
ENSPANG00000000103	NA	3.61375022644911	3.68085816907999	3.43448256608025
ENSPANG00000000107	NA	0.0333790254697899	0.0727940730712076	0.0549621660749738
ENSPANG00000000111	NA	6.97479078226922e-18	0.503077	-3.41523894633183e-18
ENSPANG00000000112	NA	1.66741173950523	0.0838619806200778	0.0686768829542131
ENSPANG00000000116	NA	-0.0871285265647863	0.280726405649463	0.34339359147212
ENSPANG00000000117	NA	-0.387291088660499	1.60578906176035	2.02938429949155
ENSPANG00000000122	NA	2.85830225266525	2.03316587622666	0.969690022365166
ENSPANG00000000123	NA	0.16467898655567	-0.675360726852008	0.63028979861638
ENSPANG00000000126	NA	3.16510224102025	3.45430319737718	2.4734364170387
ENSPANG00000000127	NA	10.7121985359007	6.05637980644231	2.93396319642535
ENSPANG00000000131	NA	9.00411697116671	9.31416154533106	8.72663261214301
ENSPANG00000000132	NA	-0.8310208513803	-0.0602353461694238	2.05066506154933
ENSPANG00000000141	NA	3.64931286441679	5.11087595397221	4.82048311345433
ENSPANG00000000142	NA	4.8138643362127	4.26855079676534	4.22552670417028
ENSPANG00000000147	NA	7.55904818687128	8.03412725292014	7.77091342854248
ENSPANG00000000148	NA	-0.151453252189033	-0.0881345163144829	0.166529680362187
ENSPANG00000000165	NA	-0.389030715411941	-1.78494579643761	0.708540761291812
ENSPANG00000000166	NA	-0.284705524408084	-1.306282277415	0.518533526789095
ENSPANG00000000171	NA	0.52909428372359	0.570214404233786	0.445692097205132
ENSPANG00000000174	NA	-0.103540890361277	0.0536641132090138	0.201479990588292
ENSPANG00000000175	NA	5.13975591662532	-0.122358123328344	0.0470049340590755
ENSPANG00000000180	NA	1.52514633918465e-17	1.100056	-7.46795042179628e-18
ENSPANG00000000181	NA	2.2414557347823	2.84890169828995	1.6124210473272
ENSPANG00000000187	NA	0.0566113107210586	-0.0622297547320806	0.0254585844177033
ENSPANG00000000188	NA	-0.100930704475157	-0.634234209960753	0.403706731990098
ENSPANG00000000194	NA	1.0335406535949	0.265815802298718	2.90460063452298
ENSPANG00000000195	NA	7.355482481171	4.23441835354395	6.29463948012657
ENSPANG00000000200	NA	5.40688811070829	5.74104392464037	5.20665568803761
ENSPANG00000000205	NA	2.93121796211378	3.29929012120624	3.36363350216705
ENSPANG00000000206	NA	0.796489689834051	1.99570271692267	6.65191689455294
ENSPANG00000000209	NA	0.101449896843907	0.121401894403772	0.163940300587186
ENSPANG00000000210	NA	2.83355012470254	2.54159975132922	2.14637359641862
ENSPANG00000000217	NA	7.88522699619001	8.3495592573618	8.3341626969913
ENSPANG00000000222	NA	0.0180544993116672	0.0413670778457108	0.0254082589219729
ENSPANG00000000228	NA	0.175492906902106	0.306789766222411	0.112979581869226
ENSPANG00000000238	NA	1.58254616410459	1.76414710446841	1.0408768027938
ENSPANG00000000239	NA	0.0835817849516367	-0.106293116180288	1.55520841116955
ENSPANG00000000242	NA	5.58191517102065	5.63111476849028	5.30162525338765
ENSPANG00000000243	NA	-0.0647401724752243	1.19515859295848	2.31878198621017
ENSPANG00000000246	NA	3.39161643143688	1.38061490795754	5.27924466902107
ENSPANG00000000247	NA	4.19377836660501	4.08823438361272	3.58090608214052
ENSPANG00000000252	NA	-0.0188506413596545	-0.0118942056435096	0.0209792836487234
ENSPANG00000000253	NA	-0.0341175651029863	-0.0277146635398995	0.147466837425132
ENSPANG00000000257	NA	0.484350225521293	0.438142611086015	0.361934486916344
ENSPANG00000000258	NA	1.9026163294759	1.5232757434606	1.3350132027597
ENSPANG00000000263	NA	1.53987968540989	-0.522433949965317	0.813912912737554
ENSPANG00000000264	NA	1.90042870949695	0.195850078496635	0.679047006679684
ENSPANG00000000267	NA	3.14656347386178	7.19545862740703	4.86985360551042
ENSPANG00000000268	NA	0.644155743853655	-0.619577375424207	0.40432448571497
ENSPANG00000000270	NA	5.1110937679017	3.97688174221139	2.93031544187013
ENSPANG00000000271	NA	1.02360432917696	1.42854669130111	0.759526249427931
ENSPANG00000000274	NA	1.08884185631402	1.52789652048201	0.932291611018706
ENSPANG00000000275	NA	1.82660388675669	2.52522990306049	1.37114912427948
ENSPANG00000000276	NA	-0.0253676976144592	0.00784511685105433	0.0754992338290559
ENSPANG00000000277	NA	4.40895307684972	3.40392892918602	1.3062289727888
ENSPANG00000000279	NA	0.622784666187401	1.1503628012679	0.775741645284464
ENSPANG00000000280	NA	-0.709547899666886	-0.3590694556819	1.12283438245353
ENSPANG00000000281	NA	3.07549173031094	2.89364075772664	2.08077106578783
ENSPANG00000000282	NA	4.36361010852361	4.6575581083686	3.86377938982407
ENSPANG00000000283	NA	5.50894829709441	6.0925545632225	5.39751958917142
ENSPANG00000000284	NA	1.20964856520627	0.91820110647517	0.972786118049983
ENSPANG00000000290	NA	1.68281232647409	3.00252662046459	1.0360970266885
ENSPANG00000000291	NA	-0.235983602440942	-0.213008521633416	0.888254385814084
ENSPANG00000000294	NA	1.71119331442758	0.855972337105101	0.4373924867989
ENSPANG00000000295	NA	3.20009689230165	1.9594608835514	1.44975475337443
ENSPANG00000000300	NA	2.1495662659428	2.38924867588602	1.59808359002448
ENSPANG00000000301	NA	0.849503910003565	0.612679624296298	0.466707036120674
ENSPANG00000000304	NA	2.95841217392762	2.96998788176879	2.32505753018005
ENSPANG00000000305	NA	3.14589911107951	3.25546841061394	0.415883754647716
ENSPANG00000000308	NA	1.93816205425348	1.86506169967164	1.3949170773796
ENSPANG00000000309	NA	-0.183424842346313	0.253392862769292	0.234457403329711
ENSPANG00000000311	NA	0.0114735285875553	-0.089968206848786	0.099768592321326
ENSPANG00000000312	NA	4.64125615716742	2.62811700256003	1.37329320491216
ENSPANG00000000313	NA	4.05474492134412	2.24357183408239	2.21816114146722
ENSPANG00000000314	NA	2.35370429206563	2.88333364775981	1.78586252028412
ENSPANG00000000315	NA	2.32874755807943	7.50583113649952	6.37540147365591
ENSPANG00000000317	NA	0.0324264112243136	0.209314728181031	0.196411159065837
ENSPANG00000000318	NA	0.026078144042087	0.0979965640299554	0.0399050749858355
ENSPANG00000000319	NA	0.946193157497254	2.4694704255551	0.253716224603991
ENSPANG00000000320	NA	0.894347101757278	2.38082137640641	1.82220837975461
ENSPANG00000000321	NA	1.13652977511312	0.0772722135528197	0.627918441856764
ENSPANG00000000325	NA	4.11494544759569	5.96456596484174	5.25372680319825
ENSPANG00000000336	NA	7.21712808180248	9.42159195380281	7.13190190849909
ENSPANG00000000337	NA	-0.100344892041265	-0.0539336718242748	0.322873065713524
ENSPANG00000000339	NA	7.57973189734724	8.72591706265697	8.20092252485386
ENSPANG00000000341	NA	4.10516815618108	4.45737947004658	3.34435085037351
ENSPANG00000000344	NA	4.44792281685439	4.65031380171927	3.28690406649023
ENSPANG00000000345	NA	0.0975661996059764	0.318601178850239	0.224655693766133
ENSPANG00000000346	NA	5.84713995022189	6.16699732032014	4.90245099134231
ENSPANG00000000347	NA	0.133135175677726	0.798466050864602	0.979289139030321
ENSPANG00000000348	NA	-0.07920336813248	-0.359174152369461	0.256119033921384
ENSPANG00000000349	NA	0.0969531157902098	-0.0581178813629743	0.0067795013001525
ENSPANG00000000351	NA	5.3672739057674	4.59848142938954	4.35781887482435
ENSPANG00000000352	NA	3.45692674116559	3.16338460819075	3.25100545908192
ENSPANG00000000354	NA	1.98892557202872	3.37543695822532	2.85244169668998
ENSPANG00000000355	NA	3.14915220493599	3.91176873830921	1.70247721728192
ENSPANG00000000356	NA	0.0546244863754019	-0.0359227487266239	0.0180566723732154
ENSPANG00000000357	NA	0.97570008637728	0.00916810970868548	1.74799303891301
ENSPANG00000000360	NA	4.22877407647855	2.75725581355424	3.03844042003797
ENSPANG00000000361	NA	1.35285384558968	-0.160200937005979	0.596889041760518
ENSPANG00000000363	NA	4.63373553469264	1.93273121750994	0.952635895979963
ENSPANG00000000364	NA	1.5200959355821	1.89216693655197	1.88560908007997
ENSPANG00000000367	NA	0.371216365144445	-0.209710678890506	0.756799337022337
ENSPANG00000000368	NA	3.12725714767703	3.75406346207511	2.93432613908691
ENSPANG00000000369	NA	0.0248177230049334	0.305578200998416	0.278903200498704
ENSPANG00000000370	NA	0.0383411161667007	0.0416504568599355	0.0294372334623758
ENSPANG00000000372	NA	2.02505149112419	2.86512602170739	2.83047032241399
