kidney	liver	ovary	testis
ENSTRUG00000013080	5.381389	2.16247495	2.027688	4.8009
ENSTRUG00000013081	1.1975312	1.4883795375	3.053863	0.09759111
ENSTRUG00000013082	0.0704044	0.076878546	0.2390327	0.03928273
ENSTRUG00000013083	2.3674305	0.7914978215	7.671308	1.464304
ENSTRUG00000013084	0.07719045	0.040165496	0.2292015	0.1477782
ENSTRUG00000013085	3.8736155	2.5534855455	4.237541	2.393136
ENSTRUG00000013086	2.0319915	2.7625345505	2.226311	0.512326
ENSTRUG00000013087	3.934223	0.4977407285	1.11356	0.08597335
ENSTRUG00000013088	4.8798345	3.2366959925	5.168774	1.558121
ENSTRUG00000013089	3.1594425	1.2036806485	2.505785	0.676265
ENSTRUG00000013090	6.167671	3.181753293	4.178811	2.335506
ENSTRUG00000013091	0.8453277	1.609191812	3.080565	0.2394249
ENSTRUG00000013092	5.4065215	0.6894383325	3.914006	0.3080491
ENSTRUG00000013093	1.3676955	2.421459258	2.381508	1.052731
ENSTRUG00000013094	3.2135105	0.7595573975	4.272262	1.529076
ENSTRUG00000013095	0.25042275	0.2063103505	0.120717	0.05199902
ENSTRUG00000013096	2.6023305	2.0185949415	2.912151	0.4192208
ENSTRUG00000013097	0.41907745	0.0467241885	0.6208895	0.1288305
ENSTRUG00000013098	4.227946	2.3196933135	5.200881	1.429461
ENSTRUG00000013099	0.10998235	0.026510196	0.3533617	0.04688648
ENSTRUG00000013100	5.1180115	2.5665154245	2.83824	0.258578
ENSTRUG00000013101	3.699652	3.9279020405	3.728312	1.100964
ENSTRUG00000013102	1.18392265	0.586926532	1.141845	0
ENSTRUG00000013103	1.400969	1.4081596575	1.164955	0.08478992
ENSTRUG00000013104	0.4489608	0	0	0.04811158
ENSTRUG00000013105	1.2902945	0.467837361	2.373796	0
ENSTRUG00000013106	3.7632445	1.0330698275	4.740275	1.518298
ENSTRUG00000013107	1.3961805	1.179039405	2.384837	0.3448254
ENSTRUG00000013108	7.3353825	6.1374556495	6.239495	2.686716
ENSTRUG00000013109	0	0	0.05529701	0
ENSTRUG00000013110	2.1530315	2.3345212225	1.276872	0.1988226
ENSTRUG00000013111	0.059018455	0.0069621815	0.0660863	0.2756768
ENSTRUG00000013112	0.83960075	0	0.4841175	2.232205
ENSTRUG00000013113	2.5702155	1.568159284	1.779592	0.3506681
ENSTRUG00000013114	2.6443015	3.280971042	2.896249	0.2151376
ENSTRUG00000013115	4.1445175	1.809158471	3.561497	1.353922
ENSTRUG00000013116	1.964457	1.9318881355	2.170653	0.3390918
ENSTRUG00000013117	0	0.0803607895	0.07401541	0.1141767
ENSTRUG00000013118	3.1755425	1.2623108145	4.648956	0.4690712
ENSTRUG00000013119	2.3454245	1.1636521325	1.670686	0.4231392
ENSTRUG00000013120	2.8342235	1.8075787545	2.546961	0.4010187
ENSTRUG00000013121	3.8653565	2.090579697	3.561742	0.5113466
ENSTRUG00000013122	1.887711	3.5581722955	3.417292	1.956235
ENSTRUG00000013123	4.771049	0.9591775775	0.03696098	0.03718582
ENSTRUG00000013124	0.0941479	0.1350258725	0.1431909	0.1173715
ENSTRUG00000013125	2.6831915	0.6221757065	2.671563	0.2582362
ENSTRUG00000013126	3.7468865	2.631339079	2.503964	0.7979588
ENSTRUG00000013128	0.22564817	0.03112449	3.489645	0.1824609
ENSTRUG00000013129	3.5467325	1.9674974375	3.362479	0.6384066
ENSTRUG00000013130	0	0	2.010227	0.2287448
ENSTRUG00000013131	3.76042	2.088323394	4.068447	2.11666
ENSTRUG00000013132	2.722655	1.602688999	1.534451	0.2381837
ENSTRUG00000013133	5.518508	3.395023899	4.305788	0.6739408
ENSTRUG00000013134	3.8382675	1.1657549415	3.047216	1.675689
ENSTRUG00000013135	2.7390115	1.545792889	2.113809	0.1732423
ENSTRUG00000013136	2.979866	1.702441815	2.282105	0.09088134
ENSTRUG00000013137	3.1940805	1.452551934	3.868055	2.061158
ENSTRUG00000013138	1.9357255	0.865100186	0.9645014	0.03796256
ENSTRUG00000013139	0.7026539	0.5794472795	0.7472104	0.02337914
ENSTRUG00000013140	2.0507545	0.667933116	2.957391	0
ENSTRUG00000013141	7.2283735	4.785569542	7.602053	3.039888
ENSTRUG00000013142	3.717095	6.6349141925	0.4660249	0.2058991
ENSTRUG00000013143	2.1358	0.3659162805	4.571312	0.1889367
ENSTRUG00000013144	5.698523	8.8800045465	0.1227889	0.2451768
ENSTRUG00000013145	3.174185	1.027593651	4.342306	0.5004309
ENSTRUG00000013146	2.9749935	2.4672447805	2.743842	0.5863334
ENSTRUG00000013147	0.11324372	0	0.9771011	0.08461089
ENSTRUG00000013148	2.7150565	1.459366916	2.808931	4.196528
ENSTRUG00000013149	1.769766	0.4518921935	1.694533	0.112768
ENSTRUG00000013150	0.24677995	0.0747856	7.003595	0.03546429
ENSTRUG00000013151	3.4245275	2.6759336395	4.083443	0.9892851
ENSTRUG00000013152	3.4219525	1.4619891925	4.95798	1.469646
ENSTRUG00000013153	5.9282845	3.052975729	6.103191	4.217246
ENSTRUG00000013154	6.1675185	2.39096391	4.112283	1.715002
ENSTRUG00000013155	1.171373	7.7507422905	6.668275	0.1210841
ENSTRUG00000013156	1.8704235	1.61641327	1.105166	0.4210358
ENSTRUG00000013157	1.125545	0.6486709985	1.824251	0.3700683
ENSTRUG00000013158	0.49677895	0.3060775795	0.5641043	0.3194005
ENSTRUG00000013159	0.06759045	0	0.07237791	0
ENSTRUG00000013160	2.381435	0.4679709955	0.548773	0.09517274
ENSTRUG00000013161	5.1944345	2.234649252	5.661718	2.78785
ENSTRUG00000013162	2.4735075	2.0642554885	2.636759	0.07711873
ENSTRUG00000013163	2.793237	2.1381045085	2.678782	0.3914004
ENSTRUG00000013164	3.0225525	1.438550351	3.487331	1.873295
ENSTRUG00000013165	2.2342695	0.372642193	1.557557	1.127779
ENSTRUG00000013166	0.14607525	0.011123749	0	0.1431805
ENSTRUG00000013167	0.9428174	0.144115817	1.125029	1.055618
ENSTRUG00000013168	0.048217565	0	0.09484775	0.049048
ENSTRUG00000013169	0.44418005	0.045340431	0.6766402	0.7864079
ENSTRUG00000013170	8.6164245	6.5528115845	7.867532	5.19737
ENSTRUG00000013171	0.91554275	0.6451703735	1.15833	0.1150384
ENSTRUG00000013172	4.4693475	2.026755228	5.894551	3.344417
ENSTRUG00000013173	8.249585	5.757848735	8.099795	6.124882
ENSTRUG00000013174	0	0	1.230326	0
ENSTRUG00000013175	0.93485255	0.081987344	0.09358911	0.05347186
ENSTRUG00000013176	4.746516	2.273568964	4.770644	1.246141
ENSTRUG00000013177	5.286147	3.379473327	3.7842	4.683141
ENSTRUG00000013178	0	0	0.1841611	0.04702473
ENSTRUG00000013179	5.7493635	3.528512678	3.481002	1.439549
ENSTRUG00000013180	4.834345	1.5667268205	3.397457	0.2469237
ENSTRUG00000013181	1.079227	2.5452478275	0.2047955	0.473337
ENSTRUG00000013182	0.13329621	0.042886423	0.160957	0.07437294
ENSTRUG00000013183	5.5811525	2.4672356435	7.309849	4.490808
ENSTRUG00000013184	5.5524665	1.173749348	1.763999	0.09020373
ENSTRUG00000013185	2.8873055	1.377211404	1.127588	0.1761699
ENSTRUG00000013186	0.9522353	4.078824433	1.168148	0.3161237
ENSTRUG00000013187	5.6534395	3.0437879835	5.639696	2.471141
ENSTRUG00000013188	3.836183	2.8024530195	3.785885	0.9251351
ENSTRUG00000013189	0.043237635	0.01034568	0.05173738	0.1297766
ENSTRUG00000013190	4.124628	1.460031689	4.589895	0.6720487
ENSTRUG00000013191	2.6581325	3.547764559	3.419445	0.4373588
ENSTRUG00000013192	3.0221895	1.1529399365	2.052454	0.3450171
ENSTRUG00000013193	5.201098	3.45323232	5.513835	2.094213
ENSTRUG00000013194	0.77872765	0.032193394	0.2224695	0
ENSTRUG00000013195	2.836843	0	0.1051296	0
ENSTRUG00000013196	3.211121	3.551691912	2.147163	0.8694324
ENSTRUG00000013198	3.738746	1.6886263195	2.802742	0.2360088
ENSTRUG00000013199	6.6959345	1.9614872355	2.724399	0.3489281
ENSTRUG00000013200	0.61593715	0	0.05898182	0.03962763
ENSTRUG00000013201	4.045384	1.9321850275	2.229989	0.06084732
ENSTRUG00000013202	1.1517162	0.8842302805	2.504737	0.08266744
ENSTRUG00000013203	0.32821585	1.04578028	0.04856724	0.4436236
ENSTRUG00000013204	0.31250435	0.1264088485	5.878372	0.06238273
ENSTRUG00000013205	0.19175075	0.0043757545	0.1075654	0.01495981
ENSTRUG00000013206	1.530119	0.4350105095	2.836823	0.683338
ENSTRUG00000013207	3.6276905	1.6991003705	4.153233	1.197898
ENSTRUG00000013208	5.4390965	3.796533254	5.47317	2.920564
ENSTRUG00000013209	0.53520195	0.26174985	8.886738	1.521376
ENSTRUG00000013210	6.8394695	3.1544437485	6.447335	1.320225
ENSTRUG00000013211	0.4837345	0.502469387	0.07356393	0.04304571
ENSTRUG00000013212	4.9404435	2.394510409	5.102257	1.454853
ENSTRUG00000013213	0.932339	0.00917857	0.4199999	0.1026021
ENSTRUG00000013214	3.659296	4.0136020015	6.052807	3.057547
ENSTRUG00000013215	0.009673685	0	0	0.1604504
ENSTRUG00000013216	2.720967	0.884028683	1.650264	0.3965563
ENSTRUG00000013217	0.54035185	0	2.206315	0.8803023
ENSTRUG00000013218	1.492113	1.317794532	1.624947	1.364719
ENSTRUG00000013219	1.6582555	0.347775953	0.8192661	0.0849435
ENSTRUG00000013220	1.5050135	0.9671373485	2.274584	1.42983
ENSTRUG00000013221	4.8974845	3.9188879445	5.729855	2.238281
ENSTRUG00000013222	4.192674	3.657490143	1.321772	0.3962439
ENSTRUG00000013223	3.4975115	2.095702784	3.811132	2.371258
ENSTRUG00000013224	2.480466	0.3792309045	0.3327457	0.890207
ENSTRUG00000013225	3.7717575	1.855222091	4.636021	0.7498921
ENSTRUG00000013226	0.83275625	0.111333365	0.2553678	0
ENSTRUG00000013227	6.2380695	4.6322391325	6.216207	4.2328
ENSTRUG00000013228	5.5260875	2.349991078	3.399123	0.6241739
ENSTRUG00000013229	4.939982	1.60968451	2.793856	3.294956
ENSTRUG00000013230	1.32149765	0.510567833	0.7384779	0.1408242
ENSTRUG00000013231	1.87515	1.602378068	5.124241	0.3681112
ENSTRUG00000013232	3.1386545	0.600613158	3.899205	0.3231948
ENSTRUG00000013233	1.805549	0.829138601	2.667049	7.779236
ENSTRUG00000013234	4.190531	3.1535524815	4.84981	8.428523
ENSTRUG00000013235	2.221299	1.850720783	3.263876	0.3036767
ENSTRUG00000013236	8.137461	5.8648557395	6.546901	4.841168
ENSTRUG00000013237	0.07448352	0.1598649225	0.1696416	0.3358347
ENSTRUG00000013238	4.575965	1.547521558	1.03251	0
ENSTRUG00000013239	0	0.0419867405	0.05030763	0.1398008
ENSTRUG00000013240	0	0	0	0.04372763
ENSTRUG00000013241	2.119562	1.58346535	1.95998	0.3348474
ENSTRUG00000013242	4.3599125	2.2406385235	5.165598	2.506948
ENSTRUG00000013243	2.1278665	0.295203984	1.849658	0.2529533
ENSTRUG00000013244	0.3374014	0.125366325	0.459382	0.09519165
ENSTRUG00000013245	4.5798455	2.493693037	0.3860284	0
ENSTRUG00000013246	5.72601	2.0157378985	2.408549	0.2849535
ENSTRUG00000013247	3.968502	1.6161210055	1.407387	5.867132
ENSTRUG00000013248	4.1966975	2.695509847	3.825582	1.135194
ENSTRUG00000013249	0	0	0	0.1464024
ENSTRUG00000013250	2.6100585	0.274019987	3.865574	0.3049502
ENSTRUG00000013251	3.9416045	2.425176712	5.107002	2.74582
ENSTRUG00000013252	5.548681	2.6987545195	6.223112	3.182811
ENSTRUG00000013253	6.7798175	3.755679513	7.315883	4.98162
ENSTRUG00000013254	5.433541	4.653897985	8.087696	1.01045
ENSTRUG00000013255	3.815449	0.9005818555	4.360348	2.997674
ENSTRUG00000013256	5.163549	0.304498745	2.931643	0
ENSTRUG00000013257	2.3445075	1.348779874	2.271826	0.4183454
ENSTRUG00000013258	4.3122545	1.7716809585	4.237793	4.313485
ENSTRUG00000013259	4.9939505	3.349962339	4.778746	1.438984
ENSTRUG00000013260	0	0.07174505	0	0.0838703
ENSTRUG00000013261	0.03362702	0	0.2489234	0.2527668
ENSTRUG00000013262	3.7000555	0.237215862	1.757572	0.8018457
ENSTRUG00000013263	0.27982295	0.5747911135	0.4995025	0.01721015
ENSTRUG00000013264	4.398728	1.398210771	2.136517	0.775541
ENSTRUG00000013265	3.634756	1.6028106225	3.01294	0.08809423
ENSTRUG00000013266	0.4250974	0.044648527	4.390819	0.8150835
ENSTRUG00000013267	3.065033	1.999787541	2.79374	0.641716
ENSTRUG00000013268	1.680334	1.280869417	6.470844	2.521189
ENSTRUG00000013269	1.4243865	0.485638788	1.23706	0.2261435
ENSTRUG00000013270	0.43240085	0.563786261	2.340374	0.6135703
ENSTRUG00000013271	0.07565535	0	2.868495	1.293912
ENSTRUG00000013272	0.21157285	2.1262579305	1.117688	0.6176763
ENSTRUG00000013273	0.251399	0.048438429	0.3782908	0.03341398
ENSTRUG00000013274	3.8870045	2.3344555085	4.969404	1.346087
ENSTRUG00000013275	2.8964125	1.656207014	3.118051	4.532661
ENSTRUG00000013276	0.1318906	0.086103059	0	0.4951405
ENSTRUG00000013277	3.434766	1.0219041025	3.010778	0.6983501
ENSTRUG00000013278	0.15856245	0.321330894	1.431559	0.382798
ENSTRUG00000013279	2.671789	1.597238933	3.094836	2.888599
ENSTRUG00000013280	5.0654845	3.560266406	4.380369	1.765284
ENSTRUG00000013281	2.9982175	1.5060329705	2.391186	0.1398951
ENSTRUG00000013282	9.3704975	4.985817511	5.724489	2.868673
ENSTRUG00000013283	5.6489135	0.9998811655	2.507338	0.2033716
ENSTRUG00000013284	0	0	0.08921758	0.3458346
ENSTRUG00000013285	1.24718	0.3485526405	0.8850753	0.3084976
ENSTRUG00000013286	0.5114318	0.2066624195	1.539107	0.05071106
ENSTRUG00000013287	4.0156395	1.29177501	2.19081	0.369755
ENSTRUG00000013288	0.7547404	0.013424847	0.3061045	0.07171627
ENSTRUG00000013289	0	0	6.168704	1.294135
ENSTRUG00000013290	0	0	0	0.04042649
ENSTRUG00000013291	0.017533565	0	0.02801205	0.08661232
ENSTRUG00000013292	4.6950745	1.9503971705	0.1164131	0
ENSTRUG00000013293	4.098574	2.479235556	4.729819	1.936834
ENSTRUG00000013294	4.4847755	2.5229665285	5.91981	3.070142
ENSTRUG00000013295	6.833742	2.6369947495	0.480021	1.430532
ENSTRUG00000013296	1.762284	1.946440649	1.943227	1.318687
ENSTRUG00000013297	3.934867	2.8936067255	5.408196	2.542194
ENSTRUG00000013298	6.8814265	9.0015513045	11.00446	5.040936
ENSTRUG00000013299	2.158595	0.5627532965	1.803484	0.1642055
ENSTRUG00000013300	0.029850965	0.023274516	0.06678841	0
ENSTRUG00000013301	0.820181	0.359433218	1.582633	0.5283243
ENSTRUG00000013302	3.9144405	2.036920797	2.560571	0.912892
ENSTRUG00000013303	1.2821105	0.2333449835	1.078514	0.9208847
ENSTRUG00000013304	1.05415465	0.105697265	1.199883	0.07292747
ENSTRUG00000013305	2.333951	0.4857433695	3.747495	0.4753858
ENSTRUG00000013306	2.852844	1.1407213325	3.002179	0.3493132
ENSTRUG00000013307	3.36006	0.4905937115	6.070057	1.445657
ENSTRUG00000013308	4.8567355	3.2810653315	4.401171	2.686154
ENSTRUG00000013309	1.579473	4.9251967105	2.008573	0.4280319
ENSTRUG00000013310	0.34284435	0.1941035875	2.888924	0.06787479
ENSTRUG00000013311	5.3144405	3.457060353	4.255603	1.946748
ENSTRUG00000013312	4.47932	2.5346990135	5.428193	2.631542
ENSTRUG00000013313	0.115816495	0.116404167	0	0.1064333
ENSTRUG00000013314	1.191576	1.1455426725	6.907052	0.7494673
ENSTRUG00000013315	0.57139255	4.573839826	4.319683	0.7826526
ENSTRUG00000013316	11.15533	10.216965463	12.32193	11.0959
ENSTRUG00000013317	4.2954085	2.591037847	3.03249	1.11971
ENSTRUG00000013318	2.7546345	1.2172493	2.022932	0.4901881
ENSTRUG00000013319	0.448024	0.4756375005	0.4481354	0.07104348
ENSTRUG00000013320	0.3653965	0	0.158845	1.091294
ENSTRUG00000013321	9.093235	6.9838157075	10.24678	6.973321
ENSTRUG00000013322	0.88061515	0.1596150735	1.000701	0.3235684
ENSTRUG00000013323	3.103556	1.50938801	2.796101	2.26221
ENSTRUG00000013324	4.3959865	3.3388728905	4.917145	1.919851
ENSTRUG00000013325	0.15337034	0.088627295	0.02241105	0.02872768
ENSTRUG00000013326	11.571	9.561218139	10.84515	10.45731
ENSTRUG00000013327	10.078806	0.0845490535	0.3686287	0.02298276
ENSTRUG00000013328	3.7021615	1.392062102	4.104479	7.016932
ENSTRUG00000013329	0	0	0	0.0713611
ENSTRUG00000013330	0.081178605	0	0	0.005020604
ENSTRUG00000013331	0	0.07680735	3.063676	0.6073459
ENSTRUG00000013332	0.66239245	2.27885665	1.392411	0.7035198
ENSTRUG00000013333	3.818344	0.642879155	1.486246	0.2431682
ENSTRUG00000013334	4.9207185	2.8068585465	5.210112	0.7752571
ENSTRUG00000013335	4.106001	1.1988883845	2.927948	1.086676
ENSTRUG00000013336	1.580624	0.5656711505	1.595423	0.4005281
ENSTRUG00000013337	0.8704249	1.937994861	0.6992803	0
ENSTRUG00000013338	2.8277045	0.9741921645	3.089792	0.2704689
ENSTRUG00000013339	4.8845575	3.4608621575	4.498072	1.367242
ENSTRUG00000013340	5.6414425	2.47210688	6.141314	4.100524
ENSTRUG00000013341	2.945617	1.697551983	3.755785	0.5181453
ENSTRUG00000013342	0	0.006156124	0.2508249	0.0464099
ENSTRUG00000013343	3.145284	2.8021263305	2.400296	0.2601765
ENSTRUG00000013344	2.857256	1.235641668	2.344377	0.1258115
ENSTRUG00000013345	0.4314308	0.406074017	0.8166061	0.2419866
ENSTRUG00000013346	0	0.263334404	0	0
ENSTRUG00000013347	6.405565	2.619964914	5.602302	1.551885
ENSTRUG00000013348	0.09285715	0	0.5057233	1.088508
ENSTRUG00000013349	0.44632245	0.03258837	0.8903432	0.167575
ENSTRUG00000013350	3.3161015	2.743566164	2.788558	1.296002
ENSTRUG00000013351	2.6312525	1.3659082565	2.400992	0.2708645
ENSTRUG00000013352	2.736943	0.9627362745	2.430791	0.9823972
ENSTRUG00000013353	0.8245144	0.158334942	0.3573977	0.338154
ENSTRUG00000013354	3.1219435	4.6757966665	4.376736	2.508482
ENSTRUG00000013355	2.695672	0.89281534	1.455777	0.5475817
ENSTRUG00000013356	2.480978	1.646103099	1.916247	0.2084801
ENSTRUG00000013357	2.3138915	4.246617698	3.944856	0.3271171
ENSTRUG00000013358	2.890207	1.7876601335	3.001011	1.319224
ENSTRUG00000013359	3.1443155	2.288985385	3.189209	2.105712
ENSTRUG00000013360	3.4629035	3.2334774385	6.889254	2.771934
ENSTRUG00000013361	1.3139395	2.3337586255	5.549432	1.831791
ENSTRUG00000013362	8.2120415	4.405726472	5.857829	5.497098
ENSTRUG00000013363	0.14267849	0.035149665	0.1058103	0.07897415
ENSTRUG00000013364	2.6232965	0.8244632245	3.018994	0.2986536
ENSTRUG00000013365	2.8592705	1.85415051	2.487396	1.468749
ENSTRUG00000013366	6.0554735	1.8365831195	3.090628	0.1344657
ENSTRUG00000013367	3.2827235	2.2600540995	5.571689	1.320499
ENSTRUG00000013368	2.942234	0.244555862	5.422993	0.9277698
ENSTRUG00000013370	5.1392845	1.6203074435	3.931301	0.5368088
ENSTRUG00000013371	3.622159	1.8261348735	2.639637	0.08695519
ENSTRUG00000013372	2.7763605	1.748629044	3.617276	0.6637599
ENSTRUG00000013373	0.2013295	6.7944415635	6.246758	2.502682
ENSTRUG00000013374	0	0	0	0.06936506
ENSTRUG00000013375	0	0	0.02987434	0
ENSTRUG00000013376	3.7859875	1.377439792	4.990474	1.778137
ENSTRUG00000013377	4.4340605	4.0611364135	5.054045	1.652486
ENSTRUG00000013378	1.4947215	2.575342549	4.416968	0.502078
ENSTRUG00000013379	4.908478	2.2205348315	6.051442	3.044777
ENSTRUG00000013380	0.6557515	0.3949209545	7.163408	1.068024
ENSTRUG00000013381	0.06270095	0	0.1232625	0.02063746
ENSTRUG00000013382	0.03175334	0	0.8513241	0.2049432
ENSTRUG00000013383	4.6506665	2.3600786645	4.531668	1.41949
ENSTRUG00000013384	0.17865115	1.0586385725	1.456943	0.2036886
ENSTRUG00000013385	1.2407515	0.631279544	1.534384	0.0959772
ENSTRUG00000013386	0.012736295	0.036593545	2.308709	0
ENSTRUG00000013387	0.65904805	0.503880657	0.7589593	0.1153072
ENSTRUG00000013388	2.93354	1.290424778	1.227292	0.2471733
ENSTRUG00000013389	4.5792485	3.3923722775	5.685651	4.173823
ENSTRUG00000013390	2.418178	1.9794311695	3.740192	0.3959611
ENSTRUG00000013391	0	0	0	0.01933684
ENSTRUG00000013392	2.9676235	1.800769718	2.548656	0.6746722
ENSTRUG00000013393	3.883735	1.6916978615	6.269506	1.649151
ENSTRUG00000013394	4.6093695	2.757362484	4.434731	3.760007
ENSTRUG00000013395	4.3429485	1.015824954	1.872785	0.2634311
ENSTRUG00000013396	2.173455	1.088236943	2.375462	0.7622587
ENSTRUG00000013397	0.1659649	0.370711188	1.70907	0.0548407
ENSTRUG00000013398	12.253195	10.8281442	11.50648	11.31545
ENSTRUG00000013399	3.0670035	0.938960507	2.255603	1.085217
ENSTRUG00000013400	2.6246015	2.0011348705	1.24996	0
ENSTRUG00000013401	4.0790085	0.4273316455	3.128064	1.837723
ENSTRUG00000013402	1.0989585	3.4347870405	0.5555803	0.01735412
ENSTRUG00000013403	0.12557499	0.064248065	0.2540352	0
ENSTRUG00000013404	7.260663	7.3238944345	2.794821	2.377511
ENSTRUG00000013405	0.0150119725	0.0728750465	0	0.0271355
ENSTRUG00000013406	0.129911625	0.021465165	4.634088	2.199999
ENSTRUG00000013407	4.3094255	3.036913956	1.180093	0.05176104
ENSTRUG00000013408	2.518097	0.8726992725	4.676159	0.231408
ENSTRUG00000013410	5.858776	1.3907889685	4.788023	2.938131
ENSTRUG00000013411	5.9181045	3.9652518695	6.66353	3.148932
ENSTRUG00000013412	2.8677935	0.7954891915	3.770361	0.4490479
ENSTRUG00000013413	4.128897	1.376657567	3.443516	1.17159
ENSTRUG00000013414	2.1020345	0.2733857575	0.3808768	0.1024324
ENSTRUG00000013415	0.3650813	12.288335892	0.2178933	0.5699528
ENSTRUG00000013416	4.134177	2.0864235005	4.653773	2.375534
ENSTRUG00000013417	0	1.1286380975	0	0
ENSTRUG00000013418	2.4954185	0.7299882125	2.446373	0.4499005
ENSTRUG00000013419	2.9606355	1.445276661	4.68646	0.3168721
ENSTRUG00000013420	0.88321955	2.293358753	0.6704162	0.3075976
ENSTRUG00000013421	2.8599005	1.1917747375	2.451923	0.3062459
ENSTRUG00000013422	3.644137	1.8379275015	3.731644	0.763189
ENSTRUG00000013423	1.7517115	0.54386574	3.276089	0
ENSTRUG00000013424	1.26279505	0.9559598495	3.072396	0.9868419
ENSTRUG00000013425	2.935604	1.819035088	0.6269998	0.06300723
ENSTRUG00000013426	1.242807	0.837904325	1.75406	1.054569
ENSTRUG00000013427	1.9287265	1.028066198	1.377551	0.5778315
ENSTRUG00000013428	0.57253395	0.322499868	0.09288464	1.13499
ENSTRUG00000013429	4.7870055	3.832556872	4.600268	2.000896
ENSTRUG00000013430	1.655095	0.49247147	2.251775	0.1435213
ENSTRUG00000013431	5.172385	3.0493606795	4.874753	0.899734
ENSTRUG00000013432	0.53013655	8.449583211	0.5147434	0
ENSTRUG00000013433	0	0	0	1.733524
ENSTRUG00000013434	6.0946515	1.050630151	0	0.0624554
ENSTRUG00000013435	1.225895	0.522017397	1.967327	0.07403761
ENSTRUG00000013436	5.5293345	4.2025826635	5.106143	0.6670628
ENSTRUG00000013437	0.044226385	0.0147459495	0.0556463	0.02301925
ENSTRUG00000013438	4.967834	2.096189546	2.495066	0.3698015
ENSTRUG00000013439	2.0415015	1.160924525	1.974181	0.3160762
ENSTRUG00000013440	4.1629385	1.7593289395	3.896611	2.144063
ENSTRUG00000013441	5.7634635	3.1435877155	5.809816	0.9646722
ENSTRUG00000013442	3.900176	2.5235500895	2.896514	0.4677677
ENSTRUG00000013443	9.132918	2.247652844	5.472715	2.133393
ENSTRUG00000013444	0	0	0.127837	0
ENSTRUG00000013445	4.3936935	2.9190288285	5.283288	1.65092
ENSTRUG00000013446	0	0	1.667924	0.3748637
ENSTRUG00000013447	4.035312	1.968987516	3.947591	0.3228742
ENSTRUG00000013448	4.201495	2.4314628325	5.385203	1.954356
ENSTRUG00000013449	8.140334	7.40296784	9.477352	7.654064
ENSTRUG00000013450	1.385235	0	0	0.1727832
ENSTRUG00000013451	0	0	0	0.09104402
ENSTRUG00000013452	1.832789	0.672544076	1.492125	0.6978921
ENSTRUG00000013453	0.2406158	0.0493509215	0.6488207	2.287643
ENSTRUG00000013454	4.431153	3.0316161495	4.9024	1.192295
ENSTRUG00000013455	7.8631025	4.8874987795	8.622165	6.448567
ENSTRUG00000013456	0.05719783	0.127456027	3.218215	0.06066944
ENSTRUG00000013457	3.76328	1.758263865	4.41586	1.178715
ENSTRUG00000013458	4.2854815	3.9805766705	4.230095	0.4827894
ENSTRUG00000013459	1.4013265	0.7229390035	2.589927	0.6436333
ENSTRUG00000013460	4.9157995	3.183136154	5.636691	3.312607
ENSTRUG00000013461	0.1120854	0.050325201	1.180065	0.1849241
ENSTRUG00000013462	0.1283707	0.0241778075	0.05571238	0.2879764
ENSTRUG00000013463	0	0	0	5.409184
ENSTRUG00000013464	1.12519445	1.4260836825	1.196452	0.9533141
ENSTRUG00000013465	4.6298235	3.1718058165	3.911548	0.2485653
ENSTRUG00000013466	1.6241685	0.013969087	0.01777271	0.1544734
ENSTRUG00000013467	1.597152	1.037299561	1.039602	0.1998872
ENSTRUG00000013468	2.314962	0.7549932195	3.827614	0.7518579
ENSTRUG00000013469	0.6710187	0.418566342	1.068539	0.3068863
ENSTRUG00000013470	4.6157625	2.4766505605	5.221286	0.5570954
ENSTRUG00000013471	2.885724	1.336788165	3.732182	0.9309432
ENSTRUG00000013472	2.4313915	1.235856118	2.29715	0.6800101
ENSTRUG00000013473	0	0	0	0.02675304
ENSTRUG00000013474	3.1987965	0.7962254645	3.157335	0.1941942
ENSTRUG00000013475	1.8002385	0.31203125	0	1.717324
ENSTRUG00000013476	4.302039	2.031696033	3.996933	0.4750174
ENSTRUG00000013477	0.24075615	0.252961213417583	0	0.5624522
ENSTRUG00000013478	3.045755	0.661395638	3.603302	1.277261
ENSTRUG00000013479	3.390334	0.411957742	1.048322	0.9464082
ENSTRUG00000013480	3.1492855	1.9101543605	4.534199	2.395987
ENSTRUG00000013482	3.0590875	0.8262555555	2.255392	0.9719772
ENSTRUG00000013484	5.1203015	3.2986948775	6.429592	1.69099
ENSTRUG00000013485	5.9282835	4.2046053675	5.653837	2.697028
ENSTRUG00000013486	2.5516615	0.6857332835	3.552745	0.8656243
ENSTRUG00000013487	5.312155	4.1861441175	7.325342	2.408557
ENSTRUG00000013488	2.800318	1.3599820245	2.197651	0.6247513
ENSTRUG00000013489	2.1390045	1.535381819	2.460685	0.1198391
ENSTRUG00000013490	2.6511245	1.089691509	2.087569	1.218397
ENSTRUG00000013491	0.2356471	0.1943248465	0.9230875	0.1068197
ENSTRUG00000013492	3.70594	2.451919413	5.430126	2.03061
ENSTRUG00000013493	5.5046405	4.322024598	6.077869	1.4224
ENSTRUG00000013494	4.935653	2.881931173	4.880421	2.381599
ENSTRUG00000013495	4.5736045	2.746282142	3.911618	1.184765
ENSTRUG00000013496	3.137341	1.6220065885	4.209835	0.4311084
ENSTRUG00000013497	4.780943	2.9673356745	4.434521	1.913583
