kidney	liver	ovary	testis
ENSTRUG00000005895	3.6451405	1.3273048215	2.408465	0.6512543
ENSTRUG00000005896	8.9495815	4.6815049985	6.408291	0.8215894
ENSTRUG00000005897	5.317178	3.407574095	5.964015	2.376835
ENSTRUG00000005898	4.1584175	1.79518164	3.089169	0.1368051
ENSTRUG00000005899	0.96766175	0.2620775455	0.569982	0.2555624
ENSTRUG00000005900	3.8358275	1.836870712	3.229694	0.2578989
ENSTRUG00000005901	1.331634	0.5130129645	1.127277	0.05367565
ENSTRUG00000005902	6.911507	5.3697863125	7.743643	3.224584
ENSTRUG00000005903	3.1251905	1.3529924125	3.318603	0.3272916
ENSTRUG00000005904	2.230007	4.937076137	3.349583	1.454918
ENSTRUG00000005905	0.3603482	0.073633809	0.5706621	0.1605511
ENSTRUG00000005906	3.541102	2.0106531335	1.516292	0.11859
ENSTRUG00000005907	3.8250235	4.10157549	0.5544641	0.08109552
ENSTRUG00000005908	1.2210845	0.1916668435	0.09677676	0.2126602
ENSTRUG00000005909	4.7595945	2.915834378	4.814325	1.463863
ENSTRUG00000005910	3.8506075	1.881798605	3.798337	0.9290577
ENSTRUG00000005911	3.8684585	1.506771669	4.20074	1.726408
ENSTRUG00000005912	1.474211	0.3149376065	2.560756	0.6316707
ENSTRUG00000005913	6.1390965	5.0257755185	6.668475	2.454913
ENSTRUG00000005914	0	0	2.231451	0.3611523
ENSTRUG00000005915	0.129693785	0.08806825	0.0631387	1.930044
ENSTRUG00000005916	0.1544855	0.2544763585	0.2804682	0.0586325
ENSTRUG00000005917	8.478768	3.5995460365	4.64667	1.212999
ENSTRUG00000005918	4.5703175	3.2512365115	6.606648	3.31803
ENSTRUG00000005919	3.997146	0.9561144985	4.029453	2.472649
ENSTRUG00000005920	0.4720139	0.03185556	0	1.748199
ENSTRUG00000005921	0.12198635	0.1705064355	6.786426	0.3346815
ENSTRUG00000005922	0.020306805	4.5665595045	0.04162064	0.1371016
ENSTRUG00000005923	5.393183	3.2872462865	6.79253	1.559624
ENSTRUG00000005924	0.05818635	0.0170337465	0.2824232	0.04726895
ENSTRUG00000005925	0	0	0.445393	0.617685
ENSTRUG00000005926	1.720746	3.311019232	2.164861	1.309697
ENSTRUG00000005928	0	0	0	0.05443773
ENSTRUG00000005929	4.84725	1.8775581845	4.528665	4.091911
ENSTRUG00000005930	4.56762	2.1253434845	5.385527	1.45381
ENSTRUG00000005932	5.009615	3.0423886815	6.557033	2.758047
ENSTRUG00000005933	0.023138865	0	0.0376001	0.2894641
ENSTRUG00000005934	3.5195195	1.274881762	2.756614	0.5657206
ENSTRUG00000005935	4.0894105	2.079888803	3.345984	0.8191302
ENSTRUG00000005936	2.4909815	2.47148097	2.182374	0.112039
ENSTRUG00000005937	2.7849865	0.6792048285	3.244838	1.54356
ENSTRUG00000005938	3.926235	2.5620935565	7.946064	4.457031
ENSTRUG00000005939	0	0	0.1262578	0.07522578
ENSTRUG00000005940	1.2751715	2.0890416055	2.313339	0.1728766
ENSTRUG00000005941	0.14922413	0.0470640865	0.1745419	0.3275425
ENSTRUG00000005942	2.868869	1.220145908	1.759079	0.1193191
ENSTRUG00000005943	4.7815015	2.015281995	3.651614	0.801359
ENSTRUG00000005944	2.5454125	0.436950536	0.566102	0.2975784
ENSTRUG00000005945	4.033838	1.287674665	0.4595439	0.1369856
ENSTRUG00000005946	0	0.5202776295	0	0
ENSTRUG00000005947	0	0.057353684	0.1205415	0.03717542
ENSTRUG00000005948	3.7642065	1.6127203105	2.38115	1.389481
ENSTRUG00000005949	0.28451705	0	0.5950157	0.4373588
ENSTRUG00000005950	3.2211695	1.6486824525	4.048681	0.9637183
ENSTRUG00000005951	2.8828605	0.5630261185	3.267074	3.421444
ENSTRUG00000005952	2.9641625	1.6015119755	3.377912	1.647766
ENSTRUG00000005953	3.8184185	1.4046539945	3.664185	0.6785443
ENSTRUG00000005954	5.0913915	1.26355971	2.198428	0.2180337
ENSTRUG00000005955	0.73577665	0.1538836555	0.4300743	0.3762548
ENSTRUG00000005956	3.3174625	2.8661643245	1.16766	0.5743273
ENSTRUG00000005957	5.6532495	3.8097952245	7.555187	1.331447
ENSTRUG00000005958	4.5409415	3.048078959	6.030729	3.955285
ENSTRUG00000005959	6.3831825	2.8501087915	4.126477	1.337317
ENSTRUG00000005960	3.493823	1.2970413155	4.654436	1.3984
ENSTRUG00000005961	0.186849215	0.2600556815	0	0.1107347
ENSTRUG00000005962	5.1470465	4.0788527375	5.075041	0.9033345
ENSTRUG00000005963	3.1710155	2.66642707	2.246347	0.8640003
ENSTRUG00000005964	4.8811845	1.0876322005	1.307513	0.7897913
ENSTRUG00000005965	0.0350716	0.012949252	0.8749637	0.2494635
ENSTRUG00000005966	0.9985569	0.5358611795	5.796263	6.365497
ENSTRUG00000005967	7.992681	6.2928317475	7.771912	6.692427
ENSTRUG00000005968	0	0	0.7327962	0.1733117
ENSTRUG00000005969	11.111565	8.7125472275	10.76115	9.326216
ENSTRUG00000005970	6.6108915	5.060567645	7.293902	5.846352
ENSTRUG00000005971	0.2423671	0	0	0
ENSTRUG00000005972	6.1211535	3.6019144225	6.218719	3.552807
ENSTRUG00000005973	0.17069915	0.0865636805	0	0.03393237
ENSTRUG00000005974	4.549359	3.152677866	4.024875	1.019589
ENSTRUG00000005975	3.9227465	0.950786542	1.923411	0.3938153
ENSTRUG00000005976	5.639677	5.454078813	2.548229	0.5203689
ENSTRUG00000005977	3.0864985	1.0091894115	2.011027	0.4451567
ENSTRUG00000005978	0.3342254	0.0614211425	0.1976792	0.04983886
ENSTRUG00000005979	0.93780755	0.3392294565	0.6452202	0.3661985
ENSTRUG00000005980	1.1354915	0.434897317	2.527711	0.09653431
ENSTRUG00000005981	2.66129	2.3223606305	1.724049	2.447074
ENSTRUG00000005982	5.5937845	3.1304997695	5.755278	3.33534
ENSTRUG00000005983	0.03784086	0.0340490795	0.3793781	0.4732269
ENSTRUG00000005984	4.6736495	0.841971059	0.1116907	0.1378956
ENSTRUG00000005985	4.828482	4.489129027	4.870088	1.573287
ENSTRUG00000005986	2.617543	1.341650849	2.067367	0.3271297
ENSTRUG00000005987	0	0	0	0.03292714
ENSTRUG00000005988	8.4869565	8.0981819865	8.585992	5.7832
ENSTRUG00000005989	0.22967365	0.8408837435	0.9076389	0.1758895
ENSTRUG00000005990	1.334682	1.1963205695	0.5537173	0.4460636
ENSTRUG00000005991	7.40074	6.73356677	8.096004	6.602418
ENSTRUG00000005992	1.721598	1.038614281	2.364121	0.5273242
ENSTRUG00000005993	0.0964916	0	0	0
ENSTRUG00000005994	0.4089804	0.1476713875	0	0
ENSTRUG00000005995	4.3541645	3.0256833875	5.226516	1.267614
ENSTRUG00000005996	3.1653895	1.64235187	4.312658	0.4451853
ENSTRUG00000005997	0.048881505	0.051714175	0.05702501	0.1066417
ENSTRUG00000005998	3.2877895	1.8962258475	1.172468	0.01987482
ENSTRUG00000005999	2.3558755	1.09269337	3.064121	0.5868243
ENSTRUG00000006000	0	0	1.856265	0.04898418
ENSTRUG00000006001	6.423511	4.604411778	5.977539	2.971266
ENSTRUG00000006002	4.6761855	2.698954571	6.083278	2.098183
ENSTRUG00000006003	5.3452415	3.159540103	5.464512	0.8324153
ENSTRUG00000006004	2.3372105	1.272720602	2.537297	0.04352855
ENSTRUG00000006005	3.1989025	0.03732896	0	0.07681423
ENSTRUG00000006006	0.25037465	0.7371953975	1.242997	4.983965
ENSTRUG00000006007	2.1751665	1.145468587	1.815398	0.1161666
ENSTRUG00000006008	0.06058995	0	0.03407186	0.2231791
ENSTRUG00000006009	0.06334325	0.907094438	0.8788368	0.4455085
ENSTRUG00000006010	0	0	0.0604214	0.3429415
ENSTRUG00000006011	2.11205	0.3028246865	2.235718	0
ENSTRUG00000006012	0	0.4947178685	0	0.06662324
ENSTRUG00000006013	4.826838	5.3528932575	6.142934	1.315741
ENSTRUG00000006014	3.455094	1.327606549	3.724428	2.173358
ENSTRUG00000006015	4.116732	2.9530594455	3.688449	1.070121
ENSTRUG00000006017	3.39331	3.171419301	4.571021	0.03863958
ENSTRUG00000006018	0.7097231	2.62531544	0.1718998	0.2265881
ENSTRUG00000006019	7.8388275	5.094619089	7.692092	5.820437
ENSTRUG00000006020	4.1597905	3.4508786055	3.847345	3.261179
ENSTRUG00000006021	1.442753	0	0.05946645	0
ENSTRUG00000006022	4.100919	2.0931157335	4.875834	2.272755
ENSTRUG00000006023	3.7082815	2.354382405	4.471714	0.5426533
ENSTRUG00000006024	2.0411335	0.4577731935	1.212269	0.05570544
ENSTRUG00000006025	0.02222525	0	0.5043082	0.05663305
ENSTRUG00000006026	2.246572	2.4309281055	3.247624	0.2445473
ENSTRUG00000006027	5.2360075	0.550151874	1.725929	0.4788238
ENSTRUG00000006028	0.86508385	0.5214706535	1.8868	0.08359911
ENSTRUG00000006029	5.371815	3.337094432	5.850514	1.832712
ENSTRUG00000006030	0.1221117	0.08382025	0	0.335497
ENSTRUG00000006031	5.3613135	2.933140464	5.341192	3.393077
ENSTRUG00000006032	1.076072	0.0882501815	3.650768	0.1059724
ENSTRUG00000006033	3.728896	0.674959392	2.274286	0.9589674
ENSTRUG00000006034	2.321452	1.7815208595	0.9726765	0.1797696
ENSTRUG00000006035	0.4940457	0.2528306165	0.05227621	0.3373035
ENSTRUG00000006036	1.1790505	4.0444594955	2.659345	0.7045453
ENSTRUG00000006037	1.953493	2.056620369	2.142306	0.2468384
ENSTRUG00000006038	0.41719315	7.476544341	0.08862902	0.1213519
ENSTRUG00000006039	0.12860055	0	0.1264555	0.0919029
ENSTRUG00000006040	0.5613033	1.4167667035	1.278393	0.3576342
ENSTRUG00000006041	0.1573158	0	1.263834	0
ENSTRUG00000006042	0.1783866	0.078115095	0.158991	0.1870213
ENSTRUG00000006043	5.559448	4.358305962	4.751887	4.194308
ENSTRUG00000006044	0	0.07241735	0.1950679	0.2290144
ENSTRUG00000006045	3.873305	2.958063042	5.110526	1.312868
ENSTRUG00000006046	6.206913	4.3452044625	6.66417	4.196615
ENSTRUG00000006047	2.5600095	1.056599438	4.13134	0.5830328
ENSTRUG00000006048	5.9598615	1.1020988765	2.516343	0.3503988
ENSTRUG00000006049	3.6517845	1.9081752045	3.289058	0.7325193
ENSTRUG00000006050	4.438502	4.038814163	2.967208	0.4795296
ENSTRUG00000006051	4.1498965	0.676537435	1.761316	1.189582
ENSTRUG00000006052	1.3378575	1.6890004515	3.589752	0.8745365
ENSTRUG00000006053	3.635832	1.9072182775	5.16602	2.358492
ENSTRUG00000006054	4.5915375	2.929745536	3.672508	1.202457
ENSTRUG00000006055	2.4859775	0.2375797095	3.2964	0.5542352
ENSTRUG00000006056	2.905777	1.455558752	3.91995	0.9994077
ENSTRUG00000006057	4.9901375	2.8767168385	6.168353	1.715661
ENSTRUG00000006058	2.1216185	1.947481118	4.469401	2.353737
ENSTRUG00000006059	4.2842575	2.333850362	5.998633	1.692462
ENSTRUG00000006060	7.0972455	2.027238561	3.94513	1.892682
ENSTRUG00000006061	1.0048775	0.4593293795	1.095033	1.220584
ENSTRUG00000006062	1.345881	1.472702934	2.757508	0.3209017
ENSTRUG00000006063	3.169173	2.111330684	3.02092	0.447905
ENSTRUG00000006064	0.105797445	0	0.2381033	0.3400688
ENSTRUG00000006065	12.02155	10.6260185495	11.41211	11.01726
ENSTRUG00000006066	0.309339685	3.224656156	2.310945	0.520035
ENSTRUG00000006067	0.60932305	0.3946159805	2.071034	1.170896
ENSTRUG00000006068	1.7222365	0	4.46741	1.870538
ENSTRUG00000006069	0	0.05778845	0.1126111	0.06390104
ENSTRUG00000006070	1.468728	0.773990647	2.568747	0.3408028
ENSTRUG00000006071	0.2709147	0.1250982	3.502942	0.2018245
ENSTRUG00000006072	2.8154755	1.5529926095	2.444611	0.1499367
ENSTRUG00000006073	4.0293625	2.612501278	3.70614	1.140222
ENSTRUG00000006074	3.1472075	2.3628444	8.041347	1.478345
ENSTRUG00000006075	6.990381	4.734998807	7.296182	3.676414
ENSTRUG00000006076	1.5572515	0.4339967105	1.667215	0.3462126
ENSTRUG00000006077	1.8589345	0.8779561525	2.785888	0.1863305
ENSTRUG00000006078	0.22190395	0.058226696	0.8704042	0.06501581
ENSTRUG00000006079	3.8809965	0.273720369	3.590554	1.418293
ENSTRUG00000006080	4.9556835	7.384371666	2.251349	0.5710506
ENSTRUG00000006081	2.3092995	0.5799034805	1.435809	0.8611296
ENSTRUG00000006082	2.0780605	1.409288263	3.645805	0.4188387
ENSTRUG00000006083	12.20646	11.04153269	12.28842	12.08149
ENSTRUG00000006084	4.495418	2.3368383725	4.276249	1.21882
ENSTRUG00000006085	2.4620005	9.3739030225	0.2246034	0
ENSTRUG00000006086	0.24245275	0.335944223	2.905524	0.35482
ENSTRUG00000006087	6.052244	3.943088247	6.390608	4.659959
ENSTRUG00000006088	1.18512715	1.153748718	6.038847	2.257063
ENSTRUG00000006089	0.18284415	0.125122175	0.3386831	0.150301
ENSTRUG00000006090	0.16596725	0	0.3647405	0.3113706
ENSTRUG00000006091	0.02661803	0	0.08315304	0.01729069
ENSTRUG00000006092	4.3909355	0.665413955	1.592201	1.792351
ENSTRUG00000006093	3.359208	1.318652353	4.28034	1.185556
ENSTRUG00000006094	2.5775455	0.4623355355	2.750849	0.1077314
ENSTRUG00000006095	3.9384375	2.162336138	3.857692	0.3557583
ENSTRUG00000006096	2.248239	0.9553695445	2.654021	0.3769071
ENSTRUG00000006097	5.0993765	2.9399441635	4.500644	0.5323808
ENSTRUG00000006098	1.4916265	0.7518691595	1.271581	0.2964613
ENSTRUG00000006099	3.913104	2.0262211595	4.665	1.623492
ENSTRUG00000006100	0.87469375	11.3678255505	1.596658	0.5055637
ENSTRUG00000006101	4.3095375	2.6055603305	3.964919	1.798754
ENSTRUG00000006102	6.933275	6.790641785	4.288706	1.587514
ENSTRUG00000006103	2.5195345	1.593193948	2.86949	0.3811527
ENSTRUG00000006104	0.02003029	0.175775835	0.03974792	0.06066944
ENSTRUG00000006105	8.0212345	4.1785193555	6.338784	2.515858
ENSTRUG00000006106	4.7074045	2.5662595275	5.14507	2.22984
ENSTRUG00000006107	4.256397	1.982183914	4.988107	0.2527644
ENSTRUG00000006108	1.5487225	0.160777627	0.6572924	0.8111537
ENSTRUG00000006109	0	0	0	0.06293666
ENSTRUG00000006110	3.566428	1.6722207345	3.610192	1.506661
ENSTRUG00000006111	2.660617	1.3499125295	2.331874	0.1888225
ENSTRUG00000006112	5.98904	3.679971849	5.149977	2.26915
ENSTRUG00000006113	0.95170795	0.684849533	1.313606	0.04774441
ENSTRUG00000006114	3.9011915	2.4533123815	3.109454	0.9306442
ENSTRUG00000006115	0.039128475	0	0	0.02177165
ENSTRUG00000006116	4.0289805	1.9505445925	3.996705	1.394629
ENSTRUG00000006117	0	0.010025127	0.02525465	0.02890221
ENSTRUG00000006118	5.785706	3.725227857	5.577998	2.253368
ENSTRUG00000006119	3.822432	2.802540448	3.44684	0.740529
ENSTRUG00000006120	0	0	0	0.6686066
ENSTRUG00000006121	1.6190615	1.017018703	2.996634	0.4289581
ENSTRUG00000006122	4.185323	1.2336466945	3.510751	1.332933
ENSTRUG00000006123	4.9303365	1.813584933	4.50077	1.306758
ENSTRUG00000006124	5.393697	2.7660553955	5.978257	3.777504
ENSTRUG00000006125	0	0	0	0.02755212
ENSTRUG00000006126	5.097786	2.8160440665	4.526797	2.513203
ENSTRUG00000006127	1.756987	1.113976845	2.694782	0.04575608
ENSTRUG00000006128	2.636572	1.3749966485	3.368555	0.5294712
ENSTRUG00000006129	4.070439	2.202438608	3.288843	0.2993584
ENSTRUG00000006130	4.6128655	0.6405635335	3.101413	0.695878
ENSTRUG00000006131	3.813235	1.979987768	2.8488	0.3230255
ENSTRUG00000006132	3.012863	1.091827399	1.634317	0.2819759
ENSTRUG00000006133	5.644555	4.361112432	4.487364	1.787533
ENSTRUG00000006134	6.466135	4.487678988	6.00573	2.611732
ENSTRUG00000006136	0	0.026781875	0	0
ENSTRUG00000006137	0.37701765	0.035723595	0.1777431	0.666323
ENSTRUG00000006138	1.71936	0.536459673	1.191688	0.522661
ENSTRUG00000006139	1.8230985	1.311858976	1.010157	0.09748176
ENSTRUG00000006140	0	0	0	0.04595076
ENSTRUG00000006141	5.461533	3.516269628	5.015056	4.784026
ENSTRUG00000006142	1.0072084	0.7571195205	0.9024879	4.332904
ENSTRUG00000006143	2.2014465	0.592159481	1.808638	0.143715
ENSTRUG00000006144	3.2636655	2.9973945705	0.856877	0.02346544
ENSTRUG00000006145	0.0408413	0.0272059435	0.4424478	0.03198198
ENSTRUG00000006146	2.741728	0.777462803	2.691909	1.244237
ENSTRUG00000006147	2.637165	2.150758076	3.450522	0.2306433
ENSTRUG00000006148	2.3388645	1.0435511375	4.298174	3.631605
ENSTRUG00000006149	1.8109535	0.2071203	1.564934	0.3177243
ENSTRUG00000006150	5.3787325	3.449244846	4.797112	2.107286
ENSTRUG00000006151	1.4292255	2.064186448	1.752911	0.3825964
ENSTRUG00000006152	10.0730405	3.73438267	5.867049	3.697207
ENSTRUG00000006153	0.2158203	0.065183033	0.2501127	0.2067082
ENSTRUG00000006154	6.752932	4.539017738	7.635232	4.722559
ENSTRUG00000006155	4.1019635	1.9585747505	5.842815	0.7002897
ENSTRUG00000006156	2.386103	1.652225593	1.981699	0.1472833
ENSTRUG00000006157	0.91997505	0.758425741	0.963949	0.1139997
ENSTRUG00000006158	3.383452	0.627822979	2.333086	0.2010378
ENSTRUG00000006159	6.6770165	4.369194504	7.56222	3.952427
ENSTRUG00000006160	3.38852	1.1366199425	3.351531	0.5224824
ENSTRUG00000006161	0	0.0171316675	0.9419585	0.1121043
ENSTRUG00000006162	0.02228358	0.240149084	1.440788	0.2251564
ENSTRUG00000006163	4.098815	3.31438035	3.669222	2.895165
ENSTRUG00000006164	1.8950045	2.036209915	2.093658	0.248315
ENSTRUG00000006165	0.031630575	0	0.3379371	0.422373
ENSTRUG00000006166	1.9197045	2.351421105	2.412619	0.08883373
ENSTRUG00000006167	0	0.036952745	0	0.09767524
ENSTRUG00000006168	7.234127	4.8167341865	5.721525	3.685737
ENSTRUG00000006169	0.028191395	0	0	0.7008995
ENSTRUG00000006170	5.312255	4.0168245395	6.701785	3.302872
ENSTRUG00000006171	3.754829	2.339593533	3.286503	0.5152966
ENSTRUG00000006172	5.420613	4.511145776	4.149528	1.430216
ENSTRUG00000006173	0.06486375	7.354073953	0.1639554	0.1129646
ENSTRUG00000006174	7.409223	4.799863898	7.372952	4.442758
ENSTRUG00000006175	0.069492745	0.035536433	0.763075	0.02730893
ENSTRUG00000006176	1.0325206	0.3080137375	0.7105669	0.07049979
ENSTRUG00000006177	1.448757	0.039658605	1.797619	0.1495637
ENSTRUG00000006178	5.2503325	3.6979238565	6.345595	1.903829
ENSTRUG00000006179	0.58719785	0.564664461	0.8731116	0.06981172
ENSTRUG00000006180	1.8181725	1.247400783	1.421742	0.3474661
ENSTRUG00000006181	2.1071385	1.524993436	2.300544	0.4082673
ENSTRUG00000006182	0.20905935	0.0222267175	0.5695576	0.8641287
ENSTRUG00000006183	0.936214	0.047626887	0.02536338	0
ENSTRUG00000006184	1.445642	0.7924006255	2.686685	0.8113124
ENSTRUG00000006185	0.34644995	0.3199981105	1.145345	0.4824198
ENSTRUG00000006186	0	0.420660924	0.7036403	0.222373
ENSTRUG00000006187	6.495621	1.1557065085	6.771437	2.0514
ENSTRUG00000006188	4.787704	3.014418928	4.878765	3.192403
ENSTRUG00000006189	3.0233305	2.6649427815	2.555642	0.4543812
ENSTRUG00000006190	0.4901826	2.3535290525	0.3707457	0.06997776
ENSTRUG00000006191	0.115542385	0.238809816	0.05942464	0.02480234
ENSTRUG00000006192	0.58190535	0.3821270655	0.8912496	0.1351038
ENSTRUG00000006193	3.7684985	0.3955959345	0.8187802	0.1828631
ENSTRUG00000006194	0.49985405	1.051759152	1.363427	0.6648533
ENSTRUG00000006195	4.5128875	2.211221548	6.71854	0.5331796
ENSTRUG00000006196	4.469294	3.3136742535	5.017062	3.877116
ENSTRUG00000006197	0.20046815	0.143963383	0.1991558	0.9167877
ENSTRUG00000006198	0.14258025	0	0	0.3527879
ENSTRUG00000006199	0	0.0283297035	0.06535269	0.08327016
ENSTRUG00000006202	4.968625	1.0526293755	4.716826	2.654342
ENSTRUG00000006203	0.2251692	0.061653635	0.3676131	1.300083
ENSTRUG00000006204	0.07663638	0.1405733005	3.301487	0.9664047
ENSTRUG00000006205	0.8618269	1.534988829	0.8409731	0.08387834
ENSTRUG00000006206	3.2857435	1.17294731	2.301443	0.2241453
ENSTRUG00000006207	0.39437225	0.094725343	0.2583091	0.1757062
ENSTRUG00000006208	2.003999	0.6708401765	3.416351	5.104161
ENSTRUG00000006209	0.23043985	0	0	0
ENSTRUG00000006210	0.062700165	0.027211225	0	0.05839062
ENSTRUG00000006211	4.6436785	1.5229913995	2.842338	0.8822998
ENSTRUG00000006212	5.730877	3.7223348225	4.513526	2.090486
ENSTRUG00000006213	1.3961265	0.583337218	1.050278	0.9880691
ENSTRUG00000006214	1.1396265	1.409800298	0.5367204	0.01901822
ENSTRUG00000006215	5.925365	2.8123683375	4.568069	2.096434
ENSTRUG00000006216	3.2314865	1.611557302	1.98543	0.2303373
ENSTRUG00000006217	0.120167945	0.101807319	1.307006	3.029644
ENSTRUG00000006218	6.5285105	5.4023723245	7.026103	6.372277
ENSTRUG00000006219	4.6755105	3.4523435965	6.222832	2.11439
ENSTRUG00000006220	3.4298505	2.2243815835	2.028795	0.3728619
ENSTRUG00000006221	3.9662415	2.569144245	4.270478	2.475941
ENSTRUG00000006222	3.5334805	1.997005664	4.680428	0.8239906
ENSTRUG00000006223	6.358878	5.0384238965	5.129337	3.032344
ENSTRUG00000006224	0.68565625	0.162462892	1.165668	0.2546122
ENSTRUG00000006225	0.79952215	0.2924241995	0.4312186	0.1908297
ENSTRUG00000006226	1.5433005	0.459317342	0.2864152	0.8328544
ENSTRUG00000006227	0.22387065	0.797079523	0.05152802	0.2119392
ENSTRUG00000006228	0	0	0.0618952	0.06570806
ENSTRUG00000006229	4.747369	4.393727962	5.242553	0.9744354
ENSTRUG00000006230	7.4996255	0.4782083365	1.385402	0.6721429
ENSTRUG00000006231	0	0	0	3.351473
ENSTRUG00000006232	3.943096	0.4326577045	1.027715	0.1789467
ENSTRUG00000006233	3.5274365	1.501665625	4.087166	1.229139
ENSTRUG00000006234	0.46681825	0.119617363	1.846677	0.8384073
ENSTRUG00000006235	4.6932375	2.8300475185	5.31883	2.458889
ENSTRUG00000006236	5.244239	3.736103065	4.297463	0.6279308
ENSTRUG00000006237	4.057806	1.631909161	4.538141	5.181295
ENSTRUG00000006238	2.126251	2.983956487	1.777169	0.2967252
ENSTRUG00000006239	2.327326	1.7097804175	1.095425	0.03829303
ENSTRUG00000006240	3.881344	2.2119170545	2.993662	0.4608005
ENSTRUG00000006241	5.614787	3.7464704345	4.856833	3.444032
ENSTRUG00000006242	0	0.0262155985	0.3514791	0.07731041
ENSTRUG00000006243	5.327713	3.2610047415	4.955699	1.357676
ENSTRUG00000006244	3.530851	3.1414427085	3.026919	2.132206
ENSTRUG00000006245	2.4374195	0.734580369	2.504512	0.3701145
ENSTRUG00000006246	0.61184875	0.2493660025	0.3352785	0.3848696
ENSTRUG00000006247	5.1773055	2.0974162365	5.103347	1.50428
ENSTRUG00000006248	0.016107365	0	0.02218433	0.1186148
ENSTRUG00000006249	2.479994	2.257594154	2.938795	3.918916
ENSTRUG00000006250	6.070208	3.8740765865	2.558748	2.083421
ENSTRUG00000006251	4.1448465	1.024580905	1.265607	0.1155001
ENSTRUG00000006252	0	0.010301521	0	0.6585945
ENSTRUG00000006253	0	0	0.008486946	0.1580106
ENSTRUG00000006254	5.5886045	3.895324615	6.948624	3.270719
ENSTRUG00000006255	4.4616835	2.549233049	4.981487	0.5015614
ENSTRUG00000006256	2.259849	2.5764793795	3.731673	1.663456
ENSTRUG00000006257	5.6262835	4.5273813125	6.34956	1.499593
ENSTRUG00000006258	2.040903	1.233553492	1.664879	0.06972182
ENSTRUG00000006259	4.337541	3.342027122	3.669292	0
ENSTRUG00000006260	0.01960761	0.0395020475	0.8537765	0.02936759
ENSTRUG00000006261	2.8753025	1.1725853715	3.246741	0.8055112
ENSTRUG00000006262	4.2872835	2.5079483805	3.659274	1.473979
ENSTRUG00000006263	0.8321821	0.34300457	0.4318903	0.1536536
ENSTRUG00000006264	4.0185585	2.535520146	5.223153	2.229356
ENSTRUG00000006265	7.309439	4.2121901275	7.978287	5.301953
ENSTRUG00000006266	0.069497495	0.0739040665	0	0.02865868
ENSTRUG00000006267	4.5327245	2.5818728615	3.934432	1.334351
ENSTRUG00000006268	0.33446985	0.101150555	0	0.3041115
ENSTRUG00000006269	0.57581025	12.965967576	0	0.9462989
ENSTRUG00000006270	3.459326	2.0671378805	3.840998	0.305554
ENSTRUG00000006271	1.2239745	0.090378027	0.1002299	0.3525293
ENSTRUG00000006272	2.3472145	0.388501722	3.097297	1.373515
ENSTRUG00000006273	5.2090365	3.855312864	6.018501	4.379073
ENSTRUG00000006274	0.14604805	0.3604180845	0.185014	0.116704
ENSTRUG00000006275	7.575864	5.71232441	8.853253	6.137672
ENSTRUG00000006276	1.63379	0.0503134	0.2096056	0
ENSTRUG00000006277	0.151328585	0.2441781715	0.1780148	0.02792121
ENSTRUG00000006278	3.1687855	1.523393412	4.935002	1.858323
ENSTRUG00000006279	1.610982	0.4966851955	0.8671627	0.09860241
ENSTRUG00000006280	0	0	0.120475	0.0362027
ENSTRUG00000006281	1.9275115	0.7922696975	2.323466	0.4730679
ENSTRUG00000006282	0.2142387	0.013299689	0.603709	0.1849128
ENSTRUG00000006283	5.4198245	1.96517357	5.237168	2.85387
ENSTRUG00000006284	1.0113329	0.1633971345	0.8804285	0.4847414
ENSTRUG00000006285	0.2170052	0.054194016	0.08306615	0.2223644
ENSTRUG00000006286	3.5199625	1.5902592955	3.460063	0.1850292
ENSTRUG00000006287	1.15493045	1.2631805055	0.6489679	1.319603
ENSTRUG00000006288	2.9745725	2.848465863	3.149497	2.412294
ENSTRUG00000006289	3.639997	3.0145278345	6.516808	2.855858
ENSTRUG00000006290	0.19442195	0.072778083	0.06441769	0.09236848
ENSTRUG00000006291	9.120156	4.346620842	7.769309	6.748743
ENSTRUG00000006292	5.0137525	4.2097412205	4.81692	0.8134385
ENSTRUG00000006293	0.02054865	0.015978742	0.688901	2.040399
ENSTRUG00000006294	2.131918	1.1105876105	6.097817	1.747542
ENSTRUG00000006295	5.702237	4.480562968	6.911696	2.316105
ENSTRUG00000006296	1.310741	0.164444848	0.761327	0.05877545
ENSTRUG00000006297	0.33852019	0.3564853655	1.97268	0.06199402
ENSTRUG00000006298	2.7110165	3.4003780895	2.817899	0.1652045
ENSTRUG00000006299	5.779103	3.789349728	7.766449	4.858891
ENSTRUG00000006300	8.109536	6.6297557295	8.008356	6.027041
ENSTRUG00000006301	0.9057786	0.4185642535	1.713943	0.3866587
ENSTRUG00000006302	0	0	0	0.02472505
ENSTRUG00000006303	3.418435	2.1003553	3.542741	0.9435613
ENSTRUG00000006304	4.993815	3.7179121415	6.526177	1.644913
ENSTRUG00000006305	0.97716045	0.6847824675	2.21963	2.046082
ENSTRUG00000006306	0.13029822	0.061857595	1.385461	1.420306
ENSTRUG00000006307	0	2.1977433045	0	0
ENSTRUG00000006308	5.030496	1.99291022	4.934202	3.772994
ENSTRUG00000006309	7.6974485	4.570297537	6.302696	3.786596
ENSTRUG00000006310	0.29991095	0.501554037	0.3452226	0.06268956
ENSTRUG00000006311	3.3445175	0.7377459735	4.108233	0.4542993
ENSTRUG00000006312	2.5635095	0.848023864	2.777624	1.708276
