brain	liver	testis
ENSTBEG00000000164	1.31275001441873	2.49176199279064	NA
ENSTBEG00000000165	3.97214077762787	2.83589436118606	NA
ENSTBEG00000000167	4.06275313224533	0.205074208877333	NA
ENSTBEG00000000168	3.00264655970979	4.68939047014511	NA
ENSTBEG00000000169	1.19806908320953	1.89385645839523	NA
ENSTBEG00000000170	3.94510674732314	6.00329812633843	NA
ENSTBEG00000000171	1.62635521793951	1.02503616603024	NA
ENSTBEG00000000172	6.89328647632745	5.07623701183628	NA
ENSTBEG00000000173	5.0544832219695	3.89023213901525	NA
ENSTBEG00000000174	2.89706387539073	5.85620606230463	NA
ENSTBEG00000000175	4.07802661927407	0.464664065362967	NA
ENSTBEG00000000176	2.89731126942486	1.93148061528757	NA
ENSTBEG00000000177	9.39929711903465	9.57946844048267	NA
ENSTBEG00000000178	2.4536401345117	1.37213718274415	NA
ENSTBEG00000000179	2.70859906202648	2.13094671898676	NA
ENSTBEG00000000180	1.60543836743664	0.51493081628168	NA
ENSTBEG00000000181	0.280852491581984	4.50400677920901	NA
ENSTBEG00000000182	0.670517637628161	0.690440581185919	NA
ENSTBEG00000000183	1.71415649627926	0.924406351860372	NA
ENSTBEG00000000184	1.14794813795971	3.31309773102014	NA
ENSTBEG00000000187	6.49306738634935	4.98217730682533	NA
ENSTBEG00000000188	3.4860509153657	3.13712654231715	NA
ENSTBEG00000000189	4.53609308530981	2.5493252073451	NA
ENSTBEG00000000190	2.86502657370341	1.9321487131483	NA
ENSTBEG00000000191	0.00754304446846579	0.703462827765767	NA
ENSTBEG00000000192	0.446006123233624	0.492058338383188	NA
ENSTBEG00000000193	2.47471870309446	2.11302514845277	NA
ENSTBEG00000000194	5.01222471058385	5.08677889470807	NA
ENSTBEG00000000195	4.92460105939771	2.86975472030115	NA
ENSTBEG00000000197	0.963377516036057	2.17775104198197	NA
ENSTBEG00000000198	0.881508002477465	0.519146448761267	NA
ENSTBEG00000000199	5.20158568249214	3.80018165875393	NA
ENSTBEG00000000200	0.373889763404098	0.000482018297951156	NA
ENSTBEG00000000201	1.94973107728019	1.9592622113599	NA
ENSTBEG00000000202	2.13347781216542	2.61550284391729	NA
ENSTBEG00000000203	5.20427812212591	3.06484493893705	NA
ENSTBEG00000000205	3.57112117301937	0.403026638490315	NA
ENSTBEG00000000206	0.379718455359843	0.265478022320079	NA
ENSTBEG00000000207	0.397060628310504	2.93677961084475	NA
ENSTBEG00000000208	2.03206753477716	4.90744248261142	NA
ENSTBEG00000000209	8.68407699902378	7.98870125048811	NA
ENSTBEG00000000210	0.801940263531217	0.150942038234392	NA
ENSTBEG00000000211	2.40751478451662	4.20475785774169	NA
ENSTBEG00000000212	5.32571335133852	6.49445682433074	NA
ENSTBEG00000000213	5.37120576114088	3.10878811942956	NA
ENSTBEG00000000214	5.88628287878821	5.90968856060589	NA
ENSTBEG00000000215	3.62859916483314	4.67080866758343	NA
ENSTBEG00000000216	4.85313118465558	3.29820015767221	NA
ENSTBEG00000000217	3.67548050724023	2.24727249637989	NA
ENSTBEG00000000218	2.67768746180151	1.44181776909924	NA
ENSTBEG00000000219	4.73326167663499	8.1253436616825	NA
ENSTBEG00000000220	5.43582664901327	5.83757292549336	NA
ENSTBEG00000000222	4.6010431853904	5.1421989073048	NA
ENSTBEG00000000223	1.87041209643766	1.32999532678117	NA
ENSTBEG00000000224	6.41667763668305	5.61708393165847	NA
ENSTBEG00000000225	0.465224080308035	0.0583054348459824	NA
ENSTBEG00000000226	4.89555394027856	2.04588502986072	NA
ENSTBEG00000000227	1.23497624168128	1.14782207915936	NA
ENSTBEG00000000229	0.904873957913829	0.00213369754308537	NA
ENSTBEG00000000230	0.369972030630827	0.468614459684586	NA
ENSTBEG00000000231	1.55461396905054	0.000527015474727449	NA
ENSTBEG00000000232	0.578705454377573	8.84461589781121	NA
ENSTBEG00000000233	0.816153354912907	-0.000386577456453669	NA
ENSTBEG00000000234	7.26001934390906	3.97763932804547	NA
ENSTBEG00000000235	3.21136535865973	2.44702382067014	NA
ENSTBEG00000000236	0.000103405143559668	0.00913591242822017	NA
ENSTBEG00000000237	2.71232325442461	3.4477841227877	NA
ENSTBEG00000000238	8.15973363489783	1.06612078255109	NA
ENSTBEG00000000239	5.56549060636488e-05	0.00491714754696818	NA
ENSTBEG00000000240	5.93995427557696	5.43294361221152	NA
ENSTBEG00000000241	4.16580765957446	0.188640420212772	NA
ENSTBEG00000000242	4.95417719817082	3.54830015091459	NA
ENSTBEG00000000243	3.00904675952551	3.01001812023725	NA
ENSTBEG00000000244	3.50705928804373	2.35324660597814	NA
ENSTBEG00000000245	2.15424955152203	4.22356072423898	NA
ENSTBEG00000000246	5.59040960260966	4.98532769869517	NA
ENSTBEG00000000247	4.8100462968543	4.97326035157285	NA
ENSTBEG00000000248	5.83117416896687	4.75066191551656	NA
ENSTBEG00000000249	4.56117324469245	0.364617577653773	NA
ENSTBEG00000000250	3.36441224788257	2.58114262605872	NA
ENSTBEG00000000251	4.77059130605102	5.55603684697449	NA
ENSTBEG00000000252	5.17018247843546	3.90087326078227	NA
ENSTBEG00000000253	5.30875223423024	3.66877588288488	NA
ENSTBEG00000000254	4.22326260833351	3.62479869583325	NA
ENSTBEG00000000255	3.91789760354308	3.37858519822846	NA
ENSTBEG00000000256	3.57550776774329	3.96696111612835	NA
ENSTBEG00000000257	2.142981649206	-0.0010030746030018	NA
ENSTBEG00000000258	0.0859006898118271	0.244277455094086	NA
ENSTBEG00000000259	2.25117922755824	0.987557511220881	NA
ENSTBEG00000000260	0.000411988078313564	0.390170430960843	NA
ENSTBEG00000000261	2.57628312061286	2.16329888969357	NA
ENSTBEG00000000262	4.50415294416993	5.18632227791504	NA
ENSTBEG00000000263	5.94789991024853	4.90302154487574	NA
ENSTBEG00000000264	1.6870153676834	3.0361348161583	NA
ENSTBEG00000000265	1.50521432291561	1.2810593385422	NA
ENSTBEG00000000266	1.75433903871864	0.0468639356406784	NA
ENSTBEG00000000268	4.86041449914822	2.81898250042589	NA
ENSTBEG00000000269	0.000693695779342334	0.0472296521103288	NA
ENSTBEG00000000270	7.84054325859799	5.617752870701	NA
ENSTBEG00000000271	6.68351389278368	-0.000305946391837629	NA
ENSTBEG00000000272	4.89364139299151	1.27458330350424	NA
ENSTBEG00000000273	8.27637132115347	6.29515808942326	NA
ENSTBEG00000000274	2.69741448420952	2.09833625789524	NA
ENSTBEG00000000275	3.00412361758884	2.65164494120558	NA
ENSTBEG00000000276	0.456566004609218	0.286934672695391	NA
ENSTBEG00000000277	3.33331939677268	4.08728655161366	NA
ENSTBEG00000000278	1.42412913816577	0.628833980917116	NA
ENSTBEG00000000279	-0.00103205656717557	0.101061363283588	NA
ENSTBEG00000000280	0.00187377887881842	0.149006985560591	NA
ENSTBEG00000000281	2.91977845330258	1.32927374834871	NA
ENSTBEG00000000282	0.0103681101970501	0.0148099224014749	NA
ENSTBEG00000000283	2.65454047628695	3.43930176185653	NA
ENSTBEG00000000284	2.05654762744903	1.98236881127548	NA
ENSTBEG00000000285	-0.000510174426650222	0.0475859622133251	NA
ENSTBEG00000000286	1.79652229283716	1.63155332858142	NA
ENSTBEG00000000287	3.17824425726893	0.778475071365537	NA
ENSTBEG00000000288	3.47146033386044	2.40875658306978	NA
ENSTBEG00000000289	0.804114533384259	1.51631840830787	NA
ENSTBEG00000000290	0.000268875246693916	0.017293337376653	NA
ENSTBEG00000000291	5.62721967182432	4.28322591408784	NA
ENSTBEG00000000292	0.494207012918278	2.46754306854086	NA
ENSTBEG00000000293	6.4393989231514	5.1748940384243	NA
ENSTBEG00000000294	2.43017737243437	0.283753713782817	NA
ENSTBEG00000000295	4.75292984903585	4.53489507548207	NA
ENSTBEG00000000296	7.07222863805887	3.67359043097056	NA
ENSTBEG00000000297	7.35288579362714	0.476117453186431	NA
ENSTBEG00000000298	1.05292111029641	2.83657734485179	NA
ENSTBEG00000000299	0.343529299030912	0.281246500484544	NA
ENSTBEG00000000300	1.81360109571252	0.12297961464374	NA
ENSTBEG00000000301	3.30151500361828	3.03819224819086	NA
ENSTBEG00000000302	1.91747373221959	0.372153458890207	NA
ENSTBEG00000000303	4.92133148820327	4.55390525589836	NA
ENSTBEG00000000304	1.85534283630218	4.21762508184891	NA
ENSTBEG00000000305	3.15351140376861	3.3352320481157	NA
ENSTBEG00000000306	0.486561677077932	0.210996101461034	NA
ENSTBEG00000000307	3.53250607650224	4.46522446174888	NA
ENSTBEG00000000308	0.790572117386839	0.118848968806581	NA
ENSTBEG00000000309	2.36795503421758	0.174058907891211	NA
ENSTBEG00000000310	0.63864258475216	0.24790028262392	NA
ENSTBEG00000000311	3.73142050905113	2.83354099547444	NA
ENSTBEG00000000312	3.7698727104257	5.10382364478715	NA
ENSTBEG00000000313	1.39792847498361	2.66464568750819	NA
ENSTBEG00000000314	4.56060814937504	5.02462367531248	NA
ENSTBEG00000000315	4.02082766399301	3.5590971680035	NA
ENSTBEG00000000316	5.50266021278833	4.38417889360583	NA
ENSTBEG00000000317	0.179110131621068	0.508393184189466	NA
ENSTBEG00000000318	2.35776956132246	-0.00107953066122924	NA
ENSTBEG00000000319	3.76972965474217	2.21281342262891	NA
ENSTBEG00000000320	1.08040085754683	2.78944382122658	NA
ENSTBEG00000000321	5.77590759005948	5.21948970497026	NA
ENSTBEG00000000322	4.49964091635938	1.77012229182031	NA
ENSTBEG00000000323	0.0690940979202278	8.90760398860756e-05	NA
ENSTBEG00000000324	6.33597894404224	8.31217552797888	NA
ENSTBEG00000000325	0.683559119087124	0.438100765456438	NA
ENSTBEG00000000326	2.64766104256372	0.0400601287181415	NA
ENSTBEG00000000327	0.861214853324583	0.416261823337708	NA
ENSTBEG00000000328	1.08633044056054	2.54150427971973	NA
ENSTBEG00000000329	4.63921360026123	2.41138494986938	NA
ENSTBEG00000000330	3.79869001562514	0.893752117187428	NA
ENSTBEG00000000333	3.82157845411442	2.40139902294279	NA
ENSTBEG00000000335	0.379663518181048	-0.000304959090523979	NA
ENSTBEG00000000337	3.51195392499793	1.90562903750104	NA
ENSTBEG00000000338	4.50468107091859	3.1938612145407	NA
ENSTBEG00000000339	0.913769613922859	0.38000491803857	NA
ENSTBEG00000000340	1.47029781508192	0.26647474245904	NA
ENSTBEG00000000341	2.37853574782074	1.02162092608963	NA
ENSTBEG00000000343	4.53715630383322	0.563769873083392	NA
ENSTBEG00000000344	0.362787240803229	0.00614256209838565	NA
ENSTBEG00000000345	2.66038128480952	0.975486482595238	NA
ENSTBEG00000000346	2.59840695363386	0.89954237318307	NA
ENSTBEG00000000347	0.292680733722643	0.000189133138678353	NA
ENSTBEG00000000348	2.70358876268191	6.77791861865904	NA
ENSTBEG00000000349	1.80240747160789	0.0635941591960569	NA
ENSTBEG00000000350	0.179712626389436	0.0831994818052822	NA
ENSTBEG00000000351	0.934451490857444	0.399975679571278	NA
ENSTBEG00000000353	2.35505006357833	-0.00144428178916294	NA
ENSTBEG00000000354	5.29531900771214	0.00337947864393056	NA
ENSTBEG00000000355	6.55568226969466	5.24252961515267	NA
ENSTBEG00000000356	4.25068576393095	3.51624961803453	NA
ENSTBEG00000000357	6.96881609451736	7.02156370274132	NA
ENSTBEG00000000359	5.97563350822344	5.20733074588828	NA
ENSTBEG00000000360	3.55956444463518	2.83607102768241	NA
ENSTBEG00000000361	2.53707127935277	3.78261436032362	NA
ENSTBEG00000000362	4.84260085081042	3.29962557459479	NA
ENSTBEG00000000363	2.51635331263444	1.24619959368278	NA
ENSTBEG00000000364	0.703594248057234	4.36177327597138	NA
ENSTBEG00000000366	4.89810382203047	3.28336583898476	NA
ENSTBEG00000000367	3.34483801461357	2.83803949269322	NA
ENSTBEG00000000368	5.30314586425128	6.74082506787436	NA
ENSTBEG00000000369	1.86844385372167	0.848398023139166	NA
ENSTBEG00000000371	1.93406344149577	2.54924777925211	NA
ENSTBEG00000000372	3.47533147657733	1.56071178671133	NA
ENSTBEG00000000374	1.72047016037914	3.01261041981043	NA
ENSTBEG00000000375	0.0138224731701394	1.10417851341493	NA
ENSTBEG00000000376	3.66126805207304	5.63639922396348	NA
ENSTBEG00000000377	2.93386282438818	3.06463483780591	NA
ENSTBEG00000000378	2.19104169307269	1.51919940346366	NA
ENSTBEG00000000379	6.84596635382314	1.26849182308843	NA
ENSTBEG00000000380	0.248655192434693	0.509826303782654	NA
ENSTBEG00000000381	5.18306282795147	-0.00120191397573307	NA
ENSTBEG00000000382	3.67862286534343	0.900153592328283	NA
ENSTBEG00000000383	2.82286242531549	3.28819328734226	NA
ENSTBEG00000000385	7.0505703813868	0.0157756343065996	NA
ENSTBEG00000000386	2.90251968892056	1.35982523053972	NA
ENSTBEG00000000387	0.117106901805576	0.000150974097211773	NA
ENSTBEG00000000388	0.500683756368868	0.000274146815566141	NA
ENSTBEG00000000389	5.2566188566406	4.7840758216797	NA
ENSTBEG00000000390	7.63440409144087	8.63669720427956	NA
ENSTBEG00000000391	1.72536047157619	2.1199382642119	NA
ENSTBEG00000000392	3.59113466108772	3.02487891945614	NA
ENSTBEG00000000393	0.150236883127904	-0.000192691563952207	NA
ENSTBEG00000000394	3.52840044268582	2.68738877865709	NA
ENSTBEG00000000395	0.000550304409834542	2.48208584779508	NA
ENSTBEG00000000396	5.12472616128239	4.20429341935881	NA
ENSTBEG00000000397	0.000492045317415949	0.043472527341292	NA
ENSTBEG00000000398	3.67258446144323	3.60760501927839	NA
ENSTBEG00000000400	3.14710206535565	3.10021196732217	NA
ENSTBEG00000000401	7.50340892121051	2.30702578939475	NA
ENSTBEG00000000402	0.620990764279111	0.253922042860445	NA
ENSTBEG00000000404	5.54421597706756	3.96173151146622	NA
ENSTBEG00000000405	0.9693550153525	0.14046920482375	NA
ENSTBEG00000000406	0.642381743569552	0.108914645715224	NA
ENSTBEG00000000408	3.6399767029509	0.484092073524551	NA
ENSTBEG00000000409	1.10375942567182	0.562219887164088	NA
ENSTBEG00000000411	0.64242660491661	0.0116136575416951	NA
ENSTBEG00000000412	0.621588219661178	0.164652042669411	NA
ENSTBEG00000000413	2.92393646322672	0.718240068386641	NA
ENSTBEG00000000414	0.195165416264239	0.0266279543678807	NA
ENSTBEG00000000415	1.34663041019831	0.672260894900844	NA
ENSTBEG00000000416	0.13450058665738	1.18173420667131	NA
ENSTBEG00000000417	2.90867518313131	2.19627365843434	NA
ENSTBEG00000000418	8.92071916408392	9.76736141795804	NA
ENSTBEG00000000419	1.80185615220132	1.99022667389934	NA
ENSTBEG00000000420	0.00147449369254384	0.114314803153728	NA
ENSTBEG00000000422	2.9848262027589	2.55614714862055	NA
ENSTBEG00000000423	1.42065915000192	2.22549399999904	NA
ENSTBEG00000000424	5.96900244823214	1.75294852588393	NA
ENSTBEG00000000425	3.90237770708843	1.47944314645579	NA
ENSTBEG00000000426	0.165853014927899	0.000213817536050621	NA
ENSTBEG00000000428	6.1408469384764	3.7901952807618	NA
ENSTBEG00000000429	4.30931359010055	1.56218170494973	NA
ENSTBEG00000000430	6.03355091231548	7.13608429384226	NA
ENSTBEG00000000431	1.55715789768547	0.384236321157266	NA
ENSTBEG00000000432	0.170767132211367	0.0406139338943165	NA
ENSTBEG00000000433	0.0608081066282912	12.7026513966859	NA
ENSTBEG00000000434	8.19345482347514	4.75788808826243	NA
ENSTBEG00000000435	2.94127838989439	0.554338630052804	NA
ENSTBEG00000000436	0.579480701116269	0.534692849441865	NA
ENSTBEG00000000437	0.0218227825068094	1.4951989587466	NA
ENSTBEG00000000438	2.6338454059377	0.264328872031151	NA
ENSTBEG00000000439	4.28946725424932	1.78931012287534	NA
ENSTBEG00000000440	6.0344597459249	2.18651862703755	NA
ENSTBEG00000000441	2.46267664115867	0.153235894420667	NA
ENSTBEG00000000442	0.735231750057509	0.215595849971246	NA
ENSTBEG00000000443	1.2508225100187	3.67171174499065	NA
ENSTBEG00000000444	4.80287278646821	4.70500610676589	NA
ENSTBEG00000000446	2.66916741258688	0.543876493706562	NA
ENSTBEG00000000447	1.92140590220984	0.518296183895078	NA
ENSTBEG00000000448	0.00279800461625098	0.247205547691875	NA
ENSTBEG00000000449	2.67572082265575	1.82036383867213	NA
ENSTBEG00000000451	7.92793322220207	5.23298588889896	NA
ENSTBEG00000000452	3.03919446830331	3.01510526584834	NA
ENSTBEG00000000453	6.93072741881548	5.14475854059226	NA
ENSTBEG00000000454	4.34532814929271	3.36006767535364	NA
ENSTBEG00000000455	0.00221937921556687	0.150099185392217	NA
ENSTBEG00000000456	5.69843215554044	6.37990642222978	NA
ENSTBEG00000000457	0.000205019559626576	0.0131863102201867	NA
ENSTBEG00000000458	3.07719022560579	3.57542863719711	NA
ENSTBEG00000000459	2.12236550565666	1.07039342217167	NA
ENSTBEG00000000461	4.7791157114517	8.17153514427415	NA
ENSTBEG00000000462	0.487698074804345	0.0435163650978277	NA
ENSTBEG00000000463	0.18878886957082	0.0588174077145902	NA
ENSTBEG00000000464	2.07382494273118	2.37303877863441	NA
ENSTBEG00000000465	0.0204389464326576	5.89092652678367	NA
ENSTBEG00000000466	0.196778319819614	-0.000252384909807054	NA
ENSTBEG00000000467	0.896833351704806	0.507548849147597	NA
ENSTBEG00000000468	3.25704026239045	2.88501086880478	NA
ENSTBEG00000000469	8.67452888609991	3.77121205695005	NA
ENSTBEG00000000470	3.95816031974623	2.90280534012688	NA
ENSTBEG00000000472	3.28698352298737	1.49359998850631	NA
ENSTBEG00000000474	0.209351772862685	-0.00026851143134229	NA
ENSTBEG00000000475	7.49986891654651	7.03621029172675	NA
ENSTBEG00000000476	5.22991948837043	3.26014925581479	NA
ENSTBEG00000000478	8.33602528706145	6.08253385646927	NA
ENSTBEG00000000479	0.000317158879573659	0.0280211955602132	NA
ENSTBEG00000000480	0.179419190704414	-0.000230120352206982	NA
ENSTBEG00000000481	2.04316215660664	0.297251299196678	NA
ENSTBEG00000000482	6.57052829758364	1.25667557620818	NA
ENSTBEG00000000483	0.879389540783842	0.0127983816080791	NA
ENSTBEG00000000484	3.68094509834519	0.741748125827407	NA
ENSTBEG00000000485	9.11021101413386	8.24610224293307	NA
ENSTBEG00000000486	5.42161310531094	2.47791344734453	NA
ENSTBEG00000000487	8.32233953989905	7.96471898005047	NA
ENSTBEG00000000489	3.77311356826846	2.38946396586577	NA
ENSTBEG00000000490	5.57139219252031	8.08600140373984	NA
ENSTBEG00000000491	0.917561705259895	2.67376137237005	NA
ENSTBEG00000000492	2.04036025448004	5.74252512275998	NA
ENSTBEG00000000493	5.80805393024017	5.50202478487992	NA
ENSTBEG00000000494	2.89802119257506	1.96846690371247	NA
ENSTBEG00000000495	0.776395407379754	1.47269642131012	NA
ENSTBEG00000000496	5.61721241219244	4.87894804390378	NA
ENSTBEG00000000498	1.55035003745982	0.291569181270091	NA
ENSTBEG00000000499	0.0383339561602807	-1.70280801403762e-05	NA
ENSTBEG00000000500	2.1977096805122	2.0509381597439	NA
ENSTBEG00000000502	5.4031960266052	4.6285342366974	NA
ENSTBEG00000000504	5.31031166102645	1.53839316948677	NA
ENSTBEG00000000505	1.26858597458997	0.520257087705014	NA
ENSTBEG00000000506	1.54726580483067	-0.0011230524153339	NA
ENSTBEG00000000507	3.24259751730046	0.442445891349772	NA
