heart	kidney	liver	testis
ENSPPAG00000000006	15.3423235529279	14.9349841288573	13.5451593150076	12.6003942054145
ENSPPAG00000000010	15.0319729248454	14.3899417967189	12.5893023544215	11.9105878930283
ENSPPAG00000000016	15.6963189940212	15.3957770136706	14.5991956405324	12.6824478085515
ENSPPAG00000000019	16.643880596716	16.664798340782	15.1024731550969	13.0599091588102
ENSPPAG00000000021	13.9734488939297	13.3267174275535	11.2599278485794	11.4531040728749
ENSPPAG00000000022	16.6328618594231	16.2702123527497	14.8647998966207	13.0969053544129
ENSPPAG00000000023	16.113633616801	16.0866660800869	14.5602620362096	12.851336142805
ENSPPAG00000000025	15.2301400047571	14.2383786071888	13.028364242001	11.9908315431062
ENSPPAG00000000027	14.7388362596895	14.5262892929404	13.0247469752327	11.2511133002748
ENSPPAG00000000028	15.9473849879612	16.1983757041464	14.1675827741782	12.9668501344285
ENSPPAG00000000032	12.9320021741779	12.5002644860413	11.0693375254416	9.81721057367832
ENSPPAG00000000033	13.0209854835692	12.8556710901862	11.1226962557409	10.2002697480074
ENSPPAG00000000035	14.3543269084766	14.3374008980445	12.6865379457744	11.060871208409
ENSPPAG00000000040	1.42290286182133	1.55453936873385	0.247354838745663	2.57223935939832
ENSPPAG00000000041	0.270033132142633	0.507212230053625	1.5731510239877	1.19887643063208
ENSPPAG00000000042	5.70963063953164	6.41504604225643	3.65681623302198	7.7362712713799
ENSPPAG00000000043	0.308243063769543	0.121365662042575	0.0668442450729122	0.14277069822994
ENSPPAG00000000044	2.08534820050039	3.05652225533524	2.75058695517055	2.29799585798762
ENSPPAG00000000045	3.50907177087114	3.60074743703243	2.35631172273797	2.75749912571691
ENSPPAG00000000046	3.47452361272345	3.67458663094238	3.3916336660174	3.94137900363354
ENSPPAG00000000047	1.09024669388755e-18	6.29197802691714e-19	-2.29058021698931e-18	4.055022
ENSPPAG00000000049	0.0234123294662847	0.101099540496114	0.0275439578296335	0.141121005415935
ENSPPAG00000000050	2.88086414199757	2.83350945857209	2.82703362071725	3.23738245042618
ENSPPAG00000000051	0.168311146653311	0.624729356534153	0.0346924491860076	4.09218549525306
ENSPPAG00000000052	0.568793559924743	0.129391944619199	0.0235422813627147	3.20647813018669
ENSPPAG00000000053	0.00345818339896873	0.341321104772231	-0.00726555423172477	0.00362320212104914
ENSPPAG00000000054	2.51012153490595	2.64175497396373	2.48902505408151	2.82751869909762
ENSPPAG00000000055	4.44754139111678	5.19373234238888	4.1349450329617	3.18519634306529
ENSPPAG00000000056	1.16794826797367	1.41841339385404	1.31860169527548	3.79881518279361
ENSPPAG00000000057	1.01628125157891	3.69619034440999	1.44220974034017	1.22096297334186
ENSPPAG00000000058	1.33297757826462e-18	7.69281455273942e-19	-2.80055155184738e-18	4.957826
ENSPPAG00000000060	1.79236605730875e-18	1.0344014718876e-18	-3.76571491158128e-18	6.666458
ENSPPAG00000000061	0.382148971614561	0.186010384911106	0.167646570766139	5.20242667841639
ENSPPAG00000000071	0.526249229666211	2.31864890302665	2.3406345976352	0.879081828343883
ENSPPAG00000000072	1.40986818712068e-18	8.13656184783422e-19	-2.96209674020282e-18	5.24381
ENSPPAG00000000073	2.63636954196393	6.34824734869948	4.57873581066818	0.136241301336814
ENSPPAG00000000074	1.63323140700293	2.76490009939814	1.62812504795601	2.94295696828585
ENSPPAG00000000076	2.56007766377485	3.7784953891705	2.27845898530805	4.4821461934932
ENSPPAG00000000087	0.000736402108394312	0.333814651758138	0.0251351031414095	0.875763641984117
ENSPPAG00000000101	0.0674386405316515	0.393905737212364	0.115274938302406	0.853108481907156
ENSPPAG00000000104	0.0360218201088516	0.0419717743506292	0.0123640231026056	3.60894468487583
ENSPPAG00000000106	0.0992043927378829	2.07046808907772	0.263810759846836	2.98710937867513
ENSPPAG00000000108	0.0316644405460164	-0.00105065499267654	0.00382488548245152	0.949168597928417
ENSPPAG00000000110	3.7763009970671e-19	2.17936023376946e-19	-7.9339111100034e-19	1.404543
ENSPPAG00000000113	0.00988439982428881	0.978427759147559	1.90024413061047	0.0103560668353624
ENSPPAG00000000125	0.773630875569272	0.733942700542056	0.790442283162212	0.738376794452919
ENSPPAG00000000127	5.04726513462311	5.84653797378677	4.99468852604846	5.1755241580833
ENSPPAG00000000133	-0.000544105498572252	0.0530749385142936	0.00114315163528783	-0.000570069302018331
ENSPPAG00000000134	-0.000875362526124127	0.264876676589939	0.315828114116351	-0.000917133360331809
ENSPPAG00000000145	-0.00531827226469225	0.537375744902212	1.79443655301911	-0.0055720513132693
ENSPPAG00000000147	0.0777046913308516	0.163781473890642	0.0720845921166388	0.382663373323736
ENSPPAG00000000149	0.00578539795948728	3.23160510737825	-0.0121549720698155	0.00606146746415436
ENSPPAG00000000150	5.05952856695999	4.62459713621436	4.64810692970279	5.45756148924571
ENSPPAG00000000152	0.337764884321688	0.724612861844043	0.319205401264323	9.42029100713989
ENSPPAG00000000155	0.0121423818021266	1.0060345106363	0.236060761637282	0.125301367848579
ENSPPAG00000000158	0.0619109556784561	0.0770428165459636	0.163341499034673	1.29412276548181
ENSPPAG00000000159	0.0565358408404037	0.0593141286883764	-0.00728878563131857	0.00363478720507696
ENSPPAG00000000160	0.238648480153313	0.357066096617088	0.5248955786233	1.5555062082126
ENSPPAG00000000163	0.229660179247758	1.98605259353688	1.94911299474185	5.34551673494703
ENSPPAG00000000168	0.233643791147249	1.79746195844213	4.93145915014016	0.344312576540932
ENSPPAG00000000177	2.54511369196354	3.11874617996872	2.79426772710457	6.00836592592633
ENSPPAG00000000178	2.20049325773501	2.4902048615546	1.62721237808126	3.31994928825824
ENSPPAG00000000179	2.35258459585006	2.61874740622221	1.66794376571636	2.57686200642274
ENSPPAG00000000200	2.86634380902276	2.68453426184805	3.1879085691885	6.22812024988137
ENSPPAG00000000202	1.1081990269612	2.14166872943696	3.93300840849126	5.18183338022117
ENSPPAG00000000203	0.314205988461768	0.163884190048637	1.06517265055451	2.13065033787018
ENSPPAG00000000206	0.0459545215860627	0.0490771456902321	0.00441235771378779	1.65529763601983
ENSPPAG00000000208	2.82705214528791e-19	1.63153441132426e-19	-5.93956372690598e-19	1.051483
ENSPPAG00000000209	1.12674346789919	0.453746317657194	0.219434263281527	1.37168373832418
ENSPPAG00000000210	-0.00105318585157399	0.0947267905681058	0.0957228163420477	7.29099755788284
ENSPPAG00000000212	1.45905722726702	0.931005149192371	0.927633732673605	1.010410050734
ENSPPAG00000000213	1.87381175594533	2.65358812391728	2.7312837339164	2.33608810944199
ENSPPAG00000000217	4.49744936256391	5.0010870906555	4.68639023215642	6.39384947424834
ENSPPAG00000000218	1.80995473749415	2.78774088327802	2.83983693019301	7.33468502406962
ENSPPAG00000000219	0.34761684484992	-0.00870037631280398	0.0798424360727297	0.210849180780308
ENSPPAG00000000220	0.372195724572321	3.34420004913811	4.62080792433487	1.85536159590941
ENSPPAG00000000234	0.000196657003973403	0.000113493721629907	0.224954128700918	5.26876404114696
ENSPPAG00000000237	2.62136281190014	3.80041867387946	3.85111437638974	3.93038923966132
ENSPPAG00000000239	1.83531484452723	2.50211766960969	2.52232156341525	6.51350799089566
ENSPPAG00000000240	2.70628590755362	4.23355662297193	4.26671152116549	2.74405358061792
ENSPPAG00000000241	2.01663157752538	5.71718898314658	8.21352088150157	2.80619663265293
ENSPPAG00000000242	1.86875869392317	3.12299308966437	1.97867752566849	6.99023463548794
ENSPPAG00000000243	2.16050506374619	2.10274404570528	0.82628602093957	6.91136004321792
ENSPPAG00000000244	0.112016795852242	1.72359832358049	8.12049934549081	1.64451055515293
ENSPPAG00000000248	3.61998357352214	3.89083475119524	3.64188982530922	6.29235714894679
ENSPPAG00000000251	3.57645452274016	2.75677182342908	2.25753455879424	5.14198469507303
ENSPPAG00000000267	0.633745116383764	0.619631641635751	0.377519342341251	1.67601834627847
ENSPPAG00000000279	-0.000923939859926924	0.22438192487829	0.0288493288432245	0.852903871276825
ENSPPAG00000000286	2.00285895017996	1.60116740875101	0.442773427196567	1.23735839474494
ENSPPAG00000000288	0.11159099500523	1.02788959064993	0.628668233455124	1.25225938077943
ENSPPAG00000000292	0.601153196665575	4.68239569906936	5.43706054491297	3.3412990727042
ENSPPAG00000000305	2.95511615579597	3.64905841205298	2.81594276664987	2.25709403300236
ENSPPAG00000000306	2.36554931841906	3.61430761755374	3.05615374020433	6.54348678364573
ENSPPAG00000000307	0.514306345999779	0.169443073431954	0.316215638189837	0.0132494417568609
ENSPPAG00000000308	1.84099578427145	2.34457826536473	2.37183847225643	2.6316305222148
ENSPPAG00000000313	1.93827637479396	2.77840432673366	1.73214113772446	2.58239310949581
ENSPPAG00000000314	0.0198273016858967	0.104899301647189	0.0618111754255236	7.72305214648278
ENSPPAG00000000336	0.0285909764457702	0.149440528971861	0.125414130678475	-0.0013477361922142
ENSPPAG00000000337	3.21303771051513e-19	1.85429249981312e-19	-6.75050945571194e-19	1.195045
ENSPPAG00000000349	1.27244066140328	0.612680991819214	0.371917769663634	-0.0239858227722595
ENSPPAG00000000371	5.45608029315131	2.18968820498521	3.32674631563114	3.46758708146467
ENSPPAG00000000372	-0.000141143776093054	-8.14562009490673e-05	0.162046139437434	-0.000147878920784172
ENSPPAG00000000403	1.15846325858504	4.52179973529415	7.6507315267766	1.49366566668842
ENSPPAG00000000405	0.176286919681651	0.360181052210391	-0.00544534638084854	0.00271549697761379
ENSPPAG00000000426	1.56541848827985	1.97836543917654	0.912464324115441	0.646946647856336
ENSPPAG00000000427	0.0517722179429584	0.0563348679710904	0.00757649559960344	0.509397136972695
ENSPPAG00000000428	-0.000103063876477421	-5.94797168201014e-05	0.118326884549354	0.120161518087887
ENSPPAG00000000429	1.70735456599882	3.31879914746378	2.74344563131287	5.77295988544907
ENSPPAG00000000447	7.62285329206696e-19	4.39926355062584e-19	-1.60154183871539e-18	2.835215
ENSPPAG00000000450	0.590408826214476	0.740299308178957	0.79615622472687	0.0319295577593954
ENSPPAG00000000451	3.33003195402039	3.02223273460812	1.49286242566986	2.76201695040325
ENSPPAG00000000466	2.38037734668019	1.9959162468741	1.17533170656206	5.31648907676731
ENSPPAG00000000467	0.00765015290613085	0.0801097223972905	0.290903133580578	6.507922019232
ENSPPAG00000000477	0.013188566076012	1.30170538230228	-0.0277088375626712	0.0138179023687562
ENSPPAG00000000478	0.257740850010833	0.00785087149852547	0.349897831783636	0.0142527934140103
ENSPPAG00000000479	0.055954147321513	-0.00185660959835598	0.00675894479998744	-0.00337056504628899
ENSPPAG00000000480	4.01980460147478	4.35292311990852	3.73386048402382	5.62810205218577
ENSPPAG00000000495	1.661731820888e-19	9.59010484716473e-20	-3.49125574625249e-19	0.6180582
ENSPPAG00000000498	0.681868904954039	0.787880447561037	0.541068184454949	0.156435589059951
ENSPPAG00000000502	1.21477550283752	0.667526091794179	-0.0656369945428801	0.565336081822362
ENSPPAG00000000507	0.338290528839597	0.521944160958141	0.37508589006072	1.65423866528308
ENSPPAG00000000508	0.220901539913427	0.239899220607249	0.210817089492113	3.32646199997442
ENSPPAG00000000516	0.00762836664169785	4.56764954038781	7.01304549820731	2.56778237952637
ENSPPAG00000000518	1.24339016779511e-19	7.17579210146961e-20	-2.61233071039631e-19	0.4624618
ENSPPAG00000000521	1.38528071505751	1.59050007205591	1.89200512406354	0.951254241646055
ENSPPAG00000000536	2.70036391460736	2.68553298810379	1.66533974311703	3.73582125134366
ENSPPAG00000000574	1.53224724223007	1.96699977178528	1.08880845750764	3.53118113095404
ENSPPAG00000000575	0.581883605055469	3.67772459102631	1.0645538582469	0.501464208342638
ENSPPAG00000000576	8.89064065561014e-19	5.13092275023078e-19	-1.86790069772979e-18	3.306751
ENSPPAG00000000610	2.89057639165396	2.05114877655235	-0.0391451243713115	5.93370797433002
ENSPPAG00000000613	0.00130359220287696	0.114341289212148	0.164538436364818	0.534877297440314
ENSPPAG00000000614	0.148665206967921	0.348545487599601	-0.0187919686143386	1.14640921909363
ENSPPAG00000000615	0.165510938808124	0.0905431861694468	0.450569652796018	0.886937847452822
ENSPPAG00000000618	3.23945292124134	2.87715892668594	0.921855957752836	3.84884328963978
ENSPPAG00000000620	2.06472773977109	1.48765720042908	1.42823797576822	1.73680068206324
ENSPPAG00000000635	5.10812122780031	5.96408568371384	6.39077503023117	6.17216862150936
ENSPPAG00000000636	0.00508024660632263	0.501417994402067	-0.0106734672428825	0.00532266746898674
ENSPPAG00000000643	3.22544660709325	5.40302611346109	4.1227411034717	3.11681201194791
ENSPPAG00000000657	0.716363200464242	0.821639523776057	0.839638696960449	0.0475681935985044
ENSPPAG00000000667	2.23318118906636e-19	1.28880252978593e-19	-4.69185614715165e-19	0.8306009
ENSPPAG00000000668	1.52424197817743	2.09187117847247	0.91094162415791	3.15442899338439
ENSPPAG00000000669	0.000473433600777703	3.2265205006681	0.528374828201334	0.000496025059580484
ENSPPAG00000000670	0.631568573912382	0.66546745063634	1.21827254030278	1.172568194297
ENSPPAG00000000682	6.21075356958759	6.29276572145695	5.78613040293689	7.18703007603716
ENSPPAG00000000684	3.11889521761011e-19	1.79996144794398e-19	-6.5527185034116e-19	1.16003
ENSPPAG00000000685	-0.000407421701389192	-0.000235129205821228	0.467757882498646	-0.000426863182870805
ENSPPAG00000000687	3.0267528084756	4.18295042791794	3.35736936343318	5.81880870934656
ENSPPAG00000000689	0.00134055921185156	0.112423761430311	0.229469019631304	1.32771852845307
ENSPPAG00000000690	0.0569785158802101	0.0613489407907174	-0.00495465586082049	0.00247079837978606
ENSPPAG00000000692	4.03688838673033	5.03393238769634	4.7397312502905	6.22690111556568
ENSPPAG00000000714	1.41648857417358	0.928114156487172	0.329416592033354	3.56867275661178
ENSPPAG00000000723	1.27598715360583	1.99333860700811	1.5703264645338	5.69987540970453
ENSPPAG00000000724	0.377835994523763	0.88009743529198	1.08849005084144	0.177068443685636
ENSPPAG00000000731	-3.42973552228819e-05	0.128509615479263	5.11006055785976	0.631967466032407
ENSPPAG00000000741	5.62168475096568e-19	3.24435901760959e-19	-1.18110148362813e-18	2.090908
