kidney	liver
ENSMICG00000000003	4.29383518100714	4.43866996983214
ENSMICG00000000005	-0.0199023304645286	0.0222616050774214
ENSMICG00000000006	2.6762530179293	2.72897489701178
ENSMICG00000000008	3.06780526833101	2.74045912194483
ENSMICG00000000009	4.68627957608857	2.6008235706519
ENSMICG00000000010	0.735393575645408	0.0395478073924319
ENSMICG00000000014	5.49394979071143	5.34326220154809
ENSMICG00000000016	1.97168450210265	1.30138174964956
ENSMICG00000000017	1.45441917924257	0.0610452384595714
ENSMICG00000000018	2.53929399352956	1.65152665107841
ENSMICG00000000023	2.25683500492907	1.88212848251182
ENSMICG00000000025	0.731405499117583	0.848059941813735
ENSMICG00000000026	5.32053607508941	3.6684394874851
ENSMICG00000000027	1.478278	6.48705696399503e-17
ENSMICG00000000028	3.23425043714224	1.79007141047629
ENSMICG00000000029	4.02503811973349	1.61754438004442
ENSMICG00000000030	4.97849308129781	2.8395493197837
ENSMICG00000000033	1.45477103276006	0.0272111145399897
ENSMICG00000000034	4.1922671312906	0.0457958131182333
ENSMICG00000000035	2.90451543536495	1.19133322743917
ENSMICG00000000037	0.152005234297666	0.0665708426170557
ENSMICG00000000038	3.03143609523916	4.35568598412681
ENSMICG00000000039	4.36910141732132	5.32622209711311
ENSMICG00000000040	2.1801561175597	0.544068295406716
ENSMICG00000000041	7.46608690857339	7.4654053485711
ENSMICG00000000042	3.60374463065434	2.69125006155761
ENSMICG00000000044	2.28404566973743	0.918678671710427
ENSMICG00000000045	3.94644240942064	3.55776559842989
ENSMICG00000000046	1.79066197207907	1.03264055465349
ENSMICG00000000048	-1.6138507369129	3.09016795615215
ENSMICG00000000049	3.09278155130401	3.46309574144933
ENSMICG00000000050	0.333002821705488	0.0694751313824187
ENSMICG00000000051	1.65407581267227	0.592021277887954
ENSMICG00000000052	2.25285889719831	1.25468434213361
ENSMICG00000000053	1.5496107858574	1.2531194523571
ENSMICG00000000054	0.843435411691719	1.84500039805138
ENSMICG00000000056	3.83950708813757	1.23486385197707
ENSMICG00000000057	-0.137760285807257	0.112583930967876
ENSMICG00000000058	1.52122753276415	0.137604356205975
ENSMICG00000000060	5.30433908108429	3.73657698648595
ENSMICG00000000062	1.13256909319394	1.43674441780101
ENSMICG00000000066	1.01755883402512	2.20194759432914
ENSMICG00000000068	2.62923915116674	2.43326730813888
ENSMICG00000000071	3.69721651266502	3.44917374788916
ENSMICG00000000074	2.05117908883676	0.584272835193873
ENSMICG00000000075	4.77043549519442	4.42048008413426
ENSMICG00000000077	2.20831169821354	0.324069308631077
ENSMICG00000000078	4.94309579079102	4.30829603486816
ENSMICG00000000079	0.0990578105417537	0.207081534909708
ENSMICG00000000081	0.005489471916648	0.799578271347225
ENSMICG00000000083	6.21269728485199	7.52296095252467
ENSMICG00000000086	1.23111130713808	3.19843678214365
ENSMICG00000000087	7.70720644668907	8.29130609221849
ENSMICG00000000089	3.77644953396848	5.01690741100525
ENSMICG00000000091	5.29423357978518	4.00411940336914
ENSMICG00000000092	0.430789690013952	0.0284948666643414
ENSMICG00000000093	0.425181127666211	7.09729851205563
ENSMICG00000000094	1.5462292580309	2.64150112366152
ENSMICG00000000095	0.3896516	1.7098895642848e-17
ENSMICG00000000096	6.58604807251443	5.8241383212476
ENSMICG00000000097	4.54587902158669	5.70008866306888
ENSMICG00000000100	-1.1100152923675	0.666485457061249
ENSMICG00000000102	1.93780144372962	0.552616559378396
ENSMICG00000000105	2.83141196142825	1.57719795642862
ENSMICG00000000107	2.57513090555303	3.05127001574116
ENSMICG00000000108	3.51030154318536	1.96705509280244
ENSMICG00000000109	2.9244715663919	1.76787965560135
ENSMICG00000000111	1.97046742281192	1.76297961286468
ENSMICG00000000112	1.12805997753675	3.22212968707721
ENSMICG00000000114	-0.0140455612732593	0.0614861468788765
ENSMICG00000000116	7.87550661007397	8.69355473165434
ENSMICG00000000119	-0.0193746353621245	0.0158338275603541
ENSMICG00000000120	3.39395507801956	5.0805196536634
ENSMICG00000000123	-0.130108477669891	1.68735606294498
ENSMICG00000000126	0.838673432475156	0.206700062920807
ENSMICG00000000129	1.28453251439792	1.42534853093368
ENSMICG00000000130	5.51491494089638	5.1579520098506
ENSMICG00000000131	4.14186029166787	1.32478981805535
ENSMICG00000000134	1.95625902060842	2.51481142989859
ENSMICG00000000136	4.75360629157203	0.180579818071329
ENSMICG00000000138	1.01844656740907	1.63510085543182
