brain	liver	ovary
ENSAPLG00000000651	1.89837982542683	1.39315388265942	3.09669775377669
ENSAPLG00000000652	8.13520653610401	2.5671125738723	9.14931066523807
ENSAPLG00000000653	3.13843076367082	2.53685991476464	3.80610413302559
ENSAPLG00000000654	0.0103593920582857	0.0225717165275917	0.917956583435102
ENSAPLG00000000655	0.932648552085052	1.22702736746134	0.597030792896484
ENSAPLG00000000656	3.71470823135801	1.75343323789964	8.48451908214105
ENSAPLG00000000657	5.33086132886665	1.10755179149868	4.04764190185819
ENSAPLG00000000658	9.27157658563812	7.07093602835224	9.20640206785583
ENSAPLG00000000659	4.23744241869046	5.59638707178053	6.31059733665719
ENSAPLG00000000660	4.60590217020702	2.03403538020184	3.42908838022848
ENSAPLG00000000661	0.247925134063946	0.648542385709418	0.203237643403839
ENSAPLG00000000662	4.72082531131719	5.9957036368942	5.51137591199207
ENSAPLG00000000664	5.97202152132727	6.24381637591536	7.34982505911474
ENSAPLG00000000665	0.836046895694527	4.0771448020887	4.31169666370685
ENSAPLG00000000666	2.32968991853891	1.22583022226483	0.806155891880517
ENSAPLG00000000667	10.4358332613257	11.4048001527627	11.7912221092536
ENSAPLG00000000668	2.74765791202534	0.188086970189766	2.86138693594958
ENSAPLG00000000669	3.51933873011728	2.01610145371217	0.176763252889447
ENSAPLG00000000670	3.1915649604898	0.102107870332292	1.35849932042045
ENSAPLG00000000671	7.83490693774912	3.26336896044484	10.4034156776521
ENSAPLG00000000672	4.84257662026713	3.44859417262915	2.65110323686385
ENSAPLG00000000673	3.03949171175704	1.1834458658821	5.01653307410962
ENSAPLG00000000674	1.81182514581855	0.407020859562997	2.74192226040425
ENSAPLG00000000675	7.14723987202499	8.10053736113054	7.55270518273476
ENSAPLG00000000676	5.87953518564294	1.75270249359831	9.84973919119623
ENSAPLG00000000677	0.609594541895395	0.362388083266282	1.07883042048487
ENSAPLG00000000678	1.37163125548126	2.44577123514173	1.34926135680299
ENSAPLG00000000679	2.8240509455686	-0.00209874120012509	0.200198991472151
ENSAPLG00000000680	3.29172254605861	0.00437994199487105	0.92721855500049
ENSAPLG00000000681	5.54722929351268	3.65262354775553	5.0907595789035
ENSAPLG00000000682	4.6981268339503	3.45878580363849	1.34739262039797
ENSAPLG00000000683	2.74321761991754	-0.000366274808002612	1.50644422479642
ENSAPLG00000000684	6.10343192880635	6.48242687931813	6.28047893622934
ENSAPLG00000000685	1.56684342013719	0.638563036307939	0.644186879694589
ENSAPLG00000000686	7.72979191013173	2.43379903693227	7.08632632828018
ENSAPLG00000000687	6.79125259208595	4.32613752487559	4.0843150092345
ENSAPLG00000000688	-0.00357923220534134	0.00107065044067546	0.169991904486206
ENSAPLG00000000689	3.91248230354887	4.36147293661522	5.61292735084476
ENSAPLG00000000690	1.66322073417745	1.37758510973717	2.12491448416274
ENSAPLG00000000691	0.086747145325187	0.104711951094127	0.0174819415908812
ENSAPLG00000000692	5.81070473065358	4.74863805677404	4.41437499417633
ENSAPLG00000000693	7.75511147520434	6.78138442342453	7.71909420628355
ENSAPLG00000000694	5.50187802981049	1.28944739066688	5.01324488853116
ENSAPLG00000000695	6.85414138363526	6.71148199165925	8.36017932057563
ENSAPLG00000000697	2.64114799776587	2.82439775982542	4.02427749505484
ENSAPLG00000000699	-0.0389538786524054	0.0885548035825886	0.615286169943557
ENSAPLG00000000700	0.0856075476462306	0.297280081665492	0.0657810365613103
ENSAPLG00000000701	5.95672098425368	4.23774122001203	5.42495964676699
ENSAPLG00000000702	0.314834764286812	1.62123208967674	0.959643796598711
ENSAPLG00000000703	2.47126000207346	5.16064448360241	3.96274338478293
ENSAPLG00000000704	0.0429195102797168	0.00394213166992271	-0.00150354838646489
ENSAPLG00000000705	2.01876847910193	0.492697568113137	2.75375557959007
ENSAPLG00000000706	-0.0295902744614383	0.0831439017608239	0.425311576555259
ENSAPLG00000000707	-0.515170025826411	2.26608107256176	0.526571032347551
ENSAPLG00000000708	1.90179911939483	1.48013122896145	2.61420615017797
ENSAPLG00000000709	0.391559678018101	2.19179882547566	3.78741981804566
ENSAPLG00000000710	4.4102650373874	4.27607406912576	6.84346149735059
ENSAPLG00000000711	3.96267941305703	1.72098922369114	5.94072151160821
ENSAPLG00000000712	1.05187838313107	1.49120071320366	1.6897023832375
ENSAPLG00000000713	-0.117922309512206	0.27165386895467	2.33637655000936
ENSAPLG00000000714	1.08559926396092	0.680926809097898	5.20502103747738
ENSAPLG00000000715	8.1431658914508	1.60845083575053	5.47319626409046
ENSAPLG00000000716	6.25324636809025	5.11449248988406	4.15941315588351
ENSAPLG00000000717	0.0609207908270064	6.50813830390995	0.874051759542258
ENSAPLG00000000718	7.33484537572647	7.62781720994276	7.71568831616007
ENSAPLG00000000719	2.43318639502835	0.271417097038609	1.99134717691806
ENSAPLG00000000720	8.76026738070715	2.73767728143308	6.89641390184931
ENSAPLG00000000721	5.66047338336809	6.94996984685344	7.46249993839844
ENSAPLG00000000722	3.50275381612276	1.41229287776903	4.80230453110814
ENSAPLG00000000723	2.50240262714004	0.806259105119035	4.35467135157192
ENSAPLG00000000724	6.27307929752407	5.18266276492045	7.46531852073843
ENSAPLG00000000725	6.60079539496272	7.84478762596395	7.15278527107831
ENSAPLG00000000726	6.34487730467132	2.99785472361707	5.79977230082065
ENSAPLG00000000727	8.36430782582322	2.61059794154634	9.48766571593679
ENSAPLG00000000728	0.284071073960688	0.74321887071633	-0.205461087092774
ENSAPLG00000000729	9.16955060660695e-05	-6.84523496977016e-05	0.0412532121150511
ENSAPLG00000000730	9.53977347749669	7.40661881573797	8.28451979910795
ENSAPLG00000000731	0.421970201281872	0.0222785765799639	0.90465018345976
ENSAPLG00000000732	4.60359268716626	5.72200623461167	5.92051092341562
ENSAPLG00000000733	0.810749733406072	0.442336626319546	0.383790577126563
ENSAPLG00000000734	0.00470830884199214	0.00562549533342757	1.80236777752615
ENSAPLG00000000735	6.68179971094451	2.64102927554577	8.55824867008438
ENSAPLG00000000736	8.50688732554856	7.04509001111524	7.80842009867809
ENSAPLG00000000737	0.131760334235312	0.308594998388491	1.3389780651838
ENSAPLG00000000738	2.50642255477582	0.541049911941132	5.5231934346551
ENSAPLG00000000739	1.85846512850277	0.795657173043886	3.14379443566177
ENSAPLG00000000740	6.27786128608266	5.46576856310711	6.49794323077199
ENSAPLG00000000741	4.42579290547311	0.344247446912904	2.74313394109534
ENSAPLG00000000742	3.22795769638735	0.555996599896065	1.34792642330998
ENSAPLG00000000743	2.9231086809341	0.171532721164048	1.88722484901622
ENSAPLG00000000744	1.29328518543601	0.575742195350527	1.68967146072628
ENSAPLG00000000745	-0.0213926758694062	0.117752726590728	-0.000456848869887635
ENSAPLG00000000746	1.25397145707424	0.638148749590306	1.96662777364035
ENSAPLG00000000747	0.846099679561648	3.19862880332829	5.87918972408315
ENSAPLG00000000748	1.25200008968068	3.81246581878557	1.86618776764874
ENSAPLG00000000749	0.188681397172534	0.374561842433911	0.0188862156034224
ENSAPLG00000000750	2.73495323110606	2.25109140682538	3.02826846149823
ENSAPLG00000000751	0.461616156066038	3.04374429393913	7.09979983744408
ENSAPLG00000000752	3.0215980826186	2.85597472786492	3.54841022183372
ENSAPLG00000000753	1.5827428613915	3.24778920855409	3.42858468265991
ENSAPLG00000000754	0.17332595128137	2.31537562860051	5.68777371425209
ENSAPLG00000000755	2.05094168198276	2.35825805328377	2.51889963876866
ENSAPLG00000000756	3.63087350495957	4.43375579639554	4.927735634549
ENSAPLG00000000757	0.205175097017536	0.255859515848083	1.03246306813424
ENSAPLG00000000758	7.00232660017496	2.83284970509394	9.88904487311629
ENSAPLG00000000759	0.0501889563147393	0.00630352405959183	0.44690606532836
ENSAPLG00000000760	6.58644259172447	2.61724696465134	8.35760379907657
ENSAPLG00000000761	0.537061669874858	0.052933996518787	5.48107706431662
ENSAPLG00000000762	-0.0024347602471562	0.0166513941470056	0.938237856413848
ENSAPLG00000000763	4.20512979347424	4.66710629532076	3.76166771061277
ENSAPLG00000000764	3.57628292256339	4.95635470559046	4.73051387755852
ENSAPLG00000000765	0.573237944386973	1.60226904568426	3.18624409190031
ENSAPLG00000000766	2.19122556655975	1.08366247632066	1.33718173509873
ENSAPLG00000000767	3.71409647262438	4.14591988137542	3.27125322581176
ENSAPLG00000000768	6.01760738626444	0.0402240489154766	0.350922310291641
ENSAPLG00000000769	6.26720713317889	2.14668901179847	8.08878697970659
ENSAPLG00000000770	1.34155230851844	1.19975886867123	0.636437540237795
ENSAPLG00000000772	0.438237459986336	1.5945974774617	-0.0169720177544656
ENSAPLG00000000773	6.08120160508407	2.15432813016733	7.71172443448467
ENSAPLG00000000775	3.59821318748729	5.72953065899065	4.19491838543749
ENSAPLG00000000776	7.98268179305544	8.40188677257336	8.2941249255107
ENSAPLG00000000777	-0.0579334270074995	0.163422102715535	-0.0235148250964861
ENSAPLG00000000778	6.44685497114789	5.29349115447974	8.71744420034921
ENSAPLG00000000779	8.02808070565226	5.77652701637621	6.58758146963887
ENSAPLG00000000780	1.021245	-2.98644501270206e-18	1.07568204356008e-17
ENSAPLG00000000781	-0.000672004291543014	0.00269624010557508	0.0451078288374403
ENSAPLG00000000782	1.48244438845578	0.292926255559945	3.55039367347081
ENSAPLG00000000784	3.93396234222966	0.63171398833942	4.70491382878288
ENSAPLG00000000785	8.31137691299577	6.49656114675211	8.04101893599648
ENSAPLG00000000786	5.29803559444282	1.61235873359804	6.64429645073012
ENSAPLG00000000787	5.04711669759752	5.32333587726519	4.65372577520336
ENSAPLG00000000788	3.72969351728833	1.16603324939999	2.4836945294853
ENSAPLG00000000789	4.39728726785185	4.03715354454211	4.09136549277381
ENSAPLG00000000790	0.0371319608096546	0.0190981519726565	0.0885474290864112
ENSAPLG00000000791	3.74238062700008	5.34279389515832	5.66856092385001
ENSAPLG00000000792	5.62608157044715	5.96059239888482	5.29081177248916
ENSAPLG00000000793	6.04890734626142	5.72455097202698	4.77599472906914
ENSAPLG00000000794	0.0377899526991535	0.0710049550927982	0.0230270611978777
ENSAPLG00000000795	-0.000700381919295877	0.0252340902129089	2.09110579989406
ENSAPLG00000000796	8.42237201591432	6.44410582318643	7.79309521930809
ENSAPLG00000000797	7.4546102679448	5.9644835818426	5.40015373315733
ENSAPLG00000000798	2.01511670632713	0.428798295983915	4.15043107331098
ENSAPLG00000000799	0.0782145614164893	0.115321110812382	7.35174893530582
ENSAPLG00000000800	0.457512591246716	3.60827791406023	6.77812747567176
ENSAPLG00000000801	-0.200575435241508	7.04593480228082	3.40196889731195
ENSAPLG00000000802	0.144544943179592	0.277122823324378	0.0647632618213133
ENSAPLG00000000803	6.28759137276714	0.461900921366801	3.11170045313854
ENSAPLG00000000804	0.353733750089774	-0.00204513187187311	1.75806682056212
ENSAPLG00000000805	0.846797968317716	1.92870729249552	2.73007068295601
ENSAPLG00000000806	4.51736925986891	6.02667364218908	4.39301839481036
ENSAPLG00000000807	4.84476340529956	2.09009188690908	7.43498990146525
ENSAPLG00000000808	-0.9302654631339	5.63619040854232	1.54374522710435
ENSAPLG00000000809	0.0850593919866988	0.0525733362660943	0.259181757303362
ENSAPLG00000000810	2.33065841235386	0.0258106078920209	2.74329457182365
ENSAPLG00000000811	1.59206281326621	0.564683256892206	2.92995578733789
ENSAPLG00000000812	-0.200561716497025	0.559974926506884	1.8364034329024
ENSAPLG00000000813	0.697428376813073	-0.00271897039217427	0.900368636148836
ENSAPLG00000000814	4.99326253587681	3.11394609586726	4.56276330128601
ENSAPLG00000000815	3.41731768629096	1.25588405740687	1.59283383830442
ENSAPLG00000000816	2.9215706495261	0.287322626800845	3.18214411847729
ENSAPLG00000000817	0.456735790332878	0.225143743360628	0.036862280056598
ENSAPLG00000000818	0.535922534412324	0.037674997869706	0.930822431358534
ENSAPLG00000000819	0.122121177657139	0.279406244014843	2.75990119436079
ENSAPLG00000000820	3.1673715476729	2.09412431341286	0.516006098562128
ENSAPLG00000000821	7.85734796448516	4.6402055989389	6.25604336637467
ENSAPLG00000000822	5.80132012084105	2.53906081093866	6.29804552131585
ENSAPLG00000000823	-0.000306307956339051	0.0034579147395088	0.105942890347039
ENSAPLG00000000824	0.662484877603179	0.412945356186311	-0.0130938656398189
ENSAPLG00000000825	2.01392890347336	-0.00535489696089321	5.86946720817623
ENSAPLG00000000826	0.365580855784612	0.112510068098316	0.151007466172599
ENSAPLG00000000827	6.20089550614981	6.47725863813411	7.21358741654014
ENSAPLG00000000828	0.177902567764721	0.0511273971299587	0.941829495279296
ENSAPLG00000000829	0.0982832817267437	0.00835019158572049	0.00597821270743508
ENSAPLG00000000830	3.19508579176071	3.63725362968697	3.88651940549928
ENSAPLG00000000831	5.82232436604632	2.61311940907346	6.51191090351203
ENSAPLG00000000832	-0.00315154753126093	-0.000126223637236029	0.230831923529682
ENSAPLG00000000833	0.161941267913209	0.000817749563501188	0.256277697887463
ENSAPLG00000000834	2.2109177973912	0.367684237395132	3.3334151823112
ENSAPLG00000000835	6.47005486018816	2.35566439487457	8.45073742155284
ENSAPLG00000000836	3.33647836704139	1.79878409348405	3.27382280819168
ENSAPLG00000000837	9.51531990101554	7.4343080121762	7.88350872481168
ENSAPLG00000000838	6.88810937508768	1.90160784424208	5.73719217050122
ENSAPLG00000000839	5.74621853152545	-0.000801841443126398	6.95395964313201
ENSAPLG00000000840	5.66489514045641	1.47787486616451	7.42133559659491
ENSAPLG00000000841	-0.14453396015971	0.836913943572508	0.467701995381602
ENSAPLG00000000842	-0.0907643359876362	0.154571934229633	0.16586561470534
ENSAPLG00000000843	3.51351546943887	1.20662932744518	4.77605014670316
ENSAPLG00000000845	1.98062823127793	0.437301280331239	5.39917557212453
ENSAPLG00000000846	2.00144371539765	-0.00445836526946374	0.431471737639319
ENSAPLG00000000847	0.000154097541014072	-7.0939837578216e-05	0.00676695341832075
ENSAPLG00000000848	2.29121767874111	-0.00125869065254066	0.59614773034823
ENSAPLG00000000850	0.00019965290405496	-0.000121184996947846	0.0230914965098865
ENSAPLG00000000851	0.00249728250454975	0.00470829761087718	0.238936691027487
ENSAPLG00000000852	5.05198837342614	1.52133231263186	6.8068837954986
ENSAPLG00000000853	3.29378319935909	0.716989108321028	3.9711055867981
ENSAPLG00000000854	6.08871459912117	5.75655742278038	7.21938111841904
ENSAPLG00000000856	6.48985833706104	2.3700853976085	8.48309638360617
ENSAPLG00000000857	2.85424203189993	5.66684525916346	5.10170007635642
ENSAPLG00000000858	0.336327995724606	0.657502740935291	1.92520564384198
ENSAPLG00000000859	0.0606079592345418	-0.000850977550515596	0.134456953228608
ENSAPLG00000000860	4.30076583877987	5.40757475016143	2.90069568838049
ENSAPLG00000000861	7.61140313204796	3.98581630127342	5.98966717327851
ENSAPLG00000000862	5.73538362952654	1.18283421765732	1.61654831259761
ENSAPLG00000000863	0.626867271971967	0.365061249789173	0.0202306217596601
ENSAPLG00000000864	1.0385652338442	0.124113335854859	0.610791717982914
ENSAPLG00000000865	4.72389597466574	4.62128117174246	5.04713089773745
ENSAPLG00000000866	6.16075817472709	1.8507849195932	7.79207113385909
ENSAPLG00000000867	4.19194855382728	3.36905822442831	7.82094253650549
ENSAPLG00000000868	2.53600714853462	2.96410833036963	3.41151731317163
ENSAPLG00000000869	0.0218093304755008	0.0574147743192537	-0.0225529037177574
ENSAPLG00000000870	1.26477014230827	1.7209188185649	4.64166083798549
ENSAPLG00000000871	-0.00467853805215617	0.00136592421892636	1.05011262940417
ENSAPLG00000000872	4.85917226228853	4.45594411652729	4.53054728673067
ENSAPLG00000000873	5.1701629255775	5.28740050630124	6.2066158091346
ENSAPLG00000000874	5.43075492973943	4.93776531454142	4.72236572479392
ENSAPLG00000000875	4.18680778982594	2.28548888525314	3.33201561352273
ENSAPLG00000000878	2.34902117522214	0.111305848067374	4.09614996832823
ENSAPLG00000000879	4.65213889866825	1.74184067787876	7.14641437829778
ENSAPLG00000000880	5.97183647131979	2.73634730452149	8.36091805307039
ENSAPLG00000000881	3.57174353226665	1.62528456206824	4.06537420648574
ENSAPLG00000000882	3.80282196292343	3.64375268066551	4.80281114151508
ENSAPLG00000000883	0.776970648920417	0.521845802371194	0.799655808437544
ENSAPLG00000000884	5.73712551237753	0.61459001106786	3.18460183413469
ENSAPLG00000000885	0.0319289208655772	0.113643272457621	0.0662237849404956
ENSAPLG00000000886	2.37266267280258	1.73643982934936	7.44785717950085
ENSAPLG00000000887	1.91053484337954	1.75962151552636	4.04998930705068
ENSAPLG00000000888	0.803404485388117	0.617910068955654	2.64132878935734
ENSAPLG00000000889	0.627489236285344	0.0991670056993902	0.144052065886996
ENSAPLG00000000890	8.1530154568454	0.174717000484032	3.58195587839104
ENSAPLG00000000891	5.43435599645875	1.91339421071622	0.67302940882443
ENSAPLG00000000892	5.67759408922822	6.14144473598745	5.94608242348706
ENSAPLG00000000893	0.674852264101337	0.412465137750957	4.6619209254812
ENSAPLG00000000894	0.123019644284265	0.954842831024237	0.00455173940414769
ENSAPLG00000000895	0.130174557600506	0.0653400741819514	0.0908514182026796
ENSAPLG00000000896	7.15345591285841	2.2101920326625	7.37736786736527
ENSAPLG00000000897	13.1048219757659	10.4480326824956	13.3053732272144
ENSAPLG00000000898	5.37785721630425	1.82109990511377	2.82713170088843
ENSAPLG00000000899	-0.0111097753403416	0.00188448390369075	3.82443371541601
ENSAPLG00000000900	7.6290932011281	7.82617513517066	8.82596053297066
ENSAPLG00000000901	5.36445151819427	6.59305830055504	6.1965242775242
ENSAPLG00000000902	0.438948769127156	0.0115637188533484	0.0398658919387772
ENSAPLG00000000903	3.22223803929305	1.19900077355054	4.54642973735009
ENSAPLG00000000904	8.49207756007541	3.35791742881175	4.79714920836393
ENSAPLG00000000905	-0.00371154081957798	-0.00324141268845152	2.18114559384683
ENSAPLG00000000907	0.333772006703695	0.515149263457065	0.278071222801921
ENSAPLG00000000908	-0.364449656211734	1.00793073106008	-0.363087686084861
ENSAPLG00000000909	2.02450032540299	-0.00115518479625083	0.11019311535867
ENSAPLG00000000910	5.37591479179099	3.61897850504639	4.45004475910872
ENSAPLG00000000911	6.35565709076574	1.2086000972377	7.94952771956364
ENSAPLG00000000913	0.00436928451981906	-0.00114550657850048	0.111686238570364
ENSAPLG00000000914	3.34648036695811	0.234509288766078	5.06922856364149
ENSAPLG00000000915	1.304885	-3.81589853600235e-18	1.37444135678598e-17
ENSAPLG00000000916	0.0476530596639001	0.240145205259804	-0.0224268604635915
ENSAPLG00000000917	0.621928368509846	-0.00218666590335914	0.944038370888411
ENSAPLG00000000918	1.5071799597222	0.672400439952972	3.21062500314036
ENSAPLG00000000919	1.79265195135732	3.95186084716548	4.23515512627615
ENSAPLG00000000920	-0.038707959315736	0.105562674643758	-0.0402621227348941
ENSAPLG00000000921	1.99022225964437	3.49350804539545	6.84685880676837
ENSAPLG00000000922	2.58435825263178	3.52846292364019	4.99726069228098
ENSAPLG00000000923	4.29860964467893	0.891974417279057	2.7601060369954
ENSAPLG00000000924	0.937931693897545	0.219482567239159	0.562444588872092
ENSAPLG00000000925	-1.20233246855988	3.34720003082321	0.531615718113571
ENSAPLG00000000926	1.84634362051383	2.56328491349913	3.70328466374943
ENSAPLG00000000927	-0.778314340999004	2.82583791580229	0.291746098395258
ENSAPLG00000000928	7.94772594560264	1.52402950068942	5.38184143335406
ENSAPLG00000000929	2.83557389260714	0.593807753507561	1.06899637138369
ENSAPLG00000000930	1.91433319272282	0.693881106376501	2.76626185062653
ENSAPLG00000000931	1.21902064807721	2.019034029452	1.33082646908312
ENSAPLG00000000932	4.0151830438293	1.47357589996047	3.66112805544085
ENSAPLG00000000933	-0.000658956609828705	0.000624837384920706	0.15610524316513
ENSAPLG00000000934	0.0523569191209502	0.00908856884360425	0.0239313666259665
ENSAPLG00000000935	5.59985455457347	1.48486503885862	7.20317331735385
ENSAPLG00000000936	3.41358460595468	6.64806943807017	2.10727266936721
ENSAPLG00000000937	2.9823899245096	3.31874174499954	4.53614562574932
ENSAPLG00000000938	-0.0290577067183182	0.0492326102201492	0.0606402623460881
ENSAPLG00000000939	0.0379709639526873	0.00315402455183054	0.264975703904224
ENSAPLG00000000940	0.61702216165039	0.0720143876031013	1.57933303135207
ENSAPLG00000000941	-0.0011150378059303	0.00285137920508352	0.015380279557488
ENSAPLG00000000942	5.2434661155666	2.14290370885992	6.2643395843524
ENSAPLG00000000943	-0.344092254742561	3.29808436432172	0.357833586646978
ENSAPLG00000000944	0.0132703557507122	0.0349352531211005	-0.0137227988673196
ENSAPLG00000000945	2.67400235887677	2.50487737673928	6.03583919220865
ENSAPLG00000000946	6.67914842889847	6.63156393205779	6.80982042706801
ENSAPLG00000000947	3.60356436197929	1.70887438013276	5.68068062923794
ENSAPLG00000000948	2.83238054662054	5.34395203750836	4.02937495587986
ENSAPLG00000000949	0.00857789327377896	0.0113545384144692	1.0808212532921
ENSAPLG00000000950	6.44146724355854	6.37034252321764	6.72379791963829
ENSAPLG00000000951	5.76453260945226	2.20534607895229	2.73898716885338
ENSAPLG00000000952	2.57100098967017	0.422175393651887	0.659689114751198
ENSAPLG00000000953	4.78321985196494	4.39362697633121	5.21764875901009
ENSAPLG00000000954	0.861876155180695	0.00224944149948932	0.169141007804239
ENSAPLG00000000956	2.59243413244862	1.35768267461507	3.22402631602843
ENSAPLG00000000957	1.02261726734005	3.0234678861514	0.293956303307197
ENSAPLG00000000958	0.561902962200992	4.73672624926778	0.37659840276428
ENSAPLG00000000959	4.29821698778262	3.38169483900209	3.49585087069871
ENSAPLG00000000960	2.35327956550398	0.888329460480323	0.968291546622024
ENSAPLG00000000961	7.94734090492628	2.76187261307451	5.42878717752995
ENSAPLG00000000962	2.98475220423785	2.8672527413687	3.6513825940563
ENSAPLG00000000963	7.83828369250468	3.16924928459133	5.68787035673323
ENSAPLG00000000964	8.78332812019163	2.75272501028327	9.34625139890152
ENSAPLG00000000965	0.0979894764983979	0.296705292725664	0.307587324798937
ENSAPLG00000000966	1.29034714809391	1.83408704912987	1.90131591122461
