liver	ovary	testis
ENSAMEG00000000585	NA	2.301634	2.832264
ENSAMEG00000000586	NA	5.433844	2.900061
ENSAMEG00000000588	NA	2.562587	2.148215
ENSAMEG00000000589	NA	0.8418967	4.073203
ENSAMEG00000000590	NA	2.852201	1.178689
ENSAMEG00000000591	NA	4.23466	4.255337
ENSAMEG00000000592	NA	5.003215	5.404092
ENSAMEG00000000593	NA	6.78926	6.799269
ENSAMEG00000000594	NA	5.459668	4.191902
ENSAMEG00000000595	NA	3.181522	1.976155
ENSAMEG00000000596	NA	0.09851429	0.5566501
ENSAMEG00000000597	NA	4.825048	2.591545
ENSAMEG00000000598	NA	5.237307	5.696778
ENSAMEG00000000599	NA	0	0.3699533
ENSAMEG00000000600	NA	0.780515	0.4713654
ENSAMEG00000000601	NA	3.106636	3.382093
ENSAMEG00000000602	NA	2.251165	3.032253
ENSAMEG00000000603	NA	0.1450996	0.3556816
ENSAMEG00000000604	NA	1.068382	3.130682
ENSAMEG00000000605	NA	11.75753	10.46131
ENSAMEG00000000606	NA	4.223029	1.964158
ENSAMEG00000000607	NA	0.8054578	1.251748
ENSAMEG00000000608	NA	2.495207	4.438739
ENSAMEG00000000609	NA	4.813499	0.6783505
ENSAMEG00000000610	NA	1.90794	0.7561591
ENSAMEG00000000611	NA	6.233246	6.095859
ENSAMEG00000000612	NA	7.806015	7.277892
ENSAMEG00000000613	NA	6.202149	4.972362
ENSAMEG00000000614	NA	0.632928	0
ENSAMEG00000000615	NA	2.296895	1.658768
ENSAMEG00000000616	NA	1.799833	0
ENSAMEG00000000617	NA	3.108519	3.834054
ENSAMEG00000000618	NA	4.530895	4.793032
ENSAMEG00000000619	NA	7.782585	6.690287
ENSAMEG00000000620	NA	5.820233	6.237283
ENSAMEG00000000622	NA	4.585443	2.361468
ENSAMEG00000000623	NA	0.8078973	0.8363249
ENSAMEG00000000624	NA	3.332414	1.729235
ENSAMEG00000000625	NA	5.298402	6.973692
ENSAMEG00000000626	NA	3.427955	1.562548
ENSAMEG00000000627	NA	0.4352744	2.062993
ENSAMEG00000000629	NA	3.18826	0.9699001
ENSAMEG00000000630	NA	1.885567	3.01601
ENSAMEG00000000631	NA	1.091361	0.3598686
ENSAMEG00000000632	NA	5.049539	2.668652
ENSAMEG00000000633	NA	6.179603	4.968607
ENSAMEG00000000634	NA	2.895056	2.726415
ENSAMEG00000000635	NA	0.1311576	0
ENSAMEG00000000636	NA	3.408969	2.273596
ENSAMEG00000000637	NA	3.956484	5.658337
ENSAMEG00000000638	NA	4.502891	1.766854
ENSAMEG00000000640	NA	8.050926	6.398684
ENSAMEG00000000641	NA	0	0.1618077
ENSAMEG00000000642	NA	0.07252184	0.07411518
ENSAMEG00000000643	NA	3.777988	2.743621
ENSAMEG00000000644	NA	5.380064	7.412536
ENSAMEG00000000645	NA	6.85301	5.049213
ENSAMEG00000000646	NA	3.455756	2.607595
ENSAMEG00000000647	NA	3.198131	2.531045
ENSAMEG00000000648	NA	3.710272	3.399539
ENSAMEG00000000649	NA	0.9054356	1.546922
ENSAMEG00000000650	NA	4.006181	2.363062
ENSAMEG00000000651	NA	1.209684	3.863859
ENSAMEG00000000652	NA	1.027982	0
ENSAMEG00000000653	NA	0.06434802	0.2428451
ENSAMEG00000000654	NA	4.792137	5.140402
ENSAMEG00000000655	NA	2.73667	1.168077
ENSAMEG00000000656	NA	0.05509859	0.0231767
ENSAMEG00000000657	NA	4.709588	3.954671
ENSAMEG00000000658	NA	3.446435	3.846273
ENSAMEG00000000659	NA	5.627537	2.943933
ENSAMEG00000000660	NA	0	1.143119
ENSAMEG00000000661	NA	0.1620373	0.5031961
ENSAMEG00000000662	NA	4.091199	4.002052
ENSAMEG00000000663	NA	3.499808	3.10109
ENSAMEG00000000664	NA	7.023444	4.478098
ENSAMEG00000000666	NA	2.990129	1.800604
ENSAMEG00000000667	NA	0.1826987	0.08909756
ENSAMEG00000000668	NA	0.5335155	0.0919278
ENSAMEG00000000669	NA	3.812108	1.382357
ENSAMEG00000000670	NA	11.39332	9.354227
ENSAMEG00000000671	NA	1.715647	1.270409
ENSAMEG00000000672	NA	4.835646	4.568816
ENSAMEG00000000673	NA	2.63926	1.375462
ENSAMEG00000000675	NA	3.830823	4.023149
ENSAMEG00000000676	NA	0.05241269	0
ENSAMEG00000000677	NA	0	0.04611202
ENSAMEG00000000678	NA	2.677808	1.634073
ENSAMEG00000000679	NA	1.058504	0.5524361
ENSAMEG00000000680	NA	4.819075	3.544201
ENSAMEG00000000683	NA	2.477758	1.259779
ENSAMEG00000000684	NA	2.997067	1.09126
ENSAMEG00000000685	NA	0.2736102	0.07617049
ENSAMEG00000000686	NA	4.622573	2.849883
ENSAMEG00000000687	NA	6.277975	4.800263
ENSAMEG00000000688	NA	4.962591	3.256899
ENSAMEG00000000689	NA	5.746729	2.70709
ENSAMEG00000000690	NA	0.7495094	4.970656
ENSAMEG00000000691	NA	1.697596	0.05104559
ENSAMEG00000000693	NA	1.700528	0.8541984
ENSAMEG00000000694	NA	2.040598	0.6853176
ENSAMEG00000000695	NA	3.981935	2.381962
ENSAMEG00000000696	NA	3.312378	3.209394
ENSAMEG00000000697	NA	3.590422	2.123987
ENSAMEG00000000698	NA	4.504531	6.503633
ENSAMEG00000000700	NA	0	0.1671267
ENSAMEG00000000701	NA	3.506335	2.481149
ENSAMEG00000000702	NA	0.8085383	0.03890979
ENSAMEG00000000703	NA	2.517633	0.6154568
ENSAMEG00000000704	NA	0.2579725	1.433771
ENSAMEG00000000705	NA	3.683303	1.567643
ENSAMEG00000000706	NA	6.039373	4.571234
ENSAMEG00000000707	NA	6.872583	7.131291
ENSAMEG00000000708	NA	4.92352	2.891812
ENSAMEG00000000709	NA	0	0.952303
ENSAMEG00000000710	NA	4.775814	4.785127
ENSAMEG00000000711	NA	2.340206	4.058472
ENSAMEG00000000712	NA	4.058827	3.285811
ENSAMEG00000000713	NA	4.209726	2.096741
ENSAMEG00000000714	NA	4.609749	5.108566
ENSAMEG00000000715	NA	6.164458	6.477624
ENSAMEG00000000716	NA	2.576029	0.7241665
ENSAMEG00000000717	NA	9.842492	8.096657
ENSAMEG00000000718	NA	0.08928851	0.03533464
ENSAMEG00000000719	NA	3.941989	2.119396
ENSAMEG00000000720	NA	4.09258	2.745125
ENSAMEG00000000721	NA	3.806726	2.523007
ENSAMEG00000000722	NA	2.427617	1.307094
ENSAMEG00000000723	NA	3.535717	3.087826
ENSAMEG00000000724	NA	3.117768	1.735583
ENSAMEG00000000725	NA	4.095545	2.496271
ENSAMEG00000000726	NA	2.343956	4.305321
ENSAMEG00000000727	NA	0.07044662	0.4952623
ENSAMEG00000000728	NA	2.544602	0
ENSAMEG00000000729	NA	1.170002	0.1744499
ENSAMEG00000000730	NA	1.770203	3.786199
ENSAMEG00000000731	NA	0.2389947	0.1995034
ENSAMEG00000000732	NA	7.59236	4.778335
ENSAMEG00000000733	NA	2.446121	1.682479
ENSAMEG00000000734	NA	2.899607	1.249652
ENSAMEG00000000735	NA	5.175784	3.343851
ENSAMEG00000000737	NA	5.586918	4.176746
ENSAMEG00000000738	NA	6.185121	6.167352
ENSAMEG00000000739	NA	3.60451	0.8863145
ENSAMEG00000000740	NA	1.958323	2.187666
ENSAMEG00000000742	NA	0.2080153	0.1462616
ENSAMEG00000000743	NA	3.055954	2.197252
ENSAMEG00000000744	NA	1.443723	1.661804
ENSAMEG00000000745	NA	2.968122	0.2633421
ENSAMEG00000000747	NA	0.1258009	0.3697155
ENSAMEG00000000748	NA	6.013491	0.8111192
ENSAMEG00000000749	NA	2.728484	0.09364062
ENSAMEG00000000750	NA	4.6255	3.308043
ENSAMEG00000000751	NA	7.032057	3.945392
ENSAMEG00000000752	NA	4.81355	2.922828
ENSAMEG00000000753	NA	5.744441	4.770417
ENSAMEG00000000754	NA	2.331424	11.90788
ENSAMEG00000000755	NA	5.638259	4.628721
ENSAMEG00000000756	NA	4.857369	3.234465
ENSAMEG00000000757	NA	0.323847	0.05839311
ENSAMEG00000000758	NA	5.181043	4.86841
ENSAMEG00000000759	NA	0.5146879	3.331798
ENSAMEG00000000760	NA	3.196234	3.266236
ENSAMEG00000000761	NA	2.061389	1.303699
ENSAMEG00000000762	NA	3.238547	2.576242
ENSAMEG00000000763	NA	0.1348248	0.2744573
ENSAMEG00000000764	NA	1.378639	0
ENSAMEG00000000765	NA	2.490529	0.946108
ENSAMEG00000000766	NA	4.568339	2.650323
ENSAMEG00000000767	NA	3.025681	1.912301
ENSAMEG00000000768	NA	4.099977	3.316335
ENSAMEG00000000769	NA	3.979852	3.309256
ENSAMEG00000000770	NA	1.128828	1.726818
ENSAMEG00000000772	NA	5.059182	3.054489
ENSAMEG00000000773	NA	0.1026601	0.2492499
ENSAMEG00000000774	NA	3.751881	4.706321
ENSAMEG00000000775	NA	4.731422	2.684177
ENSAMEG00000000776	NA	0.6818225	1.920221
ENSAMEG00000000777	NA	7.657969	5.149524
ENSAMEG00000000778	NA	0.9122444	0.291567
ENSAMEG00000000779	NA	4.802576	4.139281
ENSAMEG00000000780	NA	0.8720809	0.4702942
ENSAMEG00000000781	NA	2.928946	1.527881
ENSAMEG00000000782	NA	0.5245662	0.09762792
ENSAMEG00000000783	NA	2.393787	0.05963548
ENSAMEG00000000784	NA	0	0.1362502
ENSAMEG00000000785	NA	4.572289	1.478268
ENSAMEG00000000786	NA	3.312487	1.400625
ENSAMEG00000000787	NA	4.264476	4.789239
ENSAMEG00000000788	NA	4.234233	2.1333
ENSAMEG00000000789	NA	0.2531894	0.2324999
ENSAMEG00000000790	NA	3.01553	0.9668394
ENSAMEG00000000792	NA	1.32964	0.513612
ENSAMEG00000000793	NA	1.66309	0.6291719
ENSAMEG00000000794	NA	3.920983	1.796456
ENSAMEG00000000795	NA	0	0.1720471
ENSAMEG00000000796	NA	4.285084	2.498453
ENSAMEG00000000797	NA	2.888852	1.46887
ENSAMEG00000000798	NA	0	0.1638478
ENSAMEG00000000800	NA	3.220633	3.033268
ENSAMEG00000000801	NA	0.7966044	0.3803837
ENSAMEG00000000802	NA	0.1801389	0.1380031
ENSAMEG00000000803	NA	3.00453	2.433961
ENSAMEG00000000804	NA	0	2.49365
ENSAMEG00000000805	NA	0.03616626	1.223602
ENSAMEG00000000806	NA	0.09954842	0.8239539
ENSAMEG00000000807	NA	0.3889929	0
ENSAMEG00000000808	NA	4.302385	4.477554
ENSAMEG00000000809	NA	0.2905742	0
ENSAMEG00000000810	NA	0.2206469	3.009243
ENSAMEG00000000811	NA	6.485612	7.409909
ENSAMEG00000000812	NA	5.673277	4.138389
ENSAMEG00000000814	NA	0.4571624	0.5280942
ENSAMEG00000000815	NA	7.656651	6.589968
ENSAMEG00000000816	NA	2.530578	1.01691
ENSAMEG00000000817	NA	0.4420411	0.2591266
ENSAMEG00000000818	NA	10.31577	8.328792
ENSAMEG00000000819	NA	0.8264529	0.2073057
ENSAMEG00000000820	NA	2.932796	1.43923
ENSAMEG00000000821	NA	0.4663964	2.394295
ENSAMEG00000000822	NA	4.907155	3.147422
ENSAMEG00000000823	NA	0.7287704	0.1476063
ENSAMEG00000000824	NA	5.163161	5.90472
ENSAMEG00000000825	NA	2.635281	1.499833
ENSAMEG00000000827	NA	1.002148	2.632547
ENSAMEG00000000828	NA	5.404566	6.248011
ENSAMEG00000000829	NA	3.291363	3.001121
ENSAMEG00000000830	NA	4.890554	3.526845
ENSAMEG00000000831	NA	2.555568	2.258841
ENSAMEG00000000832	NA	0.4032459	0.5249984
ENSAMEG00000000833	NA	4.414697	4.207666
ENSAMEG00000000834	NA	1.373643	0.2078354
ENSAMEG00000000835	NA	4.592923	5.369941
ENSAMEG00000000836	NA	0.4676405	0.2455151
ENSAMEG00000000838	NA	5.763677	5.058503
ENSAMEG00000000839	NA	0	0.2298303
ENSAMEG00000000840	NA	0.3874563	0
ENSAMEG00000000841	NA	2.185762	1.882354
ENSAMEG00000000842	NA	3.030154	1.573471
ENSAMEG00000000843	NA	1.963215	0.470289
ENSAMEG00000000844	NA	1.512237	0
ENSAMEG00000000845	NA	4.601958	3.582484
ENSAMEG00000000846	NA	1.935207	4.880864
ENSAMEG00000000847	NA	1.213217	1.941632
ENSAMEG00000000848	NA	0.1949217	0.3818637
ENSAMEG00000000849	NA	3.276223	2.320493
ENSAMEG00000000850	NA	1.690225	1.378955
ENSAMEG00000000851	NA	1.410851	0.1413046
ENSAMEG00000000852	NA	3.006088	2.955781
ENSAMEG00000000853	NA	4.308557	3.769476
ENSAMEG00000000855	NA	3.325529	3.036233
ENSAMEG00000000856	NA	6.015005	6.092882
ENSAMEG00000000857	NA	5.679275	4.07543
ENSAMEG00000000859	NA	2.921501	2.142953
ENSAMEG00000000860	NA	2.083149	0.9413452
ENSAMEG00000000861	NA	4.776894	3.25746
ENSAMEG00000000862	NA	3.030696	0.932638
ENSAMEG00000000863	NA	0.5086842	0.8842197
ENSAMEG00000000864	NA	4.088608	1.091531
ENSAMEG00000000865	NA	0.09992117	0.620715
ENSAMEG00000000866	NA	1.186577	1.489872
ENSAMEG00000000867	NA	0	0.1739193
ENSAMEG00000000868	NA	2.778928	2.214451
ENSAMEG00000000869	NA	6.275778	3.601542
ENSAMEG00000000870	NA	1.569729	0.1782455
ENSAMEG00000000871	NA	0.1990196	0.2136148
ENSAMEG00000000872	NA	4.469639	1.724244
ENSAMEG00000000873	NA	0.274431	0.08714983
ENSAMEG00000000874	NA	0.08238432	0.436164
ENSAMEG00000000875	NA	0.7838614	1.434812
ENSAMEG00000000876	NA	0	0.3574191
ENSAMEG00000000878	NA	4.250128	6.87177
ENSAMEG00000000879	NA	3.993058	2.585835
ENSAMEG00000000880	NA	2.724347	1.491473
ENSAMEG00000000881	NA	1.477978	3.493096
ENSAMEG00000000882	NA	8.38493	7.087813
ENSAMEG00000000883	NA	2.576713	0.7772299
ENSAMEG00000000884	NA	5.568021	4.604318
ENSAMEG00000000885	NA	4.980254	3.309199
ENSAMEG00000000886	NA	3.326762	1.889119
ENSAMEG00000000887	NA	4.080359	4.23131
ENSAMEG00000000888	NA	1.974772	2.653326
ENSAMEG00000000889	NA	4.560525	2.479955
ENSAMEG00000000890	NA	0.4261681	1.477848
ENSAMEG00000000891	NA	0.3214375	0
ENSAMEG00000000892	NA	0.4534312	1.323946
ENSAMEG00000000893	NA	2.94117	1.581615
ENSAMEG00000000894	NA	4.254927	0.8232716
ENSAMEG00000000895	NA	7.514114	5.743679
ENSAMEG00000000896	NA	3.479399	2.492715
ENSAMEG00000000897	NA	3.013023	1.071259
ENSAMEG00000000898	NA	2.804801	1.326342
ENSAMEG00000000899	NA	0.6112196	1.538205
ENSAMEG00000000900	NA	4.745549	4.00665
ENSAMEG00000000904	NA	0.9790566	2.830495
ENSAMEG00000000906	NA	0.1639315	4.872523
ENSAMEG00000000907	NA	9.450572	9.659577
ENSAMEG00000000908	NA	5.463613	3.524716
ENSAMEG00000000909	NA	2.558701	1.174873
ENSAMEG00000000910	NA	5.167338	4.616205
ENSAMEG00000000911	NA	6.164859	4.833477
ENSAMEG00000000912	NA	3.242113	0.9800619
ENSAMEG00000000913	NA	0.5383186	0.8405938
ENSAMEG00000000914	NA	0.3406967	0.1285688
ENSAMEG00000000915	NA	1.520628	1.025653
ENSAMEG00000000916	NA	0.4937662	0.1300351
ENSAMEG00000000917	NA	2.900799	2.841482
ENSAMEG00000000918	NA	1.224207	0.1691079
ENSAMEG00000000919	NA	1.901568	0.5688308
ENSAMEG00000000920	NA	5.100183	5.386004
ENSAMEG00000000921	NA	0.2058604	0.03951927
ENSAMEG00000000922	NA	3.05321	4.83755
ENSAMEG00000000923	NA	1.323237	0.1627682
ENSAMEG00000000924	NA	4.095587	4.456786
ENSAMEG00000000925	NA	4.08369	2.177771
ENSAMEG00000000926	NA	4.822052	4.017281
ENSAMEG00000000927	NA	0.9869919	0.2707299
ENSAMEG00000000928	NA	5.714768	3.890875
ENSAMEG00000000929	NA	5.074475	4.587929
ENSAMEG00000000930	NA	5.034687	3.065307
ENSAMEG00000000931	NA	2.516081	2.427842
ENSAMEG00000000932	NA	3.691802	1.357135
ENSAMEG00000000933	NA	3.137712	1.443554
ENSAMEG00000000934	NA	4.69979	7.128366
ENSAMEG00000000935	NA	0.2442867	1.009397
ENSAMEG00000000936	NA	4.561619	3.425077
ENSAMEG00000000937	NA	6.375298	4.763619
ENSAMEG00000000938	NA	5.619865	4.640158
ENSAMEG00000000939	NA	5.469531	7.181619
ENSAMEG00000000940	NA	0	0.7577768
ENSAMEG00000000941	NA	4.423343	3.293835
ENSAMEG00000000942	NA	1.114993	0.4436958
ENSAMEG00000000943	NA	2.833228	1.883441
ENSAMEG00000000945	NA	2.641185	2.930251
ENSAMEG00000000946	NA	1.69529	3.696083
ENSAMEG00000000947	NA	4.512025	3.304445
ENSAMEG00000000948	NA	3.065743	2.534413
ENSAMEG00000000949	NA	3.233522	2.578963
ENSAMEG00000000950	NA	1.238622	0.114405
ENSAMEG00000000951	NA	3.044099	0.9170979
ENSAMEG00000000952	NA	0.4902045	3.564
ENSAMEG00000000953	NA	0.9957363	3.361869
ENSAMEG00000000954	NA	4.586963	6.346141
ENSAMEG00000000955	NA	2.441321	2.095965
ENSAMEG00000000956	NA	5.614133	3.305696
ENSAMEG00000000957	NA	4.852159	5.093045
ENSAMEG00000000958	NA	0.712925	1.3426
ENSAMEG00000000959	NA	6.835823	6.876308
ENSAMEG00000000960	NA	1.733289	1.546304
ENSAMEG00000000961	NA	4.129341	2.504936
ENSAMEG00000000962	NA	5.463008	4.031739
ENSAMEG00000000963	NA	6.729186	5.982451
ENSAMEG00000000964	NA	2.725194	2.285876
ENSAMEG00000000965	NA	4.34168	1.704429
ENSAMEG00000000966	NA	7.712107	6.572767
ENSAMEG00000000967	NA	3.910311	2.598513
ENSAMEG00000000968	NA	5.7153	4.775404
ENSAMEG00000000969	NA	0.04625901	0
ENSAMEG00000000970	NA	0.4740528	0
ENSAMEG00000000971	NA	4.808622	5.286634
ENSAMEG00000000973	NA	0.05856933	2.874543
ENSAMEG00000000974	NA	3.204568	1.536849
ENSAMEG00000000975	NA	0.4601827	1.376151
ENSAMEG00000000976	NA	4.88197	4.475398
ENSAMEG00000000978	NA	8.566279	9.035495
ENSAMEG00000000979	NA	1.253154	6.817802
ENSAMEG00000000980	NA	1.806167	1.318647
ENSAMEG00000000981	NA	0.07299879	0.02809058
ENSAMEG00000000983	NA	3.783656	4.123534
ENSAMEG00000000984	NA	1.702544	0.7052286
ENSAMEG00000000985	NA	8.354765	6.878333
ENSAMEG00000000986	NA	2.963413	1.834501
ENSAMEG00000000987	NA	5.527358	2.507954
ENSAMEG00000000988	NA	3.145686	2.386546
ENSAMEG00000000990	NA	4.968985	3.702935
ENSAMEG00000000991	NA	2.500177	0.6439938
ENSAMEG00000000992	NA	0.5472168	0
ENSAMEG00000000993	NA	7.574987	6.547149
ENSAMEG00000000994	NA	0.5109315	0.1704725
ENSAMEG00000000995	NA	6.281724	5.845043
ENSAMEG00000000996	NA	5.237613	6.146063
ENSAMEG00000000997	NA	0	0.04439832
ENSAMEG00000000999	NA	5.463011	4.624399
ENSAMEG00000001000	NA	1.498532	0.5207662
ENSAMEG00000001001	NA	3.004974	1.886421
ENSAMEG00000001002	NA	5.816172	3.758985
ENSAMEG00000001003	NA	0.01778839	0.3165605
ENSAMEG00000001004	NA	7.375361	7.089901
ENSAMEG00000001005	NA	0.9525147	0.872118
ENSAMEG00000001006	NA	0.2306666	0.1665766
ENSAMEG00000001007	NA	4.287901	2.035814
ENSAMEG00000001008	NA	5.632702	4.991608
ENSAMEG00000001009	NA	5.062243	2.390379
ENSAMEG00000001010	NA	0.9599763	3.528959
ENSAMEG00000001011	NA	0.5364658	0.09249027
ENSAMEG00000001012	NA	1.818209	0.9595283
ENSAMEG00000001013	NA	1.407782	0.04184727
ENSAMEG00000001014	NA	2.995394	1.804401
ENSAMEG00000001015	NA	3.512918	2.124751
ENSAMEG00000001016	NA	0.1257187	0.234597
ENSAMEG00000001017	NA	3.11048	2.171895
ENSAMEG00000001018	NA	4.812847	4.269153
ENSAMEG00000001019	NA	1.882651	4.239872
ENSAMEG00000001020	NA	8.958756	7.558291
ENSAMEG00000001021	NA	3.223001	1.656308
ENSAMEG00000001022	NA	3.250987	2.262259
ENSAMEG00000001023	NA	4.309135	4.628663
ENSAMEG00000001024	NA	7.570061	7.934587
ENSAMEG00000001025	NA	2.115573	1.140995
ENSAMEG00000001027	NA	4.512473	3.969344
ENSAMEG00000001028	NA	0.6880075	0.1338214
ENSAMEG00000001029	NA	0.05163159	0.1279614
ENSAMEG00000001030	NA	3.081939	3.104127
ENSAMEG00000001031	NA	4.164001	3.343158
ENSAMEG00000001032	NA	4.723231	5.112012
ENSAMEG00000001033	NA	0.02837211	0.2792371
ENSAMEG00000001034	NA	3.724596	2.398331
ENSAMEG00000001035	NA	0.3329015	1.932708
ENSAMEG00000001036	NA	1.920968	0.1971848
ENSAMEG00000001037	NA	6.63537	3.475876
ENSAMEG00000001038	NA	1.598937	0.0507917
ENSAMEG00000001040	NA	4.811245	1.977437
ENSAMEG00000001041	NA	0.1385445	0
ENSAMEG00000001042	NA	0	0.2987521
ENSAMEG00000001043	NA	4.718931	1.44659
ENSAMEG00000001044	NA	1.154596	0
ENSAMEG00000001045	NA	0.07339662	0.498017
ENSAMEG00000001046	NA	2.788961	1.763858
ENSAMEG00000001047	NA	11.32953	10.88827
ENSAMEG00000001048	NA	3.026391	1.106236
ENSAMEG00000001049	NA	5.866263	3.795507
ENSAMEG00000001050	NA	2.937642	2.814228
ENSAMEG00000001051	NA	8.199898	7.542784
ENSAMEG00000001052	NA	7.026498	5.489867
ENSAMEG00000001053	NA	1.275925	0.2506475
ENSAMEG00000001054	NA	4.623802	3.409971
ENSAMEG00000001055	NA	1.136526	1.660769
ENSAMEG00000001056	NA	3.337928	1.978679
ENSAMEG00000001057	NA	2.571735	1.63672
ENSAMEG00000001058	NA	6.270069	4.603157
ENSAMEG00000001059	NA	0.771409	0
ENSAMEG00000001060	NA	5.101011	4.154794
ENSAMEG00000001061	NA	4.541019	7.506978
ENSAMEG00000001062	NA	2.072233	0.6642453
ENSAMEG00000001063	NA	1.657434	0.1690283
ENSAMEG00000001064	NA	1.156066	1.715841
ENSAMEG00000001065	NA	0	0.2287288
ENSAMEG00000001066	NA	3.571196	1.496843
ENSAMEG00000001067	NA	3.085979	4.840881
ENSAMEG00000001068	NA	3.715355	1.443893
ENSAMEG00000001069	NA	0	5.297518
ENSAMEG00000001070	NA	4.948045	3.650833
ENSAMEG00000001071	NA	4.725343	4.717364
ENSAMEG00000001072	NA	0.5907879	1.15705
ENSAMEG00000001073	NA	4.500777	5.548147
ENSAMEG00000001074	NA	3.744818	2.264873
ENSAMEG00000001075	NA	3.013185	4.86014
ENSAMEG00000001076	NA	3.173388	1.348737
ENSAMEG00000001077	NA	4.403479	1.993577
ENSAMEG00000001078	NA	0.2287694	0.02408517
ENSAMEG00000001079	NA	5.90571	0.4387772
ENSAMEG00000001080	NA	3.776999	3.701117
ENSAMEG00000001081	NA	2.955101	3.834479
ENSAMEG00000001082	NA	1.726304	1.919767
ENSAMEG00000001083	NA	0.1506182	0.207648
ENSAMEG00000001084	NA	1.632287	0
ENSAMEG00000001085	NA	2.867438	2.045366
ENSAMEG00000001086	NA	6.594778	4.559369
ENSAMEG00000001087	NA	0	0.1129237
ENSAMEG00000001088	NA	6.143732	3.647858
ENSAMEG00000001089	NA	5.277542	3.650144
ENSAMEG00000001090	NA	1.601164	0.6203021
ENSAMEG00000001091	NA	6.659925	4.293481
ENSAMEG00000001092	NA	2.918113	1.127871
ENSAMEG00000001093	NA	1.336986	2.579598
ENSAMEG00000001095	NA	4.531313	4.290646
ENSAMEG00000001096	NA	5.706506	2.588399
ENSAMEG00000001097	NA	2.981633	2.446505
ENSAMEG00000001098	NA	0.9062711	0.1060872
ENSAMEG00000001099	NA	5.300841	2.891707
ENSAMEG00000001100	NA	0	3.453265
ENSAMEG00000001101	NA	2.462741	0.8492483
ENSAMEG00000001102	NA	1.966962	0.2237586
ENSAMEG00000001103	NA	4.257576	2.649822
ENSAMEG00000001104	NA	0	1.333326
ENSAMEG00000001105	NA	0.2751144	1.216343
ENSAMEG00000001107	NA	0.09115278	0
ENSAMEG00000001108	NA	6.431284	3.765047
ENSAMEG00000001109	NA	2.811393	4.655765
ENSAMEG00000001110	NA	5.38228	3.757567
ENSAMEG00000001111	NA	10.4652	8.710848
ENSAMEG00000001112	NA	0.5076627	0.07443652
ENSAMEG00000001113	NA	5.065167	1.962005
ENSAMEG00000001114	NA	5.698007	2.140664
ENSAMEG00000001115	NA	5.647671	4.998751
ENSAMEG00000001116	NA	5.260429	2.240891
ENSAMEG00000001117	NA	3.616993	1.371051
ENSAMEG00000001118	NA	0.1457687	0
ENSAMEG00000001119	NA	0.449573	0.6264298
ENSAMEG00000001120	NA	2.765893	0.9446456
ENSAMEG00000001121	NA	4.562548	1.977672
ENSAMEG00000001122	NA	4.700878	0.9432222
ENSAMEG00000001123	NA	3.808972	2.235534
ENSAMEG00000001124	NA	3.285432	2.59882
ENSAMEG00000001125	NA	2.035691	0.1536056
ENSAMEG00000001126	NA	4.725687	2.47093
ENSAMEG00000001127	NA	6.542817	5.491901
ENSAMEG00000001128	NA	3.434615	1.681463
ENSAMEG00000001129	NA	0.7101331	0.7144785
ENSAMEG00000001131	NA	4.800538	2.454989
ENSAMEG00000001132	NA	0	0.08304381
ENSAMEG00000001133	NA	8.634223	5.56471
ENSAMEG00000001134	NA	2.98875	0.8399346
ENSAMEG00000001135	NA	4.178914	0.4715298
ENSAMEG00000001136	NA	4.92746	1.38405
ENSAMEG00000001137	NA	4.712937	2.429059
ENSAMEG00000001138	NA	4.166852	4.071325
ENSAMEG00000001139	NA	4.886999	3.548461
ENSAMEG00000001140	NA	6.000018	4.707795
ENSAMEG00000001141	NA	3.698152	0.8009127
ENSAMEG00000001142	NA	0.6058119	0.7735695
ENSAMEG00000001143	NA	0	0.02842926
ENSAMEG00000001144	NA	0.1105609	0.9537398
ENSAMEG00000001145	NA	5.685593	5.11134
ENSAMEG00000001146	NA	0	0.4985634
ENSAMEG00000001147	NA	3.557288	3.892381
ENSAMEG00000001149	NA	3.719041	2.096036
ENSAMEG00000001150	NA	1.771353	0.9462076
ENSAMEG00000001151	NA	3.482	1.424207
ENSAMEG00000001152	NA	2.871331	2.04574
ENSAMEG00000001153	NA	0.7757265	0.9602937
ENSAMEG00000001154	NA	3.356023	0.2316573
ENSAMEG00000001156	NA	2.111929	1.708262
ENSAMEG00000001158	NA	4.453788	1.817631
ENSAMEG00000001159	NA	0.2315098	4.904287
ENSAMEG00000001160	NA	4.17846	3.09052
ENSAMEG00000001161	NA	5.299479	1.934717
ENSAMEG00000001162	NA	6.916751	4.042968
ENSAMEG00000001163	NA	2.323667	0.9336474
ENSAMEG00000001164	NA	6.693877	7.817483
ENSAMEG00000001165	NA	2.846908	2.598284
ENSAMEG00000001166	NA	0.1690155	1.760562
ENSAMEG00000001167	NA	2.958817	2.460583
ENSAMEG00000001168	NA	3.799232	3.377614
ENSAMEG00000001169	NA	5.193744	1.059964
ENSAMEG00000001170	NA	0.2849665	0.424046
ENSAMEG00000001171	NA	1.057769	0
ENSAMEG00000001172	NA	6.300958	0.894862
ENSAMEG00000001173	NA	4.382978	2.369506
ENSAMEG00000001174	NA	5.0212	3.473475
ENSAMEG00000001175	NA	2.992493	2.124414
ENSAMEG00000001177	NA	6.465263	2.809947
ENSAMEG00000001178	NA	2.582929	0.0543188
ENSAMEG00000001179	NA	3.038399	2.226783
ENSAMEG00000001180	NA	4.013293	2.745334
ENSAMEG00000001181	NA	2.44624	2.095641
