brain	heart	kidney	liver	ovary	testis
ENSGMOG00000000001	2.52955629189994	2.97336200454838	5.35717804824982	4.14629147248686	10.8311746328588	6.56060689457452
ENSGMOG00000000002	3.7385566667414	2.37552819211932	2.81684922430905	1.21249743256057	3.64732112759398	2.4159478526306
ENSGMOG00000000003	-0.0744129399879872	2.6478860267235	-0.0767675889322673	0.0525055289715034	4.16478407244464	3.62032374003708
ENSGMOG00000000004	5.19797924827727	1.62413709005794	1.66311068310242	1.76196338208512	2.3300956391121	3.60267061859903
ENSGMOG00000000005	0.676300102114045	0.23239306744913	0.0753837561267136	0.0176698265176976	1.64760884628384	0.0951646098493003
ENSGMOG00000000006	6.07926190739694	4.10344165983108	4.3102865577941	3.13557836767923	7.25839826951734	6.63148154866819
ENSGMOG00000000007	4.99007791610148	0.341391081377552	0.324419698998277	0.217826170455865	0.380488928214852	1.64131382874919
ENSGMOG00000000008	2.65263129564776	6.63637634947853	5.66516119005257	3.5587816410127	1.86976289932596	2.27565916636822
ENSGMOG00000000009	5.76539706094317	3.85403300904839	4.2531688220665	3.11118857185506	6.84288173514955	5.91765144324181
ENSGMOG00000000010	3.43946642275189	0.0199215881861332	0.0139912234411814	0.00126579275118742	0.382719931024435	0.494536418084487
ENSGMOG00000000011	2.87348841289314	1.56118500524544	1.91126848901563	1.89559141402269	2.10118711025053	1.97967263336833
ENSGMOG00000000012	2.00449906520296	0.421542782449666	0.452590637810994	0.434960626802571	0.492492613891933	0.79274552761873
ENSGMOG00000000014	8.77744960721241	7.75101393700658	7.62423336534913	6.2026898176134	10.2528622342228	10.508452617075
ENSGMOG00000000015	5.173188996972	4.16957121468779	4.28536177788814	4.27401943743189	5.26956900579592	6.40050739533722
ENSGMOG00000000016	6.91183029264678	3.416550891666	4.2200137855936	2.40869634762545	5.32760095976889	4.9413973240702
ENSGMOG00000000017	3.77880203605931	0.823963336374716	0.547135010320386	0.314399404645098	1.02310991251882	1.25752874227579
ENSGMOG00000000018	1.79616695631756	1.95939384911373	3.15416964082022	1.66810916399623	5.80955931129122	2.91740401749502
ENSGMOG00000000019	4.589778231529	3.69423954567964	4.00994304400511	3.21166031773535	4.03556558346224	5.85333404697052
ENSGMOG00000000020	3.40859262561573	2.11176077623669	2.41980485933602	1.71874019468533	3.40789056921676	3.92270145574147
ENSGMOG00000000021	3.30305464832451	3.16365904272929	3.50220825509624	2.54542309596399	4.81537803901929	6.94029617919077
ENSGMOG00000000022	1.88306311034954	1.9262208843121	2.96497319931909	0.76928313637382	0.719978211330096	1.32583539795098
ENSGMOG00000000023	3.93582328814728	3.23614872651936	4.29671301287641	3.50114711737358	7.0189131313274	6.30793909739374
ENSGMOG00000000024	1.33276256475492	2.60127394558536	4.01752181261658	1.35228760498716	3.09804617193415	2.87729836423744
ENSGMOG00000000025	6.30493669295021	1.79751151433593	2.34764173365755	1.68731406516168	4.00665225841081	5.12166256702868
ENSGMOG00000000026	1.26735978257516	2.23392615209767	8.13480514222497	0.580701394771762	4.16097514816391	1.26879495622068
ENSGMOG00000000027	0.00752260130982874	0.160130976552721	0.0323732431497271	0.0540878930076535	0.00102243094542085	0.00199201796576741
ENSGMOG00000000028	4.74805090076331	4.17158032638078	5.3469222843682	3.34846480272893	4.14513221566528	4.38256335353315
ENSGMOG00000000029	5.04368937881726	4.85653094411072	4.82312045944099	5.72202857779793	2.84727887088423	5.77829334476747
ENSGMOG00000000032	2.02657174366629	3.65035764136175	2.61042904704076	1.9405796156122	4.07825699149141	4.15655846431778
ENSGMOG00000000033	4.01927342810751	2.80165988698011	3.29440525440906	1.96894883770309	4.17785473802195	6.00989377045052
ENSGMOG00000000034	5.00060956609396	5.12404842099049	5.46826056241409	3.90661577937957	4.73845378593239	6.53608581277341
ENSGMOG00000000035	0.821712664	-3.04747564510314e-16	-2.78331383289824e-16	1.53552253607193e-16	-3.58883795239034e-16	-3.03359325426655e-16
ENSGMOG00000000036	4.07823506139441	0.994045419987136	1.50915866525267	0.570819722281404	3.64260776567723	3.70248534087452
ENSGMOG00000000037	3.12802120457991	0.059820344749764	0.153007711202755	0.0229746782592468	0.486128218661102	0.478515253213999
ENSGMOG00000000038	4.7036366537376	2.12166079574391	2.02629300505026	1.44606520515822	3.09069009809095	4.58431617679508
ENSGMOG00000000039	4.84564357654479	0.0470698274822892	0.0565684928411498	0.0838311988737245	0.6140771020233	0.0278489423712211
ENSGMOG00000000040	2.57317362636261	4.44195592599377	4.98417936604728	1.78711518673877	2.81031723161559	2.49506024759303
ENSGMOG00000000041	2.86242506177164	0.0577853507964959	0.041371667434517	0.00291336875807754	0.104917863669389	0.177230851747183
ENSGMOG00000000042	3.51823426359588	2.67063176367727	2.62636218590953	1.42023070724006	4.95433120388128	5.18749220453547
ENSGMOG00000000043	3.84483215166995	0.81889399294064	1.76708008377971	0.697978805725204	3.3982470382454	4.98866495911226
ENSGMOG00000000044	5.62770071690031	2.68257487021311	3.70679079343522	2.92593120769967	6.39448005512206	5.32820088433264
ENSGMOG00000000045	4.5618345902036	2.32805459265153	2.34059343148139	2.23393138153918	5.03928285172212	4.59795083354952
ENSGMOG00000000046	4.68042600976352	3.79323014636477	3.61297471780354	3.06458350671909	5.88767683063065	5.84712432524656
ENSGMOG00000000047	4.28708909762226	1.06659103663271	0.912485637286305	0.845602912227768	2.13256615694591	3.03793759823513
ENSGMOG00000000048	0.710664107172683	0.82410653315185	0.183860208941634	0.601159742854448	5.12605902997775	0.323550685211606
ENSGMOG00000000049	0.42117898932401	0.502128532858837	1.32667889693218	0.187937720717884	0.223758878081976	0.200973348624155
ENSGMOG00000000050	8.00144094290756	4.85591483667983	6.02045187048473	4.7282432551412	7.0338180043612	8.24268796015469
ENSGMOG00000000051	4.23028359243212	7.26918310200826	2.67910129388072	2.76837935677955	3.25669114106685	4.65566749681651
ENSGMOG00000000052	1.11882956587822	0.00032526218808572	-0.0916939666869944	0.439098022388274	0.0723370246302438	2.63777751510771
ENSGMOG00000000053	5.28927964976644	2.02877124403391	2.52130436838025	1.71075685484479	2.71656577375012	5.09066030462139
ENSGMOG00000000054	6.34290299368318	4.10485238378473	5.10066310407848	4.50671864631319	7.71327238695242	7.26020251136926
ENSGMOG00000000055	6.10134291769324	4.18824542936901	4.13956922018102	3.38583903310049	6.58507307445383	6.02642922629804
ENSGMOG00000000056	6.43382614832918	3.77676335207432	2.9071338626422	2.0964314943185	3.99345598362472	6.14993241014458
ENSGMOG00000000057	1.28596627293811	-0.0937480404580908	-0.238993720887361	0.627862238103788	4.67992403786832	1.20498417350115
ENSGMOG00000000058	1.46261657602968	0.0994628762428485	0.126395747503697	0.0497922725808768	0.482300673348897	2.16400513206611
ENSGMOG00000000059	2.34009812163215	2.28505445594939	0.564406373684359	0.259340760947226	1.4750688817119	1.21807963054994
ENSGMOG00000000060	3.28464944727008	0.353511660025362	0.148385066339061	0.162296018418347	0.70477187537523	1.1077066758068
ENSGMOG00000000061	7.10330836732667	3.9362472518647	3.72329521927639	2.96729840846598	7.26201205630291	5.70898213356955
ENSGMOG00000000062	6.76267835548585	0.712752896525263	0.322704911704395	0.183413262610884	0.863086331262221	0.910275477913428
ENSGMOG00000000063	2.76655133065194	1.16889845724468	2.56156094844736	1.06744300517417	5.32152975102076	4.21883328089358
ENSGMOG00000000064	1.94642354638515	0.637281723232452	1.6102268491804	0.55474372320774	0.638841523933049	1.06238511719154
ENSGMOG00000000065	3.63726891570934	2.71752646942877	2.65754745889898	3.21123655552859	3.83003321917118	4.22994428550585
ENSGMOG00000000066	13.627499686	1.576895	1.587811	2.36055873067144e-15	3.86554299999999	3.706851
ENSGMOG00000000067	-0.927620735111836	-0.0429441143809925	0.350693619348056	1.35713736611528	8.16615175528167	0.389399627710268
ENSGMOG00000000068	3.23718971876047	1.13758926315264	2.50543340761118	1.1548281025182	0.956865458354248	8.2288898629395
ENSGMOG00000000069	6.15823897096901	4.25804885152626	4.33611380890926	3.230095009259	6.16124357342736	6.54060129457811
ENSGMOG00000000070	6.29772433594858	4.19575263827091	4.23829709691346	4.38610882189123	4.42345140803492	4.61005960191982
ENSGMOG00000000071	7.09934466349832	6.38123636584709	7.09095062909687	8.30561516483814	9.12513698205261	8.2720510321237
ENSGMOG00000000072	0.338755881574165	0.657357218174944	1.42996215261426	0.103828374770773	0.144809013132039	0.122733807796858
ENSGMOG00000000073	4.09771912291769	1.36046559276628	1.75370714633529	1.39440002624906	1.18248295621383	4.92230398127634
ENSGMOG00000000074	2.72540400821376	2.77393365371992	3.61582050703227	1.69429073076042	1.33713204000303	2.1099528124268
ENSGMOG00000000075	6.14296646166922	3.51164626738472	4.15525658232092	4.77689351468572	7.25362115681616	7.05150130295182
ENSGMOG00000000076	3.23222767069336	1.95110062455424	2.26446769425657	2.26096221055492	0.652519443397275	1.87797731554936
ENSGMOG00000000077	4.91323407028471	1.06062341021414	0.541599707007886	0.945609124067802	3.58641830372545	1.7739190100898
ENSGMOG00000000079	7.505811554	-2.79075077865311e-15	-2.5524477392952e-15	1.40505893778376e-15	0.0551782999999967	0.920388599999997
ENSGMOG00000000080	1.9575469347824	3.02388800690655	2.44404984948713	0.888952466646092	4.24355985982225	5.46653040354076
ENSGMOG00000000081	1.58961261719445	3.48520165701634	5.73003761061117	2.06535269577173	0.946976119646449	1.49980751381429
ENSGMOG00000000082	5.12743609329207	3.01048837920631	3.11075077830405	2.46350775931995	4.41749055456335	4.57736619943475
ENSGMOG00000000083	4.0025103135933	3.21960990636107	3.46830183964597	3.08142536372359	5.2183719675924	6.27166609457138
ENSGMOG00000000084	4.33300034960478	1.9470180703438	1.7530549368534	0.922175188224441	4.58075465721153	4.03709461074207
ENSGMOG00000000085	3.97508379899306	2.56366735309825	3.27251267088853	2.15053535325088	6.82071842506974	7.43625009344161
ENSGMOG00000000086	1.76964814850795	4.73265355365307	3.33319227927386	3.93932810539323	6.98602801785783	4.26861135177498
ENSGMOG00000000087	5.3519416903155	6.25527443474658	3.33238128081356	4.45708698570595	4.48698004731427	5.92980057475063
ENSGMOG00000000088	4.1002910835806	3.51530972203762	1.30960039885912	1.09314513004393	1.92813416791217	3.44793592417118
ENSGMOG00000000089	5.69802537005147	0.678408170569328	0.599508894684442	0.433589173262926	1.06248654648768	0.902256649577822
ENSGMOG00000000090	5.09684634297767	3.87238342521545	5.35976556170418	3.95715849617482	8.55643034217754	7.924597886177
ENSGMOG00000000091	5.9922623862806	4.38126165389012	5.11410873443692	3.73779049999034	3.64775646736199	3.74737527912699
ENSGMOG00000000092	4.12951883462198	3.26823243545808	2.33779562036265	2.34406481987191	3.01944219779662	4.24531410704154
ENSGMOG00000000093	6.64423086872218	5.71918017865979	6.41160785085101	5.88607062454515	6.76306288033172	7.38550390498377
ENSGMOG00000000094	2.09078013400298	0.808272470161034	1.26226449439967	0.513739010680891	3.50688328081318	3.58617754281423
ENSGMOG00000000095	4.07053206302151	2.33520547660114	2.54261043737285	1.61151415874045	3.52706892149665	3.91983423210339
ENSGMOG00000000096	7.53008450864257	3.36109304629282	4.45228079379251	3.21325303597609	7.28327971516362	7.94245011734755
ENSGMOG00000000097	4.59714043944461	6.97609574290872	5.16542962696218	12.3766309787867	1.91601146128738	3.31331910752997
ENSGMOG00000000098	2.97649384764981	2.84341974193395	1.6637956641353	0.565629628269875	1.15975606717981	2.17666596440238
ENSGMOG00000000099	4.74425728866574	3.00299909889928	3.22105688320094	2.58893022615071	4.85453162236633	5.38820056436057
ENSGMOG00000000100	5.87207952519391	2.34040236890092	2.34944343970881	2.32170068107884	6.37206010534825	5.50418288905971
ENSGMOG00000000101	4.3108262211932	2.0154069169412	2.03646585183087	2.09726419840875	3.30541039209935	5.79260458084786
ENSGMOG00000000102	3.04563640240799	3.06888322409741	2.51087184115923	3.92587319593568	1.44291196695661	3.22292658602198
ENSGMOG00000000103	5.15254229661551	0.0362071113590996	0.0531432793044158	0.0290382792099755	1.92473371765906	0.890530787962158
ENSGMOG00000000104	4.82505923665181	2.62695520181993	3.22795212233264	2.30426655865258	4.67565063638213	6.21681510228766
ENSGMOG00000000105	0.0435800563640131	-0.166401577087117	0.0639297922688113	0.440209002646096	0.786305666110602	0.354389328882731
ENSGMOG00000000106	0.249661325808527	-0.0108111850588933	-0.00883019432278999	0.014601978858891	-0.0145643920120518	1.2036299629963
ENSGMOG00000000107	0.456459660968244	0.251378592412288	-0.0394587411145747	10.8323126587675	0.134271370618991	1.6439204774401
ENSGMOG00000000108	3.71145443386377	0.454969635425068	1.33579593741728	0.254523332925695	0.622218701165863	0.965523741871069
ENSGMOG00000000109	1.7943011461015	0.0327212766067713	3.74096934997512e-05	0.0189119660083716	0.2198002973299	1.31006143118461
ENSGMOG00000000110	2.03452218314909	0.756096061885517	1.67480473440057	0.472705725339978	0.590625111996051	1.59237161316899
ENSGMOG00000000111	3.80900644478486	2.6074324511802	3.21997462812086	2.38979237312927	3.81702150150211	5.17410203811925
