brain	heart	ovary	testis
FBgn0000394	4.24866259678862	4.69086333002865	4.59271681834561	2.62104974002329
FBgn0000395	2.7956235443575	2.74791171691949	1.34702588161912	1.58128639684433
FBgn0000404	2.61587592143538	0.856401937291079	8.92010063622346	6.1307146216972
FBgn0000405	1.94227978494627	0.248717750704193	9.60658894371907	6.76154311567015
FBgn0000406	5.06432586273035	10.4625745347533	2.68664353989303	1.5360271393756
FBgn0000411	5.25360499763579	0.466645769076837	-0.022786790745005	2.85770779004525
FBgn0000412	7.6048506057073	4.94528818521047	7.5839646737921	6.95942333110157
FBgn0000414	5.26507417560944	3.40140468100527	3.33444322915969	1.3066122281662
FBgn0000416	8.20398096047463	9.34433507170914	8.44107751357241	7.43633133407542
FBgn0000422	6.69164540285009	3.93808761507678	0.721211407945688	3.0939869923081
FBgn0000426	5.56194313888841	4.20875821823438	7.46067572821562	6.38717324603167
FBgn0000427	0.297377432590112	0.579221583098115	8.62427252558976	1.51772745368614
FBgn0000439	1.71437890108715	-0.0754490202924729	0.685677474265052	0.352589958522607
FBgn0000442	1.93792082668147	0.859502002977601	0.366657380575126	0.439163277857294
FBgn0000447	4.67106421460761	5.07692899463358	6.36819717937347	7.76980281763157
FBgn0000448	4.12181086191789	0.746740955005862	1.69835331548515	1.86829294433553
FBgn0000449	1.01891700286467	0.385063208237459	1.47153729221459	0.595679955961831
FBgn0000451	1.3864794489893	1.91488296332228	0.502247437587842	0.498539911982087
FBgn0000454	6.32284041346864	6.82877708873686	8.14451664086161	6.15931179527198
FBgn0000455	5.06454620726175	5.45306433088074	5.16967470913228	4.47191351082458
FBgn0000459	3.5424522142412	1.66134565915767	0.346759876935076	1.22144674543196
FBgn0000463	1.32973154721884	0.896585121989668	4.51810091665154	2.20946463067833
FBgn0000464	5.88782396457323	2.15034729398753	3.28199053511224	1.8185841626789
FBgn0000473	2.72359030803936	7.53768234016526	0.977809130286849	1.74169083375118
FBgn0000477	5.82631202481319	6.12101931161481	0.559058515196683	1.4180168056259
FBgn0000479	5.76226271645185	3.59901685630245	4.49977610347774	1.97880756296246
FBgn0000482	3.94368811951917	3.35896128125388	3.83372516084127	2.25568713680329
FBgn0000489	5.63882792255718	4.85273706024238	4.16723430016532	6.25509877394616
FBgn0000490	2.17650153916128	2.5224926726167	1.50863189313658	2.67124337646571
FBgn0000492	2.59785158699287	3.3218429534975	-0.0151454293476483	1.47133796553242
FBgn0000499	4.5184006029181	2.83915249471962	4.95998920543166	5.79239877325292
FBgn0000500	8.3180015204873	1.26316835045346	0.435163266418257	0.0358429340540461
FBgn0000504	3.30272705867041	4.58559978960923	1.58225802548598	1.74251206091857
FBgn0000520	3.46095598023306	2.09890089409032	4.13204607890651	1.65428077859443
FBgn0000524	2.57895179095706	1.64706131893798	4.79616916212074	1.98920394877505
FBgn0000527	5.72617711788833	0.224091159583401	0.157315534025137	1.28668196472438
FBgn0000529	3.05964538619096	0.157559776497281	-0.0287841694929406	0.129119092832838
FBgn0000533	1.64172156645377	0.833613046063234	5.05341932891559	0.89408686805513
FBgn0000535	4.30877676576931	1.01564049909517	0.299781828585671	-0.275844590304261
FBgn0000536	5.65319106520322	6.66020739697634	5.23283998554836	4.77056440955135
FBgn0000541	5.98897613693981	3.43670204782649	5.8795444063826	4.56142375135506
FBgn0000542	1.19544239380668	0.417478138053254	1.45412755150232	1.60769509531056
FBgn0000543	4.49637427954922	2.94558905381858	4.72545790954315	3.2926766216531
FBgn0000546	4.98162547120554	3.05638950112039	4.58194686734777	1.13679702485467
FBgn0000547	4.62895195495822	2.18062979546304	5.04640442996169	2.46043822019473
FBgn0000551	1.38457496178562	0.255375396225168	0.167556801095986	1.1629654423946
FBgn0000552	0.633423145033935	0.374847205830614	-0.00552213288271004	0.0213238186007721
FBgn0000557	9.23320107306703	2.82072111926822	0.940719186289821	3.32867782114367
FBgn0000559	9.73463972914178	10.3721454508352	11.4193929467163	8.47375160029811
FBgn0000560	0.218200813031303	0.307307418249556	0.0279776605669329	2.80194742424649
FBgn0000562	4.04611241946232	3.52965260608805	5.50150914735797	2.28010820499904
FBgn0000564	3.28736993347092	0.147687181794921	-0.105864042310344	0.400448174993344
FBgn0000565	7.45898156293629	6.41295978391032	5.67729530340219	3.68066259024608
FBgn0000566	4.75705811353332	5.33173784646693	6.81528063213433	4.43400152713023
FBgn0000567	4.21624910986333	2.8469425432271	2.20039160838896	1.12757854096768
