brain	heart	kidney	liver	testis
ENSMFAG00000000025	2.40905040856582	2.48411021688183	2.09822632965482	2.69340624612888	4.23183497018618
ENSMFAG00000000026	1.69834692162222	2.0914200213418	2.32646427716512	1.05291789115924	2.49737827245017
ENSMFAG00000000027	2.21976737739851	1.90237350138319	1.9768253799741	2.49711495510104	1.35863286706087
ENSMFAG00000000028	4.24106143034911	0.120038131072754	0.000398937633966024	0.0416477538242964	0.399591809864959
ENSMFAG00000000029	6.87913041666072	-0.235379428352132	0.474019592731171	-0.427477315346753	0.457743746460731
ENSMFAG00000000030	0.7241262886725	0.659904333229006	0.405070716353659	0.830677853632187	3.07599900626776
ENSMFAG00000000031	-0.25255492963011	0.398161834611079	-0.135996564067106	0.576228006029594	1.60464328022563
ENSMFAG00000000033	2.93848740931547	2.79919278049295	2.01098090824443	2.69193846011721	2.91590607857496
ENSMFAG00000000034	0.263161109985543	0.126565043131658	0.168267696437923	0.108171998036624	0.389222671392867
ENSMFAG00000000035	0.566322128301278	0.356418719620073	-0.34609539129924	0.669342672574593	0.314360247780535
ENSMFAG00000000036	0.342121312624942	-0.00334173419857178	0.0773440614849083	-0.0104021092965145	0.23487638220529
ENSMFAG00000000037	5.83016739095511	4.99359866332887	4.96325937054337	5.27828736601713	5.08153420862955
ENSMFAG00000000038	5.52215458593721	5.04073080107535	4.835499080428	4.68982980081658	4.53905581975196
ENSMFAG00000000039	5.94026081304591	5.06332662646383	6.17066714791866	8.21077505881425	3.90865208731597
ENSMFAG00000000040	1.01034061747934	0.829683976092704	0.49466014729812	2.61383785014331	2.86095892564879
ENSMFAG00000000041	3.4802829673951	0.283611372067723	-0.105399130329052	0.445008360518803	0.0209606501256048
ENSMFAG00000000042	5.45141781159358	5.67674157183596	4.76680225107268	4.76950109761176	5.52441948971873
ENSMFAG00000000043	4.43754914245346	5.37211956535507	6.19636222684903	5.74674151965866	5.2302098518445
ENSMFAG00000000044	6.9936342422628	8.27565599099231	6.45503424586533	6.13288107951282	6.33927690659902
ENSMFAG00000000045	6.84568933356537	3.8099745521176	7.63904122254984	4.56936105247438	5.34040985351299
ENSMFAG00000000046	1.39555063544147	0.777783655904814	1.50058371814809	0.709638131748658	5.35497366782368
ENSMFAG00000000047	0.151107922981497	-0.0103640103404882	0.232246005371796	0.00175780084178931	0.134423543650057
ENSMFAG00000000048	1.40276073257737	-0.113135688552781	5.77719570854498	1.03347897804108	2.14428014902049
ENSMFAG00000000049	0.388506246811338	0.467398251158181	0.221861519548078	0.366831619697279	6.36989960783418
ENSMFAG00000000050	4.85637818424275	3.7347997326248	3.68268855831984	3.03195140987676	2.81999532528189
ENSMFAG00000000051	2.18757831772996	1.59677968022854	1.63272357181763	1.41425307076205	4.74036609118461
ENSMFAG00000000052	3.30166587508817	3.56985902491035	3.32555150704768	2.85944006383239	2.55373534560263
ENSMFAG00000000053	5.79540598108115	6.05740187491705	5.62726816914215	6.48688526525831	6.76638211600129
ENSMFAG00000000054	0.35678994031668	0.233418970078005	0.498313228943957	-0.0178824636385927	0.793557452683801
ENSMFAG00000000055	2.64354442962386	1.86074417025938	1.24139820216801	1.3970134462811	3.66639445798796
ENSMFAG00000000056	0.289100668905773	1.77083706019402	-0.181357106002292	2.94007805193136	2.22487901215511
ENSMFAG00000000057	2.47137225556571	1.83751173821665	1.5531285579796	2.86483929869403	2.40463752906713
ENSMFAG00000000058	0.98367728019174	0.763286807183091	0.705151229791425	1.24333318931377	3.60881922972436
ENSMFAG00000000059	2.31619446981826	3.14114770129672	3.07674917039828	3.47608192842046	3.54328016367634
ENSMFAG00000000060	2.35131909359655	-0.300693337969925	0.254294633012632	0.221224115923155	0.395738034067818
ENSMFAG00000000061	4.37217686310999	5.10679694165545	3.53636740774377	5.2676528595311	4.8859710540948
ENSMFAG00000000062	4.86022807876725	4.72251370380503	4.85643445004493	4.43865365787409	4.50452989526037
ENSMFAG00000000063	4.33194001516085	4.5477803853525	4.44922544459638	3.94730648965399	4.92858852772146
ENSMFAG00000000064	3.61775789819367	4.03795876333818	4.43270515697713	4.65921701615788	4.36286481126126
ENSMFAG00000000065	2.89343454817299	0.828367061037484	1.49389979034779	3.20680498838621	1.91845418790907
ENSMFAG00000000066	6.19245380501208	5.89461242348013	6.06270267685595	5.52548370985078	7.40766560948194
ENSMFAG00000000067	2.34861352855998	3.14910552018179	3.03349817688342	3.76527132030935	5.52013541655259
ENSMFAG00000000068	-0.114816817727371	0.0871564153664515	0.416366715601845	1.92666382212265	0.366815516099379
ENSMFAG00000000070	3.69451701318408	4.92004664160793	3.97173652445296	4.37840051482331	4.76183549403465
ENSMFAG00000000071	1.7112135160631	1.61076643212994	1.71558247961024	1.56702574495287	1.70265048079834
ENSMFAG00000000072	0.432105520499671	0.472583084078712	0.330487227779497	0.341290455172681	0.951881576082346
ENSMFAG00000000073	4.49673916844799	6.03437129815478	7.98211507309046	5.60946356001197	6.41837290128231
ENSMFAG00000000074	6.4051776978667	4.29747094838033	3.39742458472341	3.03720906133617	3.72174747720807
ENSMFAG00000000075	2.57121107526934	3.36839005278995	3.30794540755928	3.42883361894929	3.90292961133855
ENSMFAG00000000076	1.12555419014986	1.8986898022419	1.78257241454871	2.06172477061342	3.39947568940582
ENSMFAG00000000077	4.775396567288	4.75234332540549	5.33651291455235	5.1070748380896	7.01328045140325
ENSMFAG00000000078	6.25060066649966	6.35028037637922	5.89666443194331	5.46364363192696	7.35468659489088
ENSMFAG00000000079	0.296981763770274	0.500316234615736	0.428980854127569	0.76442170465823	1.28911538929899
ENSMFAG00000000080	1.68261222537029	1.69586527890089	1.97648206232854	1.48932036220823	4.35295826877376
ENSMFAG00000000081	5.10752024595788	6.06335799973012	6.03605802729692	6.18002772576051	6.24214674333682
ENSMFAG00000000082	4.41728633202793	-0.139764961072709	2.22488276900534	2.46220447231601	3.21186005148281
ENSMFAG00000000083	0.122571853718861	1.60790711879907	0.413982454939434	0.123624310420725	1.26545952816335
ENSMFAG00000000084	0.926515836229075	1.66067750980798	2.39607445434522	1.04074043464847	1.99668786295749
