heart	kidney	liver	ovary
ENSANAG00000006498	3.67708	3.166246	1.573922	5.053129
ENSANAG00000006499	4.961827	5.379926	4.299442	6.082385
ENSANAG00000006524	0.4354793	2.055464	0.1698763	1.457749
ENSANAG00000006559	1.274357	0	0	0.2448518
ENSANAG00000006598	1.517724	2.34849	1.548604	1.955941
ENSANAG00000006599	0.1294318	0.2751027	0.8321838	1.148121
ENSANAG00000006625	3.088822	3.203992	3.268369	3.562743
ENSANAG00000006674	5.837149	5.503771	6.023647	6.281869
ENSANAG00000006710	2.280998	0	0	3.792907
ENSANAG00000006728	2.259791	2.999778	2.282816	3.956559
ENSANAG00000006729	0.2378023	0.4053237	0	0
ENSANAG00000006781	2.734159	1.765775	2.051778	1.682468
ENSANAG00000006813	1.490868	1.266835	0.7925555	3.044788
ENSANAG00000006858	2.965136	2.865473	2.399759	3.230695
ENSANAG00000006860	0.5660192	1.795123	0	0.5188745
ENSANAG00000006861	10.01643	6.210206	9.614082	7.055228
ENSANAG00000006864	3.898705	3.989328	2.73485	5.500773
ENSANAG00000006918	0.3423442	0.7536473	1.658207	0.497643
ENSANAG00000006922	1.544386	0.445535	0	0
ENSANAG00000006935	3.875151	3.712156	3.174651	4.500777
ENSANAG00000006942	5.318823	5.061608	5.075212	5.196701
ENSANAG00000007027	3.442766	3.528021	3.057883	3.889945
ENSANAG00000007078	5.526717	4.910848	4.436788	5.780969
ENSANAG00000007098	0	0	3.79172	0
ENSANAG00000007111	2.053859	2.717657	2.061225	2.797978
ENSANAG00000007113	0	0	0	0.03005069
ENSANAG00000007127	3.650023	4.202415	3.350144	4.360158
ENSANAG00000007128	4.096	2.127369	0	1.958761
ENSANAG00000007129	3.446471	3.427441	3.044585	4.517824
ENSANAG00000007130	0	0.9512394	0	0
ENSANAG00000007160	0.5179761	0.409634	0.298414	1.161997
ENSANAG00000007162	0	0.6686701	0	0.1455783
ENSANAG00000007213	3.772677	3.218081	4.088311	3.678218
ENSANAG00000007246	0.5168987	1.122785	0.9681512	2.321238
ENSANAG00000007268	0.7636283	0	0	0
ENSANAG00000007283	5.8897	4.575518	4.731873	5.432081
ENSANAG00000007292	0.1092216	0.0580589	0.2990055	0.3603519
ENSANAG00000007295	4.298776	4.785043	3.941144	5.296935
ENSANAG00000007337	2.926535	3.264045	3.225792	3.860407
ENSANAG00000007343	4.482897	5.24432	4.378147	6.081683
ENSANAG00000007345	6.802061	6.871849	6.064198	6.150408
ENSANAG00000007376	0	0	1.268099	0
ENSANAG00000007379	3.081246	3.056395	2.811518	4.071445
ENSANAG00000007380	0.1782557	0.4481429	0.07290306	0.1150351
ENSANAG00000007387	1.010823	2.65619	0	0.5627997
ENSANAG00000007415	2.265359	2.630165	1.688888	2.562589
ENSANAG00000007478	1.248517	0.7871432	0.2591797	0.6968921
ENSANAG00000007501	2.365592	2.849455	2.180676	3.762937
ENSANAG00000007520	0	0	0.3449807	0
ENSANAG00000007524	5.152052	5.67459	5.067791	6.250706
ENSANAG00000007531	5.121788	4.661894	3.893638	4.925035
ENSANAG00000007532	5.005417	6.112232	6.293641	6.496979
ENSANAG00000007534	0.05333283	0.02028798	0.09700002	0.3409963
ENSANAG00000007550	5.76851	6.695451	4.965854	6.024916
ENSANAG00000007551	5.701763	6.708803	2.72034	6.270146
ENSANAG00000007590	0	0.4080368	0	0
ENSANAG00000007619	2.973926	3.38607	4.011936	3.516957
ENSANAG00000007624	8.757561	9.234984	7.770873	9.896668
ENSANAG00000007646	0.6475125	0.6866986	0.9439611	1.221834
ENSANAG00000007660	0.2445875	0.8168323	0	0.4300519
ENSANAG00000007682	0	0	0	0.3815647
ENSANAG00000007684	0	0	0.09450877	0
ENSANAG00000007710	5.776794	7.392618	6.121024	6.612143
ENSANAG00000007726	4.1383	3.807332	3.71857	4.443066
ENSANAG00000007777	4.309533	3.10876	3.453021	4.171311
ENSANAG00000007800	6.99429	7.224875	6.51791	7.340504
ENSANAG00000007809	0	0	0	0.6130469
ENSANAG00000007812	6.120663	6.947584	5.034282	8.159614
ENSANAG00000007813	3.279572	3.62889	3.364357	4.796011
ENSANAG00000007843	0	0.522553	0	0.2946801
ENSANAG00000007844	6.453234	7.355546	6.470613	7.466122
ENSANAG00000007845	3.48148	3.059895	2.715966	4.179089
ENSANAG00000007846	3.715553	2.542669	3.068217	3.316364
ENSANAG00000007870	2.221722	0	0	0
ENSANAG00000007877	6.637609	7.065921	6.523269	7.340571
ENSANAG00000007879	3.680044	4.415281	2.969458	6.70166
ENSANAG00000007882	3.177805	4.474189	1.751421	7.013808
ENSANAG00000007884	0	0	0.1828462	0.2319731
ENSANAG00000007933	4.135707	5.411528	4.694618	5.50657
ENSANAG00000007934	1.097213	2.047414	0.7579608	1.417542
ENSANAG00000007964	0.2157892	0	0	0
ENSANAG00000007967	0.9710752	0.9771898	0.9978849	1.871887
ENSANAG00000008013	2.325525	2.225722	2.018189	1.546729
ENSANAG00000008041	3.667563	3.713091	0	4.72281
ENSANAG00000008064	2.960111	3.620387	2.994091	4.602896
ENSANAG00000008091	2.671006	3.911418	3.529113	3.358098
ENSANAG00000008092	3.077723	4.252855	3.993819	3.212856
ENSANAG00000008129	2.872301	1.981089	1.766498	2.956025
ENSANAG00000008136	2.901388	3.991808	3.867126	3.795518
ENSANAG00000008140	2.863572	3.569929	1.915299	2.654484
ENSANAG00000008157	0.7896475	1.516121	0.4712894	1.201069
ENSANAG00000008158	2.92232	3.65892	2.359412	4.002351
ENSANAG00000008187	2.484721	1.010544	0.1839539	0.3508604
ENSANAG00000008192	3.337149	4.029665	3.659559	4.65361
ENSANAG00000008212	1.875874	1.444678	1.768231	1.728796
ENSANAG00000008213	4.310384	5.12866	4.178946	5.698819
ENSANAG00000008223	3.201498	3.868906	2.981223	4.45394
ENSANAG00000008228	1.88112	2.532781	2.243185	4.17881
ENSANAG00000008270	0.4704848	1.412928	1.139103	0.8630083
ENSANAG00000008285	0	0.6193435	1.322067	0
ENSANAG00000008286	0.06108008	0.1404214	0	0.1097958
ENSANAG00000008315	9.213231	8.632868	5.420499	9.669358
ENSANAG00000008317	0.4642005	0.1113027	0.2694689	2.283572
ENSANAG00000008318	0.2074843	4.609124	0	0.09399603
ENSANAG00000008341	4.493647	3.620481	2.233603	3.194587
ENSANAG00000008373	4.936582	5.046487	5.277964	5.257023
ENSANAG00000008427	2.564578	1.489661	4.062886	1.343021
ENSANAG00000008428	2.009766	2.711898	1.905174	3.047079
ENSANAG00000008429	7.527494	7.694246	7.411121	8.554232
ENSANAG00000008443	0	0	10.8568	11.189
ENSANAG00000008454	3.189948	3.673499	3.003542	5.475587
ENSANAG00000008467	2.055921	3.095256	2.761609	8.537731
ENSANAG00000008469	2.344047	3.831735	2.600862	2.836257
ENSANAG00000008506	0.1023325	0	0.05736293	0.04764057
ENSANAG00000008532	1.023199	0	0	0.9912749
ENSANAG00000008533	1.596792	1.863209	1.263371	1.028442
ENSANAG00000008566	3.879216	4.739632	3.69533	4.351646
ENSANAG00000008593	1.696225	1.209522	2.128874	1.338864
ENSANAG00000008652	4.645275	4.45129	3.811666	4.695398
ENSANAG00000008683	2.427547	2.286584	0.6411687	2.496516
ENSANAG00000008692	0.471176	0	0	0.7778897
ENSANAG00000008730	3.700062	3.613084	3.243095	4.389766
ENSANAG00000008738	2.313257	2.798005	2.652663	3.757087
ENSANAG00000008774	0	0.179325	0.1429375	0
ENSANAG00000008784	1.602628	0.3601698	1.105249	1.809649
ENSANAG00000008819	2.317541	4.163547	3.260118	2.974583
ENSANAG00000008820	2.163676	3.086981	2.680288	2.267943
ENSANAG00000008838	2.54357	3.648155	2.378187	3.292894
ENSANAG00000008839	5.06289	5.025494	4.786392	5.795105
ENSANAG00000008865	2.244522	6.814771	5.702754	2.09358
ENSANAG00000008887	1.205999	3.026883	1.871615	2.373865
ENSANAG00000008888	0.4436979	0.7521714	0.4881139	0.1704891
ENSANAG00000008918	2.926827	2.521724	0.5478624	2.462031
ENSANAG00000008919	0.1140321	0	0	0
ENSANAG00000008972	2.006506	3.727768	5.318157	1.224577
ENSANAG00000009006	0.4342466	0.9544785	0.7590118	1.706813
ENSANAG00000009007	0	0	0	0.620471
ENSANAG00000009008	0	0.1003532	2.041877	0.1603549
ENSANAG00000009045	0	1.743524	1.675247	3.426007
ENSANAG00000009047	3.233253	1.23463	0.2619604	3.17824
ENSANAG00000009069	1.06631	1.351792	1.108678	2.033105
ENSANAG00000009073	4.501639	4.163967	2.784738	5.667203
ENSANAG00000009075	2.971061	3.65974	2.981804	4.205915
ENSANAG00000009093	3.902227	2.965033	3.451972	3.538839
ENSANAG00000009119	5.508051	6.014512	4.708198	4.626609
ENSANAG00000009120	5.901275	5.135133	5.03019	6.122155
ENSANAG00000009121	3.719731	2.229585	1.652877	1.745229
ENSANAG00000009144	0.8225352	2.389022	1.972685	0
ENSANAG00000009155	3.815555	2.237815	3.200145	3.766394
ENSANAG00000009167	4.040796	4.940749	3.208611	4.520969
ENSANAG00000009168	9.382918	9.794889	9.367133	10.73294
ENSANAG00000009176	4.614904	4.50077	3.723801	4.773564
ENSANAG00000009180	0.04893202	0	0	0.08907986
ENSANAG00000009235	5.720404	7.308126	5.351301	3.274906
ENSANAG00000009262	0.07638547	0.04293341	0.03268147	0
ENSANAG00000009263	4.130733	4.221328	4.435722	5.451392
ENSANAG00000009266	1.525858	3.061151	4.412646	3.305908
ENSANAG00000009282	7.904099	7.974202	7.738045	7.943218
ENSANAG00000009283	1.859131	1.676818	1.633385	2.433438
ENSANAG00000009320	0.3585448	1.353188	0.8269686	1.362425
ENSANAG00000009361	0.8839953	1.212277	1.689818	1.966209
ENSANAG00000009383	0	0	0	0.1254453
ENSANAG00000009394	5.223955	5.222055	5.750987	4.328915
ENSANAG00000009411	1.667215	4.525806	0.3575892	1.029531
ENSANAG00000009415	6.818736	6.712307	6.415078	6.250698
ENSANAG00000009423	0.7447372	1.685281	0.3305366	0.6991207
ENSANAG00000009430	2.460795	6.881395	5.926585	3.818032
ENSANAG00000009431	0.4646202	0.1552842	0	0
ENSANAG00000009437	0.1533605	0	0	0.7038334
ENSANAG00000009439	5.420937	5.617201	4.934625	6.034108
ENSANAG00000009455	1.389457	1.622284	0.9970163	0.7819228
ENSANAG00000009489	3.69517	7.650787	8.016296	5.509822
ENSANAG00000009490	6.308972	7.051824	6.093007	7.066494
ENSANAG00000009519	1.495276	0	0	1.465494
ENSANAG00000009520	0.2781834	0	0	0.2567027
ENSANAG00000009521	0	0	1.097705	0
ENSANAG00000009555	0.1954988	0.2483927	0.5904114	0.1741277
ENSANAG00000009590	3.817603	4.657206	5.085888	3.719611
ENSANAG00000009591	7.487306	7.036627	6.60214	6.32454
ENSANAG00000009691	1.419706	1.679158	1.395046	2.16012
ENSANAG00000009699	0	0	0.1329954	0
ENSANAG00000009700	0	2.503565	0	0.1056368
ENSANAG00000009701	3.479192	5.811956	4.550814	2.208364
ENSANAG00000009708	1.741005	3.562352	2.719834	3.330796
ENSANAG00000009719	2.274485	3.328008	2.409848	3.09711
ENSANAG00000009735	3.645575	3.255129	2.16001	3.028357
ENSANAG00000009737	0	0.7355343	0	0.4873937
ENSANAG00000009761	2.11394	1.966545	1.781511	2.681618
ENSANAG00000009762	1.332891	2.095695	1.208729	2.251622
ENSANAG00000009800	1.703389	1.85297	1.585703	2.352637
ENSANAG00000009836	0.2005709	0.597247	0.1837812	0.9012203
ENSANAG00000009837	0.3605542	0	0	0.6049281
ENSANAG00000009838	0.1115784	0	0	0
ENSANAG00000009840	4.915774	4.711315	4.42907	5.766707
ENSANAG00000009861	2.865358	4.516539	3.854912	7.164548
ENSANAG00000009862	7.664653	4.630999	8.600147	6.728723
ENSANAG00000009908	1.406667	2.337928	1.59612	2.506074
ENSANAG00000009919	1.656387	1.877183	1.292746	0.739086
ENSANAG00000009920	3.092148	2.332802	2.083155	3.577646
ENSANAG00000009921	5.288571	5.628733	4.685059	5.603371
ENSANAG00000009967	0	0	0	0.1935775
ENSANAG00000010001	7.421102	7.322752	6.703092	8.4005
ENSANAG00000010003	2.873484	3.620446	1.670351	3.853567
ENSANAG00000010015	0	0	0.3633494	0
ENSANAG00000010018	8.989479	6.629762	5.919853	4.434483
ENSANAG00000010029	1.64314	2.731702	2.086656	3.170508
ENSANAG00000010030	0.4651271	3.097322	1.843235	1.3339
ENSANAG00000010065	1.731027	1.944011	1.167281	2.404631
ENSANAG00000010088	0	1.780885	0	0
ENSANAG00000010089	6.474512	5.487884	5.678644	5.007368
ENSANAG00000010109	1.531324	2.327023	1.487852	3.246802
ENSANAG00000010112	0.7275223	0.9133379	0.05682405	3.938982
ENSANAG00000010130	7.112353	7.379207	6.862227	7.539676
ENSANAG00000010132	4.204064	3.657903	2.828946	5.094397
ENSANAG00000010174	2.979103	3.123812	2.206779	3.350748
ENSANAG00000010177	0.5596514	1.214684	0.7849972	0
ENSANAG00000010178	6.26054	6.338009	4.077321	5.49202
ENSANAG00000010181	5.724901	6.140621	4.996197	6.73765
ENSANAG00000010190	3.793583	3.467119	1.307048	3.953916
ENSANAG00000010196	0.5315357	0.8787559	0	0
ENSANAG00000010232	0	0.9734974	0.8348787	1.368271
ENSANAG00000010277	1.39691	5.311801	8.155775	2.778478
ENSANAG00000010296	0.2972137	0.4882127	0.04579465	1.498287
ENSANAG00000010305	0	0	0.231162	0
ENSANAG00000010341	4.963021	4.345474	3.586873	3.058093
ENSANAG00000010368	1.976485	2.840618	0.3208047	2.018396
ENSANAG00000010374	0.06802673	0.1172901	0	0.06323812
ENSANAG00000010393	1.698899	2.65311	2.455602	2.601147
ENSANAG00000010422	5.953163	7.350762	6.928133	6.651418
ENSANAG00000010423	0.9132376	1.158201	0	0
ENSANAG00000010437	0.08333593	0.260723	0.2916142	0.5089235
ENSANAG00000010455	2.550163	6.392285	3.705204	3.627583
ENSANAG00000010457	1.45137	3.20823	2.034617	3.81813
ENSANAG00000010465	1.322095	1.551063	0.640135	3.032231
ENSANAG00000010466	2.952701	4.664566	3.424671	5.011422
ENSANAG00000010473	0	0	0.7888577	0.2545916
ENSANAG00000010478	3.928797	3.52652	2.537077	4.760604
ENSANAG00000010485	1.142106	2.476094	1.54662	3.213014
ENSANAG00000010491	2.178166	5.479185	7.648867	11.53198
ENSANAG00000010505	2.431741	2.520757	1.220491	3.079685
ENSANAG00000010507	3.740764	5.052007	4.309573	4.878696
ENSANAG00000010533	4.181079	5.454077	4.515485	4.33975
ENSANAG00000010550	2.884756	3.589718	2.851441	4.10393
ENSANAG00000010647	3.241916	3.567022	2.877479	3.717064
ENSANAG00000010664	0	0.2460833	0.1998765	0.2881814
ENSANAG00000010669	3.647913	2.423183	0.3487978	1.281473
ENSANAG00000010713	2.331399	1.531688	1.652381	1.93908
ENSANAG00000010727	5.81915	6.148265	3.083967	6.529769
ENSANAG00000010745	6.659262	5.76309	4.696221	6.658401
ENSANAG00000010771	4.004995	3.43358	2.709635	5.226742
ENSANAG00000010772	1.04677	0	0.3547591	0
ENSANAG00000010773	5.624532	4.317659	4.034291	4.947642
ENSANAG00000010774	0.08256894	0	0	0.2239497
ENSANAG00000010804	0	2.362349	0	0.9031694
ENSANAG00000010821	0	0	0.09440229	2.197523
ENSANAG00000010824	1.921886	2.838157	1.214168	3.391584
ENSANAG00000010830	2.483821	2.687475	3.414412	3.740625
ENSANAG00000010845	0	0.5367273	0	0
ENSANAG00000010879	4.486348	4.150503	2.105269	4.383856
ENSANAG00000010927	0.07032008	0	0	0
ENSANAG00000010968	9.890969	8.200994	7.952979	7.960509
ENSANAG00000010969	5.233333e-09	1.221104	1.776891	0.7899696
ENSANAG00000011004	0.6349222	1.003408	0	0.733435
ENSANAG00000011026	1.447923	2.510137	1.636715	3.01591
ENSANAG00000011047	4.849849	7.185222	5.0553	6.382562
ENSANAG00000011048	0	0	0	0.2627807
ENSANAG00000011051	1.431981	9.291155	7.66836	2.159087
ENSANAG00000011064	0	0	1.436919	0
ENSANAG00000011078	0.4534944	1.033201	0	0.6538589
ENSANAG00000011089	0	1.419393	0.8645431	0.4125691
ENSANAG00000011108	0	0.5637771	0.9525408	0.7588992
ENSANAG00000011110	0.2268698	0.1223832	0.1457427	0
ENSANAG00000011148	0.6034865	0.9727875	0	0
ENSANAG00000011189	5.259739	7.2565	12.77632	5.676803
ENSANAG00000011190	6.224723	1.981918	0.8125007	1.45587
ENSANAG00000011193	2.688243	1.707679	1.840653	2.28011
ENSANAG00000011194	0.1334734	0.1604207	0	0.9214028
ENSANAG00000011200	2.034152	2.748433	2.19449	2.875795
ENSANAG00000011222	5.556825	5.947503	5.60346	6.463948
ENSANAG00000011241	0.6927173	1.564549	1.656158	1.080712
ENSANAG00000011252	4.805302	2.699148	1.534156	2.917673
ENSANAG00000011276	1.621149	8.364879	1.123408	1.38145
ENSANAG00000011287	0.9098998	0.6156348	0	1.000404
ENSANAG00000011289	0.6895693	0	0	0.09511156
ENSANAG00000011314	0	2.237723	1.338521	0.5494277
ENSANAG00000011332	0	0	0	0.09045335
ENSANAG00000011360	5.532155	5.562471	4.7852	6.002228
ENSANAG00000011361	0.6879287	2.307863	0	0
ENSANAG00000011362	3.857757	4.138248	3.161149	5.074771
ENSANAG00000011407	5.158564	2.324537	1.424127	2.293881
ENSANAG00000011408	10.08313	10.46826	9.377651	10.67952
ENSANAG00000011451	0	2.875924	2.001366	2.80981
ENSANAG00000011453	2.812687	4.78341	4.052468	5.771608
ENSANAG00000011483	2.342256	2.979872	3.035036	0.8206798
ENSANAG00000011533	0.06875307	0.1093081	0.08282029	0
ENSANAG00000011534	5.306789	0	0.01721	0.3510278
ENSANAG00000011548	3.392366	4.654069	2.222543	5.379235
ENSANAG00000011549	4.297365	5.386249	4.711305	5.440747
ENSANAG00000011575	0.5514894	2.525287	0	0
ENSANAG00000011580	0.07897415	1.111412	0	0
ENSANAG00000011626	5.3294	5.860908	6.569104	6.562954
ENSANAG00000011627	8.797707	10.70219	9.030137	10.77668
ENSANAG00000011628	3.030071	3.534573	3.993139	4.124392
ENSANAG00000011638	0	0	0	0.2073082
ENSANAG00000011650	0	0	0	1.111412
ENSANAG00000011651	8.826647	8.49661	8.28586	9.209821
ENSANAG00000011682	2.684875	4.252249	2.527451	4.726782
ENSANAG00000011687	2.411584	3.056726	2.636956	3.356819
ENSANAG00000011701	0.1857067	0.1762206	0.1331841	0
ENSANAG00000011705	0	0	0	1.025886
ENSANAG00000011706	6.06014	5.925942	5.294088	5.715215
ENSANAG00000011753	0	0	0	0.6062366
ENSANAG00000011755	2.731157	2.694966	1.751361	3.64441
ENSANAG00000011778	0	1.000072	0	0
ENSANAG00000011779	0	0	0	0.1021672
ENSANAG00000011782	2.860462	3.966098	3.874384	4.795092
ENSANAG00000011784	4.820633	6.209787	2.476566	4.451953
ENSANAG00000011810	2.581665	2.083241	1.688601	3.036783
ENSANAG00000011813	6.40483	6.283494	6.148981	6.884952
ENSANAG00000011814	1.681593	0.2393907	0	0.6854459
ENSANAG00000011815	1.794645	2.301008	2.165433	2.928975
ENSANAG00000011824	0.4986931	2.276381	1.532192	0.4655514
ENSANAG00000011856	2.202553	1.987848	1.476791	2.297074
ENSANAG00000011900	0.2411788	0.1763304	0.4125355	0
ENSANAG00000011901	0.6680883	0.2186039	0.1179224	0.4687897
ENSANAG00000011931	2.797577	2.567516	2.647259	3.122527
ENSANAG00000011934	0	0	0.1263868	0
ENSANAG00000011935	6.364259	5.957066	6.011481	6.767239
ENSANAG00000011962	4.474127	5.130945	4.048593	5.56452
ENSANAG00000011978	6.422896	5.954797	4.918734	6.801792
ENSANAG00000011996	0.0791192	0	0.4357267	0
ENSANAG00000012000	0	0.2320381	0.6360496	0.8993234
ENSANAG00000012001	0	2.014184	0	0
ENSANAG00000012027	2.326362	4.38967	2.162265	1.334757
ENSANAG00000012032	0.6980584	0.7571527	2.477626	1.239224
ENSANAG00000012056	6.497722	5.479299	5.337264	6.447105
ENSANAG00000012058	0	0.8663613	1.29337	0
ENSANAG00000012072	0	0.07879385	0	0
ENSANAG00000012082	2.233305	4.099223	2.24756	5.001203
ENSANAG00000012083	3.799439	3.798471	3.426859	5.14674
ENSANAG00000012086	2.117758	2.015794	1.322603	2.563368
ENSANAG00000012094	4.953635	4.486185	4.850205	5.925313
ENSANAG00000012139	6.326518	4.693883	3.805561	5.477752
ENSANAG00000012205	0	0	0	0.07342747
ENSANAG00000012250	5.337804	2.880233	3.208416	3.875151
ENSANAG00000012283	2.060238	1.881441	1.895528	2.936491
ENSANAG00000012309	0	2.61194	0	3.178203
ENSANAG00000012310	2.142345	2.267937	1.050021	2.329669
ENSANAG00000012345	2.235476	3.522869	3.90552	3.592181
ENSANAG00000012368	0.6053786	0.9247863	0.8336835	1.290955
ENSANAG00000012418	0.7609746	0.890905	0.1969897	0.8141246
ENSANAG00000012446	3.953926	3.727049	3.285097	4.386363
ENSANAG00000012491	4.474313	4.203435	4.000546	5.229615
ENSANAG00000012512	2.995839	3.105266	3.052118	3.305718
ENSANAG00000012526	3.032044	3.51517	2.884014	3.867333
ENSANAG00000012527	7.218946	7.68573	6.732269	8.730103
ENSANAG00000012552	2.568883	2.70851	2.042115	3.571568
ENSANAG00000012558	2.81967	4.468857	3.717945	4.770147
ENSANAG00000012566	2.652195	4.565676	4.900592	4.602795
ENSANAG00000012578	3.790751	5.337386	6.727961	4.962109
ENSANAG00000012590	3.339033	3.357223	3.943022	3.029695
ENSANAG00000012591	6.08583	6.910228	6.173339	6.862688
ENSANAG00000012597	2.987859	1.48355	2.389702	2.959275
ENSANAG00000012603	1.269365	2.551832	5.273975	2.371815
ENSANAG00000012625	0.4582875	1.042182	0.2124361	1.200046
ENSANAG00000012637	7.210218	7.803793	7.984814	8.514938
ENSANAG00000012661	5.064591	5.837641	4.835336	5.605074
ENSANAG00000012662	0	0.3774792	0	0
ENSANAG00000012666	0.9099942	5.146452	5.977447	1.330215
ENSANAG00000012696	0	0.6147259	0	0.6173963
ENSANAG00000012697	1.813127	3.205622	3.106864	2.573549
ENSANAG00000012725	0.02927491	0.04665701	1.326796	0
ENSANAG00000012728	0.2638397	0.2609964	0	0.8974333
ENSANAG00000012777	5.506402	6.135894	5.208587	6.188761
ENSANAG00000012778	0.6034865	1.76832	0	0
ENSANAG00000012808	4.70859	0	0.1580177	0
ENSANAG00000012834	0.6419344	1.009182	0.9730425	0.8801409
ENSANAG00000012840	5.068701	6.182221	4.858449	6.658587
ENSANAG00000012864	0.5308264	2.880381	1.256153	1.105457
ENSANAG00000012881	0.07988174	0.529769	0.8860296	2.592766
ENSANAG00000012883	4.597352	3.384768	2.774812	4.102263
ENSANAG00000012884	0	2.449601	0	0.9480035
ENSANAG00000012925	9.752386	10.24727	10.06934	10.46248
ENSANAG00000012926	2.227051	3.190716	2.570038	3.490899
ENSANAG00000012948	2.596365	4.896684	6.006038	3.643925
ENSANAG00000012950	4.420287	5.909948	4.159637	5.903653
ENSANAG00000012951	3.056608	2.358869	2.068546	3.201381
ENSANAG00000012972	3.473516	3.903009	3.187396	4.726296
ENSANAG00000013006	0.2136086	0	0	0.377759
ENSANAG00000013027	0	3.10383	2.676254	2.690026
ENSANAG00000013030	0	0.8148974	0	0
ENSANAG00000013058	0	0.3516272	0.7421365	0.3457438
ENSANAG00000013087	0.04125939	4.764342	3.092754	1.370672
ENSANAG00000013091	6.839494	5.178599	4.307173	6.114207
ENSANAG00000013092	3.814385	3.153029	2.623571	4.621767
ENSANAG00000013105	1.062958	2.331112	2.116847	1.033878
ENSANAG00000013117	0	0	0	0.4917043
ENSANAG00000013127	4.685621	6.115585	5.317138	7.302392
ENSANAG00000013139	1.944506	2.748644	1.384453	2.538384
ENSANAG00000013142	10.06809	10.33036	9.685238	10.23464
ENSANAG00000013144	4.472072	4.788158	4.034128	5.452032
ENSANAG00000013146	6.493172	5.438855	4.978586	6.501748
ENSANAG00000013147	0.6868815	0	0	0
ENSANAG00000013156	1.03504	0.9214851	0	0.8917613
ENSANAG00000013171	2.549716	0.7769125	0.06040397	8.37263
ENSANAG00000013231	2.388887	1.988285	0.7739516	3.402548
ENSANAG00000013265	0.4376102	2.120339	0.1042906	1.554496
ENSANAG00000013267	2.476431	2.788504	3.018098	2.661544
ENSANAG00000013268	0	0	0.3683571	0
ENSANAG00000013269	2.232869	1.391526	0.6294359	0.8233727
