brain	kidney	liver	ovary	testis
ENSCPOG00000000007	2.86791264183474	4.75108356565766	4.77811878471811	3.37319403743336	3.23511236440498
ENSCPOG00000000011	0.0346357710695675	0.00346422629214078	0.00793284740834232	0.00426248790375982	0.495929831860578
ENSCPOG00000000012	-7.27289449261897e-18	-7.14625407472644e-19	3.16564662796434e-18	1.55338559621611e-18	0.1749113
ENSCPOG00000000013	1.47413954076802	0.347586067084064	0.655302053039354	1.21602773624449	1.70868873083972
ENSCPOG00000000014	-0.0296573473188377	-0.0158299243577603	0.056792864773796	-0.003272698063966	-0.00504661596505158
ENSCPOG00000000015	4.79877509717652	8.13185723014134	7.58203856746155	5.93063936199135	4.69196638968289
ENSCPOG00000000016	0.432321810125929	-0.00103442365613361	0.00559268526130633	0.00305554722377944	3.15558832019382
ENSCPOG00000000018	0.989410982039006	0.832770608079225	0.440812477032753	2.67291128409387	3.90286139724294
ENSCPOG00000000020	4.58231667507535	4.99088681178213	4.69885657716994	4.54932254640419	7.21633773005164
ENSCPOG00000000022	7.16373808627222	0.868218469594325	0.763346716232335	0.828125031415398	0.300668079764293
ENSCPOG00000000023	9.24900414612958	9.18500944148131	9.00491340215751	11.9065393254699	7.84455040911353
ENSCPOG00000000024	4.02273066458034	3.78375753842341	3.7059593101178	3.50782944875486	5.15094844598585
ENSCPOG00000000027	1.34727342742426	0.649201008152718	0.0211454985556008	0.456266009659671	0.0845307455674885
ENSCPOG00000000029	0.442416197123285	5.31112548347563	0.00441986539362205	0.00351311377986925	2.21212870319239
ENSCPOG00000000031	5.42839193701516	4.74350753332088	4.54452974930746	5.76467229075076	7.037060236768
ENSCPOG00000000032	4.69801092173521	4.67122796184824	3.87315126998722	4.90925890727886	3.27375743821196
ENSCPOG00000000034	1.67920458264134	2.36950082672624	0.0957535789623778	1.76409612771467	4.80823330571974
ENSCPOG00000000035	4.53700132793247	4.17868141302122	4.21561855170335	5.50034836531076	3.85444386088345
ENSCPOG00000000036	1.59897349123411	0.0603585770448726	0.240614296609249	0.894698483054203	3.07617303879924
ENSCPOG00000000038	3.62183944796708	4.3792324632249	3.77270452982983	4.01591145912331	2.35821376726701
ENSCPOG00000000039	0.572364864503808	0.406823120316472	0.11102979559821	0.135714576306957	2.21135145772826
ENSCPOG00000000040	2.42349369491907	3.54004896676113	4.17080105366124	3.08544000421408	1.94381712235548
ENSCPOG00000000042	0.0413875047428437	0.0197783926079489	0.000476445364363419	-0.000233494490911151	0.900789902280041
ENSCPOG00000000044	3.01697465463202	2.25488178771676	2.48725841595611	3.8288542490251	1.43450942451903
ENSCPOG00000000046	2.12999859066371	1.45936329475014	0.940940188319825	2.13612254274913	0.278743415020432
ENSCPOG00000000047	3.8054846648326	5.15190557647055	4.84609136360407	4.7622004395485	1.79041305184301
ENSCPOG00000000048	7.04778428355525	7.55110930100758	6.95634103918261	9.75233101867814	8.72679204034754
ENSCPOG00000000051	5.23105572190537	4.74298992478116	4.54658012481551	5.32017214247121	5.17764612897949
ENSCPOG00000000052	3.54197645616168	2.88358874346223	2.46612603464677	3.24454073893473	2.65411532320391
ENSCPOG00000000054	0.0197613539749639	-0.00637716098617392	0.0116708941223809	0.21793858738261	-0.00840310421947287
ENSCPOG00000000055	0.136585627131997	0.372928630406105	4.29571925957257	0.596066490187397	1.19657741878421
ENSCPOG00000000057	6.96607002208354	7.0479101269342	7.91338062371137	8.66496875578229	8.27860340825067
ENSCPOG00000000058	3.81836861765259	4.23372518014017	0.700298923994289	2.0965728198202	1.55549575870132
ENSCPOG00000000059	2.05411932514425	2.14048306143655	2.18526296729278	2.54888926714547	4.24175211462612
ENSCPOG00000000060	0.0487175361559587	0.134219821194606	0.0247404474942951	1.4110665468448	0.870344687448831
ENSCPOG00000000061	3.25865992096081	1.68585468933189	1.11428810734113	2.99607348584965	2.51836419955245
ENSCPOG00000000064	2.84982254566286	0.907967339236566	2.94326283203002	0.960236161663321	1.86324460919172
