brain	heart	kidney	liver	testis
ENSPTRG00000000001	5.27055717129977	4.24897256069163	5.02646335548346	4.65198937068962	5.35862224079876
ENSPTRG00000000008	0.0468204604608298	0.587838471642146	0.885493032135754	0.0544613923771832	6.11085384410215
ENSPTRG00000000009	0.517445476673005	0.81811430586778	0.306245298250215	0.599079105946157	0.914575034140009
ENSPTRG00000000017	1.15113230925583	0.114873100866406	0.429333274693094	0.0480693983677743	2.82586052756298
ENSPTRG00000000021	2.92409914886639	1.4328269448322	1.75326014585709	1.75059990239521	2.05403041748821
ENSPTRG00000000024	3.10750547494112	2.26208650810519	1.8301187364261	2.13293931960948	2.1241634895673
ENSPTRG00000000025	5.62122919512624	4.1533769304201	4.26439550006804	4.61078158916813	3.36050167367205
ENSPTRG00000000027	5.51969785761733	5.04692662404174	5.55537705789396	5.69576928756532	7.39942889220453
ENSPTRG00000000028	5.76233621949988	4.81034408562993	5.40161403069656	5.89973224278702	4.70537000084116
ENSPTRG00000000029	6.31260340502476	6.07732104686984	6.01195145362901	6.52347933557839	5.94333116137244
ENSPTRG00000000031	2.43224380129018	1.643797340657	2.55272009381463	2.14817096991811	2.50546575144076
ENSPTRG00000000033	0.983602060672128	0.365195261698266	0.424395930283951	0.253109919742684	0.164850452755169
ENSPTRG00000000034	7.14022806444597	6.05120397903317	6.11408702006614	6.46902388099904	5.49670617536609
ENSPTRG00000000035	0.737763732981724	1.76511444105633	1.0231766977786	1.15901096851536	1.41250197844023
ENSPTRG00000000037	3.8701517501806	1.57096501893423	3.03364928173269	2.69086881381855	1.37233029300249
ENSPTRG00000000038	4.22261087046844	2.97305140474436	4.09568345438593	6.31397487531979	4.52979263947204
ENSPTRG00000000040	0.789888772424733	0.355484545915472	0.414637932980208	0.29283745687628	1.2859939312257
ENSPTRG00000000041	1.47620866448722	-0.0600962449964983	1.20115428168495	1.36251707272902	2.9374304862632
ENSPTRG00000000044	5.36487611089083	3.51797063592511	5.00416009394735	5.5705403315735	4.59934612159658
ENSPTRG00000000047	3.05439520125675	2.31669643969864	2.38080469798679	2.60483636582801	0.446177300551975
ENSPTRG00000000048	1.44996119612055	0.368159755439237	2.96117346893237	1.03150274902344	5.11598552970253
ENSPTRG00000000049	5.80395258901272	5.31834451711847	6.21952846880813	6.86093295134276	7.33929499025382
ENSPTRG00000000050	4.35924442002463	2.50206662002559	3.56910871655964	2.89337905375213	3.67193053574338
ENSPTRG00000000051	1.94407586028517	0.0511183681915389	0.838881149241609	0.743309838298972	-0.646726230681933
ENSPTRG00000000052	3.85451500482305	2.89695911675427	2.81487466444688	2.73445722921856	3.88689884218937
ENSPTRG00000000053	3.57931756207296	2.24304546547976	2.93700113403578	5.1478760874566	-0.111709806998672
ENSPTRG00000000054	3.96576296012489	1.84726357531729	2.34190898373474	2.89138025781868	1.86989119317744
ENSPTRG00000000055	0.636516101758874	0.647697492520941	0.47973316894781	0.296466973601403	6.87966043131919
ENSPTRG00000000057	0.0304806585648	0.194561201759671	0.043301907440198	-0.0018996354661313	7.65665049643289
ENSPTRG00000000059	1.50954011884337	1.59700311045161	1.50395836140137	0.446471846734331	-0.0338628972437306
ENSPTRG00000000060	1.29891782862075	0.679094586939691	3.32106619435328	2.83448977085213	0.203872631837849
ENSPTRG00000000062	0.345776026968077	0.325365019468004	0.15226640744677	0.148098895300234	2.38765194569821
ENSPTRG00000000063	6.35984301093477	4.13167890732201	4.97005187647517	5.67599418928793	2.88077776748525
ENSPTRG00000000064	4.09298678507269	2.02164113928751	2.83089511367818	2.51209035101128	3.74850469008783
ENSPTRG00000000067	-0.0472134570589834	0.0441074928119751	-0.00210746175087712	0.0520230433054481	5.67556458870703
ENSPTRG00000000068	4.84831908644139	4.13374207758875	3.81145116166114	4.28285177419089	3.07433250040546
ENSPTRG00000000069	3.79060304144151	2.84161498413009	3.9097437061167	3.39154652719436	5.743114097529
ENSPTRG00000000070	2.75780703011497	1.67129681406216	1.85340071355514	1.93579787262224	2.15962569501825
ENSPTRG00000000072	3.80829597531039	0.421691654399324	2.00531720460499	0.4051645640217	1.92842058550373
ENSPTRG00000000075	5.47790682963617	0.108065476527912	0.365371927520271	0.033826301793056	6.92363675054454
ENSPTRG00000000076	6.48838032770069	6.85968811898351	6.90938602912201	7.22063397008919	6.62688608579922
ENSPTRG00000000078	3.37591788733766	3.44969971246916	2.96294598840262	2.42170676264563	0.609030514442813
ENSPTRG00000000079	4.45399431582233	3.62325925689455	4.53982881844512	3.00647569490638	4.2396458197489
ENSPTRG00000000081	0.404520344924348	0.0240226398099063	-0.0379402945305147	0.0386626643569747	-0.029871525263088
ENSPTRG00000000082	2.36219393643069	0.689935823125623	1.44029064380912	1.82421971110042	1.05274509522011
ENSPTRG00000000084	6.9358030295806	2.00229406444882	2.80249145021168	3.86005368518227	4.84463586304415
ENSPTRG00000000085	0.524935654234281	0.689925487879237	1.18039080965122	0.856140976606728	3.64094793313973
ENSPTRG00000000088	4.657789266122	2.55802774824998	1.32213858570434	1.45913305365007	1.50405208216577
ENSPTRG00000000089	2.86967330707309	2.34572251881488	2.27797784888902	2.80109869272259	2.29211029732653
ENSPTRG00000000090	0.227066035770373	0.0101158466186305	0.0445897525664982	0.0938046935191872	3.76862217188387
ENSPTRG00000000091	3.97559525726872	3.84114293590316	3.25870676436226	3.68243682815451	1.72788136359624
ENSPTRG00000000092	2.76600456030404	1.95517930237212	2.22726456500283	1.92405612964489	5.0744980896081
ENSPTRG00000000093	3.60195078685816	2.52613452525449	2.89746114442622	2.89071739758545	3.35366654846621
ENSPTRG00000000094	4.83441221839134	4.63364739865922	4.27691625056302	4.24054078949394	4.18262752497522
ENSPTRG00000000096	5.58876302374513	6.53405227048545	5.55042598608718	5.87365885956652	6.0737135339676
ENSPTRG00000000098	4.90245907025789	5.41828334251717	5.6253653742024	4.58519290518665	5.48341167534377
ENSPTRG00000000099	3.12901199699259	2.21831454137308	2.21418061566595	2.52046664374931	1.56721128316957
ENSPTRG00000000100	0.71750570903122	0.300523431144238	1.06746245293554	0.324015552129161	0.50271526721334
ENSPTRG00000000102	8.10809362915973	7.03333540422584	7.69294794637615	7.74432400297998	8.15633414356641
ENSPTRG00000000103	3.14448209135255	3.17468510821117	4.80441134951304	6.72417592735464	3.01744658352889
ENSPTRG00000000104	4.12866722344289	1.05678890888006	1.90706174158015	1.07618994495197	1.04307763545312
ENSPTRG00000000106	4.22023037636982	4.03316815201983	4.05625596855706	3.72173813641808	4.05708104178608
ENSPTRG00000000109	8.73379852961146	6.79756997217632	7.92941130774383	9.15979804708182	8.01088136856468
