heart	kidney	liver	testis
ENSGGOG00000000003	-0.0595331215323326	0.191840909174524	0.828400812307874	0.0904735666999565
ENSGGOG00000000004	0.768046352694961	-0.162014836071281	0.176334691412581	1.61142616464249
ENSGGOG00000000005	1.86754863211416	2.65603569870628	2.04902849761166	2.6042216143786
ENSGGOG00000000006	1.17246258282632	0.949020055867884	1.54683748639068	1.42869938327674
ENSGGOG00000000007	0.855348446975938	-0.045107423633543	0.0991877931721239	5.71964953565699
ENSGGOG00000000008	0.618455786105314	-0.326384880486575	0.127260122410603	1.90914872798044
ENSGGOG00000000009	0.326538994550765	0.277086797200046	0.0591326879532454	0.843549383530629
ENSGGOG00000000010	2.84895335957251	-0.389707442122836	0.658773149093603	2.58377665563782
ENSGGOG00000000011	0.253925427107509	0.452979839698287	0.47246374203396	0.719729697440163
ENSGGOG00000000013	0.758309587106175	1.28102559720875	0.239825394338545	0.607128314231021
ENSGGOG00000000014	4.43451008360781	3.33250139769285	3.66258474485065	5.36099851589913
ENSGGOG00000000015	5.32586572829472	5.13442985057696	5.14662699760511	4.61635861568214
ENSGGOG00000000016	0.116117983656402	-0.0527440833487802	0.0047161655173818	0.110062762783331
ENSGGOG00000000018	0.701169983331702	3.5547104847641	0.802792809905629	1.70024734799904
ENSGGOG00000000019	0.476808610742163	1.17330259987665	1.40617908916144	3.81932696681316
ENSGGOG00000000020	2.43498380284149	2.31469093537781	2.55539859405487	2.23129211181722
ENSGGOG00000000023	0.212915095832347	0.0215405377491139	0.165251940308365	0.411908067406783
ENSGGOG00000000024	0.294449296359733	0.169659061889093	0.561921073316495	1.24768246562312
ENSGGOG00000000025	3.61179619355133	1.98915684323007	3.20620184825304	2.63343040997704
ENSGGOG00000000027	0.748543769786091	-0.224793903334251	0.213787346283587	1.34210472150972
ENSGGOG00000000028	1.31110031285272	-0.744308532366562	0.067242621372267	4.58901718209439
ENSGGOG00000000029	0.316364849343047	1.95159087895948	0.842886105920732	0.584081043851164
ENSGGOG00000000030	3.89518048609412	4.02459395965247	3.82795487660549	3.12218478509861
ENSGGOG00000000031	0.960819448570445	-0.0649044197029657	0.728935141050261	0.962329253388173
ENSGGOG00000000032	0.910847488521534	0.999269194721263	1.22522264491971	1.86644124789166
ENSGGOG00000000033	2.91977197588044	2.35904202593921	1.18939127725443	3.09719308061728
ENSGGOG00000000035	2.28268921212881	4.14912916704102	3.03606804667764	3.19014471610168
ENSGGOG00000000036	5.11141322004501	5.01157104753169	4.26570358410581	5.75105909887833
ENSGGOG00000000037	0.235797167960012	-0.138346978189879	0.0123704348724484	0.294303250238279
ENSGGOG00000000038	3.59313773412728	4.34246514214122	4.71445540581523	2.05883581194418
ENSGGOG00000000039	2.49289918724232	3.18700211412491	3.46119751848905	2.36251178676249
ENSGGOG00000000040	5.19380491965865	4.71353278710021	4.76988918833948	4.96483840326777
ENSGGOG00000000041	2.1904415845556	3.44161960476756	1.83947988434184	6.03227161755667
ENSGGOG00000000042	0.00818858553663722	-0.00480440912180601	0.405774941097106	-0.00254251167462485
ENSGGOG00000000043	0.705803709270908	1.06329274412903	1.49483870633043	0.543261960179753
ENSGGOG00000000044	0.852794130903655	2.2109112423442	1.80809621109485	0.965145543771532
ENSGGOG00000000045	3.90385525680088	3.28178455360323	2.31574154050547	1.84943776606028
ENSGGOG00000000046	0.0386262016257624	-0.0226627754697353	0.00202641497230615	0.446526139247778
ENSGGOG00000000047	4.87557698625001	5.82746886848382	6.19354039784792	0.539963331612169
ENSGGOG00000000049	1.94534461214261	3.22204682564342	2.76879048768643	3.28537604968503
ENSGGOG00000000050	2.173132601099	5.98158233207258	7.07706353909228	1.35716368515742
ENSGGOG00000000051	2.65919527959088	4.16710626859861	4.39949911864073	3.93162288877986
ENSGGOG00000000053	3.47033270278313	3.61807939191631	3.8242873528584	3.8404497016281
ENSGGOG00000000054	0.0592005286551898	0.46298314980835	0.626347839142759	-0.0183814450708658
ENSGGOG00000000056	1.62789733049001	1.21089497528709	1.10757685575028	3.29114159231508
ENSGGOG00000000057	-0.00663919632187102	1.44252950844439	4.93811465416094	0.0614380158110287
ENSGGOG00000000058	1.28220401405586	0.489203942398058	0.869590922130912	1.21864261427678
ENSGGOG00000000061	0.652439441095807	2.38710101163988	2.17365726123016	4.70207982402277
ENSGGOG00000000062	4.78045953931833	4.86438920277593	4.48842054340691	5.40722514299922
ENSGGOG00000000063	0.392048417459325	2.99504892525111	2.03572216049118	2.58865336453226
ENSGGOG00000000065	3.09627611590091	3.30966991293104	3.25939141107811	4.67020970672663
ENSGGOG00000000066	0.238870258324093	0.530608168373384	0.0224669736778687	0.137226726416437
ENSGGOG00000000067	1.1987690564876	-0.299366717207636	0.271506227568093	1.20661438876797
ENSGGOG00000000069	5.81221328423768	6.88425511454391	6.34444532962544	6.26232984772865
ENSGGOG00000000071	1.18083559194723	3.48039193751265	2.21242069757145	7.39541851531244
ENSGGOG00000000072	2.32169589670856	2.15415209032069	2.10981352158522	2.34184999425702
ENSGGOG00000000073	2.78675651613394	5.28953013137136	4.36168230108692	5.93861436760518
ENSGGOG00000000074	4.71061962962249	5.27776458093007	4.53086378901237	5.82318166695671
ENSGGOG00000000075	0.911965245854817	2.10522358501207	2.30886603198785	4.84144055809684
ENSGGOG00000000076	0.957684147899494	0.343871371258656	2.49304758379294	1.69393649803261
ENSGGOG00000000077	4.75594369282014	4.43260648936968	3.88698094375095	4.00565724937282
ENSGGOG00000000078	0.747198055900853	1.24700920119794	0.561930897611122	2.65513943019339
ENSGGOG00000000080	6.29164908474228	6.75221958181752	5.92582704031836	6.34317719541456
ENSGGOG00000000081	5.17310971720651	4.51119343273855	5.30321561584038	4.89317548947637
ENSGGOG00000000082	0.562150271255362	2.15801906690373	3.44194521787184	1.07598247597938
ENSGGOG00000000083	0.729888967618838	1.31827054417402	1.33198053222902	1.45374680398542
ENSGGOG00000000084	1.57436176761355	3.24145224653877	3.87424625250465	3.93563402222868
