brain	testis
ENSTGUG00000000252	5.60242139791388	3.63174413959169
ENSTGUG00000000253	0.593934511698502	0.882335131571159
ENSTGUG00000000254	0.0564721275683212	0.174854247295036
ENSTGUG00000000255	4.05009325793814	2.6435715595189
ENSTGUG00000000256	0.0491455520882774	0.0403683837351677
ENSTGUG00000000257	5.56599611972725	8.07542797415158
ENSTGUG00000000258	6.84436547847058	7.55999723125492
ENSTGUG00000000259	2.56910269653555	2.75723324372669
ENSTGUG00000000260	1.34064725926925	7.33619312219226
ENSTGUG00000000261	4.51521495809637	0.502039759044218
ENSTGUG00000000262	6.66663849271617	7.11940118851814
ENSTGUG00000000263	2.72953765893384	1.81205635653181
ENSTGUG00000000264	3.41245969796035	2.81795557278563
ENSTGUG00000000265	6.3157513981236	9.1266848056292
ENSTGUG00000000266	0.427749151024227	0.332317646927318
ENSTGUG00000000267	0.022399593711775	0.184032618864675
ENSTGUG00000000268	5.22864119880078	4.91604040359767
ENSTGUG00000000269	5.82794668907868	1.53237359943062
ENSTGUG00000000270	3.0351700172369	5.79647861495596
ENSTGUG00000000271	3.25100354973499	0.204738350795026
ENSTGUG00000000272	5.43709367520836	2.31831597437492
ENSTGUG00000000273	6.80988946766473	6.85218426367248
ENSTGUG00000000274	6.79197200473621	5.93741398579136
ENSTGUG00000000275	6.24258875936157	7.32202805524861
ENSTGUG00000000276	1.85676213664706	2.36887592339214
ENSTGUG00000000277	1.61748891417712	1.97928225746864
ENSTGUG00000000278	5.2747240317003	4.93051457156577
ENSTGUG00000000279	3.87249865048663	5.7243030485401
ENSTGUG00000000280	3.19267698772107	0.542950170170126
ENSTGUG00000000281	5.28627019476072	6.08936174905117
ENSTGUG00000000282	1.42739779169102	2.52085725826027
ENSTGUG00000000283	1.66508983021166	2.18694227603169
ENSTGUG00000000284	5.12020294555716	4.73556149666185
ENSTGUG00000000285	0.538603378163466	1.92330483217627
ENSTGUG00000000286	4.38733685290282	0.0269502412915413
ENSTGUG00000000287	2.89044796033547	2.48305145232693
ENSTGUG00000000288	3.19830097436298	3.18499474357773
ENSTGUG00000000289	2.06326681560897	2.70237088650642
ENSTGUG00000000290	0.607180379462098	0.00552922828037253
ENSTGUG00000000292	5.30881893146014	5.09268387228626
ENSTGUG00000000293	1.33568547328765	0.959190846803711
ENSTGUG00000000294	3.52081302979464	4.2188249106161
ENSTGUG00000000295	1.28722176256628	5.88020237896782
ENSTGUG00000000296	1.8119342676125	0.569122830495841
ENSTGUG00000000297	1.71220116208188	3.55661218042102
ENSTGUG00000000298	4.23142022450686	1.97015099314608
ENSTGUG00000000299	5.2199333172678	3.49071971486325
ENSTGUG00000000300	3.65382583401589	3.32208949795233
ENSTGUG00000000301	8.45506980999671	7.42057023667652
ENSTGUG00000000302	5.30757338521309	6.45574951102741
ENSTGUG00000000303	5.30768187783098	8.2759096998404
ENSTGUG00000000304	0.387153207729229	0.571733076812312
ENSTGUG00000000305	6.18624264278594	5.93153673830885
ENSTGUG00000000306	3.39755368551481	0.299193476788913
ENSTGUG00000000307	5.96554289223584	2.55100032329249
ENSTGUG00000000308	6.06279074153441	7.02681777539678
ENSTGUG00000000309	8.87353302112874	10.0404262699471
ENSTGUG00000000310	0.336874570695957	0.72030618791213
ENSTGUG00000000311	2.4324591678205	7.0355344965385
ENSTGUG00000000312	11.7172816117497	10.2371284980842
ENSTGUG00000000313	7.42727340772239	8.96018044349948
ENSTGUG00000000314	0.601713788908294	0.549859433275117
ENSTGUG00000000315	5.30498079984811	4.22529060045568
ENSTGUG00000000316	5.3335585600241	6.25291865326103
ENSTGUG00000000319	1.52565398067497	1.20679122464176
ENSTGUG00000000320	6.30307398320145	2.38544471706233
ENSTGUG00000000321	0.834547789137088	0.548576665922068
ENSTGUG00000000322	1.84271299173569	1.54754449145961
ENSTGUG00000000323	4.93148191883321	0.838491743500381
ENSTGUG00000000324	6.30738915399407	7.94114220468444
ENSTGUG00000000325	0.000230343584309238	3.29061396924707
ENSTGUG00000000326	3.61232848715244	2.40676187187601
ENSTGUG00000000327	0.0209551846941003	0.506756912584366
ENSTGUG00000000328	6.27196281404215	5.36826122454021
ENSTGUG00000000329	1.89322685793832	2.07475342618503
ENSTGUG00000000330	0.126543313815618	3.04789332855315
ENSTGUG00000000331	5.49306925379237	4.99675257195622
ENSTGUG00000000332	0.0870832990713378	4.00288641611932
ENSTGUG00000000333	10.1505188272238	5.72842385166197
ENSTGUG00000000334	1.61362091286328	2.45449292807683
ENSTGUG00000000335	4.43795446991251	5.30327459026248
ENSTGUG00000000336	0.259277105605966	0.398227983182101
ENSTGUG00000000337	1.11400223505698	3.02654496149573
ENSTGUG00000000339	2.06427987385724	5.05789037842828
ENSTGUG00000000340	3.87820284529707	0.903536314108802
ENSTGUG00000000341	7.60064116707519	8.12752716544109
ENSTGUG00000000342	4.86761918910041	5.00708543269876
ENSTGUG00000000343	1.82109435212029	3.48247927697246
ENSTGUG00000000344	3.4390391860261	2.15567610858836
ENSTGUG00000000345	0.870297952499338	6.00662550916865
ENSTGUG00000000346	0.955815800816613	1.47583776421683
ENSTGUG00000000347	3.88621279298093	2.29434828772388
ENSTGUG00000000348	0.0252774193161771	0.100052242051469
ENSTGUG00000000349	0.600003495830058	0.240672245843161
ENSTGUG00000000350	-0.000461990358381797	0.374008304408479
ENSTGUG00000000351	5.16186369457087	3.35840824962071
ENSTGUG00000000352	5.5453863783002	5.97955986509941
ENSTGUG00000000353	2.65934094689376	1.31157975931872
ENSTGUG00000000354	4.47296077489302	5.74614434198762
ENSTGUG00000000355	0.218916467514019	0.0217600641246089
ENSTGUG00000000356	0.000474287718158536	0.209719603512191
ENSTGUG00000000357	5.0007988162419	5.67640088460764
ENSTGUG00000000358	0.0224309322173183	0.438535570014712
ENSTGUG00000000359	5.36737057785628	0.443703366431157
ENSTGUG00000000360	3.97901201124433	3.80392596626701
ENSTGUG00000000361	6.89530428993769	3.73722179685358
ENSTGUG00000000362	5.20711309996295	4.72749336677781
ENSTGUG00000000363	4.97738703070448	5.9970422412199
ENSTGUG00000000364	6.87113607650029	5.82246043716581
ENSTGUG00000000365	0.840067121221412	0.45974670300243
ENSTGUG00000000366	3.90994757905162	2.3844279295118
ENSTGUG00000000368	7.43047444280428	8.24159300492051
ENSTGUG00000000369	4.16140187788375	6.43872336634874
ENSTGUG00000000370	5.56552893160044	4.12155453853202
ENSTGUG00000000371	-0.000754720755109068	0.113728195598661
ENSTGUG00000000372	3.77658888543006	1.45048967704317
ENSTGUG00000000373	2.40754841371137	1.3489117588659
ENSTGUG00000000374	2.91151731401209	2.98089872463041
ENSTGUG00000000375	2.73061236592515	4.52437290222456
ENSTGUG00000000376	6.51972267734621	7.66630596796138
ENSTGUG00000000377	1.50651385914759	1.25592672255724
ENSTGUG00000000378	0.648786151236811	1.18987504628957
ENSTGUG00000000379	6.11128112620611	6.15126928804834
ENSTGUG00000000380	0.841729887719506	0.48499440350815
ENSTGUG00000000381	6.17413490602639	3.15170328192083
ENSTGUG00000000382	0.522990374190702	1.64867217742789
ENSTGUG00000000383	0.00107416663535593	3.4051431667606
ENSTGUG00000000384	5.78545515943804	5.29926352168588
ENSTGUG00000000385	2.4668102754961	2.6722881735117
ENSTGUG00000000386	0.339359267895024	0.135065862981594
ENSTGUG00000000387	0.582112446470504	0.654081393921822
ENSTGUG00000000388	4.74020400948606	4.75905797154182
ENSTGUG00000000389	1.25728912447199	2.21580035991736
ENSTGUG00000000390	1.86214668104828	1.49415829018848
ENSTGUG00000000391	5.46512290272927	2.40728995847885
ENSTGUG00000000392	5.59930272256992	5.02898383229024
ENSTGUG00000000393	0.00217802545361317	0.953742956972494
ENSTGUG00000000394	1.02683893354681	0.795418366026225
ENSTGUG00000000395	9.38111120267667	8.24167739197
ENSTGUG00000000396	3.29854945854975	2.72768029101741
ENSTGUG00000000397	0.0887391949217809	2.64619958190132
ENSTGUG00000000398	10.9964320048184	5.40294131887813
ENSTGUG00000000399	6.4918266014358	5.99051686235925
ENSTGUG00000000400	6.91165454857592	6.65117668760558
ENSTGUG00000000401	1.90816667298864	0.959868881034086
ENSTGUG00000000402	5.2020958835552	3.81999501600106
ENSTGUG00000000403	5.82601014257972	2.27027090559419
ENSTGUG00000000404	3.8237235068896	3.48613281266453
ENSTGUG00000000405	0.0753133025587107	1.17369665899053
ENSTGUG00000000406	0.0479053410049557	0.493861410318466
ENSTGUG00000000407	5.7920391676516	5.43522083037854
ENSTGUG00000000408	4.58370626835077	3.8980671949477
ENSTGUG00000000409	2.13202928419221	2.68271548075669
ENSTGUG00000000410	-0.000340549487380185	1.20305098179547
ENSTGUG00000000411	5.45331623261955	3.72483163547467
ENSTGUG00000000412	1.13799483971089	1.06112231420065
ENSTGUG00000000413	5.89584620559769	6.24925904987359
ENSTGUG00000000414	0.247979450393301	0.16128518215343
ENSTGUG00000000415	1.11122006133181	1.85147104933789
ENSTGUG00000000416	1.13036654913375	1.06127881926542
ENSTGUG00000000417	3.65693689400652	3.09895065131379
ENSTGUG00000000418	5.53416856863509	3.78683629409474
ENSTGUG00000000419	2.3846490928089	0.991573288239958
ENSTGUG00000000420	1.40992098055403	2.64435282500457
ENSTGUG00000000421	4.8563777853761	2.83008397720502
ENSTGUG00000000422	0.780071027272279	0.480172318183162
ENSTGUG00000000423	3.14386014897931	3.72079821972873
ENSTGUG00000000424	4.02273873350515	4.9037094661512
ENSTGUG00000000425	0.743625379961692	2.02279132678159
ENSTGUG00000000426	1.62386390231318	1.41275969306047
ENSTGUG00000000427	0.000439906141385022	2.35429428157585
ENSTGUG00000000428	2.5772890494286	2.7689678517142
ENSTGUG00000000429	2.53663531692307	-0.0453032841025509
ENSTGUG00000000430	0.128494960091356	0.420296039725932
ENSTGUG00000000431	7.63045163596692	6.98263509209924
ENSTGUG00000000432	3.76623397588498	1.76153907234507
ENSTGUG00000000433	4.05102372363133	6.29492349577269
ENSTGUG00000000434	3.05982955695216	5.22105966247686
ENSTGUG00000000435	7.8233559739297	5.57559707821091
ENSTGUG00000000436	6.77775977286718	5.01400368139846
ENSTGUG00000000437	2.82045437731123	3.03826186806632
ENSTGUG00000000438	2.52004311242637	1.43308532938754
ENSTGUG00000000439	0.0437187136568337	0.258393262362832
ENSTGUG00000000440	5.81756082852788	6.47042384774971
ENSTGUG00000000441	2.8965440794575	5.56073942829417
ENSTGUG00000000442	5.95870834414444	9.12550930090002
ENSTGUG00000000443	4.78714693691628	5.44245118925116
ENSTGUG00000000444	0.786747089456408	1.11350253163078
ENSTGUG00000000445	4.4019464521328	4.99949997693492
ENSTGUG00000000446	3.67459751126931	10.1101107995254
ENSTGUG00000000448	2.06661756598854	0.220315662034374
ENSTGUG00000000451	1.36497366034458	11.8718742189662
ENSTGUG00000000452	0.0605343836397421	0.0819601357474404
ENSTGUG00000000453	2.3897258581581	2.76903209219238
ENSTGUG00000000454	7.86504966713927	6.27514199858218
ENSTGUG00000000455	0.0302843860742272	0.062575378443985
ENSTGUG00000000456	-0.00266944727976657	1.20885500850597
ENSTGUG00000000458	2.25631522072147	0.859251404502261
ENSTGUG00000000459	0.804760023898612	2.81622502830416
ENSTGUG00000000460	5.33114897575297	6.60965907274109
ENSTGUG00000000461	8.83047319552639	7.28293674675416
ENSTGUG00000000462	1.33398923809535	0.129889072380631
ENSTGUG00000000463	3.84947728515915	6.98078247785587
ENSTGUG00000000464	0.103403165931946	1.29081937220416
ENSTGUG00000000465	1.06761928563321	0.257964809767042
ENSTGUG00000000467	1.54795933650044	0.53579085716536
ENSTGUG00000000468	4.51103958423826	6.61571324728523
ENSTGUG00000000469	4.42606244256789	6.01477867229632
ENSTGUG00000000470	0.482978671772559	2.73146038468232
ENSTGUG00000000471	2.96129981300017	3.8451135609995
ENSTGUG00000000472	3.55922803597016	3.09423889208952
ENSTGUG00000000473	0.190452989971526	1.49209823008542
ENSTGUG00000000474	4.02126618297659	3.56631645107024
ENSTGUG00000000475	0.703548540445268	-0.0758840213358029
ENSTGUG00000000476	0.0985341698410341	0.126485620476898
ENSTGUG00000000477	3.46132510703893	1.03295651221655
ENSTGUG00000000478	2.02211249860898	0.000522124173063535
ENSTGUG00000000479	3.22179378332468	3.5063639833593
ENSTGUG00000000480	5.69384573345252	3.05779946630909
ENSTGUG00000000481	0.785046646606798	0.399971226846274
ENSTGUG00000000482	7.350332774763	5.620623675711
ENSTGUG00000000483	3.86489940240167	4.97612145946165
ENSTGUG00000000484	5.35490074168531	3.2136791082774
ENSTGUG00000000485	1.74841834123319	7.12780630963377
ENSTGUG00000000486	6.98480951076145	6.60053346771563
ENSTGUG00000000487	2.35140077818612	7.57829566544163
ENSTGUG00000000488	0.559616312025936	0.00691856392219281
ENSTGUG00000000489	5.36783807234968	4.21437044961763
ENSTGUG00000000490	7.00841086470321	0.90260683922369
ENSTGUG00000000491	11.4690280705551	10.2013624550014
ENSTGUG00000000492	0.139118910339497	3.70290196898151
ENSTGUG00000000493	1.2598530016846	5.00377502827953
ENSTGUG00000000494	6.17320243323013	6.97757336697628
ENSTGUG00000000495	4.32014285295343	5.95766410780638
ENSTGUG00000000496	3.82077675555615	1.58348873333156
ENSTGUG00000000497	4.65626373205336	2.86063780383991
ENSTGUG00000000498	0.239603941703159	0.117730508223857
ENSTGUG00000000499	0.184834462934845	1.8504429445288
ENSTGUG00000000500	4.63368120436673	2.90896938689981
ENSTGUG00000000501	1.58498544780816	6.33218632324219
ENSTGUG00000000502	6.03369119482505	5.58772074885818
ENSTGUG00000000503	0.0246743029015467	0.49687099129536
ENSTGUG00000000504	1.66007817738445	1.79031290117999
ENSTGUG00000000505	4.18860099371345	2.60336735219297
ENSTGUG00000000506	0.192597183588614	1.29185128256749
ENSTGUG00000000508	3.70369279311819	8.28597162064543
ENSTGUG00000000509	7.60190490731696	8.45739127804911
ENSTGUG00000000510	4.43676824053726	5.98098261172156
ENSTGUG00000000511	0.0227601277326385	0.361564883468751
ENSTGUG00000000512	10.3240382694006	1.68184719179817
ENSTGUG00000000513	1.0130686457635	2.32737349604284
