brain	kidney	liver
ENSCSAG00000000006	10.0048666856708	12.8210500225896	9.55222312573965
ENSCSAG00000000010	9.30990153749495	12.8429426528475	8.75242081665754
ENSCSAG00000000016	15.529927478191	13.3726782694452	14.5130984683637
ENSCSAG00000000019	15.1346794176369	13.4502742412614	13.4620480751017
ENSCSAG00000000021	12.6912043429561	15.2284406438806	12.6175757496632
ENSCSAG00000000022	12.500480097133	13.1251379939166	12.0864164789504
ENSCSAG00000000023	15.2560816425266	13.9001713100139	12.5526982199595
ENSCSAG00000000025	11.9707401493511	12.4604608346001	10.7242859570488
ENSCSAG00000000027	11.4982779360279	13.910803783379	11.0773779240931
ENSCSAG00000000028	10.4446017108353	12.3734524162354	10.3993728389293
ENSCSAG00000000032	10.1740132105	11.5050893605411	9.66345703595888
ENSCSAG00000000033	10.5086616603391	11.838410303368	9.72964034679295
ENSCSAG00000000035	10.6072827736604	12.7925800598925	10.7883577089471
ENSCSAG00000000039	-0.0660018838500363	0.366207577718379	0.0378259851316572
ENSCSAG00000000040	0.0601355517963232	0.437216121282368	-0.0344639630786913
ENSCSAG00000000042	0.507729509837693	2.38361262233388	-0.290982132171575
ENSCSAG00000000043	-0.172035996017274	0.607206798155652	0.272942145361622
ENSCSAG00000000044	0.311505944622659	1.46241155408116	-0.178525498703823
ENSCSAG00000000045	-0.572540969499042	2.6495870488516	1.16191819464744
ENSCSAG00000000046	-0.39932441147605	1.95905029012573	0.827742137350323
ENSCSAG00000000047	0.0814769902795837	3.09498296602991	0.915233358190509
ENSCSAG00000000048	-0.158884468622783	2.01268912177407	0.414676874348713
ENSCSAG00000000050	-2.15838994089822	2.66953435474003	3.86508698815819
ENSCSAG00000000052	6.05173518572772	4.57579704907441	3.11619406319787
ENSCSAG00000000053	-0.110765617211688	0.614576524296454	0.0634802879152343
ENSCSAG00000000054	0.083916677453166	0.224393168841155	0.301246563705679
ENSCSAG00000000055	6.50662799153391	6.436612800741	5.84203126922509
ENSCSAG00000000056	1.48606494002979	2.07054837758483	3.54073519438537
ENSCSAG00000000057	5.98101659454762	8.41605128230924	6.15368436364314
ENSCSAG00000000058	-0.934819592117665	1.14565667632472	2.25414995079294
ENSCSAG00000000059	0.485645887800656	0.462155172940832	0.826249508758512
ENSCSAG00000000060	2.65317277478105	0.418318814012688	0.561590648706261
ENSCSAG00000000062	5.92118880701923	0.882284793296167	1.33637766368461
ENSCSAG00000000065	3.12946728532082	1.38017552725959	0.721920582419586
ENSCSAG00000000071	1.24809292583441	1.68206530176465	0.737721237900939
ENSCSAG00000000074	2.33746010867907	0.38962341733158	0.523067240489345
ENSCSAG00000000076	6.9097506500362	5.39547665952195	6.95268787494185
ENSCSAG00000000078	0.17561119556534	-0.0749676065505176	0.0404173609851777
ENSCSAG00000000079	1.96514405938227	0.258891676258429	0.6102909218593
ENSCSAG00000000080	-0.402134314607398	0.171669277581637	1.42225680402576
ENSCSAG00000000081	0.262039239858957	1.23018266138254	-0.150175901241495
ENSCSAG00000000082	0.136885677018832	-0.0584358619284659	0.0315045849096339
ENSCSAG00000000083	3.38619836974742	2.6140272087174	3.36113789903518
ENSCSAG00000000084	-0.501815053365435	0.214222523573844	1.08139626379159
ENSCSAG00000000085	7.28850481249671	-0.209262326403319	1.00809104090661
ENSCSAG00000000086	1.77056060465737	-0.468775346131218	-0.629328258526157
ENSCSAG00000000087	-0.182599184561617	1.57299199338777	0.348946161673847
ENSCSAG00000000088	2.18857800118702	0.0839482935917796	1.0630481112212
ENSCSAG00000000089	0.667881712768001	-0.285115611814441	13.7459731320464
ENSCSAG00000000090	1.92632792526096	5.10077921132834	5.0752657189107
ENSCSAG00000000091	4.7587817096856	2.8792003660825	0.769533334731905
ENSCSAG00000000093	3.28707155532124	-0.0787341986919513	-0.15203055662929
ENSCSAG00000000094	-0.926631983656639	1.2345405990923	1.83621698656434
ENSCSAG00000000096	1.40224965599424	2.40961480958172	3.39001118842404
ENSCSAG00000000097	2.34438727412339	0.799986767607541	0.748173480769065
ENSCSAG00000000098	8.46755625896232	9.68299040580473	8.03306854573295
ENSCSAG00000000099	5.79158270902059	0.384495171843714	2.33050105613569
ENSCSAG00000000100	0.118273682765057	1.09487952115325	2.9189748150817
ENSCSAG00000000101	0.130917051978618	0.332935343269038	0.609599456252345
ENSCSAG00000000102	2.61741527505208	0.598931195993957	0.804061752953959
ENSCSAG00000000104	2.12974525700173	2.95646100435655	2.95356175664172
ENSCSAG00000000105	5.34067383933609	8.78940714429108	5.99565159787283
ENSCSAG00000000106	6.49116991362565	-0.163300797337644	6.96847575871199
ENSCSAG00000000108	0.0096938962897836	0.0455094555431893	-0.00555561683297287
ENSCSAG00000000110	4.13374559240633	2.83863569792515	2.70038971016852
ENSCSAG00000000111	4.54170887748325	10.0514430428413	2.75774145267548
ENSCSAG00000000112	2.52118175735476	1.62190615796784	2.3078570401774
ENSCSAG00000000113	2.23325801859017	2.42798695673856	2.11180297617126
ENSCSAG00000000114	2.62926225242255	3.62454850379456	4.95698866478288
ENSCSAG00000000115	3.89669388774541	4.02259637839786	2.44883492435673
ENSCSAG00000000116	1.32571470587946	0.773325189856035	2.6836500582645
ENSCSAG00000000117	1.82687202233011	1.79529243863855	4.01337814603134
ENSCSAG00000000118	4.56554935600994	5.52640542301281	4.68815720247725
ENSCSAG00000000119	-0.350218721085391	1.63994764833775	3.52060320924764
ENSCSAG00000000121	4.06135651779271	2.92210102741586	1.71764033179143
ENSCSAG00000000122	2.59631193145691	-0.141854202323417	2.07342325736651
ENSCSAG00000000123	7.35218750504758	3.31198651941902	5.3680763200334
ENSCSAG00000000124	7.31914897182887	6.50413387372217	6.27065507294895
ENSCSAG00000000125	2.20098128275793	0.0434389266661969	0.107054829075872
ENSCSAG00000000126	3.55093329050422	0.17434876979054	3.79877389870524
ENSCSAG00000000127	0.7938978628561	0.0554548501093303	0.0744478235345702
ENSCSAG00000000128	0.488257785642753	0.0430782421757382	0.0578322971815091
ENSCSAG00000000129	-1.56528475042941	1.24623072324206	2.16753773818735
ENSCSAG00000000130	2.39639721110489	1.78756704677934	1.00646108461577
ENSCSAG00000000131	0.0378525131857381	1.70593055282566	-0.0216934505113948
ENSCSAG00000000132	5.42854304208325	4.95062456405957	1.00971616585718
ENSCSAG00000000133	1.08166490962106	1.74673338174395	0.357414497134987
ENSCSAG00000000134	6.28892789830876	8.01726745366528	5.82224237802596
ENSCSAG00000000135	1.47370984146967	0.42070581892404	0.799829984106289
ENSCSAG00000000136	1.19449551577459	0.982616311637186	1.58626072458823
ENSCSAG00000000137	3.16603831493175	0.495103488932475	2.32174299363577
ENSCSAG00000000138	2.56292725267377	0.79781673250856	0.617417714817665
ENSCSAG00000000139	5.54807158333586	-0.00936204125208914	0.226925178416231
ENSCSAG00000000140	-0.436351069704073	0.691701514392742	0.973329081811331
ENSCSAG00000000141	3.22027194482943	0.823283848067169	-0.339756316896597
ENSCSAG00000000142	9.11798100652379	11.3659292455091	7.84287642246708
ENSCSAG00000000144	0.306931263154094	0.980589242089252	-0.00878134174334524
ENSCSAG00000000145	0.519693702088544	6.472499443247	4.63694318966446
ENSCSAG00000000146	2.18879838624235	1.99623329891515	2.69987248234251
ENSCSAG00000000147	9.96077278530669	12.0586945318973	8.36496455929603
ENSCSAG00000000148	2.66928185073459	0.453575477854092	0.0258199299113146
ENSCSAG00000000149	5.47055526979122	6.85122149924835	4.81690753046043
ENSCSAG00000000151	2.52231997976394	0.212391346757038	0.161528581479025
ENSCSAG00000000152	3.35018695116655	5.10140638571509	2.52531351911836
ENSCSAG00000000153	2.2448434156853	0.382729712051633	0.121595350763063
ENSCSAG00000000154	5.57587192598773	4.96856540582517	4.9325485736871
ENSCSAG00000000155	3.29617052458156	1.50844695238837	3.08906609253007
ENSCSAG00000000156	9.03890421214596	10.816350662306	9.13900386504804
ENSCSAG00000000157	1.09502458913223	0.534455270878556	2.16532117698921
ENSCSAG00000000159	1.42515890005557	1.34948315489623	1.9965290250482
ENSCSAG00000000160	7.47381841343964	1.3728939284663	4.54406191709406
ENSCSAG00000000161	4.69103112586704	3.40873176687365	3.59595015025931
ENSCSAG00000000162	-0.324447619952395	1.44945426399753	1.15940935345487
ENSCSAG00000000163	10.2497891782228	12.8009129498464	9.99891175193072
ENSCSAG00000000164	4.48972481519311	2.11483997753831	3.05696410776858
ENSCSAG00000000165	2.99469626851629	0.0558314665292833	0.282895478954432
ENSCSAG00000000166	-0.212989153711532	0.234570329378494	0.314909344333038
ENSCSAG00000000167	-0.178179189490995	0.196233237415943	0.263442014575052
ENSCSAG00000000168	5.95690092538456	0.208611740695739	0.322226880419703
ENSCSAG00000000169	2.61096639366139	-0.0149288744301661	0.764435000268776
ENSCSAG00000000170	2.93460269452306	8.83764529668361	5.64468589429334
ENSCSAG00000000171	-0.0455065328540592	7.4268938848198	2.26811016103426
ENSCSAG00000000172	1.13408375304989	-0.0738520904963513	-0.413035762553537
ENSCSAG00000000173	1.61501340186462	0.0328601035248877	3.61873153261049
ENSCSAG00000000174	11.2595132425464	13.8821660607597	9.9716870166939
ENSCSAG00000000175	0.348071493817559	0.979343512991565	2.52144948069088
ENSCSAG00000000176	0.432034000078868	-0.0471811168223771	0.269609293743509
ENSCSAG00000000177	3.6388082931679	0.122560677224753	0.148786754107346
ENSCSAG00000000178	8.30812584614437	6.64076737828217	5.42291062407346
ENSCSAG00000000179	1.01799736140957	0.825728107482527	1.10853532760791
ENSCSAG00000000180	1.82319322107876	-0.164144751235931	1.24025300315717
ENSCSAG00000000181	0.39628243149797	-0.169171135768327	0.0912054042703562
ENSCSAG00000000182	0.273579063964716	0.247976378867103	0.800425515168181
ENSCSAG00000000183	2.10771491204116	1.03329292000454	0.953910245454298
ENSCSAG00000000184	-0.150702157230289	0.157728888043182	0.674616631187106
ENSCSAG00000000186	2.90356533806372	6.95792194474139	6.30530859719489
ENSCSAG00000000187	5.5541484056844	6.74136975956665	5.23177449274895
ENSCSAG00000000188	1.01282964580428	0.564135478806902	1.38362419838882
ENSCSAG00000000189	0.642066390389404	0.694123920127697	2.2043728224829
ENSCSAG00000000190	2.74694323337894	3.21936249568249	2.04836904193857
ENSCSAG00000000191	5.98952913589222	0.0673457211727418	-0.23676492506496
ENSCSAG00000000192	-0.0163852948721758	0.720291976073982	1.00938648079819
ENSCSAG00000000193	3.56192308571059	5.25990701960634	4.45589798268307
ENSCSAG00000000194	2.53682443520813	3.95866525070182	1.96843997909005
ENSCSAG00000000195	2.48336571610547	-0.54274153831036	-0.877960309295111
ENSCSAG00000000196	0.397977384915625	0.639508962685298	0.858537175899077
ENSCSAG00000000198	-0.113024563353864	3.531288401907	1.56665040244687
ENSCSAG00000000199	2.92756476396006	5.99726698125296	4.80286173278698
ENSCSAG00000000200	0.345593945742787	1.09928246249328	1.91929763626393
ENSCSAG00000000201	0.581454943478647	0.435255287573208	1.46338078794815
ENSCSAG00000000202	2.76903501598459	-0.733132401485251	-0.984226114499342
ENSCSAG00000000203	2.36380063826891	0.138474425253599	0.185901134977488
ENSCSAG00000000205	3.01649665601867	3.90715250689109	5.85637130709024
ENSCSAG00000000206	5.45417039659507	6.56523188107479	7.24748209833013
ENSCSAG00000000207	0.0810324094699082	-0.0345923605350107	0.926724088065102
ENSCSAG00000000208	0.759476129891651	0.501284556712401	0.672971690395949
ENSCSAG00000000209	2.73987290774858	4.37345352579371	2.64024817345771
ENSCSAG00000000210	3.68729479029921	3.52350900494658	5.38136573875421
ENSCSAG00000000211	3.76617088051356	2.30936415243523	3.30882489905121
ENSCSAG00000000212	4.78631588952875	-0.227572217895643	-0.305514419133108
ENSCSAG00000000213	5.55008668945836	5.82768737077718	4.71445149076447
ENSCSAG00000000214	4.88895817000544	2.26402126783293	5.55676523316163
ENSCSAG00000000215	0.000404660323479307	0.182673890027287	0.290005490649234
ENSCSAG00000000216	5.11430391834273	4.40031340727708	4.82140326288018
ENSCSAG00000000217	6.5105762469791	3.73896000977192	8.08761626674898
ENSCSAG00000000218	0.980056615848319	0.914858046208039	3.28167953094364
ENSCSAG00000000219	7.59321165325505	5.51224161091479	6.82648775933016
ENSCSAG00000000220	-0.535083746953927	1.09563980981552	2.92539682463841
