heart	kidney	liver
ENSDNOG00000001344	7.839909	9.732234	8.946398
ENSDNOG00000001345	0	4.438925	0.8382822
ENSDNOG00000001347	0	0.09865186	0
ENSDNOG00000001349	0.07791004	0.6177818	0.09804314
ENSDNOG00000001352	2.116161	2.734031	2.355189
ENSDNOG00000001354	0.6794166	1.081728	0.4784873
ENSDNOG00000001356	2.58212	4.295054	4.174886
ENSDNOG00000001357	0	0.5533094	0
ENSDNOG00000001360	0.2580943	1.485916	0.7271241
ENSDNOG00000001366	0.04294587	0.1598307	1.343021
ENSDNOG00000001368	0.03499363	0.9817036	0.3226989
ENSDNOG00000001373	2.6298	4.510259	2.942533
ENSDNOG00000001374	1.841514	3.178498	3.570779
ENSDNOG00000001375	2.125261	3.852249	4.420577
ENSDNOG00000001377	0.2630679	0.6469294	1.583186
ENSDNOG00000001382	2.308352	3.922407	3.877833
ENSDNOG00000001384	0	0	0.3843239
ENSDNOG00000001388	0.1071964	0.8601563	0.7651783
ENSDNOG00000001390	0.04828558	2.967667	1.588282
ENSDNOG00000001396	1.374021	3.417781	3.339635
ENSDNOG00000001397	1.187394	2.121012	2.186234
ENSDNOG00000001399	0.2146744	0.7114112	0.6629656
ENSDNOG00000001401	0.09757561	0.4195518	1.541698
ENSDNOG00000001403	1.293635	1.992428	2.05709
ENSDNOG00000001407	0.1519134	3.759241	2.041453
ENSDNOG00000001408	0.7692716	1.567477	1.44185
ENSDNOG00000001409	1.06591	2.195322	0
ENSDNOG00000001413	3.827575	5.264968	4.156469
ENSDNOG00000001414	0.3794835	1.825073	2.388644
ENSDNOG00000001415	0	0.6269325	0.142352
ENSDNOG00000001416	0	0.3922042	0
ENSDNOG00000001420	0	0.09882404	0.08365481
ENSDNOG00000001431	1.309549	3.528221	2.234762
ENSDNOG00000001432	0.5810089	2.149451	4.272773
ENSDNOG00000001433	2.06076	3.174504	2.689051
ENSDNOG00000001438	0.134233	0.296973	0.6075088
ENSDNOG00000001439	0.4483787	0	0
ENSDNOG00000001443	0.2469455	0.4731261	2.237298
ENSDNOG00000001444	1.907948	2.738843	2.74567
ENSDNOG00000001447	4.112634	5.627566	4.842265
ENSDNOG00000001448	0.3884012	1.827559	0.9758811
ENSDNOG00000001455	1.984957	4.769145	4.673221
ENSDNOG00000001462	0.3984938	0.1960329	0.9291085
ENSDNOG00000001464	0	0	0.241252
ENSDNOG00000001465	1.942818	2.108745	2.892564
ENSDNOG00000001467	0.1451009	0.3649388	0.2636703
ENSDNOG00000001468	0	0	0.253406
ENSDNOG00000001471	1.730492	3.95693	5.55317
ENSDNOG00000001474	0.2306752	1.518621	1.536864
ENSDNOG00000001484	0.08242301	0.5637029	0.4966832
ENSDNOG00000001485	0.3902219	1.184537	0.2375686
ENSDNOG00000001487	0.9451964	2.530013	1.411795
ENSDNOG00000001489	0.1436539	0.8353262	1.555052
ENSDNOG00000001491	1.235598	3.13761	4.076371
ENSDNOG00000001494	0	0.2562257	0
ENSDNOG00000001495	0.9633609	1.325692	1.540906
ENSDNOG00000001497	0.217727	0.6303598	0.1278748
ENSDNOG00000001500	1.061133	1.077653	2.983012
ENSDNOG00000001504	1.76356	2.842035	3.211084
ENSDNOG00000001505	0	0.12173	0
ENSDNOG00000001507	1.890237	1.391971	1.422615
ENSDNOG00000001510	5.442675	3.932808	0
ENSDNOG00000001512	2.351439	2.120342	4.62068
ENSDNOG00000001513	0.907226	0.4103378	0.762757
ENSDNOG00000001515	4.414528	7.535862	8.237609
ENSDNOG00000001516	0.6232807	1.522282	1.554913
ENSDNOG00000001517	1.496268	2.200128	3.41949
ENSDNOG00000001518	1.257355	3.049888	2.052155
ENSDNOG00000001520	0.5448573	2.387431	2.580051
ENSDNOG00000001523	1.243974	3.007152	2.742511
ENSDNOG00000001524	0.3770726	1.613805	1.410395
ENSDNOG00000001531	3.305959	5.498864	5.727177
ENSDNOG00000001532	3.316614	1.984914	2.500698
ENSDNOG00000001533	0.0747697	0.5868012	0
ENSDNOG00000001536	0.4401698	1.33578	2.815948
ENSDNOG00000001537	1.298987	2.110714	1.42634
ENSDNOG00000001538	1.284413	1.639028	0.2841564
ENSDNOG00000001539	0.2503092	1.096512	0.5544798
ENSDNOG00000001541	0.3214629	0.8368314	3.153632
ENSDNOG00000001544	0.5471714	1.804264	1.882029
ENSDNOG00000001545	0.1606782	1.075012	0.9810752
ENSDNOG00000001548	0.8270881	1.747538	2.205899
ENSDNOG00000001553	1.440171	3.905245	2.775099
ENSDNOG00000001554	1.73017	4.21821	4.308475
ENSDNOG00000001556	0.2028791	1.270206	1.508966
ENSDNOG00000001558	0	0.9984237	2.563719
ENSDNOG00000001560	0	0.4177472	0.07885518
ENSDNOG00000001562	1.312607	2.252028	1.896745
ENSDNOG00000001565	2.06333	3.533824	3.367543
ENSDNOG00000001566	0	0.07001542	0
ENSDNOG00000001567	0.9981652	2.196091	1.996888
ENSDNOG00000001568	2.824664	3.517477	4.092317
ENSDNOG00000001570	2.261934	2.410623	2.086383
ENSDNOG00000001576	1.446536	4.968107	4.462838
ENSDNOG00000001577	0	1.077626	0.6829813
ENSDNOG00000001579	1.36953	3.830718	3.321583
ENSDNOG00000001580	0	0	0.08894564
ENSDNOG00000001581	0.09718858	0.5986272	0.4664058
ENSDNOG00000001582	0	0	0.1996642
ENSDNOG00000001585	0.3082723	0.7450867	0.7764258
ENSDNOG00000001586	0.0257241	4.950156	2.602169
ENSDNOG00000001589	0.2975882	1.298869	0.9187045
ENSDNOG00000001591	1.692704	0.3282574	1.919504
ENSDNOG00000001595	0	0	0.4156127
ENSDNOG00000001596	0	4.678297	0
ENSDNOG00000001600	0.859079	1.41751	1.901448
ENSDNOG00000001604	0.6111223	1.321409	1.725646
ENSDNOG00000001607	0.08312158	0.1829084	0
ENSDNOG00000001608	0.7596212	1.255054	1.560348
ENSDNOG00000001609	0.448217	1.161359	0.7113707
ENSDNOG00000001610	1.948328	3.728008	2.471617
ENSDNOG00000001613	5.332135	7.001037	6.729838
ENSDNOG00000001614	0.03545049	1.968909	0.1240498
ENSDNOG00000001616	0	0	4.13734
ENSDNOG00000001620	0	0.5303614	2.401933
ENSDNOG00000001626	1.030364	1.540593	3.80061
ENSDNOG00000001628	0.3257364	2.427909	2.094702
ENSDNOG00000001629	1.593746	2.053733	2.412126
ENSDNOG00000001632	5.434556	5.892923	4.957873
ENSDNOG00000001633	0	1.750932	0.1207282
ENSDNOG00000001636	1.742972	3.037772	3.024148
ENSDNOG00000001637	0.7775885	1.508697	1.906183
ENSDNOG00000001639	0.0464655	0	1.605684
ENSDNOG00000001642	1.442466	2.939732	2.899827
ENSDNOG00000001650	0	0	2.449406
ENSDNOG00000001656	0.2210728	0.5362827	0.5056806
ENSDNOG00000001660	0.6789733	0	0.867498
ENSDNOG00000001662	0	0	0.744577
ENSDNOG00000001663	5.379954	2.605025	2.340528
ENSDNOG00000001664	0.05352705	0.2904504	0.7289427
ENSDNOG00000001665	2.521116	3.272158	2.528134
ENSDNOG00000001666	1.692043	3.670738	3.849209
ENSDNOG00000001670	0.8039676	1.569909	1.236615
ENSDNOG00000001672	4.760327	6.43305	6.034685
ENSDNOG00000001675	1.106549	1.920461	2.228643
ENSDNOG00000001679	0.1684007	0.4343277	3.861816
ENSDNOG00000001680	1.631053	3.247206	3.282206
ENSDNOG00000001682	1.445382	3.006208	3.085656
ENSDNOG00000001684	1.241232	2.048468	1.813338
ENSDNOG00000001686	0.2916248	1.034188	0.3002784
ENSDNOG00000001687	2.461398	5.159274	7.259216
ENSDNOG00000001688	0.6638282	2.585092	3.198002
ENSDNOG00000001689	0	0.1378497	0
ENSDNOG00000001690	0.9226599	2.473023	3.110889
ENSDNOG00000001691	0.2060168	0	0
ENSDNOG00000001692	1.084731	2.902174	4.025622
ENSDNOG00000001694	1.656414	3.919254	5.376915
ENSDNOG00000001696	2.18708	3.732793	3.146725
ENSDNOG00000001697	0.089966	0.2572919	0
ENSDNOG00000001703	0.9756148	1.099605	1.968979
ENSDNOG00000001706	0.4836388	1.287945	2.421816
ENSDNOG00000001707	0.4727914	0.3744386	0.4571414
ENSDNOG00000001708	0.4525427	2.427078	0.6356132
ENSDNOG00000001710	0.4004527	1.154408	0.8174956
ENSDNOG00000001714	0	1.396499	0
ENSDNOG00000001720	1.571311	2.952917	2.606182
ENSDNOG00000001733	3.104045	1.513218	0.9978033
ENSDNOG00000001736	0	0	2.692389
ENSDNOG00000001738	0.8273174	3.624288	3.610889
ENSDNOG00000001739	1.291556	1.741454	1.364522
ENSDNOG00000001742	0.5339929	1.135719	0.5993959
ENSDNOG00000001745	0	0.4020882	0.3284338
ENSDNOG00000001746	1.691188	3.413876	2.332184
ENSDNOG00000001749	1.83716	3.371959	3.667529
ENSDNOG00000001750	0.6004544	2.157959	3.572817
ENSDNOG00000001753	0	0.17734	0.07198901
ENSDNOG00000001756	0.0896096	0.258525	0.1786369
ENSDNOG00000001760	1.88739	3.62081	2.917922
ENSDNOG00000001767	0.9112452	1.774861	3.079139
ENSDNOG00000001769	0	0.9741783	3.130091
ENSDNOG00000001770	1.911979	1.098406	5.482548
ENSDNOG00000001774	0.3166995	1.843498	1.730053
ENSDNOG00000001779	0.89526	1.711424	2.759989
ENSDNOG00000001780	0.4628701	2.261013	3.040375
ENSDNOG00000001790	0.1009963	0.2808589	0.125158
ENSDNOG00000001791	0.3191358	0.8289873	0.2788888
ENSDNOG00000001792	2.443448	2.873792	4.498155
ENSDNOG00000001797	1.886983	0.9732219	2.401005
ENSDNOG00000001798	0	3.953088	3.009121
ENSDNOG00000001801	0	0.1563694	0
ENSDNOG00000001802	1.928537	3.790677	3.95336
ENSDNOG00000001806	0.9144597	1.985978	1.900718
ENSDNOG00000001807	1.543595	2.143671	2.207184
ENSDNOG00000001808	0.2073469	1.008946	9.972348
ENSDNOG00000001810	0.03240431	0.1457374	0.0584707
ENSDNOG00000001817	3.588121	3.068788	2.408451
ENSDNOG00000001818	2.38424	4.058109	3.685312
ENSDNOG00000001836	0.6345003	1.750028	2.650261
ENSDNOG00000001838	0.1611254	0.4541527	0.3956935
ENSDNOG00000001839	0.5205379	2.65799	2.141243
ENSDNOG00000001847	0.3018826	0.8709912	2.909518
ENSDNOG00000001849	0.742816	1.804917	2.762797
ENSDNOG00000001850	0.67426	2.463021	2.087996
ENSDNOG00000001851	1.420342	2.077585	2.378947
ENSDNOG00000001855	0.04268216	4.811276	5.471841
ENSDNOG00000001856	0.8938872	2.742627	3.354455
ENSDNOG00000001858	0.08850609	1.163338	3.406761
ENSDNOG00000001860	2.686108	4.068464	3.418055
ENSDNOG00000001861	1.77527	4.224457	4.551491
ENSDNOG00000001864	0.7400036	2.32794	2.984166
ENSDNOG00000001867	0.5037253	4.338118	4.392736
ENSDNOG00000001868	1.052555	3.282354	3.756917
ENSDNOG00000001879	2.977895	4.178691	4.671905
ENSDNOG00000001880	1.546059	1.810543	3.956912
ENSDNOG00000001881	0	0.05080758	0.0396936
ENSDNOG00000001882	1.366359	3.543842	2.931375
ENSDNOG00000001894	0	0	0.2507021
ENSDNOG00000001895	2.01224	3.859602	3.246317
ENSDNOG00000001899	0.4038207	0.7812372	0.5513762
ENSDNOG00000001902	1.389985	4.005409	2.650675
ENSDNOG00000001903	1.941042	2.333049	2.607621
ENSDNOG00000001908	1.168019	1.706743	1.06013
ENSDNOG00000001910	0.213942	0.2929537	0.4002428
ENSDNOG00000001915	0.6320653	0.5516824	2.428652
ENSDNOG00000001917	2.293677	3.863413	2.865357
ENSDNOG00000001920	0.3771871	0.5106379	2.418862
ENSDNOG00000001921	1.47676	3.178445	2.848394
ENSDNOG00000001922	3.012662	4.933341	4.698063
ENSDNOG00000001924	1.773206	2.777336	3.014536
ENSDNOG00000001929	1.973799	7.976026	5.8954
ENSDNOG00000001931	0.08648297	0.1024552	0.2273616
ENSDNOG00000001932	0.54497	0.5865294	0.8640423
ENSDNOG00000001933	0.9420903	1.379127	0.7991371
ENSDNOG00000001934	0.3403902	2.371668	1.241578
ENSDNOG00000001937	0.1040262	0.2337592	1.785186
ENSDNOG00000001938	0.3051838	3.079469	1.435394
ENSDNOG00000001939	0.1040663	0	0
ENSDNOG00000001942	0	0.4675508	3.555841
ENSDNOG00000001943	1.182997	3.531893	4.370018
ENSDNOG00000001948	0	0	1.562113
ENSDNOG00000001950	2.412529	3.850152	4.042634
ENSDNOG00000001955	7.414017	7.894745	7.809331
ENSDNOG00000001963	1.193337	1.478221	1.345436
ENSDNOG00000001965	1.937744	2.234365	2.795974
ENSDNOG00000001966	0.02061357	0	0
ENSDNOG00000001967	0.04774023	0.7500842	0.2234337
ENSDNOG00000001969	1.109675	2.593753	2.824904
ENSDNOG00000001971	3.86377	5.269976	6.316303
ENSDNOG00000001973	0.7476349	2.024387	1.711605
ENSDNOG00000001976	0.02761156	1.644747	1.066372
ENSDNOG00000001978	0	0	0.1487415
ENSDNOG00000001983	0.6499226	1.872285	1.960308
ENSDNOG00000001984	6.528928	7.577338	7.124008
ENSDNOG00000001987	5.312709	6.433135	6.18404
ENSDNOG00000001994	3.20387	4.280726	3.877411
ENSDNOG00000001996	0.3917303	0.1650115	0
ENSDNOG00000001998	3.17101	4.549996	5.016421
ENSDNOG00000001999	1.030781	0.9682899	0.2221566
ENSDNOG00000002000	1.379809	3.632652	3.752513
ENSDNOG00000002005	0.5553843	2.382872	2.743017
ENSDNOG00000002007	1.759595	2.901655	3.491947
ENSDNOG00000002008	0	0.2795985	0.2522328
ENSDNOG00000002009	0.6196262	1.283045	0.540914
ENSDNOG00000002011	2.127429	3.515397	2.279774
ENSDNOG00000002014	0	0.3839127	0
ENSDNOG00000002015	0.02683815	0.07488394	0
ENSDNOG00000002017	2.554103	2.91102	4.575573
ENSDNOG00000002018	3.032124	2.046603	1.634505
ENSDNOG00000002024	0.7495677	4.141505	3.761319
ENSDNOG00000002029	0.6148182	1.781364	2.650537
ENSDNOG00000002035	0.9916748	3.195039	3.282942
ENSDNOG00000002036	0.786823	0.3668767	0
ENSDNOG00000002038	0.08207974	0.144331	0.05943862
ENSDNOG00000002044	1.545064	5.345311	4.92284
ENSDNOG00000002048	0.5721388	0.3262301	0.3409052
ENSDNOG00000002051	0.8364307	2.024057	3.128011
ENSDNOG00000002056	0.2036798	1.160507	0
ENSDNOG00000002057	0.3939971	0	3.399859
ENSDNOG00000002058	1.06471	2.496288	3.140404
ENSDNOG00000002060	1.287525	1.668605	1.586803
ENSDNOG00000002063	0	0.03686831	0
ENSDNOG00000002067	3.53096	7.580227	7.274949
ENSDNOG00000002068	0.8707245	3.059281	1.941099
ENSDNOG00000002069	1.401641	1.719306	1.55059
ENSDNOG00000002073	3.73733	4.594125	4.517591
ENSDNOG00000002075	0.3358594	1.48025	0.643243
ENSDNOG00000002076	4.076171	5.208326	5.913428
ENSDNOG00000002078	3.981216	6.270682	5.626804
ENSDNOG00000002079	0.6398776	1.110196	2.452508
ENSDNOG00000002083	0.1718089	0.5140778	0.4328012
ENSDNOG00000002084	1.377379	2.454339	3.065979
ENSDNOG00000002092	0.2199596	0.6446325	0.7636274
ENSDNOG00000002097	0.8018134	3.310221	3.173794
ENSDNOG00000002098	3.337864	5.54691	7.169654
ENSDNOG00000002105	1.973933	4.440739	2.791452
ENSDNOG00000002109	0	0.4891051	0
ENSDNOG00000002110	0.2125432	0.2405109	0.1065633
ENSDNOG00000002113	0.7010291	2.793623	1.845221
ENSDNOG00000002114	1.395502	1.484112	0.6318577
ENSDNOG00000002115	2.7952	4.046238	4.272583
ENSDNOG00000002118	1.817816	4.110091	5.705646
ENSDNOG00000002121	0	0.204182	0.1784444
ENSDNOG00000002122	0.8623046	3.073049	2.12763
ENSDNOG00000002126	1.038963	1.295447	0
ENSDNOG00000002127	0.05277089	0	0.1957747
ENSDNOG00000002128	1.239612	2.281885	2.307991
ENSDNOG00000002131	1.768388	1.564066	1.734274
ENSDNOG00000002132	1.48527	2.352894	4.133683
ENSDNOG00000002134	5.79166	0.6638547	0.1588502
ENSDNOG00000002141	0.4360872	1.663534	1.029269
ENSDNOG00000002142	2.546077	3.367841	2.440003
ENSDNOG00000002144	1.099113	2.546904	2.797831
ENSDNOG00000002149	1.260772	2.304193	2.686586
ENSDNOG00000002152	0	2.007041	0
ENSDNOG00000002153	0.969909	1.707494	0.5801978
ENSDNOG00000002157	0.8528466	1.694555	1.833076
ENSDNOG00000002159	0	3.048949	1.971314
ENSDNOG00000002161	1.858995	0	2.212277
ENSDNOG00000002162	0.2420781	0.98603	0.867989
ENSDNOG00000002167	1.08943	0	0.7765513
ENSDNOG00000002168	0.4949542	0.0427942	2.399253
ENSDNOG00000002173	1.818372	2.878906	2.748324
ENSDNOG00000002177	5.658965	5.008594	4.693615
ENSDNOG00000002180	1.754353	2.774625	2.353306
ENSDNOG00000002182	0.4060599	1.187571	1.364203
ENSDNOG00000002185	0.03949414	0.01693626	0.06274274
ENSDNOG00000002186	0.2955655	5.309958	1.150625
ENSDNOG00000002187	0.27009	0.9091983	0.6295004
ENSDNOG00000002189	0.3586584	1.504793	0.5319488
ENSDNOG00000002190	0.9534031	1.991358	4.125387
ENSDNOG00000002191	2.283006	4.1344	4.312525
ENSDNOG00000002196	0.09799636	0.414588	0
ENSDNOG00000002205	0.5728344	1.659988	0.7911923
ENSDNOG00000002206	0.6067104	1.737358	2.91195
ENSDNOG00000002207	3.329843	5.785658	4.795019
ENSDNOG00000002208	0.6821643	0.1899232	0.5333191
ENSDNOG00000002209	2.357223	3.44144	2.159626
ENSDNOG00000002211	1.596525	3.309885	2.920347
ENSDNOG00000002212	2.065903	2.724618	2.564259
ENSDNOG00000002214	5.983491	6.76682	6.251126
ENSDNOG00000002215	0.8829771	1.262632	1.600745
ENSDNOG00000002216	1.583399	3.416218	3.241074
ENSDNOG00000002219	0	0.2147478	0
ENSDNOG00000002220	4.128137	6.293751	8.485584
ENSDNOG00000002222	5.597448	6.715138	6.309447
ENSDNOG00000002227	2.149575	2.750092	3.147105
ENSDNOG00000002235	1.278029	1.795493	2.190097
ENSDNOG00000002236	0.3426981	2.053414	1.64357
ENSDNOG00000002237	0.08144503	0.420837	1.700218
ENSDNOG00000002241	4.32722	5.880514	5.256765
ENSDNOG00000002244	0.2380629	0.9407975	0.3329874
ENSDNOG00000002245	2.668041	4.945262	5.74124
ENSDNOG00000002246	2.369182	1.213422	0
ENSDNOG00000002250	3.744452	3.287945	2.98365
ENSDNOG00000002251	0.6272193	0.8210326	1.947146
ENSDNOG00000002252	0.06160949	0.2655521	0.5700608
ENSDNOG00000002254	3.085499	4.539233	3.597329
ENSDNOG00000002257	1.39968	4.944382	3.908639
ENSDNOG00000002259	0	0.1291586	0.7974812
ENSDNOG00000002261	0	0	1.414276
ENSDNOG00000002262	0.04453611	2.753947	0.985343
ENSDNOG00000002265	2.714202	3.071128	3.12469
ENSDNOG00000002275	1.707174	2.042368	1.863007
ENSDNOG00000002276	0.2769575	1.319346	0.4267875
ENSDNOG00000002277	1.417375	1.90386	2.486496
ENSDNOG00000002278	0	0	0.8176527
ENSDNOG00000002280	0.1858463	4.148601	1.51493
ENSDNOG00000002281	0.7443101	2.592328	1.796893
ENSDNOG00000002284	0	0.1764121	0
ENSDNOG00000002285	1.501781	3.068736	3.177235
ENSDNOG00000002289	9.095677	10.87361	10.05312
ENSDNOG00000002293	1.755276	3.227011	2.72398
ENSDNOG00000002295	0.01041804	0.1102242	0
ENSDNOG00000002299	0.05004735	0.0306748	0
ENSDNOG00000002302	1.781779	2.532295	2.527763
ENSDNOG00000002303	3.527558	4.635714	4.947077
ENSDNOG00000002304	0.2073269	0	0.5255337
ENSDNOG00000002308	0.7563615	1.004336	0.5443944
ENSDNOG00000002314	1.420081	2.14912	1.420787
ENSDNOG00000002317	1.746867	2.42389	2.558285
ENSDNOG00000002320	4.171287	4.400811	3.285423
ENSDNOG00000002326	0.02613956	0.3438421	0.2840734
ENSDNOG00000002327	0.03061957	0	0.0718593
ENSDNOG00000002329	1.0156	2.372577	1.55419
ENSDNOG00000002330	2.851217	4.635526	4.460693
ENSDNOG00000002334	1.097793	2.161081	3.39047
ENSDNOG00000002337	0.06413152	0.8896184	0.4046993
ENSDNOG00000002338	0.1138238	1.517754	1.401762
ENSDNOG00000002340	0.05019979	0.1517238	0.6207103
ENSDNOG00000002341	1.530031	3.309638	2.29764
ENSDNOG00000002342	2.332201	4.285069	4.910013
ENSDNOG00000002344	0	0.3082863	0
ENSDNOG00000002345	1.425889	1.737332	0.9878236
ENSDNOG00000002346	0.5803385	2.208065	2.03548
ENSDNOG00000002349	0	0	1.44945
ENSDNOG00000002355	1.801955	1.585704	2.817198
ENSDNOG00000002358	1.448738	3.15143	2.581879
ENSDNOG00000002361	0.2417145	0.8199591	0.6112064
ENSDNOG00000002362	4.137676	5.370534	6.622919
ENSDNOG00000002365	6.217843	8.471338	7.333245
ENSDNOG00000002369	0.1295581	0.1229092	0.1526935
ENSDNOG00000002373	2.173332	3.655088	3.693085
ENSDNOG00000002375	1.155769	1.908978	2.256195
ENSDNOG00000002376	5.163599	7.486232	7.23808
ENSDNOG00000002378	3.863274	6.021864	3.3714
ENSDNOG00000002379	1.05062	5.720519	0.9911646
ENSDNOG00000002384	2.209447	5.303266	5.713616
ENSDNOG00000002385	1.033532	1.409592	0.6698785
ENSDNOG00000002386	0	0	0.5496987
ENSDNOG00000002387	1.061161	1.513162	3.500037
ENSDNOG00000002388	0.5053361	6.332169	0.1212192
ENSDNOG00000002389	1.89822	2.731696	2.229991
ENSDNOG00000002390	0.1501034	0.3462319	0.1945221
ENSDNOG00000002391	0.600913	1.730605	1.554624
ENSDNOG00000002392	1.229108	2.645492	3.584975
ENSDNOG00000002393	4.862362	6.234953	5.587867
ENSDNOG00000002395	3.658234	4.684286	3.073112
ENSDNOG00000002399	0.770177	2.624889	4.487621
ENSDNOG00000002400	3.780121	6.810057	6.833371
ENSDNOG00000002402	0.9792213	5.070862	4.181301
ENSDNOG00000002403	0.1152585	0	1.916171
ENSDNOG00000002404	0.9327755	2.03733	1.673638
ENSDNOG00000002406	2.494884	3.372129	4.307669
ENSDNOG00000002407	1.680738	4.5826	4.97903
ENSDNOG00000002408	0.01675831	0.5258053	0.009941758
ENSDNOG00000002410	0.02413752	2.139483	0.5922355
ENSDNOG00000002412	2.04603	2.732966	1.338807
ENSDNOG00000002415	1.346877	2.783932	2.701494
ENSDNOG00000002418	2.90443	4.322959	5.406227
ENSDNOG00000002424	0.3244834	0.5442875	1.099962
ENSDNOG00000002426	0.07362928	3.578021	1.250282
ENSDNOG00000002429	0.288887	2.004574	1.929378
ENSDNOG00000002431	0.7353341	2.36446	1.530635
ENSDNOG00000002435	1.642748	2.946589	2.058337
ENSDNOG00000002438	0	0.1145675	1.071035
ENSDNOG00000002440	0	4.722723	0
ENSDNOG00000002451	0	1.604783	0
ENSDNOG00000002455	0	0.2721224	0
ENSDNOG00000002456	0.6872713	1.684168	0.5638961
ENSDNOG00000002458	0.46073	0	0.8871415
ENSDNOG00000002461	2.074745	3.3765	3.300884
ENSDNOG00000002467	0.5239704	0.7919041	2.946074
ENSDNOG00000002469	0.1475373	0.3274321	0.2476578
ENSDNOG00000002470	2.542486	4.336305	4.221954
ENSDNOG00000002472	0	1.922628	0
ENSDNOG00000002473	0.5782876	2.974327	4.531201
ENSDNOG00000002478	0.2564974	1.776567	1.735397
ENSDNOG00000002479	1.770381	3.351763	3.281679
ENSDNOG00000002481	0.3197505	1.94151	4.531344
ENSDNOG00000002484	1.735436	3.934422	4.247236
ENSDNOG00000002486	2.089807	3.658874	2.971271
ENSDNOG00000002488	0.238532	1.7559	2.357118
ENSDNOG00000002491	0	0.04232985	0
ENSDNOG00000002492	0	0.9395034	0.06475885
ENSDNOG00000002494	0.1148133	0.6478109	0.5179227
ENSDNOG00000002495	1.786872	2.344689	2.2581
ENSDNOG00000002498	0.3127953	1.202744	0
ENSDNOG00000002501	2.004929	2.829545	3.448099
ENSDNOG00000002502	1.487425	3.230371	3.377693
ENSDNOG00000002505	2.287121	3.891866	3.728824
ENSDNOG00000002511	3.000137	3.326432	3.506691
ENSDNOG00000002515	4.170614	4.311118	5.924219
ENSDNOG00000002518	2.030361	3.823423	3.844366
ENSDNOG00000002519	0.3305125	4.561821	3.764781
ENSDNOG00000002520	0.1185951	1.101091	0.5769584
ENSDNOG00000002528	1.702449	2.238368	0.0943727
ENSDNOG00000002530	2.259299	0.4737672	3.745694
ENSDNOG00000002532	0.1785336	1.44083	3.621173
ENSDNOG00000002534	0.7942329	2.396625	1.992678
ENSDNOG00000002535	1.330277	3.494147	3.182954
ENSDNOG00000002537	1.13211	1.721504	1.690721
ENSDNOG00000002541	0.3621175	0	0
ENSDNOG00000002542	0.82895	2.008856	2.152855
ENSDNOG00000002547	0.09009883	0	0.1601212
ENSDNOG00000002552	2.92505	2.60512	0.9893461
ENSDNOG00000002556	1.652615	2.887159	2.541346
ENSDNOG00000002558	1.906902	3.240508	2.84443
ENSDNOG00000002563	2.67515	4.536961	5.120099
ENSDNOG00000002564	2.284108	4.034213	4.782652
ENSDNOG00000002565	0.5886463	0.6383343	1.261729
ENSDNOG00000002572	2.737342	4.732179	4.198617
ENSDNOG00000002573	0.7288322	1.701642	0.9037833
ENSDNOG00000002581	0	0	0.04477123
ENSDNOG00000002582	0.1151017	0.9332607	0.2536674
ENSDNOG00000002584	1.118366	1.668873	1.410536
ENSDNOG00000002588	0.3530678	0	0
ENSDNOG00000002589	0.4408162	1.030626	1.301301
ENSDNOG00000002593	0	0.1041019	0.3144692
ENSDNOG00000002594	1.238383	3.117514	2.97009
ENSDNOG00000002596	1.679762	3.780079	3.067592
ENSDNOG00000002598	0.168568	6.02255	0.2488433
ENSDNOG00000002599	1.47819	4.372827	3.661351
ENSDNOG00000002606	0.8572493	1.917103	2.644182
ENSDNOG00000002610	0.4398189	2.630009	8.88822
ENSDNOG00000002611	0.511893	1.688968	0.05576332
ENSDNOG00000002612	0.6021129	2.193267	2.675899
ENSDNOG00000002613	0.4624115	0.187845	0.1730276
ENSDNOG00000002614	1.015126	1.205749	1.111793
ENSDNOG00000002617	2.61205	5.101759	6.926166
ENSDNOG00000002618	0.3966516	1.442471	0.8805664
