brain	heart	kidney	liver	ovary	testis
ENSMODG00000000001	9.27644621057033	0.438333184148912	1.92043237637208	0.672508440119983	3.86540427423852	2.93929682528968
ENSMODG00000000002	-0.2434517812648	3.62077311894531	3.47161231991498	6.06303931821044	5.253362102772	1.79034401968874
ENSMODG00000000003	0.524357699316641	0.448042819357191	-0.0968107493656277	0.441048768288951	0.311728489418723	9.22312091134463
ENSMODG00000000005	3.84427308563263	3.93788236559767	6.69718435610953	3.51203884991378	5.25254173657351	4.75796002818056
ENSMODG00000000006	2.76130630337876	0.15685769659386	4.51379565442996	2.02892174515548	3.82016697826917	6.4926187574368
ENSMODG00000000008	1.28830487857484	0.371869473508406	0.292090378479146	0.689108935429328	0.455079958013944	-0.0876925020573145
ENSMODG00000000011	7.278416089759	1.85776858076488	0.9030183955208	0.514724908316592	2.48757658128274	0.224915133715698
ENSMODG00000000012	9.47996541855951	5.91469738818856	7.62335988792461	4.67138508405951	7.24479356255409	5.02420415132359
ENSMODG00000000013	1.44127529869543	1.90181327835456	1.52338037028149	1.04512368209476	3.69941926880799	1.65937246896104
ENSMODG00000000014	0.916449590371985	0.812035997034089	0.467416216330886	0.553063343642111	0.58457109598976	8.50815071875613
ENSMODG00000000015	0.382409497250475	0.110427437634398	0.261294578778561	0.178282912544348	0.243622044202501	0.676521255026527
ENSMODG00000000016	0.609194787295628	0.0196449714710444	0.18660208676851	0.148894615228404	2.67198325752579	6.31882960440532
ENSMODG00000000018	0.835075713561281	0.14392833209539	-0.0759614618489988	0.514771172691784	1.23801349184937	8.59739476857279
ENSMODG00000000019	0.563647904480781	-0.162501524721644	0.0133574652789992	0.804078400603097	0.784032508661612	-0.0491648630253736
ENSMODG00000000020	1.753380356424	3.71453364788322	2.41626917904718	1.06911445944984	5.92682130816815	5.09174349394942
ENSMODG00000000021	3.27821972159103	1.70875057707238	3.25552444011675	2.33998870759497	1.12408481911395	1.94920846582818
ENSMODG00000000022	5.74498697948305	4.87683325005337	5.71539585243383	4.2439165901659	5.00948126683804	6.99373030309649
ENSMODG00000000023	-0.109481278499985	0.795777905536026	0.739548380833846	0.968935266268164	0.477387940007427	0.13965683596646
ENSMODG00000000026	0.531928284935608	0.15453726764637	1.31850573601482	3.30048538664828	0.88311904679035	4.67024215364234
ENSMODG00000000029	0.370242882643198	-0.00413104532673879	0.205276732682085	0.0019642915025199	1.78285222369433	0.206420690857117
ENSMODG00000000031	10.0191563791095	10.8075523998037	10.1903119945395	9.26976196538531	9.27431041193648	9.99295155984389
ENSMODG00000000032	5.2305272175057	1.84260840320654	1.69234598094842	2.24392284857752	3.28520531284908	2.18071349264652
ENSMODG00000000033	6.19241097062342	0.864525678710334	2.06845534530769	0.462064779822712	1.73254467551934	2.32290596050976
ENSMODG00000000034	6.20314790085336	8.86887404473756	3.27917035048888	1.28052281300198	5.02687290972994	1.38595993952728
ENSMODG00000000035	7.61900776242185	6.75934358794885	7.05133923941847	7.35204705576913	7.52609488786628	7.18817705982073
ENSMODG00000000036	1.34395993958977	2.91680936016453	1.41560218863382	0.908378050517115	2.39945458044795	1.89093701628573
ENSMODG00000000038	0.664198489779868	0.0557741572334586	8.23881779330586	-0.119921842931276	0.63637659710962	0.507471842338739
ENSMODG00000000040	4.45456781074531	4.63679392375445	4.86005083339902	4.20982960448311	7.51911414133545	4.64979004163654
ENSMODG00000000041	-0.167971108393036	1.65250939312141	-0.0211261349960951	0.0813566651401785	0.348453990239948	1.57583487025869
ENSMODG00000000042	11.033383475659	3.57703753574478	4.34044758229449	3.54684276572363	6.53549013625851	7.81589944275228
ENSMODG00000000043	7.66072109166663	6.84230117195673	7.18469378331436	6.95706440927382	6.45967416103809	7.64914531292738
ENSMODG00000000044	2.76093168797172	2.97667646935226	2.28696778179596	1.39390249043567	4.42924368231395	1.94712989325561
ENSMODG00000000048	1.36735403147369	0.922300539834866	0.543334915275757	0.145405031940125	0.963265180534389	6.26184276305295
ENSMODG00000000049	2.68675741386497	5.14157108443762	8.15540019217814	7.3843101092747	6.23616271800329	4.81348403264961
ENSMODG00000000050	0.787218273344635	0.438440104381457	0.000131098557156043	0.0704161263043628	0.458525421142399	0.401101369754375
ENSMODG00000000052	5.2461110607189	5.59511310626078	5.34665955795435	5.13676527331284	5.91517566391561	5.35232924983332
ENSMODG00000000053	4.11158847245846	1.1729289146871	1.45171181281163	1.16312627784645	1.57989979227755	1.96535444858992
ENSMODG00000000054	-0.0827046775516096	-0.0563925435142629	0.391121410726121	6.57162394567987	0.173784873481111	3.75892956514179
ENSMODG00000000056	5.91559691924701	6.92159456575099	6.9052290977671	7.24345767696605	6.86444310747967	7.90230985887637
ENSMODG00000000057	1.91713083710444	1.31567925094555	-0.0375057288586278	0.00147481099887643	3.31370450008912	1.73571153533738
ENSMODG00000000058	1.2478656202243	-0.00826684563949329	-0.0368241026299119	-0.297468421058167	3.25814489938138	4.78801739515635
ENSMODG00000000060	4.79140075532088	1.17511435584501	3.4194719051931	6.50489485409015	1.80595254451691	0.91717591934847
ENSMODG00000000063	0.0217001915036113	2.68042980241041	1.25081804498337	0.118557461412308	1.62108800046416	-0.286625436200491
ENSMODG00000000065	4.56830686582806	5.83609338927238	6.7233259968603	7.71307424896517	5.96639041994384	4.836957548055
ENSMODG00000000067	7.24778220789695	7.91857157648582	7.69269711488469	8.16620647363205	7.64133792832785	10.090386267186
ENSMODG00000000068	7.43095391453486	6.44269227612019	7.9079030798444	7.83472119347993	5.68929667537005	5.90958287644918
ENSMODG00000000074	1.12617937507847	0.969754253986994	0.732310696790855	0.402654974212135	0.623971530750587	2.62924269477186
ENSMODG00000000076	1.79761514302195	1.17903952040164	0.861811851047098	0.592995507857098	3.22144077382883	1.77593300937586
ENSMODG00000000077	1.32622820147183	1.14113362009065	0.816875746627299	0.761049110983092	0.430113919148748	0.954082473862389
ENSMODG00000000079	3.50725774080482	1.01023943958524	3.13309961208239	1.85931193146527	3.52278088627029	8.60087873998722
ENSMODG00000000081	0.0330259797917493	-0.00126770149223329	0.0100600035384533	-0.00650032775877353	0.185090572079885	-0.0326261083492379
ENSMODG00000000082	5.81176961554722	7.15895615474107	6.63125959541409	7.69303938262341	6.58555183696853	8.94936674303395
ENSMODG00000000083	8.03820186986226	7.24947031173744	6.73368743353573	7.69597570585251	7.04188423837672	7.58007975667283
ENSMODG00000000084	1.95704589405294	0.595296983033621	1.02114643653432	1.13097387889058	0.606187838382951	0.81965862793797
ENSMODG00000000085	1.23286311786936	9.23255036497299	0.947458501034005	4.48114033633636	0.764336396856161	-0.0452980038313586
ENSMODG00000000086	1.10963628548876	2.30518842976949	1.86588790955323	1.46592944696338	2.44601655330739	2.09676328385618
ENSMODG00000000087	7.79538173419692	6.81848736520828	4.89149807380269	5.08589963419663	7.28012729778393	6.12206230138675
ENSMODG00000000088	6.85614613850599	6.52701755093698	6.67529454818766	7.32581655353374	7.14732284049308	5.84112991736107
ENSMODG00000000089	6.14781770967546	7.85145938756528	7.35178377172828	7.29774392108729	7.56971918920681	7.53909697693636
ENSMODG00000000090	6.52448518778438	7.24721086492632	7.0668652359322	10.2802835122391	7.41809635743816	6.8419955664062
ENSMODG00000000092	8.24552849895729	4.18150116219593	5.17878146450071	1.49613762517581	6.16670727264517	7.35871256660383
ENSMODG00000000094	5.57831526960293	9.19672720221688	6.21513918421588	7.06520009761724	6.94041725630266	8.45104303061957
ENSMODG00000000095	3.95579034502229	3.47174400734705	3.33438000631694	7.7927492727248	3.39652246496491	3.34143140629164
ENSMODG00000000097	5.05264401365121	5.37062416059624	4.19807179085123	4.655089256847	6.30259019843495	6.66973178244778
ENSMODG00000000098	14.3097272525815	15.2173541101769	13.5559919585433	12.4901382762672	11.8883695877796	12.0046661048227
ENSMODG00000000099	6.16902044485153	0.475300221303385	0.495314100997619	0.0775983965565681	2.15530554450175	1.97965981687156
ENSMODG00000000101	9.19899227544627	6.80517952926162	6.73382076175446	3.97435869463306	4.39618890749285	5.53941234790736
ENSMODG00000000102	2.34071801741392	1.05876193520746	6.36111182706299	8.70919923071567	3.27733541225815	3.94045056788283
ENSMODG00000000104	5.02331862826289	4.7993503983273	5.60733980310438	3.90488884769679	6.51057963382444	3.8145575844389
ENSMODG00000000105	2.7799852172474	8.01698833408713	0.876997795085766	0.637708128246435	1.45603494651782	2.78998970974389
ENSMODG00000000106	0.259696629531495	0.197221661843513	-0.00236294291025702	-0.0602453846519062	0.280650095883658	1.31353707434318
ENSMODG00000000107	5.6552519404473	6.98261649672934	6.22354537135899	6.84140892175453	6.87123303793311	6.22834634597789
ENSMODG00000000109	7.28024451098305	5.42523200689029	7.42003325498691	5.36158675447912	6.81890462170116	7.52883178941905
ENSMODG00000000111	6.82847099009124	5.55046275472184	5.36713414221762	5.00425894110092	5.70444151508312	6.48199191029762
ENSMODG00000000113	1.43991272914475	0.246818134552505	1.29490653231615	0.496542077124805	8.04849452350802	0.0987087413436037
ENSMODG00000000115	5.90511579895228	4.10271494537156	6.56082053102729	9.82968215779474	4.73562079221315	6.92457784195124
ENSMODG00000000116	6.67149809843995	6.73728112761854	6.36071414604898	5.71881096677836	6.50332745807372	7.30028401279728
ENSMODG00000000117	7.26697540964051	-0.0779821588201973	4.57280801076753	1.2054755920894	4.2119468905788	3.81511373179307
ENSMODG00000000118	5.56572179753991	6.08257420193657	5.99131728909872	7.67569279422464	6.14887347129802	5.92212416773561
ENSMODG00000000120	1.36992003231109	1.61900322500162	0.537854176162254	0.433398490641559	0.404093920206498	5.9920195645033
ENSMODG00000000121	6.70634864404277	8.05213834943986	8.5042597228678	7.23235947767544	8.7112066620663	6.88130623696033
ENSMODG00000000122	5.57324047245551	4.19748861723835	3.35199494383341	7.27911585083986	4.29958543008335	6.82174007978399
ENSMODG00000000123	1.04515657524495	0.638006727205552	1.04319652293397	1.30711638579597	1.54501824175005	1.56982511926109
ENSMODG00000000124	4.14718420951527	0.630341095982018	1.74748959751876	0.941916063445762	1.15225084977217	3.97048604713543
ENSMODG00000000125	4.67312919097282	3.399359177626	5.46306955196193	4.26001193289305	3.4975848843769	3.79455499052763
ENSMODG00000000126	8.48999928322281	0.569325209821071	3.74662286824307	4.36495706665723	5.8751049497471	6.50762113735982
ENSMODG00000000127	1.66627244183512	0.73822556176809	0.345137036627183	-0.0207401706602497	2.1338749174758	1.13164713157983
ENSMODG00000000129	6.23008300870742	6.4491672000561	6.67531668974991	6.37712547190003	7.5633457173574	7.74778656952543
ENSMODG00000000130	5.55648231529326	4.91960046520381	6.51596916684827	5.13452710638653	4.28375293953631	1.58695670486018
ENSMODG00000000131	6.21042521722883	7.35336611412333	6.36086919465911	6.39183433252177	7.05128047988937	10.6467367002925
ENSMODG00000000132	5.81363917386747	3.42205384503499	3.46562181497704	1.99387463826049	5.60667656853782	5.80584984218339
ENSMODG00000000133	0.570456591386637	1.00775004629822	0.977537125633155	-0.24719535467012	0.294097944271887	1.09998333758939
ENSMODG00000000134	7.35168905686843	8.4581001852639	6.27523655954246	6.41795615190313	7.41553412834726	6.3640672935465
ENSMODG00000000135	7.99097614847771	8.34503755945938	7.38716933269564	7.55528846249274	7.9072590246789	8.72839012379749
ENSMODG00000000137	9.48694287356855	10.1201092816469	9.49233110796231	9.10994725576052	8.19386111482266	6.41979931715427
ENSMODG00000000138	1.06641590171793	-0.238365497507313	-0.507252758609625	3.46198242658643	0.279998615290281	0.898463218531469
ENSMODG00000000139	5.86129022230611	6.32935639290162	6.08263780566196	6.52923850154693	6.77328379233347	5.89982493139049
ENSMODG00000000141	8.39778718948522	9.98183249145201	8.15453721488563	8.13194568956988	7.34059032936665	7.44766904936054
ENSMODG00000000142	5.19719735672709	7.78088441203574	9.57644635166746	6.61748086406048	5.65061453697393	3.557178816791
ENSMODG00000000144	5.15510330011571	1.26606721518816	3.46402554118595	2.32073946510006	1.66129074984911	8.09980220472771
ENSMODG00000000145	5.96303272689694	5.29672372705611	6.83123959027288	5.708487714795	6.06990154090031	6.16464632643898
ENSMODG00000000147	7.9558124460223	8.28146667070073	7.63561382576677	8.37626057712655	7.82267988070854	7.05160409185277
ENSMODG00000000148	1.00671232173158	0.858859349734043	0.71914090763295	0.780744051958021	3.82321198169711	12.0585345153429
ENSMODG00000000149	7.73561227089079	8.0726471132673	7.51007817434323	7.48948872300664	7.25654710653912	12.1348120448751
ENSMODG00000000151	4.62545219145959	4.21269072175297	4.49199566103409	3.5821113581954	6.84179241650544	8.21075958700671
ENSMODG00000000152	7.55512983892208	7.56719083609034	7.5598186354821	7.69284745409614	8.22015302383581	8.56431832730502
ENSMODG00000000154	6.75831723462283	3.47565594161622	6.39624447556696	4.43643846997005	5.65602238393117	3.02807049824358
ENSMODG00000000155	7.55427240576197	6.65578739899754	6.50202671281614	6.4952898373037	6.27473048684653	5.00853935076853
ENSMODG00000000157	0.738890188592168	3.40467435639593	2.75875435821234	3.5720996350333	2.65037778050645	4.19989904348375
ENSMODG00000000158	10.4052129601251	10.5709733387654	10.8322827007309	10.0422819862904	8.85597843932845	9.20552579517816
ENSMODG00000000160	3.90212938896156	2.98489359592738	4.27963159516756	1.27334769201755	4.25237556244426	12.2985326104102
ENSMODG00000000161	5.32442547000239	5.64510931287617	5.67082289564467	6.23059838647369	6.13396926689282	8.00541113834359
ENSMODG00000000162	5.5174857459783	6.74631302089853	7.27570904451488	6.82546443236602	7.35563920518837	10.022443347979
ENSMODG00000000163	6.15548396416617	7.42878526638288	7.1799356252569	6.63906677012595	6.2340598598319	5.73483957726037
