brain	liver	testis
ENSTBEG00000016000	10.911145	12.754495	NA
ENSTBEG00000016001	5.3789255	4.17304525	NA
ENSTBEG00000016002	4.392468	4.13447625	NA
ENSTBEG00000016003	0	0	NA
ENSTBEG00000016004	1.998313	1.5271915	NA
ENSTBEG00000016005	1.600241	0.20188625	NA
ENSTBEG00000016006	2.991614	2.79025725	NA
ENSTBEG00000016007	1.882274	2.763347	NA
ENSTBEG00000016008	0.70372515	0.088041325	NA
ENSTBEG00000016009	0.87026685	1.144568075	NA
ENSTBEG00000016010	0.14357535	0	NA
ENSTBEG00000016011	0.40278715	0.507659325	NA
ENSTBEG00000016012	2.092158	2.00398325	NA
ENSTBEG00000016013	0.3027365	0.0989816275	NA
ENSTBEG00000016014	3.941749	5.3014825	NA
ENSTBEG00000016015	1.0035995	0.6613725	NA
ENSTBEG00000016016	0.2920862	0.215707525	NA
ENSTBEG00000016017	6.2762695	5.0962485	NA
ENSTBEG00000016018	0.44037135	0	NA
ENSTBEG00000016019	4.5052215	4.23493675	NA
ENSTBEG00000016020	5.6538295	3.78789925	NA
ENSTBEG00000016021	1.980373	3.80037025	NA
ENSTBEG00000016022	3.1989075	1.357376325	NA
ENSTBEG00000016023	4.005165	6.30371975	NA
ENSTBEG00000016024	2.186665	0.1739586225	NA
ENSTBEG00000016025	1.606306	1.43145925	NA
ENSTBEG00000016026	0.4898359	4.285611	NA
ENSTBEG00000016027	1.9535245	2.0831675	NA
ENSTBEG00000016028	3.889256	3.33697075	NA
ENSTBEG00000016029	0.1212909	0.04822245	NA
ENSTBEG00000016030	6.125584	0.846852525	NA
ENSTBEG00000016031	0.05766795	0.1745354275	NA
ENSTBEG00000016032	0	0	NA
ENSTBEG00000016033	3.29788	0.690184925	NA
ENSTBEG00000016034	4.362809	3.092324	NA
ENSTBEG00000016035	2.323887	1.3631715	NA
ENSTBEG00000016036	5.675434	3.79917	NA
ENSTBEG00000016037	5.8331925	5.43930925	NA
ENSTBEG00000016038	7.73833	6.4277105	NA
ENSTBEG00000016039	0.554851	0.34113705	NA
ENSTBEG00000016040	2.1354579	0.040312945	NA
ENSTBEG00000016041	2.08004	0.061039315	NA
ENSTBEG00000016042	5.5906075	5.1732075	NA
ENSTBEG00000016043	3.933357	4.44083025	NA
ENSTBEG00000016044	8.383752	2.075821125	NA
ENSTBEG00000016045	13.22015	8.17671775	NA
ENSTBEG00000016046	0	0	NA
ENSTBEG00000016047	3.611616	3.5528755	NA
ENSTBEG00000016048	0	0.093524775	NA
ENSTBEG00000016049	5.5438175	0	NA
ENSTBEG00000016050	3.139497	2.43768675	NA
ENSTBEG00000016051	1.4889225	0.3834105	NA
ENSTBEG00000016052	2.261243	3.10405025	NA
ENSTBEG00000016053	4.0168725	2.6192593	NA
ENSTBEG00000016054	0	0	NA
ENSTBEG00000016055	4.174826	1.567529	NA
ENSTBEG00000016056	4.356038	0.54243235	NA
ENSTBEG00000016057	0.7996662	2.927061	NA
ENSTBEG00000016058	5.0967025	4.94490025	NA
ENSTBEG00000016059	0.2684079	0.1748917	NA
ENSTBEG00000016060	0	0	NA
ENSTBEG00000016061	4.536565	5.0534445	NA
ENSTBEG00000016062	6.194382	2.38473475	NA
ENSTBEG00000016063	2.4382	0.134349275	NA
ENSTBEG00000016064	0	1.190624675	NA
ENSTBEG00000016065	3.000871	2.4922555	NA
ENSTBEG00000016066	1.4465558	4.6127065	NA
ENSTBEG00000016067	5.907595	2.3803735	NA
ENSTBEG00000016068	0.66882315	2.32502375	NA
ENSTBEG00000016069	4.0785125	4.69308	NA
ENSTBEG00000016070	2.007374	0.22768182	NA
ENSTBEG00000016071	6.3558555	4.936623	NA
ENSTBEG00000016072	2.7947555	1.294069125	NA
ENSTBEG00000016073	0	0	NA
ENSTBEG00000016074	0	0	NA
ENSTBEG00000016075	3.2112235	3.87623425	NA
ENSTBEG00000016076	0.5802867	0.845807175	NA
ENSTBEG00000016077	0	0.734873	NA
ENSTBEG00000016078	0.3236169	2.2167475	NA
ENSTBEG00000016079	0	0	NA
ENSTBEG00000016080	0	0	NA
ENSTBEG00000016081	5.625769	4.986948	NA
ENSTBEG00000016082	1.4000315	2.07405025	NA
ENSTBEG00000016083	3.8708705	0	NA
ENSTBEG00000016084	0	0	NA
ENSTBEG00000016085	0	0	NA
ENSTBEG00000016086	5.3819305	5.09135675	NA
ENSTBEG00000016087	1.1276545	0	NA
ENSTBEG00000016088	4.243098	1.218718175	NA
ENSTBEG00000016089	0.003388939	0.0061531345	NA
ENSTBEG00000016090	0.94782065	0.1479675925	NA
ENSTBEG00000016091	5.199583	4.49548075	NA
ENSTBEG00000016092	0.7124384	0	NA
ENSTBEG00000016093	4.307711	2.6573665	NA
ENSTBEG00000016094	5.2770935	5.0965685	NA
ENSTBEG00000016095	4.6332765	9.13584475	NA
ENSTBEG00000016096	0.127208125	0.0211989325	NA
ENSTBEG00000016097	0.04228966	0	NA
ENSTBEG00000016098	2.8882465	2.94519	NA
ENSTBEG00000016099	0	0	NA
ENSTBEG00000016100	1.348619	1.144851125	NA
ENSTBEG00000016101	2.1317555	5.153528	NA
ENSTBEG00000016102	1.87586635	3.5517875	NA
ENSTBEG00000016103	3.355314	3.319769	NA
ENSTBEG00000016104	2.8620585	0.2410952825	NA
ENSTBEG00000016105	1.21003045	0.8431595	NA
ENSTBEG00000016106	7.029173	3.09684	NA
ENSTBEG00000016107	2.9898655	1.5370755	NA
ENSTBEG00000016108	2.53776655	0.0206855575	NA
ENSTBEG00000016109	1.69020055	0	NA
ENSTBEG00000016110	0	0	NA
ENSTBEG00000016111	4.650535	4.183143	NA
ENSTBEG00000016112	0.03310571	0.5617671275	NA
ENSTBEG00000016113	0	0.08050885	NA
ENSTBEG00000016114	2.552691	6.5619185	NA
ENSTBEG00000016115	0	0.234022675	NA
ENSTBEG00000016116	4.4870785	5.305901	NA
ENSTBEG00000016117	1.1074361	0.8619218	NA
ENSTBEG00000016118	3.388332	0.73111075	NA
ENSTBEG00000016119	2.933911	3.248372	NA
ENSTBEG00000016120	7.100262	7.78260275	NA
ENSTBEG00000016121	3.3212225	3.42421825	NA
ENSTBEG00000016122	0	0	NA
ENSTBEG00000016123	2.486969	2.82242125	NA
ENSTBEG00000016124	0.48623955	0.20682925	NA
ENSTBEG00000016125	0.0833648	0.122283175	NA
ENSTBEG00000016126	4.351164	4.47297075	NA
ENSTBEG00000016127	1.962104	0.9078858	NA
ENSTBEG00000016128	1.422995	0.215550045	NA
ENSTBEG00000016129	0	0	NA
ENSTBEG00000016130	2.7764475	2.194064	NA
ENSTBEG00000016131	0.3439778	0.0342323825	NA
ENSTBEG00000016132	4.9313155	1.9553555	NA
ENSTBEG00000016133	0.7674874	0.100026425	NA
ENSTBEG00000016134	0	0.110992275	NA
ENSTBEG00000016135	3.20427	1.47840525	NA
ENSTBEG00000016136	0	0.007246585	NA
ENSTBEG00000016137	0.844057	0.051346635	NA
ENSTBEG00000016138	0.7511195	0	NA
ENSTBEG00000016139	3.768538	2.86334125	NA
ENSTBEG00000016140	2.893756	0.0122663575	NA
ENSTBEG00000016141	6.0283875	4.61216525	NA
ENSTBEG00000016142	1.5944195	0.409827775	NA
ENSTBEG00000016143	3.9310515	2.35803325	NA
ENSTBEG00000016144	1.9004525	3.43769525	NA
ENSTBEG00000016145	4.218653	1.24114275	NA
ENSTBEG00000016146	0	0	NA
ENSTBEG00000016147	2.6579365	2.291303	NA
ENSTBEG00000016148	6.7651655	5.6991155	NA
ENSTBEG00000016149	5.0810575	5.5446625	NA
ENSTBEG00000016150	0.191154535	0.0019092175	NA
ENSTBEG00000016151	0	0	NA
ENSTBEG00000016152	4.405138	3.6543685	NA
ENSTBEG00000016153	1.13639255	1.4952653	NA
ENSTBEG00000016154	0.3120908	0	NA
ENSTBEG00000016155	1.3889765	0.0883055875	NA
ENSTBEG00000016156	3.6168065	3.807572	NA
ENSTBEG00000016157	2.13696	4.3661985	NA
ENSTBEG00000016158	0	0.5152721	NA
ENSTBEG00000016159	3.317421	2.14185025	NA
ENSTBEG00000016160	3.204647	4.08925025	NA
ENSTBEG00000016161	2.0076215	3.163989	NA
ENSTBEG00000016162	0.13236433	0	NA
ENSTBEG00000016163	0.3717106	0.736938825	NA
ENSTBEG00000016164	1.382845	0.681110475	NA
ENSTBEG00000016165	1.0616615	2.35941	NA
ENSTBEG00000016166	6.296971	4.6456065	NA
ENSTBEG00000016167	0	0	NA
ENSTBEG00000016168	3.3951395	0.146284675	NA
ENSTBEG00000016169	4.3475095	3.65763125	NA
ENSTBEG00000016170	2.122808	0.340300925	NA
ENSTBEG00000016171	9.0204175	7.164707	NA
ENSTBEG00000016172	2.035329	3.25068525	NA
ENSTBEG00000016173	2.2704915	3.846186	NA
ENSTBEG00000016174	0.37686345	0.886865475	NA
ENSTBEG00000016175	1.30380515	0	NA
ENSTBEG00000016176	1.00190995	0	NA
ENSTBEG00000016177	2.364121	1.876608075	NA
ENSTBEG00000016178	2.542436	1.0942456	NA
ENSTBEG00000016179	0.45422755	0.326380075	NA
ENSTBEG00000016180	5.2980245	2.257323	NA
ENSTBEG00000016181	5.270298	3.68607175	NA
ENSTBEG00000016182	0.8979148	0.1328299025	NA
ENSTBEG00000016183	0.47965175	1.377589625	NA
ENSTBEG00000016184	5.431304	3.48429425	NA
ENSTBEG00000016185	0.43007955	0.39943225	NA
ENSTBEG00000016186	1.609457	1.20863525	NA
ENSTBEG00000016187	3.4438825	4.0706535	NA
ENSTBEG00000016188	2.3492555	1.879943	NA
ENSTBEG00000016189	0.51292855	0.6277967	NA
ENSTBEG00000016190	4.5287015	4.4710305	NA
ENSTBEG00000016191	7.0135795	7.0442135	NA
ENSTBEG00000016192	3.9674805	3.433013	NA
ENSTBEG00000016193	5.439493	2.24500475	NA
ENSTBEG00000016194	4.471167	0.22075975	NA
ENSTBEG00000016195	5.0190315	0	NA
ENSTBEG00000016196	2.5047505	3.68249325	NA
ENSTBEG00000016197	4.7457355	2.744087	NA
ENSTBEG00000016198	6.014783	3.94470775	NA
ENSTBEG00000016199	4.7321625	5.8837795	NA
ENSTBEG00000016200	1.496038	0.536873925	NA
ENSTBEG00000016201	4.1228425	3.97553925	NA
ENSTBEG00000016202	2.9911285	1.188619425	NA
ENSTBEG00000016203	7.0887265	3.446393	NA
ENSTBEG00000016204	2.4250195	5.74471475	NA
ENSTBEG00000016205	1.4851793	2.538604675	NA
ENSTBEG00000016206	2.10811	0.6352929	NA
ENSTBEG00000016207	0	6.715095e-08	NA
ENSTBEG00000016208	0.6253442	0.272009425	NA
ENSTBEG00000016209	4.1432495	6.59081425	NA
ENSTBEG00000016210	2.495044	0.047595935	NA
ENSTBEG00000016211	4.484232	1.55178875	NA
ENSTBEG00000016212	5.629076	6.48674275	NA
ENSTBEG00000016213	3.8279145	5.61587575	NA
ENSTBEG00000016214	2.54004	0.802983125	NA
ENSTBEG00000016215	4.3221595	0	NA
ENSTBEG00000016216	2.7315655	1.6428164975	NA
ENSTBEG00000016217	0.44650355	1.982789625	NA
ENSTBEG00000016218	2.5647425	3.7574425	NA
ENSTBEG00000016219	5.418202	6.162232	NA
ENSTBEG00000016220	3.9418935	5.02172625	NA
ENSTBEG00000016221	2.0987165	2.86406	NA
ENSTBEG00000016222	0	0	NA
ENSTBEG00000016223	4.4080295	3.408036	NA
ENSTBEG00000016224	8.8336005	6.59012725	NA
ENSTBEG00000016225	1.188336	0.7456266	NA
ENSTBEG00000016226	5.304704	1.065550825	NA
ENSTBEG00000016227	2.4010845	0.832437275	NA
ENSTBEG00000016228	2.269508	1.15093795	NA
ENSTBEG00000016229	0.2327198	0.17451442	NA
ENSTBEG00000016230	3.731838	4.802618	NA
ENSTBEG00000016231	9.1588685	0.916942775	NA
ENSTBEG00000016232	2.551928	1.61088125	NA
ENSTBEG00000016233	0	0	NA
ENSTBEG00000016234	1.932488	3.07267725	NA
ENSTBEG00000016235	0	0	NA
ENSTBEG00000016236	5.7375355	0	NA
ENSTBEG00000016237	0	0	NA
ENSTBEG00000016238	3.8415355	2.73745325	NA
ENSTBEG00000016239	2.2831085	0	NA
ENSTBEG00000016240	3.1652495	4.2938925	NA
ENSTBEG00000016241	1.247531	0.63999775	NA
ENSTBEG00000016242	6.800413	4.9652215	NA
ENSTBEG00000016243	3.091274	3.875347	NA
ENSTBEG00000016244	5.8231385	5.8664425	NA
ENSTBEG00000016245	6.3139535	2.5247215	NA
ENSTBEG00000016246	1.364708	0.139216975	NA
ENSTBEG00000016247	0	0.99005265	NA
ENSTBEG00000016248	4.608925	10.6901375	NA
ENSTBEG00000016249	0	0	NA
ENSTBEG00000016250	2.48346	1.79702	NA
ENSTBEG00000016251	0.2520305	0.0171082375	NA
ENSTBEG00000016252	1.665318	0.73578835	NA
ENSTBEG00000016253	4.447282	5.7229655	NA
ENSTBEG00000016254	10.77014	10.19012075	NA
ENSTBEG00000016255	0.98640085	6.32470175	NA
ENSTBEG00000016256	2.5648845	2.594995	NA
ENSTBEG00000016257	4.797547	6.39903425	NA
ENSTBEG00000016258	1.356842	2.285441875	NA
ENSTBEG00000016259	2.476423	0.475908625	NA
ENSTBEG00000016260	2.940607	3.64254775	NA
ENSTBEG00000016261	5.1526485	3.5008935	NA
ENSTBEG00000016262	0	0	NA
ENSTBEG00000016263	4.8617255	0.0950185325	NA
ENSTBEG00000016264	5.278898	4.3578025	NA
ENSTBEG00000016265	0.40661415	0	NA
ENSTBEG00000016266	1.8854285	0.084243075	NA
ENSTBEG00000016267	2.6112945	5.064746	NA
ENSTBEG00000016268	5.461148	2.19149075	NA
ENSTBEG00000016269	0	0	NA
ENSTBEG00000016270	5.4127725	6.39663425	NA
ENSTBEG00000016271	0	0	NA
ENSTBEG00000016272	0.1451131	0.290878925	NA
ENSTBEG00000016273	2.474344	1.164115025	NA
ENSTBEG00000016274	3.490293	3.4544445	NA
ENSTBEG00000016275	0	0.0553424225	NA
ENSTBEG00000016276	7.625883	7.12728575	NA
ENSTBEG00000016277	0	0	NA
ENSTBEG00000016278	3.5127055	4.388229	NA
ENSTBEG00000016279	1.3174885	2.74996275	NA
ENSTBEG00000016280	3.173605	3.61876475	NA
ENSTBEG00000016281	0	0.089084975	NA
ENSTBEG00000016282	3.6868535	0.0099326625	NA
ENSTBEG00000016283	0	0.258943	NA
ENSTBEG00000016284	0.71724075	0.2601828225	NA
ENSTBEG00000016285	1.9248925	2.85776825	NA
ENSTBEG00000016286	0.49782185	0.12055435	NA
ENSTBEG00000016287	2.3225745	0.48954095	NA
ENSTBEG00000016288	0.9073565	1.747061	NA
ENSTBEG00000016289	4.176158	3.99200075	NA
ENSTBEG00000016290	0	0.3317936	NA
ENSTBEG00000016291	6.688011	4.74354625	NA
ENSTBEG00000016292	0.968041	0	NA
ENSTBEG00000016293	1.897655	6.4409675	NA
ENSTBEG00000016294	4.1237545	4.598026	NA
ENSTBEG00000016295	4.4857425	4.3148335	NA
ENSTBEG00000016296	0.3835602	0.295400515	NA
ENSTBEG00000016297	4.0412785	1.208808	NA
ENSTBEG00000016298	4.5519245	1.591261475	NA
ENSTBEG00000016299	0.0545789	1.88672775	NA
ENSTBEG00000016300	3.2925915	3.68970475	NA
ENSTBEG00000016301	0.1248019	0.2495449	NA
ENSTBEG00000016302	0	1.89967106	NA
ENSTBEG00000016303	0.52792695	0.7168289125	NA
ENSTBEG00000016304	5.661817	2.73414225	NA
ENSTBEG00000016305	0.11707775	0	NA
ENSTBEG00000016306	0.5920225	0.087974325	NA
ENSTBEG00000016307	0	8.6660175	NA
ENSTBEG00000016308	2.2254885	0.155058775	NA
ENSTBEG00000016309	1.2959845	0.08577667	NA
ENSTBEG00000016310	3.192698	3.81183475	NA
ENSTBEG00000016311	4.0387675	3.44386075	NA
ENSTBEG00000016312	0	0	NA
ENSTBEG00000016313	4.540187	4.009216	NA
ENSTBEG00000016314	1.564584	0.915465125	NA
ENSTBEG00000016315	1.9055305	1.26738505	NA
ENSTBEG00000016316	1.77058	2.49744775	NA
ENSTBEG00000016317	3.0988285	1.96496425	NA
ENSTBEG00000016318	0	0	NA
ENSTBEG00000016319	5.059326	3.33863525	NA
ENSTBEG00000016320	7.4161185	6.07520625	NA
ENSTBEG00000016321	2.442853	2.48406125	NA
ENSTBEG00000016322	1.53120085	0.272361655	NA
ENSTBEG00000016323	3.774432	1.194742425	NA
ENSTBEG00000016324	1.7628815	1.55963525	NA
ENSTBEG00000016325	0.5195906	5.5885595	NA
ENSTBEG00000016326	2.7736725	2.67692325	NA
ENSTBEG00000016327	0	0	NA
ENSTBEG00000016328	0.7887905	3.00532925	NA
ENSTBEG00000016329	2.56955	2.0322535	NA
ENSTBEG00000016330	1.0120375	0.190901975	NA
ENSTBEG00000016331	5.155142	4.511064	NA
ENSTBEG00000016332	0.49910715	0.21728215	NA
ENSTBEG00000016333	4.3367795	4.7945285	NA
ENSTBEG00000016334	7.9089585	7.02955525	NA
ENSTBEG00000016335	0.1063519	0	NA
ENSTBEG00000016336	0.09670861	0.18212675	NA
ENSTBEG00000016337	0.74140485	0.3463297275	NA
ENSTBEG00000016338	9.411769	4.88076975	NA
ENSTBEG00000016339	2.892885	5.2484705	NA
ENSTBEG00000016340	6.163123	0.022261445	NA
ENSTBEG00000016341	1.457908	3.93864675	NA
ENSTBEG00000016342	6.319534	0.657254475	NA
ENSTBEG00000016343	8.325841	8.6306925	NA
ENSTBEG00000016344	2.6203245	2.2436035	NA
ENSTBEG00000016345	2.7591885	3.3395845	NA
ENSTBEG00000016346	1.7701675	0.473694625	NA
ENSTBEG00000016347	1.618618	6.14724875	NA
ENSTBEG00000016348	2.1097905	0.1275735925	NA
ENSTBEG00000016349	4.984875	7.65203425	NA
ENSTBEG00000016350	0.4962936	0.289252925	NA
ENSTBEG00000016351	4.074796	3.869795	NA
ENSTBEG00000016352	0.3284203	0.0200764955	NA
ENSTBEG00000016353	4.559221	0.0181138375	NA
ENSTBEG00000016354	0	0.823629525	NA
ENSTBEG00000016355	0	0	NA
ENSTBEG00000016356	0.046869185	0.0040405975	NA
ENSTBEG00000016357	0.38053495	7.9437005	NA
ENSTBEG00000016358	5.7675255	4.939065	NA
ENSTBEG00000016359	6.5008025	1.95424875	NA
ENSTBEG00000016360	4.7162375	2.95119125	NA
ENSTBEG00000016361	2.885277	0.501700025	NA
ENSTBEG00000016362	4.384065	3.48768975	NA
ENSTBEG00000016363	5.472536	0.268898455	NA
ENSTBEG00000016364	0.7128435	0.0247335925	NA
ENSTBEG00000016365	7.7941705	8.06382725	NA
ENSTBEG00000016366	0.67265685	0.0578925925	NA
ENSTBEG00000016367	2.6768805	3.483812	NA
ENSTBEG00000016368	0.076157655	0.01352001275	NA
ENSTBEG00000016369	0.79438415	0	NA
ENSTBEG00000016370	1.400897	0	NA
ENSTBEG00000016371	0.02419936	0.54143165	NA
ENSTBEG00000016372	0	0	NA
ENSTBEG00000016373	3.1597465	0.49914765	NA
ENSTBEG00000016374	3.841937	1.66793975	NA
ENSTBEG00000016375	3.3761515	3.01233925	NA
ENSTBEG00000016376	0.88629525	0.667724085	NA
ENSTBEG00000016377	0.80668105	3.94803225	NA
ENSTBEG00000016378	5.40019	2.48643825	NA
ENSTBEG00000016379	0.1452936	0.2307758	NA
ENSTBEG00000016380	5.151095	2.8008645	NA
ENSTBEG00000016381	2.4686785	0	NA
ENSTBEG00000016382	2.403991	3.7279305	NA
ENSTBEG00000016383	3.989413	3.176841	NA
ENSTBEG00000016384	11.140705	10.10892	NA
ENSTBEG00000016385	3.3578905	2.77118275	NA
ENSTBEG00000016386	2.7463845	1.95620625	NA
ENSTBEG00000016387	5.235262	3.6805905	NA
ENSTBEG00000016388	5.878749	5.45340375	NA
ENSTBEG00000016389	0	0	NA
ENSTBEG00000016390	3.8024545	4.61223025	NA
ENSTBEG00000016391	2.740945	2.1858425	NA
ENSTBEG00000016392	1.4944945	1.049764025	NA
ENSTBEG00000016393	1.3007643	0	NA
ENSTBEG00000016394	4.239289	5.09294825	NA
ENSTBEG00000016395	0	1.16966325	NA
ENSTBEG00000016396	8.225266	7.02401825	NA
ENSTBEG00000016397	2.786287	0.00121337325	NA
ENSTBEG00000016398	0	0	NA
ENSTBEG00000016399	3.393959	1.7853559	NA
ENSTBEG00000016400	1.00047255	0.0737979125	NA
ENSTBEG00000016401	6.0072955	1.095085	NA
ENSTBEG00000016402	1.930153	1.16065325	NA
ENSTBEG00000016403	1.966755	0.27736805	NA
ENSTBEG00000016404	1.312506	0.02284101	NA
ENSTBEG00000016405	4.0613825	2.3720155	NA
ENSTBEG00000016406	5.5690295	8.72223725	NA
ENSTBEG00000016407	0.95841925	2.333549275	NA
ENSTBEG00000016408	0	0	NA
ENSTBEG00000016409	0	0	NA
ENSTBEG00000016410	10.241575	9.2712405	NA
ENSTBEG00000016411	0.9958442	1.543838	NA
ENSTBEG00000016412	1.57206475	4.10182675	NA
ENSTBEG00000016413	0.19865725	0	NA
ENSTBEG00000016414	2.0072765	3.01404925	NA
ENSTBEG00000016415	3.1954075	4.13892525	NA
ENSTBEG00000016416	2.731765	2.57431125	NA
ENSTBEG00000016417	7.6573725	6.34581175	NA
ENSTBEG00000016418	5.9607505	5.7875485	NA
ENSTBEG00000016419	1.9428825	2.899026	NA
ENSTBEG00000016420	0	1.86170725	NA
ENSTBEG00000016421	2.9406545	0	NA
ENSTBEG00000016422	0	0	NA
ENSTBEG00000016423	3.442199	0.6959559	NA
ENSTBEG00000016424	0	0.1778371	NA
ENSTBEG00000016425	0.4211324	0.32131245	NA
ENSTBEG00000016426	0	0	NA
ENSTBEG00000016427	1.3206745	0	NA
ENSTBEG00000016428	0.6271507	2.219933	NA
ENSTBEG00000016429	1.72693795	0.471041475	NA
ENSTBEG00000016430	2.332201	0	NA
ENSTBEG00000016431	4.1244155	1.55422175	NA
ENSTBEG00000016432	3.0455675	3.0677865	NA
ENSTBEG00000016433	4.3270105	4.198607	NA
ENSTBEG00000016434	2.3322345	2.358101	NA
ENSTBEG00000016435	0.89207845	1.31583725	NA
ENSTBEG00000016436	8.077819	7.30977625	NA
ENSTBEG00000016437	3.139837	0.1855596	NA
ENSTBEG00000016438	5.305631	4.6487055	NA
ENSTBEG00000016439	3.2193355	3.307553	NA
ENSTBEG00000016440	4.5898005	4.34438825	NA
ENSTBEG00000016441	3.11058	2.87285875	NA
ENSTBEG00000016442	0	2.3561525	NA
ENSTBEG00000016443	2.534653	1.915489	NA
ENSTBEG00000016444	1.063853	0.074522325	NA
ENSTBEG00000016445	0.95133215	0.08021133	NA
ENSTBEG00000016446	3.7723965	2.6468755	NA
ENSTBEG00000016447	4.101294	2.22846925	NA
ENSTBEG00000016448	4.043913	3.6859465	NA
ENSTBEG00000016449	3.0601505	2.933033	NA
ENSTBEG00000016450	3.521673	0.25950875	NA
ENSTBEG00000016451	4.6904325	0.772349275	NA
ENSTBEG00000016452	0	0	NA
ENSTBEG00000016453	1.8881135	3.45060455	NA
ENSTBEG00000016454	0.63987555	0.0639791625	NA
ENSTBEG00000016455	0.2815628	0.2111854125	NA
ENSTBEG00000016456	0.043775955	3.1518285	NA
ENSTBEG00000016457	1.612698	1.623798675	NA
ENSTBEG00000016458	3.385705	1.9825225	NA
ENSTBEG00000016459	2.6755595	2.95285275	NA
ENSTBEG00000016460	1.654465	0.929075625	NA
ENSTBEG00000016461	0	0	NA
ENSTBEG00000016462	0.6419356	0.041805425	NA
ENSTBEG00000016463	4.357662	2.55113925	NA
ENSTBEG00000016464	3.7188145	3.620219	NA
ENSTBEG00000016465	3.3136685	1.4262485	NA
ENSTBEG00000016466	0	0	NA
ENSTBEG00000016467	1.0944019	0.810857325	NA
ENSTBEG00000016468	1.15889665	1.6127554	NA
ENSTBEG00000016469	4.3626595	4.1655525	NA
ENSTBEG00000016470	5.3860215	5.978748	NA
ENSTBEG00000016471	4.5656435	3.901735	NA
ENSTBEG00000016472	3.5064065	4.058869	NA
ENSTBEG00000016473	6.0949855	0.02816424	NA
ENSTBEG00000016474	10.201515	9.5751085	NA
ENSTBEG00000016475	0.32465815	1.1968961	NA
ENSTBEG00000016476	0	0	NA
ENSTBEG00000016477	2.6801045	3.99962525	NA
ENSTBEG00000016478	2.2644265	1.73500525	NA
ENSTBEG00000016479	7.6992405	0	NA
ENSTBEG00000016480	0	0	NA
ENSTBEG00000016481	0	0	NA
ENSTBEG00000016482	1.3426385	0.2577306	NA
ENSTBEG00000016483	0.02895496	0.21681485	NA
ENSTBEG00000016484	3.7885645	3.3789295	NA
ENSTBEG00000016485	2.704002	2.76510625	NA
ENSTBEG00000016486	3.84712	0.604043425	NA
ENSTBEG00000016487	3.31315	2.113311	NA
ENSTBEG00000016488	0	0	NA
ENSTBEG00000016489	0.347299	0.144366625	NA
ENSTBEG00000016490	2.559	1.8923075	NA
ENSTBEG00000016491	1.1003145	0.274249875	NA
ENSTBEG00000016492	0.58884135	1.8155115	NA
ENSTBEG00000016493	2.1185585	0.802245775	NA
ENSTBEG00000016494	2.9633605	3.529143	NA
ENSTBEG00000016495	0	0	NA
ENSTBEG00000016496	5.099038	2.4807615	NA
ENSTBEG00000016497	0.0929282	0	NA
ENSTBEG00000016498	3.6353695	2.970871	NA
ENSTBEG00000016499	4.557104	5.3108895	NA
ENSTBEG00000016500	3.770058	8.35990725	NA
ENSTBEG00000016501	3.500862	1.725868	NA
ENSTBEG00000016502	0	0	NA
ENSTBEG00000016503	1.0810635	1.926847825	NA
ENSTBEG00000016504	3.552952	4.5376525	NA
ENSTBEG00000016505	3.6093195	4.25802125	NA
ENSTBEG00000016506	0	0	NA
ENSTBEG00000016507	1.0193575	1.70053675	NA
ENSTBEG00000016508	4.0745995	2.215669	NA
ENSTBEG00000016509	0.2804323	0.04827735	NA
ENSTBEG00000016510	0.5143471	0.2826771	NA
ENSTBEG00000016511	0	0	NA
ENSTBEG00000016512	4.849276	4.12277925	NA
ENSTBEG00000016513	2.9579275	2.3422995	NA
ENSTBEG00000016514	3.6715545	2.91008375	NA
ENSTBEG00000016515	1.0370405	0.08296815	NA
ENSTBEG00000016516	5.815985	4.7939175	NA
ENSTBEG00000016517	4.4795435	4.59413025	NA
ENSTBEG00000016518	3.547967	2.74735025	NA
ENSTBEG00000016519	1.937951	3.15169425	NA
ENSTBEG00000016520	6.2106625	4.16927775	NA
ENSTBEG00000016521	2.4321175	2.02622425	NA
ENSTBEG00000016522	4.3685775	2.4404675	NA
ENSTBEG00000016523	2.9556845	3.1676005	NA
ENSTBEG00000016524	0	0	NA
ENSTBEG00000016525	0.693021	0.3887088	NA
ENSTBEG00000016526	0.1093918	0	NA
ENSTBEG00000016527	0.9318065	1.42563875	NA
ENSTBEG00000016528	4.6971945	1.89252025	NA
ENSTBEG00000016529	4.7753435	2.07604675	NA
ENSTBEG00000016530	0	0.0686886325	NA
ENSTBEG00000016531	3.8798655	3.35652475	NA
ENSTBEG00000016532	0	0	NA
ENSTBEG00000016533	0.74631395	1.76261125	NA
ENSTBEG00000016534	7.1479095	7.87627075	NA
ENSTBEG00000016535	6.566964	1.2065298	NA
ENSTBEG00000016536	4.1439495	3.96780975	NA
ENSTBEG00000016537	2.245044	2.871922	NA
ENSTBEG00000016538	0.77476915	0	NA
ENSTBEG00000016539	4.6840685	4.4553035	NA
ENSTBEG00000016540	1.434682	0.82466575	NA
ENSTBEG00000016541	1.286712	8.86428175	NA
ENSTBEG00000016542	4.943937	4.33080125	NA
ENSTBEG00000016543	3.363926	4.2563095	NA
ENSTBEG00000016544	3.522337	0.008307995	NA
ENSTBEG00000016545	2.652657	0.431266	NA
ENSTBEG00000016546	4.0760155	1.6603224	NA
ENSTBEG00000016547	0	0	NA
ENSTBEG00000016548	4.870344	4.625272	NA
ENSTBEG00000016549	1.451712	2.60606875	NA
