brain	liver	testis
ENSTBEG00000005416	2.5298825	2.77015575	NA
ENSTBEG00000005417	0.0533051	0.1266263925	NA
ENSTBEG00000005418	1.28717125	1.34957425	NA
ENSTBEG00000005419	1.5722515	0.307863475	NA
ENSTBEG00000005420	0	0	NA
ENSTBEG00000005421	0.43698565	0.39033145	NA
ENSTBEG00000005422	3.967083	4.50011775	NA
ENSTBEG00000005423	5.7964455	5.95675575	NA
ENSTBEG00000005424	5.596127	4.00034475	NA
ENSTBEG00000005425	0	0	NA
ENSTBEG00000005426	0	0	NA
ENSTBEG00000005427	1.5225995	3.37152625	NA
ENSTBEG00000005428	0	0.660210125	NA
ENSTBEG00000005429	1.23047045	0	NA
ENSTBEG00000005430	1.0394886	1.2166282	NA
ENSTBEG00000005431	5.096311	3.22068625	NA
ENSTBEG00000005432	0	0	NA
ENSTBEG00000005433	4.7662015	2.70921975	NA
ENSTBEG00000005434	2.8485355	0.034457055	NA
ENSTBEG00000005435	0.06503155	0	NA
ENSTBEG00000005436	0.5842038	0.004901285	NA
ENSTBEG00000005437	1.2120298	1.90684465	NA
ENSTBEG00000005438	0.08938025	4.4704065	NA
ENSTBEG00000005439	0.253329	0	NA
ENSTBEG00000005440	3.2295195	2.2329265	NA
ENSTBEG00000005441	0	0	NA
ENSTBEG00000005442	2.6854375	6.496246	NA
ENSTBEG00000005443	2.2101935	0.8279392	NA
ENSTBEG00000005444	0	0	NA
ENSTBEG00000005445	3.760843	2.003115	NA
ENSTBEG00000005446	3.765195	2.517548	NA
ENSTBEG00000005447	0	0.964741	NA
ENSTBEG00000005448	0	0	NA
ENSTBEG00000005449	5.726888	6.147472	NA
ENSTBEG00000005450	1.4767265	1.193364425	NA
ENSTBEG00000005451	2.941868	2.50287425	NA
ENSTBEG00000005452	3.113329	6.3106985	NA
ENSTBEG00000005453	5.024549	6.00048275	NA
ENSTBEG00000005454	2.2433255	1.69612025	NA
ENSTBEG00000005455	0.09088525	0	NA
ENSTBEG00000005456	1.7911435	0.773859975	NA
ENSTBEG00000005457	0.53349235	0.02876455	NA
ENSTBEG00000005458	2.6148435	1.78440025	NA
ENSTBEG00000005459	4.3271965	0.908629875	NA
ENSTBEG00000005460	1.6712945	0.85313505	NA
ENSTBEG00000005461	0.82553545	0.1897327425	NA
ENSTBEG00000005462	8.4100395	8.94113225	NA
ENSTBEG00000005463	4.3459535	1.577380825	NA
ENSTBEG00000005464	3.3887885	2.71716225	NA
ENSTBEG00000005465	0	0	NA
ENSTBEG00000005466	4.220309	3.57948675	NA
ENSTBEG00000005467	4.348756	0.522930875	NA
ENSTBEG00000005468	0.4084299	2.2613015	NA
ENSTBEG00000005469	5.2849805	2.6623655	NA
ENSTBEG00000005470	2.1362375	2.23953925	NA
ENSTBEG00000005471	0	0	NA
ENSTBEG00000005472	3.3583725	1.0280077	NA
ENSTBEG00000005473	1.4419845	0.538245825	NA
ENSTBEG00000005474	5.073924	5.57603	NA
ENSTBEG00000005475	0.70624895	1.445246925	NA
ENSTBEG00000005476	7.057358	6.13410525	NA
ENSTBEG00000005477	5.64448	1.2466046	NA
ENSTBEG00000005478	2.2989995	0.883998525	NA
ENSTBEG00000005479	0	0	NA
ENSTBEG00000005480	5.36392	4.49596475	NA
ENSTBEG00000005481	5.3518635	4.09976875	NA
ENSTBEG00000005482	3.158924	1.55616925	NA
ENSTBEG00000005483	5.112787	1.973466	NA
ENSTBEG00000005484	0.8200512	0.469215125	NA
ENSTBEG00000005485	2.0198295	0.38588925	NA
ENSTBEG00000005486	4.955387	4.64898	NA
ENSTBEG00000005487	0.134951	0	NA
ENSTBEG00000005488	4.1737745	5.4079825	NA
ENSTBEG00000005489	0	0	NA
ENSTBEG00000005490	0.6455503	0.775576625	NA
ENSTBEG00000005491	1.874908	0.55684635	NA
ENSTBEG00000005492	6.820309	4.31572525	NA
ENSTBEG00000005493	0.28346165	0.183662375	NA
ENSTBEG00000005494	2.166379	0.6966944	NA
ENSTBEG00000005495	0	0.21704245	NA
ENSTBEG00000005496	0.6741874	1.17513055	NA
ENSTBEG00000005497	0	0.57741925	NA
ENSTBEG00000005498	8.1001285	9.4721205	NA
ENSTBEG00000005499	1.02492595	0.2879627	NA
ENSTBEG00000005500	2.9291855	2.836137	NA
ENSTBEG00000005501	0.61409845	0.4604993	NA
ENSTBEG00000005502	0	0	NA
ENSTBEG00000005503	1.0136579	0.583520125	NA
ENSTBEG00000005504	6.286332	0.50087975	NA
ENSTBEG00000005505	0.73094315	0.444897975	NA
ENSTBEG00000005506	1.8317875	0.562205325	NA
ENSTBEG00000005507	1.319117	2.33651225	NA
ENSTBEG00000005508	5.732094	5.38270975	NA
ENSTBEG00000005509	4.0584075	7.7423655	NA
ENSTBEG00000005510	0	0	NA
ENSTBEG00000005511	3.219609	3.546963	NA
ENSTBEG00000005512	0.1926592	0.684928225	NA
ENSTBEG00000005513	0.0956095	0	NA
ENSTBEG00000005514	5.4232915	4.44087425	NA
ENSTBEG00000005515	2.705309	1.684302	NA
ENSTBEG00000005516	0.33678995	0.037976075	NA
ENSTBEG00000005517	3.4455875	3.20268975	NA
ENSTBEG00000005518	3.552723	3.57411975	NA
ENSTBEG00000005519	5.0208875	3.8145485	NA
ENSTBEG00000005520	2.783058	2.156752	NA
ENSTBEG00000005521	0.019730295	0.00998908	NA
ENSTBEG00000005522	0.24995685	0	NA
ENSTBEG00000005523	1.514671	3.29916575	NA
ENSTBEG00000005524	0	0	NA
ENSTBEG00000005525	1.997118	0.45614045	NA
ENSTBEG00000005526	0.2973354	0	NA
ENSTBEG00000005527	1.521704	0.055421325	NA
ENSTBEG00000005528	0	0.151011025	NA
ENSTBEG00000005529	4.633542	3.01539175	NA
ENSTBEG00000005530	0	0	NA
ENSTBEG00000005531	2.083401	0	NA
ENSTBEG00000005532	5.7613595	0.693724325	NA
ENSTBEG00000005533	1.0464597	0.890751725	NA
ENSTBEG00000005534	0	0.2367692	NA
ENSTBEG00000005535	4.519713	1.6349835	NA
ENSTBEG00000005536	4.5274335	3.3403835	NA
ENSTBEG00000005537	2.846551	1.60407575	NA
ENSTBEG00000005538	4.3793865	6.41910175	NA
ENSTBEG00000005539	3.5428895	3.449233	NA
ENSTBEG00000005540	2.664373	1.578565	NA
ENSTBEG00000005541	1.6242748	0.596650975	NA
ENSTBEG00000005542	1.525229	3.0994295	NA
ENSTBEG00000005543	4.734819	4.0826185	NA
ENSTBEG00000005544	4.440175	5.19019325	NA
ENSTBEG00000005545	0	0.1154543	NA
ENSTBEG00000005546	5.999348	5.28432725	NA
ENSTBEG00000005547	2.7288545	0	NA
ENSTBEG00000005548	1.935991	2.405314775	NA
ENSTBEG00000005549	1.62949965	7.44963925	NA
ENSTBEG00000005550	3.614196	0.543409375	NA
ENSTBEG00000005551	5.339209	0.393251625	NA
ENSTBEG00000005552	3.679409	4.98829125	NA
ENSTBEG00000005553	1.3387358	0	NA
ENSTBEG00000005554	0.28456375	0	NA
ENSTBEG00000005555	3.1844735	5.0918295	NA
ENSTBEG00000005556	0	0	NA
ENSTBEG00000005557	8.4044665	5.5719295	NA
ENSTBEG00000005558	3.641406	0.0425754325	NA
ENSTBEG00000005559	1.1925355	0.768415775	NA
ENSTBEG00000005560	0	0	NA
ENSTBEG00000005561	0.45851145	2.9479515	NA
ENSTBEG00000005562	6.737823	6.3180025	NA
ENSTBEG00000005563	0	0	NA
ENSTBEG00000005564	7.9393655	6.821943	NA
ENSTBEG00000005565	0	0	NA
ENSTBEG00000005566	0.9532085	1.68498025	NA
ENSTBEG00000005567	0	0	NA
ENSTBEG00000005568	0.2286012	0	NA
ENSTBEG00000005569	2.887874	0.2118286625	NA
ENSTBEG00000005570	2.0131105	4.82549	NA
ENSTBEG00000005571	6.7710065	5.23446625	NA
ENSTBEG00000005572	4.1393485	0.660428675	NA
ENSTBEG00000005573	5.9949505	0.040389335	NA
ENSTBEG00000005574	0	0	NA
ENSTBEG00000005575	0.6282009	2.3049	NA
ENSTBEG00000005576	2.468407	0.6323115	NA
ENSTBEG00000005577	2.8009675	3.135559	NA
ENSTBEG00000005578	0.33754895	1.44158325	NA
ENSTBEG00000005579	1.9178797	0.013393405	NA
ENSTBEG00000005580	3.394685	3.3364445	NA
ENSTBEG00000005581	0.85702955	0.1562986775	NA
ENSTBEG00000005582	1.3198765	1.520848125	NA
ENSTBEG00000005583	0.57253445	0	NA
ENSTBEG00000005584	0	0	NA
ENSTBEG00000005585	7.661555	4.093443	NA
ENSTBEG00000005586	0	0	NA
ENSTBEG00000005587	0.1021724	0	NA
ENSTBEG00000005588	5.749027	6.7859755	NA
ENSTBEG00000005589	2.6078535	2.1592335	NA
ENSTBEG00000005590	3.7022615	6.4317675	NA
ENSTBEG00000005591	2.3121625	0	NA
ENSTBEG00000005592	4.4537725	2.04641325	NA
ENSTBEG00000005593	4.052309	0.538423325	NA
ENSTBEG00000005594	4.028007	3.45792875	NA
ENSTBEG00000005595	4.6710325	4.37138075	NA
ENSTBEG00000005596	0.8456591	0.0802057375	NA
ENSTBEG00000005597	0	0	NA
ENSTBEG00000005598	0.86555465	0.2232463825	NA
ENSTBEG00000005599	0.06698775	0	NA
ENSTBEG00000005600	3.4869535	0.41485845	NA
ENSTBEG00000005601	3.4340625	3.82352025	NA
ENSTBEG00000005602	0.1144863	0	NA
ENSTBEG00000005603	5.093336	5.1625165	NA
ENSTBEG00000005604	5.1056695	2.82264	NA
ENSTBEG00000005605	1.9921655	0	NA
ENSTBEG00000005606	1.78348425	0.40679281	NA
ENSTBEG00000005607	2.962929	1.6935555	NA
ENSTBEG00000005608	0.9581428	0	NA
ENSTBEG00000005609	4.9043065	0.1003384025	NA
ENSTBEG00000005610	3.7592805	5.48731275	NA
ENSTBEG00000005611	1.6560065	0.76807985	NA
ENSTBEG00000005612	9.0056185	7.231709	NA
ENSTBEG00000005613	0.3871726	0.004769755	NA
ENSTBEG00000005614	5.129643	5.5588675	NA
ENSTBEG00000005615	0	0	NA
ENSTBEG00000005616	2.977403	0	NA
ENSTBEG00000005617	4.5189635	3.0749665	NA
ENSTBEG00000005618	4.21266	1.865986	NA
ENSTBEG00000005619	2.094901	0.9971944	NA
ENSTBEG00000005620	4.6708915	4.343472	NA
ENSTBEG00000005621	2.317229	4.4383095	NA
ENSTBEG00000005622	3.575372	0.45381815975	NA
ENSTBEG00000005623	0	0.1897781925	NA
ENSTBEG00000005624	0.5003357	3.84682475	NA
ENSTBEG00000005625	1.326323	3.42315325	NA
ENSTBEG00000005626	0.46886835	2.9428545	NA
ENSTBEG00000005627	0	2.6862675	NA
ENSTBEG00000005628	2.8382535	0.019027945	NA
ENSTBEG00000005629	1.5564721	0.670814725	NA
ENSTBEG00000005630	3.271623	1.0322788	NA
ENSTBEG00000005631	3.2536615	3.40915825	NA
ENSTBEG00000005632	6.0413335	4.1286865	NA
ENSTBEG00000005633	3.874622	3.5829785	NA
ENSTBEG00000005634	8.737941	6.430375	NA
ENSTBEG00000005635	1.892825	2.44202475	NA
ENSTBEG00000005636	2.7058205	2.390846	NA
ENSTBEG00000005637	1.6477023	2.6379172	NA
ENSTBEG00000005638	7.3821375	4.66576925	NA
ENSTBEG00000005639	1.8199525	1.5009117	NA
ENSTBEG00000005640	0	0.90766025	NA
ENSTBEG00000005641	2.4707015	1.507829225	NA
ENSTBEG00000005642	0	0.03536245	NA
ENSTBEG00000005643	1.30386195	0.172458365	NA
ENSTBEG00000005644	2.2734625	0.668136625	NA
ENSTBEG00000005645	3.9320805	0.366679225	NA
ENSTBEG00000005646	3.380524	0.10176105	NA
ENSTBEG00000005647	3.9781585	6.19416925	NA
ENSTBEG00000005648	2.1483725	1.2481315	NA
ENSTBEG00000005649	4.9195955	0.008249835	NA
ENSTBEG00000005650	0	0.5528186	NA
ENSTBEG00000005651	0	0.07906975	NA
ENSTBEG00000005652	0	0	NA
ENSTBEG00000005653	4.176423	2.9223155	NA
ENSTBEG00000005654	3.706919	2.16275175	NA
ENSTBEG00000005655	4.1458845	2.6864555	NA
ENSTBEG00000005656	2.0923755	1.14313725	NA
ENSTBEG00000005657	8.796037	9.295848	NA
ENSTBEG00000005658	4.705415	0.01960093	NA
ENSTBEG00000005659	2.202541	2.9187425	NA
ENSTBEG00000005660	0	0	NA
ENSTBEG00000005661	0	0	NA
ENSTBEG00000005662	0.48019225	8.17620375	NA
ENSTBEG00000005663	0.029675215	0.0157113425	NA
ENSTBEG00000005664	3.8328055	4.67480975	NA
ENSTBEG00000005665	0	0	NA
ENSTBEG00000005666	0	0	NA
ENSTBEG00000005667	1.1021145	0.342235125	NA
ENSTBEG00000005668	3.4520195	3.370321	NA
ENSTBEG00000005669	2.3349675	0.900805575	NA
ENSTBEG00000005670	4.0691715	4.49943	NA
ENSTBEG00000005671	2.9478195	3.117389	NA
ENSTBEG00000005672	4.7362675	3.318743	NA
ENSTBEG00000005673	2.6650865	2.7952265	NA
ENSTBEG00000005674	0	0.71110555	NA
ENSTBEG00000005675	9.9951485	1.73940425	NA
ENSTBEG00000005676	7.424528	6.2588895	NA
ENSTBEG00000005677	4.8458755	0.8586847	NA
ENSTBEG00000005678	0.11095275	0	NA
ENSTBEG00000005679	5.1769425	4.99149025	NA
ENSTBEG00000005680	0	0	NA
ENSTBEG00000005681	0.76557165	1.811445425	NA
ENSTBEG00000005682	5.0451105	2.61300825	NA
ENSTBEG00000005683	4.511741	3.75762775	NA
ENSTBEG00000005684	0.9684983	0.43539215	NA
ENSTBEG00000005685	3.1681625	3.02547025	NA
ENSTBEG00000005686	1.8192395	4.76597375	NA
ENSTBEG00000005687	4.1431925	3.39762475	NA
ENSTBEG00000005688	1.9771625	0.0183871725	NA
ENSTBEG00000005689	3.503043	1.56974175	NA
ENSTBEG00000005690	0.19938245	9.68907225	NA
ENSTBEG00000005691	3.449473	4.10223925	NA
ENSTBEG00000005692	3.610568	2.96087725	NA
ENSTBEG00000005693	0	0	NA
ENSTBEG00000005694	1.17130605	8.85544525	NA
ENSTBEG00000005695	4.213713	3.4238685	NA
ENSTBEG00000005696	0	0	NA
ENSTBEG00000005697	3.536135	1.5395435	NA
ENSTBEG00000005698	0	0.141868475	NA
ENSTBEG00000005699	0.55265595	0.3250407	NA
ENSTBEG00000005700	0.3623007	0.1143132	NA
ENSTBEG00000005701	0.15842565	0.509098925	NA
ENSTBEG00000005702	8.006314	2.4500635	NA
ENSTBEG00000005703	3.278777	2.958209	NA
ENSTBEG00000005704	3.2232615	2.7467585	NA
ENSTBEG00000005705	2.027826	3.7512545	NA
ENSTBEG00000005706	0.5092201	0.604270275	NA
ENSTBEG00000005707	0	0	NA
ENSTBEG00000005708	0	0.02529701	NA
ENSTBEG00000005709	5.2487465	2.043976	NA
ENSTBEG00000005710	3.2738635	0	NA
ENSTBEG00000005711	5.0848185	3.800199	NA
ENSTBEG00000005712	0.1524103	0.013375645	NA
ENSTBEG00000005713	0.2481312	0.1010829125	NA
ENSTBEG00000005714	7.7850125	1.70832625	NA
ENSTBEG00000005715	2.278202	1.8863295	NA
ENSTBEG00000005716	0.235363175	0.441186475	NA
ENSTBEG00000005717	1.2985724	1.6339342	NA
ENSTBEG00000005718	0.67000275	0	NA
ENSTBEG00000005719	2.220563	1.307622275	NA
ENSTBEG00000005720	0.6198885	0	NA
ENSTBEG00000005721	4.5893215	2.0281045	NA
ENSTBEG00000005722	4.167722	4.09930675	NA
ENSTBEG00000005723	0	0	NA
ENSTBEG00000005724	0	0	NA
ENSTBEG00000005725	0	0	NA
ENSTBEG00000005726	0	0.3099708	NA
ENSTBEG00000005727	0.02164887	5.46287775	NA
ENSTBEG00000005728	6.3114065	4.21711	NA
ENSTBEG00000005729	4.8862225	3.5679085	NA
ENSTBEG00000005730	1.3700605	1.09434945	NA
ENSTBEG00000005731	3.7549835	4.46940575	NA
ENSTBEG00000005732	3.7667215	6.0124025	NA
ENSTBEG00000005733	5.5112155	7.278703	NA
ENSTBEG00000005734	0	0	NA
ENSTBEG00000005735	2.3696955	0.0367360125	NA
ENSTBEG00000005736	0	0	NA
ENSTBEG00000005737	0.52108495	1.70820855	NA
ENSTBEG00000005738	1.4599195	2.9517075	NA
ENSTBEG00000005739	0	9.39285225	NA
ENSTBEG00000005740	4.1827895	3.5879215	NA
ENSTBEG00000005741	0	0	NA
ENSTBEG00000005742	4.0737205	0.292741275	NA
ENSTBEG00000005743	3.6173385	1.9284305	NA
ENSTBEG00000005744	4.294722	3.350381	NA
ENSTBEG00000005745	5.643073	4.05748175	NA
ENSTBEG00000005746	4.5621055	3.47909725	NA
ENSTBEG00000005747	4.1067935	4.73349175	NA
ENSTBEG00000005748	9.042181	7.70054525	NA
ENSTBEG00000005749	7.8347045	5.728007	NA
ENSTBEG00000005750	3.7582015	4.458041	NA
ENSTBEG00000005751	3.3585575	0.0470741175	NA
ENSTBEG00000005752	3.476034	0.9053884	NA
ENSTBEG00000005753	0	0.45485145	NA
ENSTBEG00000005754	4.1210635	3.91951175	NA
ENSTBEG00000005755	4.084131	4.78326275	NA
ENSTBEG00000005756	0	0	NA
ENSTBEG00000005757	5.4489945	5.2676965	NA
ENSTBEG00000005758	0.1800647	0.914170375	NA
ENSTBEG00000005759	0.1058008	10.02934425	NA
ENSTBEG00000005760	3.223155	3.19885925	NA
ENSTBEG00000005761	0.603109	0.41376015	NA
ENSTBEG00000005762	2.268202	3.55854175	NA
ENSTBEG00000005763	3.75282	1.5280339	NA
ENSTBEG00000005764	7.4475045	12.2936125	NA
ENSTBEG00000005765	7.7959695	3.070517	NA
ENSTBEG00000005766	4.855551	3.09677475	NA
ENSTBEG00000005767	3.631175	2.5462685	NA
ENSTBEG00000005768	0	1.718743875	NA
ENSTBEG00000005769	4.3056215	4.34910375	NA
ENSTBEG00000005770	2.5299675	2.781623	NA
ENSTBEG00000005771	0	0	NA
ENSTBEG00000005772	3.479874	2.08477275	NA
ENSTBEG00000005773	2.2239	2.7201455	NA
ENSTBEG00000005774	5.025941	2.627262	NA
ENSTBEG00000005775	0.18688285	0.788664825	NA
ENSTBEG00000005776	5.549963	5.10370925	NA
ENSTBEG00000005777	4.8807915	5.641938	NA
ENSTBEG00000005778	6.750258	4.919154	NA
ENSTBEG00000005779	0	0	NA
ENSTBEG00000005780	5.2866905	5.08604325	NA
ENSTBEG00000005781	2.103339	1.7739615	NA
ENSTBEG00000005782	4.4304965	0.38568105	NA
ENSTBEG00000005783	0	0	NA
ENSTBEG00000005784	3.7051675	2.1698155	NA
ENSTBEG00000005785	4.9745415	5.91440725	NA
ENSTBEG00000005786	0	0	NA
ENSTBEG00000005787	5.662155	3.48207325	NA
ENSTBEG00000005788	1.27157935	0	NA
ENSTBEG00000005789	2.187613	0.52680885	NA
ENSTBEG00000005790	4.2900585	4.1941795	NA
ENSTBEG00000005791	2.188056	2.96663025	NA
ENSTBEG00000005792	1.248761	0.484937425	NA
ENSTBEG00000005793	0	0	NA
ENSTBEG00000005794	0	0.040261025	NA
ENSTBEG00000005795	0.14094525	0	NA
ENSTBEG00000005796	0	0	NA
ENSTBEG00000005797	5.952916	5.52064575	NA
ENSTBEG00000005798	6.6434875	6.3179385	NA
ENSTBEG00000005799	2.6394735	1.150648675	NA
ENSTBEG00000005800	4.835396	3.33820625	NA
ENSTBEG00000005801	5.796567	2.0725765	NA
ENSTBEG00000005802	1.635897	0.242889875	NA
ENSTBEG00000005803	0	0.026551475	NA
ENSTBEG00000005804	0.7466938	3.44406675	NA
ENSTBEG00000005805	3.166732	3.4519305	NA
ENSTBEG00000005806	0	0	NA
ENSTBEG00000005807	2.486405	1.752486	NA
ENSTBEG00000005808	0.2786866	0.25116724	NA
ENSTBEG00000005809	4.6174025	1.626107175	NA
ENSTBEG00000005810	0.860787	0.4742735	NA
ENSTBEG00000005811	0.47656635	0.08891691	NA
ENSTBEG00000005812	0.60011295	0	NA
ENSTBEG00000005813	4.6762305	4.95812475	NA
ENSTBEG00000005814	2.4734665	1.24892715	NA
ENSTBEG00000005815	4.226591	5.86471625	NA
ENSTBEG00000005816	0	0	NA
ENSTBEG00000005817	0	0.058970675	NA
ENSTBEG00000005818	4.34941	4.49535975	NA
ENSTBEG00000005819	2.481803	2.012494	NA
ENSTBEG00000005820	7.355712	7.5645045	NA
ENSTBEG00000005821	1.5165658	0.422963625	NA
ENSTBEG00000005822	7.585505	6.01138125	NA
ENSTBEG00000005823	0	0.8173363	NA
ENSTBEG00000005824	1.713058	0.579546825	NA
ENSTBEG00000005825	3.8292885	4.85894375	NA
ENSTBEG00000005826	1.62586	2.31006475	NA
ENSTBEG00000005827	1.87916605	0	NA
ENSTBEG00000005828	2.728837	0	NA
ENSTBEG00000005829	3.340408	3.9678585	NA
ENSTBEG00000005830	6.8739725	4.0623035	NA
ENSTBEG00000005831	0	0	NA
ENSTBEG00000005832	0	0	NA
ENSTBEG00000005833	1.663946	0.769489825	NA
ENSTBEG00000005834	6.4711335	4.71988125	NA
ENSTBEG00000005835	1.8730135	1.4251815	NA
ENSTBEG00000005836	1.4751455	8.65272025	NA
ENSTBEG00000005837	0.47618979	2.008236525	NA
ENSTBEG00000005838	3.520408	3.64396575	NA
ENSTBEG00000005839	3.049738	3.3380015	NA
ENSTBEG00000005840	0	0	NA
ENSTBEG00000005841	4.233564	4.46228375	NA
ENSTBEG00000005842	0.10022205	0.004266395	NA
ENSTBEG00000005843	0.3523949	0.2134069	NA
ENSTBEG00000005844	0	0	NA
ENSTBEG00000005845	3.6063555	0	NA
ENSTBEG00000005846	0	0.451883825	NA
ENSTBEG00000005847	0.18735615	0.275376375	NA
ENSTBEG00000005848	4.2945145	4.14007575	NA
ENSTBEG00000005849	2.665559	1.582942	NA
ENSTBEG00000005850	0	0	NA
ENSTBEG00000005851	0.03056362	1.83095325	NA
ENSTBEG00000005852	4.2979145	1.57620605	NA
ENSTBEG00000005853	3.4475725	0.02228488975	NA
ENSTBEG00000005854	2.181067	2.335171275	NA
ENSTBEG00000005855	5.331359	3.67506625	NA
ENSTBEG00000005856	0	0	NA
ENSTBEG00000005857	2.54053	0.285642925	NA
ENSTBEG00000005858	0.99756055	0.0298936675	NA
ENSTBEG00000005859	0.96341115	0.221396425	NA
ENSTBEG00000005860	0.107165	0	NA
ENSTBEG00000005861	3.4466975	0	NA
ENSTBEG00000005862	3.171211	6.78583225	NA
ENSTBEG00000005863	0	0	NA
ENSTBEG00000005864	6.279101	3.9486405	NA
ENSTBEG00000005865	0.9466316	0.0195019075	NA
ENSTBEG00000005866	1.3585691	0.1593873	NA
ENSTBEG00000005867	1.6144685	0.0188569225	NA
ENSTBEG00000005868	1.15756135	0	NA
ENSTBEG00000005869	1.81442	1.615063	NA
ENSTBEG00000005870	3.8147015	1.81091575	NA
ENSTBEG00000005871	0	0.095926775	NA
ENSTBEG00000005872	0.5521911	0	NA
ENSTBEG00000005873	1.6812	0.42757025	NA
ENSTBEG00000005874	0.20208645	0.041091025	NA
ENSTBEG00000005875	2.1307875	1.4707547	NA
ENSTBEG00000005876	4.9994275	0.770591825	NA
ENSTBEG00000005877	4.190149	5.40354575	NA
ENSTBEG00000005878	0	0	NA
ENSTBEG00000005879	0.54726485	7.99504675	NA
ENSTBEG00000005880	0.50558085	0.09441283	NA
ENSTBEG00000005881	4.2399755	2.3750265	NA
ENSTBEG00000005882	0	0	NA
ENSTBEG00000005883	2.509065	2.6303085	NA
ENSTBEG00000005884	0	2.7373625	NA
ENSTBEG00000005885	2.058039	2.536213	NA
ENSTBEG00000005886	6.0946285	4.40711675	NA
ENSTBEG00000005887	0.07675675	0	NA
ENSTBEG00000005888	3.7720095	3.044444	NA
ENSTBEG00000005889	2.3597545	0.0720584275	NA
ENSTBEG00000005890	0.4101642	1.048337275	NA
ENSTBEG00000005891	0	0	NA
ENSTBEG00000005892	0	7.43672775	NA
ENSTBEG00000005893	6.835941	3.10696075	NA
ENSTBEG00000005894	1.1094155	1.142619925	NA
ENSTBEG00000005895	3.454183	2.21025775	NA
ENSTBEG00000005896	0	0	NA
ENSTBEG00000005897	0	0.094839525	NA
ENSTBEG00000005898	4.308303	4.984496	NA
ENSTBEG00000005899	5.566123	4.1129655	NA
ENSTBEG00000005900	2.4801725	0.0106592625	NA
ENSTBEG00000005901	4.6841975	4.182132	NA
ENSTBEG00000005902	0.3582697	0	NA
ENSTBEG00000005903	3.8966285	3.6925015	NA
ENSTBEG00000005904	0	0.142045975	NA
ENSTBEG00000005905	0.1779186	0	NA
ENSTBEG00000005906	2.814036	2.489375	NA
ENSTBEG00000005907	7.509389	9.05429325	NA
ENSTBEG00000005908	1.6311485	1.70192555	NA
ENSTBEG00000005909	3.2248305	0.734033675	NA
ENSTBEG00000005910	9.298751	9.30500325	NA
ENSTBEG00000005911	6.039583	0	NA
ENSTBEG00000005912	2.9487525	0	NA
ENSTBEG00000005913	8.8653675	7.744845	NA
ENSTBEG00000005914	4.6074185	2.33767625	NA
ENSTBEG00000005915	2.669972	0.2528177425	NA
ENSTBEG00000005916	5.2995375	4.6957895	NA
ENSTBEG00000005917	0.5562235	0.92992825	NA
ENSTBEG00000005918	5.8948195	5.15169825	NA
ENSTBEG00000005919	0	2.80328075	NA
ENSTBEG00000005920	6.646239	4.36881475	NA
ENSTBEG00000005921	1.220022	0.3097936975	NA
ENSTBEG00000005922	0	0.329571925	NA
ENSTBEG00000005923	0.3664925	0.4825411	NA
ENSTBEG00000005924	7.056678	4.186121	NA
ENSTBEG00000005925	2.688589	3.986089	NA
ENSTBEG00000005926	0.8943023	0.048484215	NA
ENSTBEG00000005927	4.6292465	5.9545845	NA
ENSTBEG00000005928	4.109714	2.1943565	NA
ENSTBEG00000005929	0.07273375	0.204015225	NA
ENSTBEG00000005930	0	0	NA
ENSTBEG00000005931	0.3725541	0.041575375	NA
ENSTBEG00000005932	8.359003	3.36843175	NA
ENSTBEG00000005933	5.638211	2.59895775	NA
ENSTBEG00000005934	0	1.25534025	NA
ENSTBEG00000005935	1.2727165	1.432362675	NA
ENSTBEG00000005936	4.4051615	3.44552225	NA
ENSTBEG00000005937	3.409643	2.4593375	NA
ENSTBEG00000005938	4.5283595	1.184755	NA
ENSTBEG00000005939	9.391585	0.3626305	NA
ENSTBEG00000005940	0	0.478800325	NA
ENSTBEG00000005941	5.041845	2.41855025	NA
ENSTBEG00000005942	5.764706	6.8988985	NA
ENSTBEG00000005943	5.874501	3.7465055	NA
ENSTBEG00000005944	3.951562	3.18344275	NA
ENSTBEG00000005945	1.0726258	0.851502075	NA
ENSTBEG00000005946	0.08884113	3.8096045	NA
ENSTBEG00000005947	0.83959255	1.1224292	NA
ENSTBEG00000005948	2.349751	3.91345175	NA
ENSTBEG00000005949	0	0.0095807375	NA
ENSTBEG00000005950	4.7296815	1.564489	NA
ENSTBEG00000005951	0.2910299	0	NA
ENSTBEG00000005952	1.211174	0.02311462625	NA
ENSTBEG00000005953	2.7639045	2.6174605	NA
ENSTBEG00000005954	6.0290025	5.40606175	NA
ENSTBEG00000005955	2.0601715	0.1270836575	NA
ENSTBEG00000005956	2.176233	2.4076945	NA
ENSTBEG00000005957	0.6976825	0.645491025	NA
ENSTBEG00000005958	5.9001855	0	NA
ENSTBEG00000005959	3.3729705	2.60029575	NA
ENSTBEG00000005960	1.9256059	0.2354441925	NA
ENSTBEG00000005961	6.8540805	3.69202925	NA
ENSTBEG00000005962	6.0599725	5.14317975	NA
ENSTBEG00000005963	9.0977235	0.070392675	NA
ENSTBEG00000005964	0.741086	0	NA
ENSTBEG00000005965	6.9414815	2.14923675	NA
ENSTBEG00000005966	3.680856	1.4289815	NA
ENSTBEG00000005967	3.6476375	3.11726025	NA
ENSTBEG00000005968	5.1225465	5.0574665	NA
ENSTBEG00000005969	6.7539535	5.61596325	NA
ENSTBEG00000005970	0.9931891	2.11383875	NA
