brain	kidney	liver	ovary	testis
ENSCPOG00000000296	4.67489633333333	3.61624325	3.42354108442857	5.037404	4.992347
ENSCPOG00000000297	0.380089833333333	0.14820845	0.105031214285714	0.3134711	0
ENSCPOG00000000298	4.01083366666667	3.6617315	2.98422045642857	4.237365	1.08452
ENSCPOG00000000299	0.905108266666667	4.03566025	0.0107793371428571	0.649815	6.278468
ENSCPOG00000000301	3.46251766666667	3.2294305	1.72126964857143	3.142395	1.097415
ENSCPOG00000000303	0.3511834	0.0989476	0.851424198142857	0	0
ENSCPOG00000000304	4.75370133333333	3.06313	1.83903122214286	2.911185	4.265587
ENSCPOG00000000307	7.43315033333333	0.0627946025	0.0542908802857143	1.136139	0.2983721
ENSCPOG00000000308	0.804307966666667	1.383807	1.51588897242857	0.2824327	0.04024116
ENSCPOG00000000309	7.17104033333333	7.014369	5.22611398142857	7.53655	6.296101
ENSCPOG00000000315	6.42040733333333	6.049923	5.21864656414286	5.524644	7.371916
ENSCPOG00000000319	1.89148433333333	7.0666605	2.74076578914286	2.665704	0.0808717
ENSCPOG00000000320	5.02862666666667	4.48439525	3.41911282685714	4.936044	3.478842
ENSCPOG00000000322	1.39613433333333	2.79961525	1.43114352185714	2.058639	4.490403
ENSCPOG00000000324	2.686879	2.69216225	4.107998126	3.278339	0.6583815
ENSCPOG00000000327	3.29509066666667	3.30195225	1.63867785028571	3.414141	6.639252
ENSCPOG00000000328	0.188003066666667	0.450767325	0.667176625571429	1.167281	1.033828
ENSCPOG00000000331	3.60440766666667	0.0169029675	0.00523917285714286	0.517313	0.9093123
ENSCPOG00000000332	3.52749333333333	0.1838470225	0.0232951285714286	3.661008	7.449899
ENSCPOG00000000333	5.74224066666667	7.19637525	6.512664094	6.888926	5.685295
ENSCPOG00000000335	4.80527033333333	0.907218775	2.028034257	0.8259704	1.37559
ENSCPOG00000000337	3.90560766666667	3.630792	4.268050272	4.445892	3.33457
ENSCPOG00000000338	4.10414	1.635788	1.738714891	4.975881	3.476769
ENSCPOG00000000339	4.45504666666667	3.49784	3.27639461142857	4.059984	3.293236
ENSCPOG00000000341	1.546115	0.342868475	0.0996309367142857	0.1733462	1.672167
ENSCPOG00000000342	6.752146	2.80936475	1.41833914042857	4.120609	6.328621
ENSCPOG00000000343	3.06917033333333	2.29546225	2.02095000642857	3.660472	7.599355
ENSCPOG00000000344	1.016362	8.73712225	0.0258676142857143	0	0
ENSCPOG00000000345	4.1353	3.12349	2.82157812571429	4.948507	6.316008
ENSCPOG00000000346	5.70433733333333	6.69732	6.240061218	7.071033	3.631814
ENSCPOG00000000348	0.20694799	1.804471	1.61380720157143	2.545215	0.08262453
ENSCPOG00000000349	6.20749166666667	0.315350245	0.243989848285714	0.1423546	1.163228
ENSCPOG00000000350	1.283801	2.27016825	0.887089404142857	1.200743	3.09415
ENSCPOG00000000354	4.576455	2.9150555	0.0542603971428571	1.175173	2.856671
ENSCPOG00000000355	4.23201966666667	3.671674	2.74662438214286	3.953722	2.423428
ENSCPOG00000000357	3.8835	3.1659245	3.201269843	3.980866	3.098408
ENSCPOG00000000358	3.768088	3.03935475	2.50847737514286	3.422396	3.266523
ENSCPOG00000000359	3.21246733333333	3.081803	2.09658883228571	4.360765	3.16909
ENSCPOG00000000361	6.10469466666667	3.66101875	2.58061869	3.580905	2.547334
ENSCPOG00000000363	0.603843	0.18837138	0.204917518571429	1.994869	1.926561
ENSCPOG00000000367	4.06265766666667	3.310109	3.39057578971429	3.2889	3.763858
ENSCPOG00000000368	4.90446233333333	3.47256875	3.54702431885714	4.291184	6.275405
ENSCPOG00000000371	1.66047033333333	7.26566425	8.77817654271429	3.580893	1.246445
ENSCPOG00000000372	3.628665	0.0973313275	0.0115804185714286	0.3621815	0
ENSCPOG00000000374	6.62750633333333	5.3286105	4.94258327871429	4.849042	4.596876
ENSCPOG00000000375	0.723752733333333	3.36361825	0.505128270714286	1.254153	3.697318
ENSCPOG00000000376	3.59986933333333	2.43356525	2.22705260671429	2.808261	8.072883
ENSCPOG00000000379	4.55366233333333	6.83599575	3.10575628385714	3.44115	5.806329
ENSCPOG00000000380	1.1873611	2.07938675	7.18062245357143	0.7072801	2.155694
ENSCPOG00000000382	4.69032466666667	2.88657425	2.86697686685714	3.735836	1.510131
ENSCPOG00000000385	8.19672066666667	0.0183436575	1.23037219885714	0	0.1819255
ENSCPOG00000000386	1.04466946666667	5.4816325	5.92710501	1.364707	0.2106083
ENSCPOG00000000387	4.04477866666667	2.42268575	1.59597650885714	2.76678	1.026333
ENSCPOG00000000388	3.46190433333333	2.846171	2.161922357	2.901263	2.249281
ENSCPOG00000000389	3.66429466666667	2.08461	2.22510190242857	1.591607	3.95461
ENSCPOG00000000390	1.436144	0.798070575	0.829198220714286	1.369776	8.606531
ENSCPOG00000000391	4.95869033333333	3.798891	0.858467882428571	4.282936	2.238325
ENSCPOG00000000392	4.86207133333333	4.05777675	4.64521656357143	4.395262	3.985856
ENSCPOG00000000393	0.290093933333333	0.049309725	0.270616879857143	0.5589484	3.34688
ENSCPOG00000000395	5.386881	3.98164225	4.08981158871429	5.458247	6.542323
ENSCPOG00000000396	4.883931	5.45207	4.845061142	5.942601	5.477247
ENSCPOG00000000397	0.1922229	0.041441325	0.0299869505714286	0.2854768	7.255227
ENSCPOG00000000398	1.59001466666667	2.7789175	2.07558701114286	4.579464	4.565183
ENSCPOG00000000399	5.08492066666667	1.886262	0.341694030285714	2.20426	4.479462
ENSCPOG00000000400	0.906922633333333	2.63103275	2.09745670385714	1.480529	2.376977
ENSCPOG00000000401	5.537924	5.9526345	3.96972243042857	9.256458	4.16917
ENSCPOG00000000402	5.052506	5.0414625	0.204997385	0.9096817	3.054635
ENSCPOG00000000403	5.49671766666667	5.61098725	5.13817418414286	5.864409	3.652784
ENSCPOG00000000404	6.55293033333333	5.020881	4.28376587342857	5.449575	5.559241
ENSCPOG00000000406	4.37136833333333	3.87244175	3.85630789414286	4.306153	4.079643
ENSCPOG00000000408	3.74726833333333	0	0	0	0.09853908
ENSCPOG00000000409	5.42092233333333	4.074799	3.75098278685714	5.111311	2.545
ENSCPOG00000000410	6.653489	5.0141875	3.67625775271429	5.55575	6.591616
ENSCPOG00000000411	4.89941166666667	5.514983	3.35349984257143	4.962976	4.680259
ENSCPOG00000000412	4.86060466666667	3.90699525	3.45431930314286	4.061068	5.755611
ENSCPOG00000000413	5.18856933333333	0.561877275	0.260483061428571	0.409165	0.4612394
ENSCPOG00000000414	5.48396266666667	4.759621	1.93073969871429	6.289008	2.561104
ENSCPOG00000000415	8.90514733333333	8.43160275	7.02607270828571	7.565643	6.977062
ENSCPOG00000000417	4.29291566666667	6.0161735	5.96045254971429	3.990973	2.860152
ENSCPOG00000000418	4.609061	3.6575905	2.722073302	4.112275	2.768709
ENSCPOG00000000420	2.877749	1.990199575	12.7913043525714	1.90396	2.281099
ENSCPOG00000000422	0.459418666666667	0	0.148291715428571	0	0
ENSCPOG00000000423	4.45961833333333	3.3436935	3.15270899257143	3.408966	8.176896
ENSCPOG00000000424	3.93107133333333	5.01651575	0.805261515428571	1.969678	2.004963
ENSCPOG00000000425	5.50296933333333	5.61511625	4.51257409971429	6.123107	3.9239
ENSCPOG00000000426	2.58300166666667	1.709684	0.0864372922857143	3.755261	8.992006
ENSCPOG00000000428	3.68589266666667	3.523786	3.19636230928571	3.808395	1.700089
ENSCPOG00000000429	8.89356033333333	9.281849	9.01730386985714	12.07819	8.640397
ENSCPOG00000000430	5.95723766666667	7.102126	5.52053198457143	6.086697	3.636242
ENSCPOG00000000431	5.88498866666667	5.21061	5.71405366557143	5.42479	6.670323
ENSCPOG00000000432	0.242833033333333	0.64881905	1.17360392571429	2.858277	1.825256
ENSCPOG00000000433	0.0778262333333333	0.067792375	1.17993006157143	0.8982432	0.3348966
ENSCPOG00000000435	3.84199933333333	3.186814	1.33601574028571	2.355882	1.933501
ENSCPOG00000000436	4.787821	5.9918735	4.97677929257143	5.044473	1.542714
ENSCPOG00000000438	2.82665266666667	2.26644525	1.77820692114286	3.933734	3.512279
ENSCPOG00000000440	7.42419966666667	2.7999	0.857986969	2.420563	1.018947
ENSCPOG00000000441	1.45821066666667	0.0460849225	0	1.370605	6.514015
ENSCPOG00000000442	1.62555133333333	0.909642375	0.546824572571429	1.558444	5.533844
ENSCPOG00000000444	0.5715414	3.47277425	8.22071443428571	0	0.1279883
ENSCPOG00000000445	7.005038	4.7076225	5.01343076942857	4.772361	8.538123
ENSCPOG00000000446	8.12032733333333	0.59343895	0.507474659428571	2.339497	2.425389
ENSCPOG00000000447	2.29649633333333	1.61743275	2.40798301928571	2.675206	3.656162
ENSCPOG00000000449	4.52657566666667	5.32996	4.22583838771429	5.339405	5.759486
ENSCPOG00000000450	6.12276533333333	5.27799725	4.19182940828571	6.104008	3.826916
ENSCPOG00000000452	3.543051	1.4455255	1.76927403857143	3.425965	4.239291
ENSCPOG00000000453	4.96411433333333	2.995209	2.46217577871429	3.968635	3.259211
ENSCPOG00000000458	4.58639633333333	2.4082755	1.406965222	4.288844	1.785892
ENSCPOG00000000461	3.93288966666667	3.82279475	1.78319018071429	3.681539	3.20278
ENSCPOG00000000462	7.67920833333333	6.4457195	7.45157705071429	6.697246	7.346992
ENSCPOG00000000464	0.18846618	0.031574725	0	0	1.563719
ENSCPOG00000000465	5.100623	4.8316665	1.513601683	2.597581	0.3216557
ENSCPOG00000000466	4.085664	2.710053	0.891654549857143	3.271276	2.947642
ENSCPOG00000000467	4.66455633333333	2.56623775	2.45155682357143	3.251985	4.730381
ENSCPOG00000000469	0.0606893666666667	0	0	0	3.412177
ENSCPOG00000000470	3.38151866666667	0.522633475	0.0951346471428571	2.338832	1.455029
ENSCPOG00000000471	0.0545163333333333	0.048447675	0	0	0
ENSCPOG00000000473	3.00146366666667	1.20051325	0.932688098428571	1.896272	1.402864
ENSCPOG00000000474	0.2213916	0.059362775	0.192174128571429	0.8571816	0.1988989
ENSCPOG00000000475	1.409421	0	0	0.1398309	0
ENSCPOG00000000477	3.614957	0.85261905	0.512098751714286	3.362627	0.3463204
ENSCPOG00000000479	3.66143366666667	4.32642125	3.82342825357143	4.856647	3.521428
ENSCPOG00000000480	5.45861033333333	4.826322	3.78716597985714	6.326794	3.945842
ENSCPOG00000000481	0.340365333333333	0	0.0645152198571429	0	0
ENSCPOG00000000482	5.58443433333333	5.1551545	4.50942193428571	5.04158	3.603988
ENSCPOG00000000483	0	0	0.0582638571428571	0.286162	8.346412
ENSCPOG00000000484	4.980672	6.30402675	5.33265519328571	4.710559	3.892323
ENSCPOG00000000486	0.0510889333333333	0.0101557175	0	0	0
ENSCPOG00000000488	3.80525933333333	3.1140355	4.40481281471429	3.530646	8.167224
ENSCPOG00000000489	5.89363866666667	3.20955125	3.03666753985714	5.559501	3.884989
ENSCPOG00000000492	0.745341166666667	0.055456455	0.01404521	0.6063655	4.386763
ENSCPOG00000000493	4.34056533333333	3.50581525	4.25343006314286	3.361206	3.30921
ENSCPOG00000000495	0	0.962599125	0.382484028571429	0.6743296	0.9543162
ENSCPOG00000000496	4.53961966666667	4.8697535	4.11381655257143	4.87923	4.201234
ENSCPOG00000000501	7.04610733333333	0.06597465	0.0534619371428571	1.152093	0.5503757
ENSCPOG00000000502	3.86475	3.16388275	2.79873142442857	4.203037	3.114492
ENSCPOG00000000503	1.01109826666667	3.06319325	4.87058396514286	2.723365	3.87152
ENSCPOG00000000504	2.64581633333333	5.96020875	1.283668441	6.273803	1.810599
ENSCPOG00000000506	0.282332533333333	2.35919875	0.411363794142857	0.1554487	1.287094
ENSCPOG00000000507	4.24319666666667	4.33442275	3.44857549085714	4.560263	3.122881
ENSCPOG00000000510	5.258039	3.062062	3.46341688414286	3.70961	3.526169
ENSCPOG00000000511	1.58181933333333	0.259698775	0.326438521571429	1.873467	0.288446
ENSCPOG00000000514	4.20148833333333	3.1767545	2.63342873014286	2.757467	4.124303
ENSCPOG00000000517	5.881252	5.21960475	5.96989590485714	6.457717	3.12197
ENSCPOG00000000520	2.895122	4.6730125	3.09700322642857	4.967915	3.684709
ENSCPOG00000000521	3.34995433333333	4.74076175	4.81710591842857	5.066197	1.672557
ENSCPOG00000000522	0	0	0	0.2545977	0
ENSCPOG00000000525	5.883124	4.531771	5.02248814328571	4.949152	3.842328
ENSCPOG00000000528	2.60903533333333	1.08692205	0.777988093285714	6.546194	0.3972356
