kidney	liver
ENSLACG00000003417	0.817352292	1.976103
ENSLACG00000003418	0	0
ENSLACG00000003419	0	0
ENSLACG00000003420	1.126371608	0
ENSLACG00000003421	0	0
ENSLACG00000003422	1.531738269	4.46602
ENSLACG00000003423	2.564973173	4.344786
ENSLACG00000003424	0	0
ENSLACG00000003425	1.508342443	5.201395
ENSLACG00000003426	0.024471459	0
ENSLACG00000003427	0.423753489	3.646416
ENSLACG00000003428	0.174769444	0
ENSLACG00000003429	0.164384687	0
ENSLACG00000003430	5.80021915	0
ENSLACG00000003431	0.074797097	0.9319183
ENSLACG00000003432	0.151453611	0
ENSLACG00000003433	0.243532603	0.980459
ENSLACG00000003434	3.240705102	5.28142
ENSLACG00000003435	0.322495828	1.827685
ENSLACG00000003436	0.746595688	2.590875
ENSLACG00000003437	0	0
ENSLACG00000003438	2.327831052	3.119298
ENSLACG00000003439	0	0
ENSLACG00000003440	0.311283381	2.042105
ENSLACG00000003441	0.077518247	2.062139
ENSLACG00000003442	2.863093989	0
ENSLACG00000003443	0.441276303	1.452015
ENSLACG00000003444	0.964853273	3.468805
ENSLACG00000003445	0	3.0516
ENSLACG00000003446	0	5.632402
ENSLACG00000003447	5.497334529	5.753297
ENSLACG00000003448	0.854500801	1.122547
ENSLACG00000003449	2.702619869	5.235754
ENSLACG00000003450	0.118717066	2.498601
ENSLACG00000003451	0.126318871	0
ENSLACG00000003452	1.820995833	3.353965
ENSLACG00000003453	1.634662962	2.526843
ENSLACG00000003454	0.886939496	3.864939
ENSLACG00000003455	0	0
ENSLACG00000003456	9.587164311	5.376759
ENSLACG00000003457	0.345730184	0
ENSLACG00000003458	0	4.473163
ENSLACG00000003459	0.93060186	0
ENSLACG00000003460	0.360240652	3.196343
ENSLACG00000003461	0	0
ENSLACG00000003462	0.593070702	0
ENSLACG00000003463	0.335087598	2.381704
ENSLACG00000003464	0.171933117	0
ENSLACG00000003465	0.331138803	3.163397
ENSLACG00000003466	2.389630135	4.286098
ENSLACG00000003467	0.076302958	1.087021
ENSLACG00000003468	0	0
ENSLACG00000003469	3.996442982	2.139001
ENSLACG00000003470	0.066634951	2.425381
ENSLACG00000003471	2.075204008	1.409161
ENSLACG00000003472	0.17618488	4.176243
ENSLACG00000003473	2.722846321	1.830872
ENSLACG00000003474	1.346781061	0
ENSLACG00000003475	0.574208101	4.189856
ENSLACG00000003476	0.144154731	1.882299
ENSLACG00000003477	0.233943264	0
ENSLACG00000003478	3.284114242	8.580061
ENSLACG00000003479	4.154259146	1.966884
ENSLACG00000003480	0.534604504	0
ENSLACG00000003481	0.77614274	0
ENSLACG00000003482	2.264671537	0
ENSLACG00000003483	2.214749631	3.483648
ENSLACG00000003484	1.555374446	4.361775
ENSLACG00000003485	1.381963854	5.569343
ENSLACG00000003486	0	0
ENSLACG00000003487	1.392256966	1.303927
ENSLACG00000003488	0.459467292	1.333802
ENSLACG00000003489	0	0
ENSLACG00000003490	0	7.406896
ENSLACG00000003491	1.929567571	1.517477
ENSLACG00000003492	2.948896084	2.554039
ENSLACG00000003493	0.119242749	4.093324
ENSLACG00000003494	0	0
ENSLACG00000003495	0.223709207	0
ENSLACG00000003496	0	0
ENSLACG00000003497	0.239885579	2.383455
ENSLACG00000003498	0.629751078	5.202904
ENSLACG00000003499	0	0
ENSLACG00000003500	1.101293728	0
ENSLACG00000003501	0	2.015758
ENSLACG00000003502	0.158981959	0
ENSLACG00000003503	0	0
ENSLACG00000003504	1.043678085	2.585772
ENSLACG00000003505	0	0
ENSLACG00000003506	1.672434394	0
ENSLACG00000003507	0.474647857	5.210182
ENSLACG00000003508	0	3.587161
ENSLACG00000003509	0	0
ENSLACG00000003510	1.929037646	1.770064
ENSLACG00000003511	0	0
ENSLACG00000003512	2.854416621	3.622848
ENSLACG00000003513	0	0
ENSLACG00000003514	0.961903321	0
ENSLACG00000003515	1.53825506	2.018648
ENSLACG00000003516	2.10192232	4.660752
ENSLACG00000003517	0.087799815	1.372512
ENSLACG00000003518	0.517041819	0
ENSLACG00000003519	0.326418844	2.731668
ENSLACG00000003520	0.026957243	0
ENSLACG00000003521	0.482969062	2.480578
ENSLACG00000003522	1.140732855	0
ENSLACG00000003523	0	0
ENSLACG00000003524	2.120769956	3.019611
ENSLACG00000003525	0	0
ENSLACG00000003526	2.705230381	4.599358
ENSLACG00000003527	2.90141529	3.123497
ENSLACG00000003528	0.863412801	0
ENSLACG00000003529	1.025489533	5.9319
ENSLACG00000003530	2.700337616	1.652184
ENSLACG00000003531	0.184753814	1.771049
ENSLACG00000003532	0.181504604	0
ENSLACG00000003533	0.046965664	1.285384
ENSLACG00000003534	2.705655056	0
ENSLACG00000003535	0.283416889	0
ENSLACG00000003536	3.98479895	1.434193
ENSLACG00000003537	0.49306317	0.5688649
ENSLACG00000003538	1.357281738	0
ENSLACG00000003539	0.520529865	1.541728
ENSLACG00000003540	1.788071756	3.03179
ENSLACG00000003541	0.466661572	0
ENSLACG00000003542	1.280356551	2.663625
ENSLACG00000003543	0.175817102	1.164715
ENSLACG00000003544	1.62532193	0
ENSLACG00000003545	1.658168516	4.246782
ENSLACG00000003546	1.603174106	0.9584299
ENSLACG00000003547	0.246532132	3.767157
ENSLACG00000003548	0	0
ENSLACG00000003549	0.100340838	3.053954
ENSLACG00000003550	3.19283487	3.09876
ENSLACG00000003551	1.189248947	0
ENSLACG00000003552	0	0
ENSLACG00000003553	0.29646563	0
ENSLACG00000003554	1.314847312	0
ENSLACG00000003555	0.530253565	1.061085
ENSLACG00000003556	0.177685667	1.336078
ENSLACG00000003557	0	0
ENSLACG00000003558	0.224876252	0
ENSLACG00000003559	1.388949955	0.9037116
ENSLACG00000003560	1.965492485	3.671459
ENSLACG00000003561	0.179011594	0
ENSLACG00000003562	0	0
ENSLACG00000003563	0.546303312	0
ENSLACG00000003564	0.305693917	0
ENSLACG00000003565	2.793142614	2.428609
ENSLACG00000003566	0	0
ENSLACG00000003567	2.804852769	7.445255
ENSLACG00000003568	0.272622843	0
ENSLACG00000003569	1.408113195	3.295322
ENSLACG00000003570	0.327497675	0
ENSLACG00000003571	10.552735372	7.864083
ENSLACG00000003572	0.513202683	0
ENSLACG00000003573	0	0
ENSLACG00000003574	0.244034582	0
ENSLACG00000003575	1.549846571	4.389574
ENSLACG00000003576	1.157076057	1.304096
ENSLACG00000003577	2.045446466	2.025015
ENSLACG00000003578	0.531644759	1.949326
ENSLACG00000003579	1.809817766	2.859878
ENSLACG00000003580	0.046856175	2.181608
ENSLACG00000003581	0.262174544	2.800113
ENSLACG00000003582	0.848566659	0
ENSLACG00000003583	0	0
ENSLACG00000003584	0	0
ENSLACG00000003585	2.28621286	3.413775
ENSLACG00000003586	1.497929098	2.605978
ENSLACG00000003587	0.031058622	0
ENSLACG00000003588	0	0
ENSLACG00000003589	0.412707831	0
ENSLACG00000003590	0.569155656	0
ENSLACG00000003591	1.126636684	3.837711
ENSLACG00000003592	5.047507852	6.751263
ENSLACG00000003593	1.074829424	3.37928
ENSLACG00000003594	0.764064145	0
ENSLACG00000003595	0.056179517	0
ENSLACG00000003596	2.323787972	3.142833
ENSLACG00000003597	0	0
ENSLACG00000003598	2.280807881	0
ENSLACG00000003599	0.200965048	3.123171
ENSLACG00000003600	0.871631565	1.566771
ENSLACG00000003601	1.097152297	0
ENSLACG00000003602	1.368606334	0
ENSLACG00000003603	0.600657973	0
ENSLACG00000003604	3.250335563	4.89269
ENSLACG00000003605	0.368914706	0
ENSLACG00000003606	0	0
ENSLACG00000003607	2.317034841	5.047076
ENSLACG00000003608	0.391650056	0
ENSLACG00000003609	0.595604865	2.221008
ENSLACG00000003610	0.065893074	0
ENSLACG00000003611	0.861510779	1.350537
ENSLACG00000003612	0.301313713	0
ENSLACG00000003613	5.882034055	6.373046
ENSLACG00000003614	0	0
ENSLACG00000003615	0.355396346	0
ENSLACG00000003616	10.165359269	0
ENSLACG00000003617	0.034869429	1.183461
ENSLACG00000003618	0.500286057	0
ENSLACG00000003619	2.476765318	3.125249
ENSLACG00000003620	0	0
ENSLACG00000003621	0	0
ENSLACG00000003622	0.453002305	2.810021
ENSLACG00000003623	0	0
ENSLACG00000003624	0	0
ENSLACG00000003625	1.133418854	0
ENSLACG00000003626	0.260676077	1.402853
ENSLACG00000003627	3.204206463	4.861117
ENSLACG00000003628	1.235647418	0
ENSLACG00000003629	0	0
ENSLACG00000003630	0.950142138	5.390468
ENSLACG00000003631	0	0
ENSLACG00000003632	2.177166758	3.093596
ENSLACG00000003633	0.544066909	2.678216
ENSLACG00000003634	0.725839732	0
ENSLACG00000003635	1.847706134	1.544297
ENSLACG00000003636	0.289736512	2.409038
ENSLACG00000003637	4.270984852	5.478551
ENSLACG00000003638	0.234356615	1.984006
ENSLACG00000003639	0	0
ENSLACG00000003640	0.110120123	0
ENSLACG00000003641	0	0
ENSLACG00000003642	0.295395075	0
ENSLACG00000003643	2.468677148	1.828932
ENSLACG00000003644	0.039848124	0
ENSLACG00000003645	0.119399872	0.826186
ENSLACG00000003646	0.188547782	2.028866
ENSLACG00000003647	0.166757858	0
ENSLACG00000003648	1.504218161	6.370634
ENSLACG00000003649	0	0
ENSLACG00000003650	0.449222219	4.112934
ENSLACG00000003651	1.037000499	0
ENSLACG00000003652	0.562481296	8.051513
ENSLACG00000003653	1.99039219	6.761724
ENSLACG00000003654	1.03436364	0
ENSLACG00000003655	1.826204742	5.335576
ENSLACG00000003656	0	0
ENSLACG00000003657	0.308642792	3.299255
ENSLACG00000003658	0.1211397	0
ENSLACG00000003659	1.021813712	1.253832
ENSLACG00000003660	1.333120278	2.53213
ENSLACG00000003661	0.126094421	0
ENSLACG00000003662	0	0
ENSLACG00000003663	4.163192771	6.340281
ENSLACG00000003664	2.665779318	4.459523
ENSLACG00000003665	0.093730531	2.069798
ENSLACG00000003666	1.699258444	1.308029
ENSLACG00000003667	0	0
ENSLACG00000003668	0	0
ENSLACG00000003669	0	0
ENSLACG00000003670	0.234049986	0
ENSLACG00000003671	0.777254316	2.749103
ENSLACG00000003672	0	0
ENSLACG00000003673	0.869921929	0
ENSLACG00000003674	0.151639344	0
ENSLACG00000003675	0.034956315	0
ENSLACG00000003676	1.952564677	3.360464
ENSLACG00000003677	0.507326814	2.679201
ENSLACG00000003678	1.8763696	2.49142
ENSLACG00000003679	4.513099068	3.459733
ENSLACG00000003680	1.828932112	0
ENSLACG00000003681	0.843779682	2.124103
ENSLACG00000003682	1.583268745	4.553784
ENSLACG00000003683	0	0
ENSLACG00000003684	0	4.53413
ENSLACG00000003685	0.722410064	1.874447
ENSLACG00000003686	0.304350993	0
ENSLACG00000003687	0	0
ENSLACG00000003688	0.383075521	1.636158
ENSLACG00000003689	0.505710074	4.56497
ENSLACG00000003690	0	0
ENSLACG00000003691	0.197363442	0
ENSLACG00000003692	0	0
ENSLACG00000003693	0	0
ENSLACG00000003694	2.449463651	3.356331
ENSLACG00000003695	1.047853835	2.911483
ENSLACG00000003696	0.663304538	2.343274
ENSLACG00000003697	1.530934702	2.803463
ENSLACG00000003698	1.584774938	0.9118956
ENSLACG00000003699	0.37123767	4.791522
ENSLACG00000003700	0	0
ENSLACG00000003701	0.56705181	4.332221
ENSLACG00000003702	2.432347524	0
ENSLACG00000003703	2.848527801	4.542747
ENSLACG00000003704	0	0
ENSLACG00000003705	0	4.822715
ENSLACG00000003706	0.902734269	1.234115
ENSLACG00000003707	0.138971702	3.902566
ENSLACG00000003708	0	0
ENSLACG00000003709	0	0
ENSLACG00000003710	1.019445729	3.552004
ENSLACG00000003711	3.501077311	3.726319
ENSLACG00000003712	1.35322165	5.971886
ENSLACG00000003713	4.210848596	2.162371
ENSLACG00000003714	0.056160507	0
ENSLACG00000003715	0	0
ENSLACG00000003716	0.482375394	0
ENSLACG00000003717	1.292057276	2.705129
ENSLACG00000003718	0.352450069	2.034846
ENSLACG00000003719	0.555040621	4.959575
ENSLACG00000003720	0.22784333	2.195839
ENSLACG00000003721	0.430976744	0
ENSLACG00000003722	0.588273051	0
ENSLACG00000003723	0.677802276	0
ENSLACG00000003724	0.12178344	0
ENSLACG00000003725	0.343564734	2.031088
ENSLACG00000003726	0.304757505	1.650107
ENSLACG00000003727	1.804161798	1.911776
ENSLACG00000003728	0.887200823	0
ENSLACG00000003729	0.244257493	0
ENSLACG00000003730	0	0
ENSLACG00000003731	0	0
ENSLACG00000003732	3.227781116	4.898982
ENSLACG00000003733	2.023177271	3.777241
ENSLACG00000003734	0.274930738	2.194286
ENSLACG00000003735	0.999849952	0
ENSLACG00000003736	0.349288271	3.770163
ENSLACG00000003737	0	0
ENSLACG00000003738	1.303687244	0
ENSLACG00000003739	0	0
ENSLACG00000003740	0.27542668	0
ENSLACG00000003741	0.155326982	0
ENSLACG00000003742	0.679351729	0
ENSLACG00000003743	0	4.240024
ENSLACG00000003744	2.8279897	6.803506
ENSLACG00000003745	6.14993608	5.88288
ENSLACG00000003746	0	0
ENSLACG00000003747	0.351638505	0
ENSLACG00000003748	2.950052156	2.823317
ENSLACG00000003749	0	0
ENSLACG00000003750	0	0
ENSLACG00000003751	0.846734798	0
ENSLACG00000003752	0.132720677	0
ENSLACG00000003753	4.397336817	9.053616
ENSLACG00000003754	0	0
ENSLACG00000003755	0.271964644	3.509924
ENSLACG00000003756	1.458292752	0
ENSLACG00000003757	0.106801628	4.704274
ENSLACG00000003758	0.431945959	0
ENSLACG00000003759	0.15816379	2.516035
ENSLACG00000003760	3.588984413	4.223901
ENSLACG00000003761	0	0
ENSLACG00000003762	0.05574569	0
ENSLACG00000003763	1.397950783	4.308288
ENSLACG00000003764	0.15066495	2.357499
ENSLACG00000003765	0	0
ENSLACG00000003766	0.948194145	1.710882
ENSLACG00000003767	0.223271785	2.267671
ENSLACG00000003768	0	1.91763
ENSLACG00000003769	0.161774197	1.79541
ENSLACG00000003770	2.780637661	4.399075
ENSLACG00000003771	1.440729001	2.284479
ENSLACG00000003772	0.127979749	0
ENSLACG00000003773	0.279090885	0
ENSLACG00000003774	0.414021845	4.011147
ENSLACG00000003775	0	0
ENSLACG00000003776	1.89233662	3.040915
ENSLACG00000003777	0.135728967	0
ENSLACG00000003778	0.127612151	0
ENSLACG00000003779	3.037874166	3.790105
ENSLACG00000003780	0	0
ENSLACG00000003781	1.385210129	3.843341
ENSLACG00000003782	0	0
ENSLACG00000003783	0	0
ENSLACG00000003784	0.245462805	2.459269
ENSLACG00000003785	0.079457715	1.35347
ENSLACG00000003786	0.307568416	1.423809
ENSLACG00000003787	0.905293129	2.475539
ENSLACG00000003788	3.91030094	0
ENSLACG00000003789	0.802931853	3.13099
ENSLACG00000003790	5.152073874	4.469619
ENSLACG00000003791	0.672078601	0
ENSLACG00000003792	0	0
ENSLACG00000003793	0.273132712	0
ENSLACG00000003794	1.507840298	3.228206
ENSLACG00000003795	0.235653545	4.813786
ENSLACG00000003796	0.082127576	1.005774
ENSLACG00000003797	0.203838871	0.6475945
ENSLACG00000003798	0	0
ENSLACG00000003799	0	0
ENSLACG00000003800	0.301399177	4.232492
ENSLACG00000003801	1.002162421	2.667749
ENSLACG00000003802	0	0
ENSLACG00000003803	0	0
ENSLACG00000003804	0.231816994	0
ENSLACG00000003805	3.064413831	2.389732
ENSLACG00000003806	3.339511838	5.29471
ENSLACG00000003807	0.380422483	0
ENSLACG00000003808	0	0
ENSLACG00000003809	0	0
ENSLACG00000003810	3.828793327	6.237346
ENSLACG00000003811	0	0
ENSLACG00000003812	1.593215113	2.822345
ENSLACG00000003813	0.124878372	0
ENSLACG00000003814	0	0
ENSLACG00000003815	1.4089292	0.7136571
ENSLACG00000003816	0	0
ENSLACG00000003817	0	0
ENSLACG00000003818	0	0
ENSLACG00000003819	0.413803106	0
ENSLACG00000003820	0	0
ENSLACG00000003821	1.236376892	2.749038
ENSLACG00000003822	1.999321774	4.835813
ENSLACG00000003823	1.767252228	4.02932
ENSLACG00000003824	0.160553661	0
ENSLACG00000003825	0	0
ENSLACG00000003826	1.951901066	0
ENSLACG00000003827	0	0
ENSLACG00000003828	0.377927769	2.079655
ENSLACG00000003829	0	0
ENSLACG00000003830	0.900480041	0
ENSLACG00000003831	0.116854445	1.327848
ENSLACG00000003832	0	0
ENSLACG00000003833	1.118678665	2.463303
ENSLACG00000003834	1.807144685	2.998824
ENSLACG00000003835	0.076935419	0
ENSLACG00000003836	1.468906486	0.8723182
ENSLACG00000003837	0.334056778	3.712673
ENSLACG00000003838	0.94938552	0.5394705
ENSLACG00000003839	3.332888349	3.494467
ENSLACG00000003840	0.102914603	1.580092
ENSLACG00000003841	0	0
ENSLACG00000003842	0	7.945736
ENSLACG00000003843	1.648244535	0
ENSLACG00000003844	0	0
ENSLACG00000003845	1.536506532	4.427475
ENSLACG00000003846	3.106014913	2.174342
ENSLACG00000003847	2.46764989	3.784797
ENSLACG00000003848	0.599443488	0
ENSLACG00000003849	3.100180414	5.018639
ENSLACG00000003850	0.099620136	0
ENSLACG00000003851	0.032770042	0
ENSLACG00000003852	2.015272755	3.578842
ENSLACG00000003853	0	0
ENSLACG00000003854	2.057990857	2.117193
ENSLACG00000003855	1.081905413	5.330401
ENSLACG00000003856	0.206030511	1.659308
ENSLACG00000003857	2.394835132	3.67264
ENSLACG00000003858	0.83561853	2.980195
ENSLACG00000003859	0.174375736	0
ENSLACG00000003860	4.45836691	4.476019
ENSLACG00000003861	3.544921789	5.154445
ENSLACG00000003862	0.527154432	0
ENSLACG00000003863	0.655795103	0
ENSLACG00000003864	2.722437607	4.583302
ENSLACG00000003865	0.585519274	2.27214
ENSLACG00000003866	0	0
ENSLACG00000003867	2.159839052	3.333511
ENSLACG00000003868	0	0
ENSLACG00000003869	0	0
ENSLACG00000003870	2.297502524	0
ENSLACG00000003871	0.049467811	1.358441
ENSLACG00000003872	0.295966294	2.336512
ENSLACG00000003873	3.209829197	4.991427
ENSLACG00000003874	0.150832593	0
ENSLACG00000003875	2.992172018	5.713704
ENSLACG00000003876	2.380000715	0
ENSLACG00000003877	0.753216856	0
ENSLACG00000003878	2.482443033	2.08589
ENSLACG00000003879	0.290880851	0
ENSLACG00000003880	1.031755119	0
ENSLACG00000003881	0.235702555	0
ENSLACG00000003882	0.507566328	2.989619
ENSLACG00000003883	0.042873049	0
ENSLACG00000003884	3.281904441	6.708386
ENSLACG00000003885	1.690931055	7.440475
ENSLACG00000003886	5.153995792	1.442397
ENSLACG00000003887	0	0
ENSLACG00000003888	1.386943348	0
ENSLACG00000003889	0.067727644	0
ENSLACG00000003890	0	0
ENSLACG00000003891	0.082975163	0
ENSLACG00000003892	0.425867456	2.48445
ENSLACG00000003893	0.271429262	0
ENSLACG00000003894	0.167118958	0
ENSLACG00000003895	0	0
ENSLACG00000003896	1.23771055	1.888328
ENSLACG00000003897	0.087167483	1.056133
ENSLACG00000003898	0.73331529	0
ENSLACG00000003899	1.308780236	3.13702
ENSLACG00000003900	0	0
ENSLACG00000003901	0.844552773	0
ENSLACG00000003902	0.364032231	2.68653
ENSLACG00000003903	2.750231312	0
ENSLACG00000003904	0.042198434	8.332945
ENSLACG00000003905	0.425695617	0
ENSLACG00000003906	0.537413367	0
ENSLACG00000003907	2.018751664	4.990124
ENSLACG00000003908	1.780058078	2.217606
ENSLACG00000003909	0.666940155	2.290292
ENSLACG00000003910	0.084961859	0
ENSLACG00000003911	2.995021335	6.012229
ENSLACG00000003912	0.079900032	0
ENSLACG00000003913	1.190140731	0.8751793
ENSLACG00000003914	0.046244339	0
ENSLACG00000003915	0.293741264	0.7738934
ENSLACG00000003916	0	0
ENSLACG00000003917	0.188647789	0
ENSLACG00000003918	0	0
ENSLACG00000003919	1.424227171	0
ENSLACG00000003920	0	0
ENSLACG00000003921	1.047866395	0
ENSLACG00000003922	4.384367607	0
ENSLACG00000003923	0.119404786	4.898881
ENSLACG00000003924	0.529534128	0
ENSLACG00000003925	2.851820987	3.654699
ENSLACG00000003926	1.008551428	3.09084
ENSLACG00000003927	0.273209117	3.046098
ENSLACG00000003928	3.501948616	5.426778
ENSLACG00000003929	2.48286893	1.091355
ENSLACG00000003930	0	3.288819
ENSLACG00000003931	2.343282736	2.168148
ENSLACG00000003932	2.300316462	4.015283
ENSLACG00000003933	0.715713297	0
ENSLACG00000003934	0	1.955822
ENSLACG00000003935	2.003602237	3.091808
ENSLACG00000003936	8.712128012	7.142168
ENSLACG00000003937	0.062602116	4.35285
ENSLACG00000003938	0.550409178	5.75637
ENSLACG00000003939	0	0
ENSLACG00000003940	0	0
ENSLACG00000003941	0.410696036	0
ENSLACG00000003942	1.16891797	3.65205
ENSLACG00000003943	5.691866326	9.41163
ENSLACG00000003944	2.417266544	0
ENSLACG00000003945	0.774321949	0
ENSLACG00000003946	2.603577686	2.658394
ENSLACG00000003947	0	0
ENSLACG00000003948	1.145944777	0
ENSLACG00000003949	0.991046319	0
ENSLACG00000003950	0.274766181	5.767671
ENSLACG00000003951	2.964834794	0
ENSLACG00000003952	0.192715588	1.964173
ENSLACG00000003953	0.199616442	3.690518
ENSLACG00000003954	0.201290082	0
ENSLACG00000003955	0	0
ENSLACG00000003956	1.768641679	2.731744
ENSLACG00000003957	0	0
ENSLACG00000003958	2.00790806	3.696952
ENSLACG00000003959	0	0
ENSLACG00000003960	5.608152785	4.540269
ENSLACG00000003961	0	0
ENSLACG00000003962	0	0
ENSLACG00000003963	0	0
ENSLACG00000003964	0.703878553	0
ENSLACG00000003965	1.067514816	0
ENSLACG00000003966	4.200316016	3.445231
ENSLACG00000003967	2.151105458	2.775575
ENSLACG00000003968	0.112829019	0
ENSLACG00000003969	0.34999363	4.933813
ENSLACG00000003970	0.678949879	0
ENSLACG00000003971	0.984169331	0
ENSLACG00000003972	0	0
ENSLACG00000003973	0	0
ENSLACG00000003974	3.724530224	2.401587
ENSLACG00000003975	0.192330536	1.63901
ENSLACG00000003976	1.539635287	4.329391
ENSLACG00000003977	0.053243294	5.10333
ENSLACG00000003978	2.829386849	2.713845
ENSLACG00000003979	0.740482058	3.160973
ENSLACG00000003980	0.051687685	0
ENSLACG00000003981	1.303500217	1.376479
ENSLACG00000003982	3.374718179	3.016933
ENSLACG00000003983	1.016182501	2.729274
ENSLACG00000003984	0.880601684	4.059546
ENSLACG00000003985	0.084726255	1.74132
ENSLACG00000003986	3.468326815	0
ENSLACG00000003987	0.139253369	0
ENSLACG00000003988	2.260540597	3.349367
ENSLACG00000003989	0.236651804	1.11834
ENSLACG00000003990	0	0
ENSLACG00000003991	0.064616632	0
ENSLACG00000003992	1.319698852	0
ENSLACG00000003993	0.182064239	0
ENSLACG00000003994	3.566035766	0
ENSLACG00000003995	0.508748089	3.284168
ENSLACG00000003996	0	0
ENSLACG00000003997	0.405351988	0.9172064
ENSLACG00000003998	1.595322238	2.4003
ENSLACG00000003999	0.528572319	2.44284
ENSLACG00000004000	0	0
ENSLACG00000004001	1.946210573	4.057659
ENSLACG00000004002	1.119575304	0.7622034
ENSLACG00000004003	0.673200907	0
ENSLACG00000004004	0.468925249	1.330111
ENSLACG00000004005	0.314582846	2.184947
ENSLACG00000004006	1.369695398	1.021281
ENSLACG00000004007	1.259188108	3.298519
ENSLACG00000004008	0.302239492	4.318917
ENSLACG00000004009	1.11706198	1.738137
ENSLACG00000004010	0.188779432	1.834521
ENSLACG00000004011	2.292581525	3.503514
ENSLACG00000004012	0.123021574	0
ENSLACG00000004013	0.895886562	0
ENSLACG00000004014	6.195192059	4.94212
ENSLACG00000004015	0	0
ENSLACG00000004016	0	0
ENSLACG00000004017	0	0
ENSLACG00000004018	2.235910831	0
ENSLACG00000004019	0.39490371	9.335754
ENSLACG00000004020	1.686083626	3.282397
ENSLACG00000004021	0.041658206	0
ENSLACG00000004022	0.182851176	2.172983
ENSLACG00000004023	5.370129399	4.035263
ENSLACG00000004024	0.783268893	1.685169
ENSLACG00000004025	0.850164129	3.042375
ENSLACG00000004026	2.037867139	1.872521
ENSLACG00000004027	3.020839967	0
ENSLACG00000004028	2.217720839	4.201697
ENSLACG00000004029	0	0
ENSLACG00000004030	1.41515832	1.125585
ENSLACG00000004031	0	0
ENSLACG00000004032	4.954340573	0
ENSLACG00000004033	0	0
ENSLACG00000004034	1.486111945	5.375526
ENSLACG00000004035	2.593152951	4.815263
ENSLACG00000004036	4.170758318	4.98386
ENSLACG00000004037	0	0
ENSLACG00000004038	0	0
ENSLACG00000004039	1.799518392	8.625793
ENSLACG00000004040	1.168314697	2.299374
ENSLACG00000004041	1.04047867	3.56234
ENSLACG00000004042	0	2.615746
ENSLACG00000004043	0.676808994	0
ENSLACG00000004044	0.165186471	0
ENSLACG00000004045	0.205093432	0
ENSLACG00000004046	0.208778182	0
ENSLACG00000004048	5.978115529	2.49193
ENSLACG00000004049	0	0
ENSLACG00000004050	0.434299956	1.083935
ENSLACG00000004051	0	0
ENSLACG00000004052	2.509477965	3.795465
ENSLACG00000004053	0	0
ENSLACG00000004054	0	1.705713
ENSLACG00000004055	0.152690951	0
ENSLACG00000004056	0.084906634	3.889804
ENSLACG00000004057	0.65235983	6.761817
ENSLACG00000004058	2.119040709	4.595957
ENSLACG00000004059	0.330272701	0
ENSLACG00000004060	0.357018179	0
ENSLACG00000004061	0	0
ENSLACG00000004062	1.488345331	0
ENSLACG00000004063	0	0
ENSLACG00000004064	0.302283952	0
ENSLACG00000004065	0.986589327	0
ENSLACG00000004066	2.944817225	3.208979
ENSLACG00000004067	1.751939257	0.8171894
ENSLACG00000004068	0.092630711	0
ENSLACG00000004069	0	0
ENSLACG00000004070	0.409249715	0
ENSLACG00000004071	0.129927222	0
ENSLACG00000004072	0.550076173	5.782595
ENSLACG00000004073	0.845529392	2.731277
ENSLACG00000004074	0.154817785	0
ENSLACG00000004075	0.807632717	2.028629
ENSLACG00000004076	0.713307818	0
ENSLACG00000004077	0.767158985	0.6610992
ENSLACG00000004078	0.561923378	4.405666
ENSLACG00000004079	8.063718915	0
ENSLACG00000004080	2.0024541	5.14749
ENSLACG00000004081	0.656083525	0
ENSLACG00000004082	1.833027696	4.624803
ENSLACG00000004083	2.457694093	0
ENSLACG00000004084	1.231106721	0
ENSLACG00000004085	1.86763557	0.8533578
ENSLACG00000004086	2.201310787	3.396771
ENSLACG00000004087	0.944100551	0
ENSLACG00000004088	0.266069287	3.220409
ENSLACG00000004089	1.344777377	3.679829
ENSLACG00000004090	0.710468135	1.999206
ENSLACG00000004091	0	0
ENSLACG00000004092	0.039481651	0
ENSLACG00000004093	0.519283233	1.86134
ENSLACG00000004094	0	0
ENSLACG00000004095	0	0
ENSLACG00000004096	7.994002621	6.492528
ENSLACG00000004097	0	0
ENSLACG00000004098	1.601810597	3.035189
ENSLACG00000004099	1.407416386	6.3576
ENSLACG00000004100	0.319695384	2.259477
ENSLACG00000004101	11.687226944	2.828615
ENSLACG00000004102	0.068794062	1.150261
ENSLACG00000004103	0.426307699	2.859522
ENSLACG00000004104	1.39404213	1.867446
ENSLACG00000004105	0.077695702	0
ENSLACG00000004106	0.307962369	1.832829
ENSLACG00000004107	0	0
ENSLACG00000004108	1.370973302	2.324897
ENSLACG00000004109	0.959256776	0
ENSLACG00000004110	2.812301471	3.838703
ENSLACG00000004111	0.914951741	1.769141
ENSLACG00000004112	0	0
ENSLACG00000004113	0.024424792	1.88751
ENSLACG00000004114	1.233691762	3.769761
ENSLACG00000004115	0.31970232	3.487846
ENSLACG00000004116	0	0
ENSLACG00000004117	1.679459831	3.871568
ENSLACG00000004118	5.496446371	5.218804
ENSLACG00000004119	0	0
ENSLACG00000004120	1.320617533	3.485736
ENSLACG00000004121	0	0
ENSLACG00000004122	0.810304895	3.827443
ENSLACG00000004123	2.441101242	2.165864
ENSLACG00000004124	0	0
ENSLACG00000004125	0	0
ENSLACG00000004126	0.790341667	0
