brain	liver	ovary	testis
ENSMEUG00000002030	NA	1.2065474155	NA	0.7530003
ENSMEUG00000002031	NA	0.0556215795	NA	1.603881
ENSMEUG00000002032	NA	3.535866581	NA	3.908851
ENSMEUG00000002033	NA	4.285949647	NA	5.49895
ENSMEUG00000002034	NA	1.7644315715	NA	5.73023
ENSMEUG00000002035	NA	2.8263657485	NA	3.845259
ENSMEUG00000002036	NA	2.4827976155	NA	5.766887
ENSMEUG00000002037	NA	6.2483362895	NA	5.569339
ENSMEUG00000002038	NA	0.0703150415	NA	0.09119422
ENSMEUG00000002039	NA	1.7388454395	NA	3.541936
ENSMEUG00000002040	NA	0.425408502	NA	2.758156
ENSMEUG00000002041	NA	3.6459425535	NA	6.338043
ENSMEUG00000002042	NA	0.4747126505	NA	5.265384
ENSMEUG00000002043	NA	5.078878681	NA	2.951368
ENSMEUG00000002044	NA	0.08697815	NA	0
ENSMEUG00000002045	NA	2.6930054525	NA	3.772297
ENSMEUG00000002046	NA	0	NA	3.969841
ENSMEUG00000002047	NA	0	NA	2.613744
ENSMEUG00000002048	NA	3.9985474635	NA	4.4497
ENSMEUG00000002049	NA	3.6320589915	NA	3.474644
ENSMEUG00000002050	NA	0.2232716	NA	1.685891
ENSMEUG00000002051	NA	6.3057107655	NA	0.4896118
ENSMEUG00000002052	NA	1.197703007	NA	3.837196
ENSMEUG00000002053	NA	3.5988100675	NA	7.908777
ENSMEUG00000002054	NA	3.3787901925	NA	1.02634
ENSMEUG00000002055	NA	0	NA	0.1670097
ENSMEUG00000002056	NA	2.9336978975	NA	3.294165
ENSMEUG00000002057	NA	2.4732459095	NA	2.607451
ENSMEUG00000002058	NA	0.316048937	NA	10.72844
ENSMEUG00000002059	NA	4.9428175695	NA	4.415265
ENSMEUG00000002060	NA	5.655998292	NA	5.750116
ENSMEUG00000002061	NA	3.6000225465	NA	6.605971
ENSMEUG00000002062	NA	0.85858566	NA	5.085263
ENSMEUG00000002063	NA	2.884958624	NA	3.228897
ENSMEUG00000002064	NA	0.323716469	NA	0.1325917
ENSMEUG00000002065	NA	0.9851327695	NA	2.196179
ENSMEUG00000002066	NA	2.5917258245	NA	4.576123
ENSMEUG00000002067	NA	0	NA	0.279249
ENSMEUG00000002068	NA	6.158302386	NA	5.433721
ENSMEUG00000002069	NA	0	NA	0
ENSMEUG00000002070	NA	3.5202378245	NA	4.76703
ENSMEUG00000002071	NA	0.0951681915	NA	2.816211
ENSMEUG00000002072	NA	8.47963286	NA	6.97283
ENSMEUG00000002073	NA	3.155274767	NA	4.691115
ENSMEUG00000002074	NA	5.613794776	NA	3.866285
ENSMEUG00000002075	NA	0	NA	0
ENSMEUG00000002076	NA	0	NA	0.09002144
ENSMEUG00000002077	NA	0	NA	0.5621149
ENSMEUG00000002078	NA	2.8647203515	NA	6.737011
ENSMEUG00000002079	NA	9.196737682	NA	11.14011
ENSMEUG00000002080	NA	5.5208092865	NA	7.184389
ENSMEUG00000002081	NA	4.4763838045	NA	8.083405
ENSMEUG00000002082	NA	0.151677692	NA	7.897537
ENSMEUG00000002083	NA	1.782751388	NA	0.9710251
ENSMEUG00000002084	NA	4.431417808	NA	0.08837434
ENSMEUG00000002085	NA	0.272824757	NA	0.07445872
ENSMEUG00000002086	NA	0.403423502	NA	10.67063
ENSMEUG00000002087	NA	4.0406350975	NA	2.690965
ENSMEUG00000002088	NA	0	NA	0
ENSMEUG00000002089	NA	2.46168537	NA	4.181118
ENSMEUG00000002090	NA	4.378462693	NA	3.285732
ENSMEUG00000002091	NA	0	NA	7.155314
ENSMEUG00000002092	NA	2.9049925915	NA	5.077136
ENSMEUG00000002093	NA	0	NA	0
ENSMEUG00000002094	NA	3.4821941115	NA	1.416359
ENSMEUG00000002095	NA	0	NA	1.721014
ENSMEUG00000002096	NA	0	NA	0.06371471
ENSMEUG00000002097	NA	0	NA	0.4966996
ENSMEUG00000002098	NA	1.9410928825	NA	4.544516
ENSMEUG00000002099	NA	1.357834439	NA	0.900691
ENSMEUG00000002100	NA	4.396514396	NA	7.171207
ENSMEUG00000002101	NA	0.1575293485	NA	0.9444125
ENSMEUG00000002102	NA	1.5722557225	NA	1.236609
ENSMEUG00000002103	NA	0.612918807	NA	7.669317
ENSMEUG00000002104	NA	2.5464696935	NA	3.180313
ENSMEUG00000002105	NA	2.8763346635	NA	1.239612
ENSMEUG00000002106	NA	4.07111823	NA	4.407659
ENSMEUG00000002107	NA	5.0948647455	NA	5.46373
ENSMEUG00000002108	NA	0	NA	5.118679
ENSMEUG00000002109	NA	7.154337058	NA	6.676493
ENSMEUG00000002110	NA	2.7927897835	NA	1.650158
ENSMEUG00000002111	NA	6.4767427815	NA	0.295281
ENSMEUG00000002112	NA	0	NA	0
ENSMEUG00000002113	NA	0.510334357	NA	0.757671
ENSMEUG00000002114	NA	0.0246815565	NA	0
ENSMEUG00000002115	NA	0.1561903	NA	2.354241
ENSMEUG00000002116	NA	1.8829401875	NA	0.1116924
ENSMEUG00000002117	NA	3.3346285705	NA	5.694198
ENSMEUG00000002118	NA	0	NA	0.0448483
ENSMEUG00000002119	NA	3.841399137	NA	6.675661
ENSMEUG00000002120	NA	0.960779	NA	7.868248
ENSMEUG00000002121	NA	1.2893076695	NA	1.31245
ENSMEUG00000002122	NA	0.5161034555	NA	0
ENSMEUG00000002123	NA	0	NA	3.397607
ENSMEUG00000002124	NA	2.9222845695	NA	5.147201
ENSMEUG00000002125	NA	2.534916729	NA	6.618754
ENSMEUG00000002126	NA	5.522779136	NA	7.004074
ENSMEUG00000002127	NA	0	NA	0
ENSMEUG00000002128	NA	0.7726654355	NA	4.05849
ENSMEUG00000002129	NA	2.063327675	NA	5.106239
ENSMEUG00000002130	NA	0.2082842195	NA	0.4526798
ENSMEUG00000002131	NA	0.1944838	NA	0
ENSMEUG00000002132	NA	6.4009080255	NA	5.263928
ENSMEUG00000002133	NA	0	NA	0
ENSMEUG00000002134	NA	0	NA	0
ENSMEUG00000002135	NA	2.858826972	NA	1.944375
ENSMEUG00000002136	NA	3.3262102	NA	5.883504
ENSMEUG00000002137	NA	4.112790868	NA	6.459025
ENSMEUG00000002138	NA	2.3046561605	NA	4.710999
ENSMEUG00000002139	NA	0	NA	0
ENSMEUG00000002140	NA	5.9329925505	NA	5.29875
ENSMEUG00000002141	NA	0	NA	0
ENSMEUG00000002142	NA	0	NA	0
ENSMEUG00000002143	NA	2.021247266	NA	5.118007
ENSMEUG00000002144	NA	3.281111696	NA	3.927366
ENSMEUG00000002145	NA	4.1416089395	NA	3.543496
ENSMEUG00000002146	NA	0.0487048745	NA	4.362505
ENSMEUG00000002147	NA	0.18428305	NA	0
ENSMEUG00000002148	NA	5.277420247	NA	4.124651
ENSMEUG00000002149	NA	1.8821019065	NA	2.223336
ENSMEUG00000002150	NA	0	NA	0
ENSMEUG00000002151	NA	0	NA	2.162619
ENSMEUG00000002152	NA	1.204345	NA	2.357023
ENSMEUG00000002153	NA	5.2622634615	NA	3.604688
ENSMEUG00000002154	NA	0.430786094	NA	0.1222044
ENSMEUG00000002155	NA	4.8347190625	NA	6.814563
ENSMEUG00000002156	NA	2.462651959	NA	2.821525
ENSMEUG00000002157	NA	3.172825617	NA	2.783209
ENSMEUG00000002158	NA	1.1301504335	NA	0
ENSMEUG00000002159	NA	3.937815219	NA	3.725741
ENSMEUG00000002160	NA	2.347635029	NA	16.55734
ENSMEUG00000002161	NA	2.606720877	NA	4.029736
ENSMEUG00000002162	NA	0	NA	0
ENSMEUG00000002163	NA	3.474636914	NA	6.078268
ENSMEUG00000002164	NA	0.215268637	NA	0.05731357
ENSMEUG00000002165	NA	0.0346760005	NA	0.05017429
ENSMEUG00000002166	NA	3.8008150055	NA	0.6876842
ENSMEUG00000002167	NA	3.202163752	NA	2.857258
ENSMEUG00000002168	NA	0	NA	0
ENSMEUG00000002169	NA	1.6568755	NA	0
ENSMEUG00000002170	NA	15.263440488	NA	4.3012
ENSMEUG00000002171	NA	3.494194168	NA	2.458298
ENSMEUG00000002172	NA	0	NA	1.575399
ENSMEUG00000002173	NA	5.262423219	NA	8.677987
ENSMEUG00000002174	NA	0.168896672	NA	0
ENSMEUG00000002175	NA	0.3666305345	NA	0.7826216
ENSMEUG00000002176	NA	3.630938434	NA	4.28181
ENSMEUG00000002177	NA	9.3058286135	NA	1.057187
ENSMEUG00000002178	NA	1.875916102	NA	0.6195257
ENSMEUG00000002179	NA	0	NA	0
ENSMEUG00000002180	NA	3.56451569	NA	4.883611
ENSMEUG00000002181	NA	1.630911403	NA	0.1242189
ENSMEUG00000002182	NA	1.048606246	NA	1.634626
ENSMEUG00000002183	NA	0	NA	0
ENSMEUG00000002184	NA	1.1810959735	NA	6.869859
ENSMEUG00000002185	NA	1.259606504	NA	1.699125
ENSMEUG00000002186	NA	4.403829853	NA	3.751389
ENSMEUG00000002187	NA	0.187545632	NA	8.185862
ENSMEUG00000002188	NA	0	NA	0
ENSMEUG00000002189	NA	3.880452514	NA	4.845781
ENSMEUG00000002190	NA	0	NA	0
ENSMEUG00000002191	NA	0.52059891	NA	2.835781
ENSMEUG00000002192	NA	0	NA	0
ENSMEUG00000002193	NA	1.4949251815	NA	0.7468313
ENSMEUG00000002194	NA	0.492357429	NA	0.9710752
ENSMEUG00000002195	NA	0	NA	0.05734227
ENSMEUG00000002196	NA	0.081164967	NA	0
ENSMEUG00000002197	NA	0	NA	3.434904
ENSMEUG00000002198	NA	5.687993169	NA	6.619263
ENSMEUG00000002199	NA	5.9815686435	NA	5.136044
ENSMEUG00000002200	NA	2.8624252775	NA	4.305241
ENSMEUG00000002201	NA	2.724335983	NA	1.101919
ENSMEUG00000002202	NA	4.973707329	NA	3.705458
ENSMEUG00000002203	NA	3.591628196	NA	3.117376
ENSMEUG00000002204	NA	3.1791462065	NA	0.2090865
ENSMEUG00000002205	NA	2.9429521135	NA	5.040796
ENSMEUG00000002206	NA	5.162728979	NA	3.276281
ENSMEUG00000002207	NA	5.6090200765	NA	6.873444
ENSMEUG00000002208	NA	2.530090325	NA	5.025357
ENSMEUG00000002209	NA	4.5865941675	NA	0.04242217
ENSMEUG00000002210	NA	6.2751676795	NA	7.033841
ENSMEUG00000002211	NA	5.0171091675	NA	0.6705947
ENSMEUG00000002212	NA	0	NA	0.5171557
ENSMEUG00000002213	NA	7.1604637865	NA	6.154838
ENSMEUG00000002214	NA	0	NA	0.1320156
ENSMEUG00000002215	NA	6.147637774	NA	6.953789
ENSMEUG00000002216	NA	2.4526489565	NA	1.588267
ENSMEUG00000002217	NA	4.767319354	NA	3.951849
ENSMEUG00000002218	NA	4.9786624045	NA	1.537301
ENSMEUG00000002219	NA	1.335019652	NA	3.049491
ENSMEUG00000002220	NA	1.438902074	NA	3.215854
ENSMEUG00000002221	NA	2.501519602	NA	2.321899
ENSMEUG00000002222	NA	5.6088653475	NA	1.712807
ENSMEUG00000002223	NA	1.5909145355	NA	2.181414
ENSMEUG00000002224	NA	1.5500882795	NA	3.241503
ENSMEUG00000002225	NA	0.5628800195	NA	1.564032
ENSMEUG00000002226	NA	2.717402865	NA	4.890841
ENSMEUG00000002227	NA	2.9285062095	NA	0.3678955
ENSMEUG00000002228	NA	5.164443506	NA	5.233892
ENSMEUG00000002229	NA	4.9913674155	NA	4.457187
ENSMEUG00000002230	NA	2.126798567	NA	3.72157
ENSMEUG00000002231	NA	5.188947839	NA	5.399742
ENSMEUG00000002232	NA	3.8919142115	NA	3.680617
ENSMEUG00000002233	NA	4.741644116	NA	2.924165
ENSMEUG00000002234	NA	0.960234137	NA	4.388341
ENSMEUG00000002235	NA	0.010764382	NA	3.069106
ENSMEUG00000002236	NA	1.5523146485	NA	0.6609012
ENSMEUG00000002237	NA	0.1912967065	NA	1.687329
ENSMEUG00000002238	NA	0.021686602	NA	0.0592056
ENSMEUG00000002239	NA	4.6952805655	NA	5.05618
ENSMEUG00000002240	NA	2.1596551925	NA	2.959854
ENSMEUG00000002241	NA	3.2403856805	NA	4.440374
ENSMEUG00000002242	NA	4.287471008	NA	4.738357
ENSMEUG00000002243	NA	0.40985998	NA	1.363339
ENSMEUG00000002244	NA	0	NA	0.1275641
ENSMEUG00000002245	NA	0	NA	0
ENSMEUG00000002246	NA	5.3993990025	NA	5.464038
ENSMEUG00000002247	NA	3.1430747065	NA	6.27813
ENSMEUG00000002248	NA	0.448216145	NA	5.183923
ENSMEUG00000002249	NA	1.073751687	NA	1.312729
ENSMEUG00000002250	NA	3.589200425	NA	2.115593
ENSMEUG00000002251	NA	4.2121106055	NA	7.17726
ENSMEUG00000002252	NA	4.222093109	NA	5.412991
ENSMEUG00000002253	NA	3.9732007345	NA	3.778808
ENSMEUG00000002254	NA	0.351631511	NA	4.408651
ENSMEUG00000002255	NA	0.5863524685	NA	0
ENSMEUG00000002256	NA	6.32179859	NA	9.286646
ENSMEUG00000002257	NA	0	NA	0
ENSMEUG00000002258	NA	3.623191035	NA	5.834577
ENSMEUG00000002259	NA	0	NA	0.1126302
ENSMEUG00000002260	NA	3.81192698	NA	3.879274
ENSMEUG00000002261	NA	4.240240031	NA	4.34629
ENSMEUG00000002262	NA	3.527663906	NA	3.692918
ENSMEUG00000002263	NA	1.77063891	NA	8.515384
ENSMEUG00000002264	NA	0.4686955675	NA	6.287644
ENSMEUG00000002265	NA	2.4594937245	NA	3.400218
ENSMEUG00000002266	NA	0	NA	0.04077729
ENSMEUG00000002267	NA	4.222767244	NA	4.083384
ENSMEUG00000002268	NA	0.4442014305	NA	0.8154418
ENSMEUG00000002269	NA	0.2164563415	NA	0
ENSMEUG00000002270	NA	0.9565815275	NA	0.1272464
ENSMEUG00000002271	NA	3.023320054	NA	1.07567
ENSMEUG00000002272	NA	1.608075273	NA	7.097337
ENSMEUG00000002273	NA	0.0305925365	NA	3.691422
ENSMEUG00000002274	NA	0.9407796235	NA	1.550122
ENSMEUG00000002275	NA	0	NA	0
ENSMEUG00000002276	NA	0	NA	0
ENSMEUG00000002277	NA	0.041603485	NA	0.06028083
ENSMEUG00000002278	NA	6.6445577445	NA	7.539779
ENSMEUG00000002279	NA	2.5609500125	NA	6.748528
ENSMEUG00000002280	NA	0.100562247	NA	0.3903848
ENSMEUG00000002281	NA	0	NA	0
ENSMEUG00000002282	NA	0.0546822	NA	1.761864
ENSMEUG00000002283	NA	2.4743396505	NA	7.921174
ENSMEUG00000002284	NA	1.2653017855	NA	0.968357
ENSMEUG00000002285	NA	1.615378708	NA	0.2144941
ENSMEUG00000002286	NA	3.282991576	NA	3.200823
ENSMEUG00000002287	NA	0	NA	0.136906
ENSMEUG00000002288	NA	2.736232131	NA	1.939185
ENSMEUG00000002289	NA	4.0664781335	NA	3.222172
ENSMEUG00000002290	NA	0.0911008735	NA	0.7117116
ENSMEUG00000002291	NA	6.332536781	NA	2.911519
ENSMEUG00000002292	NA	0	NA	1.326215
ENSMEUG00000002293	NA	1.4493871115	NA	1.758128
ENSMEUG00000002294	NA	7.2171466405	NA	8.895651
ENSMEUG00000002295	NA	1.685052371	NA	1.832675
ENSMEUG00000002296	NA	9.9702443605	NA	5.758594
ENSMEUG00000002297	NA	2.5466988605	NA	2.496884
ENSMEUG00000002298	NA	4.623890614	NA	5.576081
ENSMEUG00000002299	NA	0	NA	0.05380881
ENSMEUG00000002300	NA	6.2605392145	NA	3.57732
ENSMEUG00000002301	NA	4.312632216	NA	7.184489
ENSMEUG00000002302	NA	0.042025073	NA	0.1568302
ENSMEUG00000002303	NA	4.2708544235	NA	3.577864
ENSMEUG00000002304	NA	0	NA	3.611267
ENSMEUG00000002305	NA	2.2613662395	NA	1.682591
ENSMEUG00000002306	NA	1.545260273	NA	1.898084
ENSMEUG00000002307	NA	0	NA	0.1652238
ENSMEUG00000002308	NA	0.221231914	NA	2.107972
ENSMEUG00000002309	NA	3.2189284	NA	2.593124
ENSMEUG00000002310	NA	1.2613786245	NA	2.601623
ENSMEUG00000002311	NA	0.3740965145	NA	1.130753
ENSMEUG00000002312	NA	0	NA	0
ENSMEUG00000002313	NA	1.752289153	NA	0
ENSMEUG00000002314	NA	0	NA	0.06322625
ENSMEUG00000002315	NA	6.4871947825	NA	5.405798
ENSMEUG00000002316	NA	0.06380775	NA	0.4106331
ENSMEUG00000002317	NA	0.4182543695	NA	2.175493
ENSMEUG00000002318	NA	3.2719869655	NA	1.8089
ENSMEUG00000002319	NA	0.0241439745	NA	0.1584663
ENSMEUG00000002320	NA	0.8022001905	NA	1.852131
ENSMEUG00000002321	NA	0.1660265255	NA	0.08842237
ENSMEUG00000002322	NA	1.4925871155	NA	4.761674
ENSMEUG00000002323	NA	2.379595856	NA	4.446792
ENSMEUG00000002324	NA	0	NA	0
ENSMEUG00000002325	NA	1.6774242065	NA	2.352434
ENSMEUG00000002326	NA	0	NA	0
ENSMEUG00000002327	NA	0.0155725865	NA	4.390055
ENSMEUG00000002328	NA	3.7675778055	NA	2.460234
ENSMEUG00000002329	NA	4.6207037175	NA	4.059848
ENSMEUG00000002330	NA	5.669305738	NA	6.403268
ENSMEUG00000002331	NA	0	NA	4.770131
ENSMEUG00000002332	NA	3.714505773	NA	3.380375
ENSMEUG00000002333	NA	0	NA	2.208586
ENSMEUG00000002334	NA	4.068194694	NA	6.8925
ENSMEUG00000002335	NA	1.670160235	NA	2.160378
ENSMEUG00000002336	NA	0.1295292575	NA	5.143471
ENSMEUG00000002337	NA	0.260525871	NA	8.059469
ENSMEUG00000002338	NA	6.288376093	NA	3.644802
ENSMEUG00000002339	NA	0.1978436895	NA	0.5597913
ENSMEUG00000002340	NA	0	NA	0.1272038
ENSMEUG00000002341	NA	2.181214373	NA	1.524209
ENSMEUG00000002342	NA	0.2708798535	NA	1.357766
ENSMEUG00000002343	NA	0.5101981645	NA	8.082681
ENSMEUG00000002344	NA	4.537807983	NA	6.460284
ENSMEUG00000002345	NA	1.460303901	NA	4.106625
ENSMEUG00000002346	NA	6.231687521	NA	5.327008
ENSMEUG00000002347	NA	1.608108854	NA	5.092499
ENSMEUG00000002348	NA	0	NA	0
ENSMEUG00000002349	NA	0.0394683745	NA	0.01795639
ENSMEUG00000002350	NA	3.140374977	NA	5.477379
ENSMEUG00000002351	NA	3.854610279	NA	4.124212
ENSMEUG00000002352	NA	6.727099022	NA	7.057078
ENSMEUG00000002353	NA	5.511832627	NA	8.690019
ENSMEUG00000002354	NA	0	NA	0
ENSMEUG00000002355	NA	0.38709383	NA	0.635225
ENSMEUG00000002356	NA	0.557473326	NA	9.519455
ENSMEUG00000002357	NA	0.7617905215	NA	3.555976
ENSMEUG00000002358	NA	4.158975146	NA	1.050648
ENSMEUG00000002359	NA	0.957583071	NA	3.854455
ENSMEUG00000002360	NA	2.924546082	NA	4.546252
ENSMEUG00000002361	NA	0	NA	0.1243547
ENSMEUG00000002362	NA	2.7061979855	NA	5.212297
ENSMEUG00000002363	NA	2.982212833	NA	1.020705
ENSMEUG00000002364	NA	3.81657772	NA	2.962097
ENSMEUG00000002365	NA	1.5600268805	NA	0.2431072
ENSMEUG00000002366	NA	1.978335303	NA	4.69188
ENSMEUG00000002367	NA	0.713432023	NA	8.703779
ENSMEUG00000002368	NA	1.3756530765	NA	2.261483
ENSMEUG00000002369	NA	5.9976526405	NA	7.01268
ENSMEUG00000002370	NA	0.5659197845	NA	0.410581
ENSMEUG00000002371	NA	0.9042741865	NA	1.287283
ENSMEUG00000002372	NA	3.217065465	NA	2.183693
ENSMEUG00000002373	NA	0.976488522	NA	4.92755
ENSMEUG00000002374	NA	1.348051619	NA	4.629036
ENSMEUG00000002375	NA	1.4532905905	NA	0.03513148
ENSMEUG00000002376	NA	3.020040601	NA	3.195664
ENSMEUG00000002377	NA	0.1013747005	NA	2.564861
ENSMEUG00000002378	NA	4.902135879	NA	6.965854
ENSMEUG00000002379	NA	4.1398818895	NA	7.332654
ENSMEUG00000002380	NA	3.6284027735	NA	2.147785
ENSMEUG00000002381	NA	0	NA	0
ENSMEUG00000002382	NA	0	NA	1.299555
ENSMEUG00000002383	NA	1.8302765755	NA	0.444649
ENSMEUG00000002384	NA	0	NA	0
ENSMEUG00000002385	NA	6.5018784035	NA	8.110541
ENSMEUG00000002386	NA	0	NA	0
ENSMEUG00000002387	NA	0.016389393	NA	5.054679
ENSMEUG00000002388	NA	5.684873683	NA	7.1493
ENSMEUG00000002389	NA	4.2358842435	NA	4.501133
ENSMEUG00000002390	NA	2.766358562	NA	2.149559
ENSMEUG00000002391	NA	1.5995732225	NA	0.2524689
ENSMEUG00000002392	NA	0.9732734315	NA	0.08635646
ENSMEUG00000002393	NA	4.3662803345	NA	4.206088
ENSMEUG00000002394	NA	4.4526183165	NA	4.977871
ENSMEUG00000002395	NA	1.5271513455	NA	3.226388
ENSMEUG00000002396	NA	0.398717295	NA	2.735013
ENSMEUG00000002397	NA	5.1803725245	NA	6.647532
ENSMEUG00000002398	NA	0.694393525	NA	2.948765
ENSMEUG00000002399	NA	0	NA	0.6778483
ENSMEUG00000002400	NA	0	NA	0
ENSMEUG00000002401	NA	6.203603006	NA	0.7042974
ENSMEUG00000002402	NA	0.5547369665	NA	4.312092
ENSMEUG00000002403	NA	0	NA	0
ENSMEUG00000002404	NA	2.9420596405	NA	1.483772
ENSMEUG00000002405	NA	0	NA	0.6762376
ENSMEUG00000002406	NA	0	NA	0
ENSMEUG00000002407	NA	1.2821129895	NA	2.280734
ENSMEUG00000002408	NA	0.016030595	NA	0.04189324
ENSMEUG00000002409	NA	2.7455160515	NA	4.490878
ENSMEUG00000002410	NA	3.115970775	NA	3.81143
ENSMEUG00000002411	NA	4.3312462485	NA	5.277825
ENSMEUG00000002412	NA	0.825513342	NA	2.724303
ENSMEUG00000002413	NA	2.3030002765	NA	6.143485
ENSMEUG00000002414	NA	0.073199938	NA	4.760045
ENSMEUG00000002415	NA	1.261022334	NA	5.424862
ENSMEUG00000002416	NA	6.4832387905	NA	5.911006
ENSMEUG00000002417	NA	0	NA	0.0374296
ENSMEUG00000002418	NA	0.743586	NA	0
ENSMEUG00000002419	NA	0	NA	1.243827
ENSMEUG00000002420	NA	1.923961611	NA	0.4649348
ENSMEUG00000002421	NA	6.3151476665	NA	7.890635
ENSMEUG00000002422	NA	3.820568504	NA	3.935215
ENSMEUG00000002423	NA	0.629447503	NA	3.802297
ENSMEUG00000002424	NA	1.7257501095	NA	2.926882
ENSMEUG00000002425	NA	0	NA	2.439833
ENSMEUG00000002426	NA	0.4302488345	NA	4.450386
ENSMEUG00000002427	NA	0	NA	1.030244
ENSMEUG00000002428	NA	4.8659283095	NA	7.927719
ENSMEUG00000002429	NA	0	NA	0
ENSMEUG00000002430	NA	0	NA	0
ENSMEUG00000002431	NA	0.8294576895	NA	0.4157165
ENSMEUG00000002432	NA	3.9222592095	NA	3.284767
ENSMEUG00000002433	NA	3.3254361485	NA	2.988072
ENSMEUG00000002434	NA	4.2727742775	NA	5.307388
ENSMEUG00000002435	NA	3.162591849	NA	2.117452
ENSMEUG00000002436	NA	3.0311167585	NA	4.001343
ENSMEUG00000002437	NA	6.1430661965	NA	3.280694
ENSMEUG00000002438	NA	4.5254314795	NA	10.76374
ENSMEUG00000002439	NA	0	NA	0.9386419
ENSMEUG00000002440	NA	0.473029512	NA	1.917252
ENSMEUG00000002441	NA	0	NA	0.4947289
ENSMEUG00000002442	NA	0.4299159005	NA	1.41894
ENSMEUG00000002443	NA	1.803839828	NA	5.758647
ENSMEUG00000002444	NA	0	NA	1.017195
ENSMEUG00000002445	NA	3.0768340315	NA	4.644283
ENSMEUG00000002446	NA	4.788783397	NA	3.515397
ENSMEUG00000002447	NA	0	NA	0.3074717
ENSMEUG00000002448	NA	0	NA	0.2109661
ENSMEUG00000002449	NA	0	NA	0
ENSMEUG00000002450	NA	3.0145760505	NA	0.4017364
ENSMEUG00000002451	NA	2.2175599485	NA	3.599782
ENSMEUG00000002452	NA	2.803658809	NA	5.21942
ENSMEUG00000002453	NA	3.3893700425	NA	2.934349
ENSMEUG00000002454	NA	2.134895535	NA	1.132741
ENSMEUG00000002455	NA	2.6071970425	NA	2.0307
ENSMEUG00000002456	NA	5.6058256965	NA	6.105328
ENSMEUG00000002457	NA	2.4240043605	NA	2.660888
ENSMEUG00000002458	NA	3.202226755	NA	3.574731
ENSMEUG00000002459	NA	3.550351402	NA	4.976712
ENSMEUG00000002460	NA	0	NA	3.266713
ENSMEUG00000002461	NA	1.1622054495	NA	2.605885
ENSMEUG00000002462	NA	0	NA	0.7891733
ENSMEUG00000002463	NA	0	NA	0
ENSMEUG00000002464	NA	3.5873156015	NA	3.266146
ENSMEUG00000002465	NA	0.4244058145	NA	2.336609
ENSMEUG00000002466	NA	0	NA	0
ENSMEUG00000002467	NA	3.70890372	NA	4.1145
ENSMEUG00000002468	NA	7.0814074275	NA	6.900637
ENSMEUG00000002469	NA	0.823848248	NA	3.113787
ENSMEUG00000002470	NA	0	NA	0
ENSMEUG00000002471	NA	0.543542105	NA	3.305304
ENSMEUG00000002472	NA	3.468328894	NA	3.926455
ENSMEUG00000002473	NA	5.1037603195	NA	0.9047346
ENSMEUG00000002474	NA	1.2071087005	NA	0.2081864
ENSMEUG00000002475	NA	0	NA	0.3142441
ENSMEUG00000002476	NA	4.6664011795	NA	3.298746
ENSMEUG00000002477	NA	0.630289351	NA	0.3379303
ENSMEUG00000002478	NA	4.3632906805	NA	4.044394
ENSMEUG00000002479	NA	0	NA	0.08459021
ENSMEUG00000002480	NA	1.2803740135	NA	3.085649
ENSMEUG00000002481	NA	4.6969074635	NA	5.159795
ENSMEUG00000002482	NA	5.232082965	NA	8.778514
ENSMEUG00000002483	NA	0.616987316	NA	0.03652753
ENSMEUG00000002484	NA	5.367451554	NA	4.716267
ENSMEUG00000002485	NA	3.8451842675	NA	3.026124
ENSMEUG00000002486	NA	3.786607252	NA	4.324307
ENSMEUG00000002487	NA	3.4550412945	NA	1.026205
ENSMEUG00000002488	NA	0	NA	0
ENSMEUG00000002489	NA	0	NA	0.07263406
ENSMEUG00000002490	NA	0.336041564	NA	0.8486043
ENSMEUG00000002491	NA	0	NA	0.3958679
ENSMEUG00000002492	NA	2.4130419755	NA	4.767951
ENSMEUG00000002493	NA	1.098760606	NA	0.7412452
ENSMEUG00000002494	NA	5.0621400575	NA	4.804534
ENSMEUG00000002495	NA	0.1406146865	NA	1.389203
ENSMEUG00000002496	NA	3.357296534	NA	3.428301
ENSMEUG00000002497	NA	2.4993222295	NA	6.324013
ENSMEUG00000002498	NA	2.44695122	NA	5.366333
ENSMEUG00000002499	NA	0.4400923665	NA	9.125643
ENSMEUG00000002500	NA	4.297708611	NA	3.207743
ENSMEUG00000002501	NA	6.1961770025	NA	6.530753
ENSMEUG00000002502	NA	0.8422881095	NA	1.79121
ENSMEUG00000002503	NA	0	NA	0
ENSMEUG00000002504	NA	3.944975866	NA	4.827997
ENSMEUG00000002505	NA	0	NA	5.138749
ENSMEUG00000002506	NA	0.3625595	NA	0
ENSMEUG00000002507	NA	4.7823874915	NA	7.883859
ENSMEUG00000002508	NA	0	NA	0
ENSMEUG00000002509	NA	2.57027842	NA	3.456468
ENSMEUG00000002510	NA	5.6686403355	NA	1.563383
ENSMEUG00000002511	NA	3.2830494835	NA	5.792452
ENSMEUG00000002512	NA	2.9180744185	NA	5.282436
ENSMEUG00000002513	NA	2.961811442	NA	0.1421376
ENSMEUG00000002514	NA	1.1556206095	NA	0.2580931
ENSMEUG00000002515	NA	2.783219197	NA	1.867817
ENSMEUG00000002516	NA	2.857986	NA	0.09263923
ENSMEUG00000002517	NA	0	NA	7.744693
ENSMEUG00000002518	NA	3.3158351675	NA	0.07818489
ENSMEUG00000002519	NA	0	NA	0
ENSMEUG00000002520	NA	1.0913706345	NA	0.8208701
ENSMEUG00000002521	NA	2.081954631	NA	0.4940633
