brain	liver	ovary	testis
ENSMEUG00000013353	NA	0	NA	0
ENSMEUG00000013354	NA	1.7580297855	NA	4.98677
ENSMEUG00000013355	NA	6.952121027	NA	0.2002959
ENSMEUG00000013356	NA	3.162066643	NA	2.638067
ENSMEUG00000013357	NA	1.042423484	NA	8.954185
ENSMEUG00000013358	NA	2.3755505185	NA	3.1957
ENSMEUG00000013359	NA	5.629348486	NA	5.017579
ENSMEUG00000013360	NA	0.7476025775	NA	4.735154
ENSMEUG00000013361	NA	7.3712367005	NA	7.369728
ENSMEUG00000013362	NA	1.2366195735	NA	0.3878996
ENSMEUG00000013363	NA	4.3962742595	NA	1.674813
ENSMEUG00000013364	NA	0.290790267	NA	4.887667
ENSMEUG00000013365	NA	0	NA	0
ENSMEUG00000013366	NA	0	NA	0
ENSMEUG00000013367	NA	1.2796047975	NA	0
ENSMEUG00000013368	NA	3.0386400975	NA	2.655411
ENSMEUG00000013369	NA	0.0832395015	NA	3.931853
ENSMEUG00000013370	NA	0	NA	0
ENSMEUG00000013371	NA	3.7057919225	NA	4.575778
ENSMEUG00000013372	NA	4.068173226	NA	2.729977
ENSMEUG00000013373	NA	4.866765142	NA	3.461398
ENSMEUG00000013374	NA	6.5722539785	NA	7.513396
ENSMEUG00000013375	NA	3.9788577255	NA	2.654447
ENSMEUG00000013376	NA	1.0182186975	NA	5.279601
ENSMEUG00000013377	NA	4.6325668725	NA	3.879735
ENSMEUG00000013378	NA	0.0106278505	NA	0.01479575
ENSMEUG00000013379	NA	0	NA	0.2431694
ENSMEUG00000013380	NA	0.3711126815	NA	7.979511
ENSMEUG00000013381	NA	0	NA	0
ENSMEUG00000013382	NA	0	NA	2.196711
ENSMEUG00000013383	NA	2.9323821855	NA	1.752128
ENSMEUG00000013384	NA	3.972229785	NA	6.687397
ENSMEUG00000013385	NA	0	NA	0.06320264
ENSMEUG00000013386	NA	4.686478206	NA	3.972785
ENSMEUG00000013387	NA	0	NA	0
ENSMEUG00000013388	NA	4.026957926	NA	1.140949
ENSMEUG00000013389	NA	1.4243116015	NA	4.569412
ENSMEUG00000013390	NA	11.959432259	NA	1.888691
ENSMEUG00000013391	NA	1.828771281	NA	0.4891349
ENSMEUG00000013392	NA	0	NA	0
ENSMEUG00000013393	NA	6.353033187	NA	2.441101
ENSMEUG00000013394	NA	0	NA	0
ENSMEUG00000013395	NA	0	NA	0
ENSMEUG00000013396	NA	0.1106711715	NA	0.2471498
ENSMEUG00000013397	NA	3.1797512845	NA	2.226666
ENSMEUG00000013398	NA	0	NA	0.8756197
ENSMEUG00000013399	NA	0.4592145375	NA	3.588109
ENSMEUG00000013400	NA	0	NA	1.201584
ENSMEUG00000013401	NA	1.450352596	NA	2.602355
ENSMEUG00000013402	NA	2.951753257	NA	2.095712
ENSMEUG00000013403	NA	5.0899387115	NA	7.215552
ENSMEUG00000013404	NA	0.400959384	NA	0.3054091
ENSMEUG00000013405	NA	0.02573102	NA	0.5305772
ENSMEUG00000013406	NA	0.0598571	NA	0.08949164
ENSMEUG00000013407	NA	7.2588022105	NA	3.835469
ENSMEUG00000013408	NA	0	NA	0.03725921
ENSMEUG00000013409	NA	2.4418239775	NA	2.334814
ENSMEUG00000013410	NA	0	NA	4.827529
ENSMEUG00000013411	NA	0.7826243635	NA	0.854634
ENSMEUG00000013412	NA	0	NA	0
ENSMEUG00000013413	NA	0.329067701	NA	0.590488
ENSMEUG00000013414	NA	0	NA	4.036371
ENSMEUG00000013415	NA	0	NA	0
ENSMEUG00000013416	NA	4.7137433855	NA	7.123997
ENSMEUG00000013417	NA	0.096266903	NA	4.373732
ENSMEUG00000013418	NA	0	NA	2.940567
ENSMEUG00000013419	NA	2.311289404	NA	9.622971
ENSMEUG00000013420	NA	1.7222606635	NA	0
ENSMEUG00000013421	NA	2.229940157	NA	0.0766907
ENSMEUG00000013422	NA	0.741105004	NA	3.62499
ENSMEUG00000013423	NA	2.750825735	NA	3.42443
ENSMEUG00000013424	NA	6.194061311	NA	7.268668
ENSMEUG00000013425	NA	5.385324086	NA	9.486471
ENSMEUG00000013426	NA	0	NA	0
ENSMEUG00000013427	NA	4.685016831	NA	6.227221
ENSMEUG00000013428	NA	6.7392297465	NA	3.174208
ENSMEUG00000013429	NA	1.8273999855	NA	1.324281
ENSMEUG00000013430	NA	3.366614663	NA	3.997979
ENSMEUG00000013431	NA	0	NA	0
ENSMEUG00000013432	NA	0.4916442615	NA	0.1133259
ENSMEUG00000013433	NA	1.141572416	NA	1.276181
ENSMEUG00000013434	NA	0.8762096335	NA	2.574085
ENSMEUG00000013435	NA	0	NA	1.693248
ENSMEUG00000013436	NA	2.2341499335	NA	1.985249
ENSMEUG00000013437	NA	0.9982309005	NA	2.944795
ENSMEUG00000013438	NA	6.716572984	NA	10.25459
ENSMEUG00000013439	NA	0	NA	0.2939672
ENSMEUG00000013440	NA	0	NA	0.3601552
ENSMEUG00000013441	NA	0	NA	0
ENSMEUG00000013442	NA	1.8348972395	NA	3.752631
ENSMEUG00000013443	NA	0.513350463	NA	9.962749
ENSMEUG00000013444	NA	4.1414340365	NA	3.643637
ENSMEUG00000013445	NA	1.728231073	NA	4.149739
ENSMEUG00000013446	NA	0.05612055	NA	1.280226
ENSMEUG00000013447	NA	4.0765031235	NA	5.057112
ENSMEUG00000013448	NA	0	NA	0.3770438
ENSMEUG00000013449	NA	0.063607171	NA	0.1755374
ENSMEUG00000013450	NA	4.9857605275	NA	5.504843
ENSMEUG00000013451	NA	0.374512541	NA	0.2177419
ENSMEUG00000013452	NA	0	NA	0
ENSMEUG00000013453	NA	0.2432449885	NA	0.06181794
ENSMEUG00000013454	NA	4.757242327	NA	2.959529
ENSMEUG00000013455	NA	0	NA	0
ENSMEUG00000013456	NA	3.5922966955	NA	2.08747
ENSMEUG00000013457	NA	1.4750149795	NA	0.6680429
ENSMEUG00000013458	NA	1.9930780705	NA	4.03682
ENSMEUG00000013459	NA	2.314793599	NA	7.943077
ENSMEUG00000013460	NA	0.867177057	NA	2.232934
ENSMEUG00000013461	NA	0	NA	0
ENSMEUG00000013462	NA	1.105194944	NA	0.3675422
ENSMEUG00000013463	NA	0.31352745	NA	0.4058541
ENSMEUG00000013464	NA	6.183237274	NA	0.4534343
ENSMEUG00000013465	NA	4.531979458	NA	5.236198
ENSMEUG00000013466	NA	1.8651414495	NA	0.02605682
ENSMEUG00000013467	NA	1.694788151	NA	2.871867
ENSMEUG00000013468	NA	2.6564708475	NA	4.256505
ENSMEUG00000013469	NA	3.768562073	NA	1.852358
ENSMEUG00000013470	NA	0.227743397	NA	4.246142
ENSMEUG00000013471	NA	1.3537125295	NA	3.173929
ENSMEUG00000013472	NA	0.200486259	NA	0.2920066
ENSMEUG00000013473	NA	0.263568058	NA	1.416272
ENSMEUG00000013474	NA	0	NA	0
ENSMEUG00000013475	NA	0.0403497725	NA	0.8758516
ENSMEUG00000013476	NA	0.158518868	NA	1.792118
ENSMEUG00000013477	NA	0.1130322745	NA	0
ENSMEUG00000013478	NA	0.02275839	NA	0.02876815
ENSMEUG00000013479	NA	3.4798014855	NA	4.674133
ENSMEUG00000013480	NA	1.796489953	NA	5.21162
ENSMEUG00000013481	NA	0.1793337055	NA	0
ENSMEUG00000013482	NA	0.1059378535	NA	0.3597168
ENSMEUG00000013483	NA	1.0599718235	NA	0.4051744
ENSMEUG00000013484	NA	4.299149683	NA	6.572987
ENSMEUG00000013485	NA	5.706010359	NA	6.21966
ENSMEUG00000013486	NA	0.1893618	NA	0.8275589
ENSMEUG00000013487	NA	0.8550378335	NA	0.2322604
ENSMEUG00000013488	NA	2.0959081595	NA	3.166552
ENSMEUG00000013489	NA	0	NA	0
ENSMEUG00000013490	NA	3.284276153	NA	0.4038709
ENSMEUG00000013491	NA	0	NA	0
ENSMEUG00000013492	NA	1.9751796955	NA	0.137091
ENSMEUG00000013493	NA	2.5251192705	NA	3.304571
ENSMEUG00000013494	NA	0.2667909265	NA	1.798789
ENSMEUG00000013495	NA	3.512353553	NA	6.965923
ENSMEUG00000013496	NA	3.700109961	NA	2.374252
ENSMEUG00000013497	NA	0.8888523995	NA	4.400299
ENSMEUG00000013498	NA	6.576485002	NA	6.623655
ENSMEUG00000013499	NA	0.033323745	NA	0.1881173
ENSMEUG00000013500	NA	0	NA	0.1340191
ENSMEUG00000013501	NA	0.2883563555	NA	0.2675981
ENSMEUG00000013502	NA	0.0161037485	NA	3.505459
ENSMEUG00000013503	NA	1.3861221845	NA	8.962766
ENSMEUG00000013504	NA	0	NA	0.134877
ENSMEUG00000013505	NA	1.1684905265	NA	1.795239
ENSMEUG00000013506	NA	2.0075377185	NA	5.6963
ENSMEUG00000013507	NA	1.448289092	NA	0.959236
ENSMEUG00000013508	NA	2.811827908	NA	7.752608
ENSMEUG00000013509	NA	1.029131832	NA	2.400038
ENSMEUG00000013510	NA	0.0521568555	NA	0.4129733
ENSMEUG00000013511	NA	1.879042173	NA	1.923902
ENSMEUG00000013512	NA	2.7403271295	NA	0.2154624
ENSMEUG00000013513	NA	3.549820407	NA	4.765625
ENSMEUG00000013514	NA	1.6240883515	NA	0.2197032
ENSMEUG00000013515	NA	0.1712474245	NA	0.5123422
ENSMEUG00000013516	NA	1.854016528	NA	1.015212
ENSMEUG00000013517	NA	9.008032494	NA	7.044263
ENSMEUG00000013518	NA	4.687758041	NA	4.212079
ENSMEUG00000013519	NA	4.9511092275	NA	0.06822669
ENSMEUG00000013520	NA	4.107898971	NA	1.64934
ENSMEUG00000013521	NA	3.4794075775	NA	4.004079
ENSMEUG00000013522	NA	1.432179531	NA	6.257914
ENSMEUG00000013523	NA	0.006230324	NA	4.081271
ENSMEUG00000013524	NA	1.516810476	NA	4.013596
ENSMEUG00000013525	NA	1.5733641145	NA	0.957428
ENSMEUG00000013526	NA	7.275319164	NA	7.171307
ENSMEUG00000013527	NA	2.336227007	NA	3.500292
ENSMEUG00000013528	NA	2.726397438	NA	4.905572
ENSMEUG00000013529	NA	0	NA	0
ENSMEUG00000013530	NA	2.688633276	NA	5.186936
ENSMEUG00000013531	NA	7.4774728695	NA	5.998112
ENSMEUG00000013532	NA	2.502992487	NA	5.226848
ENSMEUG00000013533	NA	0.046317655	NA	0.2191853
ENSMEUG00000013534	NA	4.320504492	NA	4.498519
ENSMEUG00000013535	NA	1.1786745195	NA	1.934222
ENSMEUG00000013536	NA	4.0622012925	NA	2.774393
ENSMEUG00000013537	NA	6.2659054745	NA	6.12415
ENSMEUG00000013538	NA	4.081022307	NA	5.053485
ENSMEUG00000013539	NA	0	NA	0
ENSMEUG00000013540	NA	1.273895055	NA	0.8406252
ENSMEUG00000013541	NA	0	NA	0
ENSMEUG00000013542	NA	5.786127936	NA	3.020227
ENSMEUG00000013543	NA	0	NA	0.1967065
ENSMEUG00000013544	NA	0	NA	0
ENSMEUG00000013545	NA	2.823853565	NA	5.925223
ENSMEUG00000013546	NA	0.133829537	NA	0.1799785
ENSMEUG00000013547	NA	2.016593528	NA	6.43526
ENSMEUG00000013548	NA	0.061464087	NA	1.32277
ENSMEUG00000013549	NA	4.732890637	NA	9.292034
ENSMEUG00000013550	NA	0.076132383	NA	0.1588049
ENSMEUG00000013551	NA	1.527837977	NA	2.434791
ENSMEUG00000013552	NA	2.014840898	NA	5.357886
ENSMEUG00000013553	NA	2.185313867	NA	4.904889
ENSMEUG00000013554	NA	5.6068179745	NA	7.108504
ENSMEUG00000013555	NA	5.3610291455	NA	3.796307
ENSMEUG00000013556	NA	3.654912728	NA	2.35509
ENSMEUG00000013557	NA	3.5504762785	NA	3.99051
ENSMEUG00000013558	NA	0	NA	1.747946
ENSMEUG00000013559	NA	3.78500307	NA	2.144533
ENSMEUG00000013560	NA	6.429002171	NA	5.286319
ENSMEUG00000013561	NA	2.757197288	NA	0
ENSMEUG00000013562	NA	3.265955993	NA	4.092867
ENSMEUG00000013563	NA	5.4656703795	NA	8.068284
ENSMEUG00000013564	NA	2.263526	NA	0
ENSMEUG00000013565	NA	2.4122858825	NA	4.785252
ENSMEUG00000013566	NA	2.8090488785	NA	5.868677
ENSMEUG00000013567	NA	5.038390997	NA	4.9668
ENSMEUG00000013568	NA	0	NA	5.392156
ENSMEUG00000013569	NA	0	NA	0.7002906
ENSMEUG00000013570	NA	3.212950295	NA	0
ENSMEUG00000013571	NA	0	NA	0
ENSMEUG00000013572	NA	3.8567086035	NA	0.8476707
ENSMEUG00000013573	NA	6.6546332415	NA	0.2745408
ENSMEUG00000013574	NA	0.1080654615	NA	0
ENSMEUG00000013575	NA	5.350673731	NA	5.590518
ENSMEUG00000013576	NA	0	NA	1.267811
ENSMEUG00000013577	NA	5.9607816155	NA	4.501758
ENSMEUG00000013578	NA	0	NA	7.041867
ENSMEUG00000013579	NA	2.8038146475	NA	6.334334
ENSMEUG00000013580	NA	1.937347468	NA	6.285767
ENSMEUG00000013581	NA	0.599939163	NA	0.7371892
ENSMEUG00000013582	NA	0	NA	0
ENSMEUG00000013583	NA	4.122808006	NA	4.141703
ENSMEUG00000013584	NA	0.078353	NA	5.140611
ENSMEUG00000013585	NA	2.3263033535	NA	1.323093
ENSMEUG00000013586	NA	1.866766096	NA	2.88789
ENSMEUG00000013587	NA	3.970888881	NA	3.35463
ENSMEUG00000013588	NA	5.484073324	NA	5.929346
ENSMEUG00000013589	NA	2.1648564745	NA	3.667438
ENSMEUG00000013590	NA	6.1822505965	NA	2.134198
ENSMEUG00000013591	NA	4.119421892	NA	3.685637
ENSMEUG00000013592	NA	3.267784525	NA	0.256902
ENSMEUG00000013593	NA	3.0726754905	NA	2.563185
ENSMEUG00000013594	NA	4.1848272485	NA	4.980286
ENSMEUG00000013595	NA	4.6758476375	NA	4.419337
ENSMEUG00000013596	NA	0.0291863045	NA	8.603697
ENSMEUG00000013597	NA	2.985607135	NA	3.065164
ENSMEUG00000013598	NA	2.565916611	NA	1.427005
ENSMEUG00000013599	NA	4.0463444945	NA	5.318696
ENSMEUG00000013600	NA	3.3073145855	NA	3.619096
ENSMEUG00000013601	NA	3.53312532	NA	5.175018
ENSMEUG00000013602	NA	1.76403023	NA	6.925157
ENSMEUG00000013603	NA	0.8421939485	NA	1.293794
ENSMEUG00000013604	NA	3.7343922865	NA	2.996517
ENSMEUG00000013605	NA	2.1270037405	NA	3.234109
ENSMEUG00000013606	NA	3.758728733	NA	8.477414
ENSMEUG00000013607	NA	0	NA	8.086041
ENSMEUG00000013608	NA	3.6905663705	NA	5.372729
ENSMEUG00000013609	NA	0.734813	NA	0.7590229
ENSMEUG00000013610	NA	2.4135955125	NA	0.849354
ENSMEUG00000013611	NA	2.015351859	NA	0.7525148
ENSMEUG00000013612	NA	0	NA	0
ENSMEUG00000013613	NA	4.3041525185	NA	3.874944
ENSMEUG00000013614	NA	4.257038391	NA	3.897531
ENSMEUG00000013615	NA	0.302273219	NA	0
ENSMEUG00000013616	NA	0.544693019	NA	3.145619
ENSMEUG00000013617	NA	2.58413079	NA	2.614208
ENSMEUG00000013618	NA	0	NA	1.087531
ENSMEUG00000013619	NA	0	NA	0.2836421
ENSMEUG00000013620	NA	0.520816295	NA	1.376057
ENSMEUG00000013621	NA	3.5097238935	NA	3.002724
ENSMEUG00000013622	NA	7.2917408355	NA	7.690934
ENSMEUG00000013623	NA	2.249942665	NA	3.539804
ENSMEUG00000013624	NA	0.2435337375	NA	1.422206
ENSMEUG00000013625	NA	1.5858707435	NA	0.9699473
ENSMEUG00000013626	NA	5.1703822505	NA	1.815731
ENSMEUG00000013627	NA	4.8005563925	NA	5.442303
ENSMEUG00000013628	NA	0	NA	0.2802532
ENSMEUG00000013629	NA	2.505636665	NA	7.637422
ENSMEUG00000013630	NA	3.297640199	NA	3.125773
ENSMEUG00000013631	NA	4.9652254265	NA	5.116677
ENSMEUG00000013632	NA	2.776674209	NA	0.1663838
ENSMEUG00000013633	NA	5.2824330635	NA	3.083389
ENSMEUG00000013634	NA	5.466527621	NA	5.019595
ENSMEUG00000013635	NA	4.718140751	NA	8.126116
ENSMEUG00000013636	NA	0.138614497	NA	0.04157228
ENSMEUG00000013637	NA	3.847589761	NA	3.461384
ENSMEUG00000013638	NA	7.9385065905	NA	2.037456
ENSMEUG00000013639	NA	0.293029747	NA	0.1694851
ENSMEUG00000013640	NA	6.304317296	NA	5.072174
ENSMEUG00000013641	NA	3.6916127935	NA	4.255946
ENSMEUG00000013642	NA	3.8908050185	NA	5.049788
ENSMEUG00000013643	NA	0.02707082	NA	0.1964232
ENSMEUG00000013644	NA	0.23948075	NA	1.144921
ENSMEUG00000013645	NA	2.946444394	NA	4.00898
ENSMEUG00000013646	NA	4.7102102305	NA	5.753931
ENSMEUG00000013647	NA	2.9771141875	NA	1.515672
ENSMEUG00000013648	NA	1.9114914375	NA	2.536284
ENSMEUG00000013649	NA	3.39876088	NA	2.318441
ENSMEUG00000013650	NA	0	NA	7.56299
ENSMEUG00000013651	NA	0.152504883	NA	8.805908
ENSMEUG00000013652	NA	0	NA	0.343119
ENSMEUG00000013653	NA	0.053407714	NA	0
ENSMEUG00000013654	NA	3.5511695305	NA	2.171479
ENSMEUG00000013655	NA	0.603614008	NA	3.129425
ENSMEUG00000013656	NA	3.102221174	NA	2.854656
ENSMEUG00000013657	NA	1.071701486	NA	0.8543739
ENSMEUG00000013658	NA	0.265057193	NA	6.528532
ENSMEUG00000013659	NA	3.105825325	NA	0.9357501
ENSMEUG00000013660	NA	0.3645742335	NA	0
ENSMEUG00000013661	NA	0	NA	5.900249
ENSMEUG00000013662	NA	3.720718055	NA	2.132116
ENSMEUG00000013663	NA	4.648075371	NA	4.916596
ENSMEUG00000013664	NA	0.8615836395	NA	2.902475
ENSMEUG00000013665	NA	3.460151846	NA	2.135538
ENSMEUG00000013666	NA	0.9234940065	NA	3.612294
ENSMEUG00000013667	NA	1.1640690255	NA	0.1549163
ENSMEUG00000013668	NA	0.0699217255	NA	0.1718806
ENSMEUG00000013669	NA	5.064077025	NA	6.910853
ENSMEUG00000013670	NA	5.5178176605	NA	1.356662
ENSMEUG00000013671	NA	1.2299983425	NA	1.942537
ENSMEUG00000013672	NA	0	NA	0
ENSMEUG00000013673	NA	0.211669625	NA	2.608142
ENSMEUG00000013674	NA	2.239472075	NA	0.2826308
ENSMEUG00000013675	NA	4.6316518225	NA	5.604611
ENSMEUG00000013676	NA	4.6256037805	NA	8.371219
ENSMEUG00000013677	NA	0	NA	0
ENSMEUG00000013678	NA	0	NA	0
ENSMEUG00000013679	NA	5.205972164	NA	3.746087
ENSMEUG00000013680	NA	6.047621381	NA	6.286229
ENSMEUG00000013681	NA	1.2477150415	NA	1.66826
ENSMEUG00000013682	NA	0	NA	0.08616254
ENSMEUG00000013683	NA	3.045276283	NA	4.429442
ENSMEUG00000013684	NA	1.8751842	NA	1.062232
ENSMEUG00000013685	NA	2.1389572665	NA	5.273516
ENSMEUG00000013686	NA	6.1621531145	NA	6.869057
ENSMEUG00000013687	NA	4.4528745485	NA	2.083795
ENSMEUG00000013688	NA	1.1760375	NA	1.674126
ENSMEUG00000013689	NA	3.645628712	NA	3.675895
ENSMEUG00000013690	NA	1.767118813	NA	2.224019
ENSMEUG00000013691	NA	7.2935980485	NA	5.120398
ENSMEUG00000013692	NA	1.6136956405	NA	2.488541
ENSMEUG00000013693	NA	1.5943357	NA	5.274314
ENSMEUG00000013694	NA	0	NA	0
ENSMEUG00000013695	NA	4.4566048275	NA	5.473569
ENSMEUG00000013696	NA	0	NA	0.2494599
ENSMEUG00000013697	NA	1.4673982015	NA	5.783936
ENSMEUG00000013698	NA	3.93446269	NA	4.032797
ENSMEUG00000013699	NA	7.7246363035	NA	9.922843
ENSMEUG00000013700	NA	2.845170325	NA	0.2993936
ENSMEUG00000013701	NA	0	NA	0
ENSMEUG00000013702	NA	6.5714158475	NA	7.993244
ENSMEUG00000013703	NA	1.3836843035	NA	5.678728
ENSMEUG00000013704	NA	4.5493728705	NA	6.541886
ENSMEUG00000013705	NA	2.506579713	NA	1.581428
ENSMEUG00000013706	NA	3.7710777315	NA	4.572859
ENSMEUG00000013707	NA	2.1424221315	NA	6.157836
ENSMEUG00000013708	NA	0	NA	0.016021
ENSMEUG00000013709	NA	3.557320722	NA	5.27072
ENSMEUG00000013710	NA	1.264651441	NA	0.9273079
ENSMEUG00000013711	NA	10.1810300945	NA	12.01179
ENSMEUG00000013712	NA	4.5882023535	NA	1.313048
ENSMEUG00000013713	NA	0.416272743	NA	1.303927
ENSMEUG00000013714	NA	0.835749368	NA	2.804043
ENSMEUG00000013715	NA	6.535382102	NA	6.732961
ENSMEUG00000013716	NA	0.1600007435	NA	3.577924
ENSMEUG00000013717	NA	4.022528696	NA	1.59516
ENSMEUG00000013718	NA	3.0828091205	NA	8.604016
ENSMEUG00000013719	NA	2.9281672215	NA	5.569582
ENSMEUG00000013720	NA	5.699414512	NA	1.514279
ENSMEUG00000013721	NA	0.1762284	NA	1.208218
ENSMEUG00000013722	NA	4.4163464575	NA	6.674178
ENSMEUG00000013723	NA	6.1510306885	NA	6.773864
ENSMEUG00000013724	NA	0.3593258975	NA	0.7370559
ENSMEUG00000013725	NA	8.60059048	NA	6.648113
ENSMEUG00000013726	NA	1.4033801825	NA	2.289179
ENSMEUG00000013727	NA	4.986385055	NA	7.554082
ENSMEUG00000013728	NA	4.5869906185	NA	6.064504
ENSMEUG00000013729	NA	1.8042014635	NA	2.219989
ENSMEUG00000013730	NA	4.464803125	NA	0.1250874
ENSMEUG00000013731	NA	0.4996116515	NA	1.991379
ENSMEUG00000013732	NA	6.5395132605	NA	1.764911
ENSMEUG00000013733	NA	0	NA	0.3403822
ENSMEUG00000013734	NA	3.4928142155	NA	3.371026
ENSMEUG00000013735	NA	8.218715698	NA	8.77273
ENSMEUG00000013736	NA	2.6322659525	NA	2.956822
ENSMEUG00000013737	NA	0	NA	0.06162359
ENSMEUG00000013738	NA	10.2656289125	NA	8.28977
ENSMEUG00000013739	NA	0.2143149025	NA	0
ENSMEUG00000013740	NA	4.4794341135	NA	1.870156
ENSMEUG00000013741	NA	1.8639934615	NA	2.885729
ENSMEUG00000013742	NA	4.2317629035	NA	2.005256
ENSMEUG00000013743	NA	0.7361200125	NA	3.211557
ENSMEUG00000013744	NA	0	NA	0
ENSMEUG00000013745	NA	3.532947965	NA	0.570564
ENSMEUG00000013746	NA	1.142630059	NA	0.0998552
ENSMEUG00000013747	NA	3.3319259785	NA	4.669962
ENSMEUG00000013748	NA	3.2588628555	NA	1.736627
ENSMEUG00000013749	NA	5.0897394805	NA	1.977097
ENSMEUG00000013750	NA	0.904244088	NA	2.00022
ENSMEUG00000013751	NA	4.0381782275	NA	4.2192
ENSMEUG00000013752	NA	0.5311063325	NA	0.7019544
ENSMEUG00000013753	NA	2.5340364185	NA	4.449951
ENSMEUG00000013754	NA	4.567412861	NA	3.222242
ENSMEUG00000013755	NA	0	NA	0
ENSMEUG00000013756	NA	3.7170941095	NA	4.855227
ENSMEUG00000013757	NA	2.680097639	NA	3.074021
ENSMEUG00000013758	NA	2.131101386	NA	0.1723096
ENSMEUG00000013759	NA	1.243832343	NA	0
ENSMEUG00000013760	NA	6.2416096775	NA	4.592971
ENSMEUG00000013761	NA	1.807294512	NA	0.07477395
ENSMEUG00000013762	NA	2.843805707	NA	3.421262
ENSMEUG00000013763	NA	4.6356354375	NA	6.263784
ENSMEUG00000013764	NA	0	NA	0
ENSMEUG00000013765	NA	0.6385330415	NA	0.5871297
ENSMEUG00000013766	NA	5.6368449865	NA	4.389966
ENSMEUG00000013767	NA	4.075653039	NA	4.749207
ENSMEUG00000013768	NA	6.1130324955	NA	6.668133
ENSMEUG00000013769	NA	1.38943701	NA	0.1883553
ENSMEUG00000013770	NA	2.9830830885	NA	0.9334306
ENSMEUG00000013771	NA	0.842818547	NA	0.681012
ENSMEUG00000013772	NA	1.01521008	NA	2.632326
ENSMEUG00000013773	NA	3.103458463	NA	3.891895
ENSMEUG00000013774	NA	0.8131858355	NA	5.984856
ENSMEUG00000013775	NA	0	NA	1.927388
ENSMEUG00000013776	NA	2.8403354125	NA	5.052638
ENSMEUG00000013777	NA	4.942344503	NA	2.541153
ENSMEUG00000013778	NA	0.4339381895	NA	0.2090216
ENSMEUG00000013779	NA	4.1205627945	NA	5.49014
ENSMEUG00000013780	NA	2.494649863	NA	10.11853
ENSMEUG00000013781	NA	0	NA	0
ENSMEUG00000013782	NA	3.3693325475	NA	2.634294
ENSMEUG00000013783	NA	0.1026070645	NA	2.178597
ENSMEUG00000013784	NA	5.2589280235	NA	5.842257
ENSMEUG00000013785	NA	1.0536951735	NA	4.450426
ENSMEUG00000013786	NA	2.2482120615	NA	1.530296
ENSMEUG00000013787	NA	0.876968581	NA	1.315079
ENSMEUG00000013788	NA	2.895239537	NA	5.170085
ENSMEUG00000013789	NA	2.094455859	NA	5.329063
ENSMEUG00000013790	NA	0.06263544	NA	0
ENSMEUG00000013791	NA	5.4475802825	NA	7.218965
ENSMEUG00000013792	NA	0.677031823	NA	0.1256424
ENSMEUG00000013793	NA	2.616635477	NA	4.385997
ENSMEUG00000013794	NA	4.503492376	NA	6.380113
ENSMEUG00000013795	NA	1.862452593	NA	1.649749
ENSMEUG00000013796	NA	6.292139656	NA	7.229588
ENSMEUG00000013797	NA	1.5146059265	NA	3.013618
ENSMEUG00000013798	NA	5.541448848	NA	1.371994
ENSMEUG00000013799	NA	0	NA	0.3220897
ENSMEUG00000013800	NA	4.4367804025	NA	0.9590171
ENSMEUG00000013801	NA	5.12215658	NA	5.952184
ENSMEUG00000013802	NA	6.1899033875	NA	6.356674
ENSMEUG00000013803	NA	0	NA	0
ENSMEUG00000013804	NA	1.811389175	NA	3.72597
ENSMEUG00000013805	NA	2.1891633495	NA	4.970541
ENSMEUG00000013806	NA	3.007889027	NA	5.222267
ENSMEUG00000013807	NA	1.2726874795	NA	4.053702
ENSMEUG00000013808	NA	1.8365136965	NA	0.265084
ENSMEUG00000013809	NA	2.6156400095	NA	5.491343
ENSMEUG00000013810	NA	0.6221815	NA	2.000851
ENSMEUG00000013811	NA	0.01547064	NA	0.04865805
ENSMEUG00000013812	NA	2.143564118	NA	0.5574856
ENSMEUG00000013813	NA	1.42438331	NA	2.207487
ENSMEUG00000013814	NA	0	NA	0
ENSMEUG00000013815	NA	10.4676100015	NA	2.773165
ENSMEUG00000013816	NA	0	NA	0
ENSMEUG00000013817	NA	4.6668592485	NA	0.423022
ENSMEUG00000013818	NA	3.313254039	NA	0.03699614
ENSMEUG00000013819	NA	5.6081900645	NA	3.808519
ENSMEUG00000013820	NA	0.2414246575	NA	0
ENSMEUG00000013821	NA	0.3146296385	NA	0.1529829
ENSMEUG00000013822	NA	2.7217806855	NA	4.508942
ENSMEUG00000013823	NA	6.45078239	NA	6.265831
ENSMEUG00000013824	NA	9.8681463045	NA	8.832574
ENSMEUG00000013825	NA	3.97414571	NA	6.628549
ENSMEUG00000013826	NA	3.9084294015	NA	4.359212
ENSMEUG00000013827	NA	5.5131850025	NA	2.325784
ENSMEUG00000013828	NA	4.2352226415	NA	0.4282024
ENSMEUG00000013829	NA	1.500226395	NA	0.6716122
ENSMEUG00000013830	NA	0	NA	0
ENSMEUG00000013831	NA	0	NA	0
ENSMEUG00000013832	NA	0	NA	0
ENSMEUG00000013833	NA	2.012087404	NA	4.196096
ENSMEUG00000013834	NA	0	NA	4.671542
ENSMEUG00000013835	NA	1.5729710435	NA	1.836158
ENSMEUG00000013836	NA	0.1136981615	NA	0.1751196
ENSMEUG00000013837	NA	0	NA	0
ENSMEUG00000013838	NA	2.0027133725	NA	2.77683
ENSMEUG00000013839	NA	4.378643237	NA	4.063097
ENSMEUG00000013840	NA	2.9912822705	NA	3.744215
ENSMEUG00000013841	NA	1.360759454	NA	0.4075529
