brain	heart	kidney	liver
ENSMNEG00000002624	2.63805614666667	7.63716	2.53462	1.355996
ENSMNEG00000002626	0	0	0	0
ENSMNEG00000002628	4.01973873666667	3.077072	4.261297	3.347045
ENSMNEG00000002629	0.73783454	0.3072525	0	0
ENSMNEG00000002638	7.43456868666667	4.517301	2.562902	0.5635711
ENSMNEG00000002643	0.388738	0	0	0
ENSMNEG00000002648	0.7339189	0	0	0
ENSMNEG00000002660	1.38184161	0.3001929	0.3883879	0.07575701
ENSMNEG00000002674	1.61907147	0.980331	1.516953	2.537125
ENSMNEG00000002680	3.00033855	3.872632	5.648537	3.96643
ENSMNEG00000002686	5.16462136666667	5.455672	5.173999	3.370961
ENSMNEG00000002696	3.9939225	3.89922	4.27781	3.590079
ENSMNEG00000002699	4.51682210333333	2.567492	2.674585	1.017167
ENSMNEG00000002703	7.30644522666667	0.1852234	0.1813036	0
ENSMNEG00000002714	2.21099147333333	0.372883	5.710608	0.2398917
ENSMNEG00000002716	3.55315540333333	0	0	0.06812031
ENSMNEG00000002738	4.81414564	3.951277	4.106069	1.052508
ENSMNEG00000002739	4.74791239333333	4.827971	5.103275	5.818459
ENSMNEG00000002742	0.16665765	0	0	0.08564302
ENSMNEG00000002743	4.77389891	4.893309	5.32143	3.689724
ENSMNEG00000002752	1.64396685666667	1.632343	3.243622	0.2037487
ENSMNEG00000002764	2.28718373666667	0.7511775	0.4114165	0.7823331
ENSMNEG00000002787	0.503179346666667	0	0	0
ENSMNEG00000002796	5.65501767333333	1.327538	2.479688	1.607446
ENSMNEG00000002799	1.20161556666667	0.9315151	0.656705	0.2792966
ENSMNEG00000002801	0.514956556666667	0	0.4408587	0
ENSMNEG00000002803	1.10917747	2.828189	0.9481224	0.1313423
ENSMNEG00000002805	5.29449877	4.482223	5.081354	2.886185
ENSMNEG00000002812	3.02178356333333	0.4109142	0.7242076	0.4469073
ENSMNEG00000002813	3.45534608666667	2.936747	3.366434	2.58768
ENSMNEG00000002814	3.84663408333333	2.889795	3.884674	3.426561
ENSMNEG00000002815	3.69443719666667	5.364846	5.391465	4.911855
ENSMNEG00000002816	0.364917906666667	0	0	0
ENSMNEG00000002821	5.21840582333333	4.25038	4.843911	3.637222
ENSMNEG00000002832	1.81367774666667	1.542857	2.91287	0
ENSMNEG00000002839	4.58502922333333	4.250967	4.82122	3.836063
ENSMNEG00000002840	0	0	0	0.06668551
ENSMNEG00000002846	0	0	0	0
ENSMNEG00000002856	6.99494015	7.779165	8.139743	7.652358
ENSMNEG00000002858	1.81778133333333	2.530253	2.189474	1.404047
ENSMNEG00000002859	5.93590458666667	6.323147	6.677846	5.780738
ENSMNEG00000002873	1.65151569666667	1.177025	2.794796	1.615449
ENSMNEG00000002880	3.25632138333333	4.868397	2.809792	6.558429
ENSMNEG00000002884	3.51483685666667	2.228126	2.43858	1.568888
ENSMNEG00000002891	0	0	0.03001791	0
ENSMNEG00000002892	1.18941409666667	1.373626	0.7719033	0.5550367
ENSMNEG00000002900	1.53104846333333	0.3285745	0	0
ENSMNEG00000002906	3.75323552333333	3.065203	2.781301	1.699192
ENSMNEG00000002923	0.996641916666667	0.1262845	0.4363495	0.2292335
ENSMNEG00000002925	5.98803563333333	5.553274	4.957812	4.536414
ENSMNEG00000002933	0	0	0	0
ENSMNEG00000002934	6.74655571	5.047948	5.734878	4.923805
ENSMNEG00000002935	5.54261765333333	5.513579	5.564927	3.965485
ENSMNEG00000002945	4.38204238	0.4588996	0.2084673	0.02685118
