brain	kidney	liver	ovary	testis
ENSFDAG00000005366	3.708348	3.710448	1.338561375	2.174434	1.2382865
ENSFDAG00000005368	1.27708	0.7514922	0.357425225	13.20228	9.455173
ENSFDAG00000005369	0	0	0	0	0
ENSFDAG00000005372	6.549238	0.103274805	0.02369267	0.08169089	0.76746615
ENSFDAG00000005375	2.777152	2.315646	1.77259225	2.346135	2.349271
ENSFDAG00000005377	1.088311	0.075214265	0.0643976425	1.1479975	0.1976468
ENSFDAG00000005378	0	0	0	0	0
ENSFDAG00000005379	2.326014	0.175988125	0.0293469	0.28483595	1.958883
ENSFDAG00000005380	2.790094	1.82109025	1.1168927	2.213774	5.758218
ENSFDAG00000005381	0	0.485801475	0	0.1940132	0.2745481
ENSFDAG00000005382	3.547475	3.105783	0.5049264	3.510695	5.8058095
ENSFDAG00000005384	1.737245	2.6892095	3.446884	3.9499435	3.8611365
ENSFDAG00000005385	0	0	0	0	0
ENSFDAG00000005386	3.753947	2.640086	0.4225355	2.4165845	3.4827845
ENSFDAG00000005388	7.371602	6.092246	4.28583325	7.08844	9.004554
ENSFDAG00000005390	0	0.126075425	0.0909451	0	0.04559257
ENSFDAG00000005392	0	0.043538325	0	0	8.147357
ENSFDAG00000005393	3.196882	3.1463075	2.73546025	2.746668	3.4241235
ENSFDAG00000005395	4.050371	6.18798025	4.369697	3.912057	4.867311
ENSFDAG00000005398	4.474838	2.16878825	1.35525925	4.304785	5.3288905
ENSFDAG00000005399	0	0.0381867	0	0	0
ENSFDAG00000005400	0.4452881	0.86681375	0.80089	1.37149305	1.33540405
ENSFDAG00000005401	5.062851	3.41564075	2.42757075	0	2.4272104995
ENSFDAG00000005402	4.682663	2.5905265	1.44434375	3.11417	3.1041075
ENSFDAG00000005403	1.29661	2.50212475	2.815099	3.1870885	6.651126
ENSFDAG00000005405	5.482106	2.880059	1.101592275	3.526895	6.8719805
ENSFDAG00000005407	4.967491	5.0614975	4.1147015	5.7569735	3.808851
ENSFDAG00000005408	1.921615	1.899849	0.5116271	2.070242	0.87510545
ENSFDAG00000005410	3.210021	3.98773	3.7723975	4.5114535	4.308248
ENSFDAG00000005411	0	0	0	0	0
ENSFDAG00000005412	4.423329	3.33763075	1.79371325	3.1490075	4.305063
ENSFDAG00000005414	2.933206	2.3231965	0.9326371	1.2884525	3.055115
ENSFDAG00000005415	0.4218357	2.93653025	3.67317175	2.637701	0.56935255
ENSFDAG00000005418	0.2448591	2.8249215	3.958648	0.083497105	0.1501282
ENSFDAG00000005420	0.1227902	0	0	0	0.65128385
ENSFDAG00000005422	1.196336	1.87443525	1.2012492	5.166509	4.3175345
ENSFDAG00000005423	6.747028	7.5430055	6.921161	7.7426615	7.1692485
ENSFDAG00000005424	6.433886	6.9521645	6.23812625	7.152687	7.716561
ENSFDAG00000005428	0.03820972	3.785561	0	0.072698925	0.6085145
ENSFDAG00000005429	3.643325	2.80842625	1.64013625	3.6562555	3.5780535
ENSFDAG00000005430	5.279378	4.80431275	3.68674475	4.5389655	3.238338
ENSFDAG00000005431	3.744979	3.165919	2.84035025	3.68871	4.4671835
ENSFDAG00000005432	5.623598	2.15309825	0.835217325	4.589157	3.84714
ENSFDAG00000005433	6.61844	6.35583475	5.66259625	6.608145	6.2275395
ENSFDAG00000005434	0	0.0261474	0.022263095	0.02061918	6.0836875
ENSFDAG00000005435	0	0	0	0.084638	0.1588801
ENSFDAG00000005436	7.413473	5.48213975	4.65911925	5.984417	5.605915
ENSFDAG00000005438	0.5957309	0.453446	0.4971591125	6.6292955	2.518393
ENSFDAG00000005440	4.832931	4.41878525	4.22033425	2.3607355	2.6975685
ENSFDAG00000005444	5.176191	4.569793	3.777894	4.329871	5.6867295
ENSFDAG00000005445	5.36247	3.55292325	3.96529125	3.9929875	3.805287
ENSFDAG00000005446	0	0	0	0	0.045180805
ENSFDAG00000005447	5.174212	5.10022475	4.51666075	5.7781365	5.457301
ENSFDAG00000005449	3.691724	5.74848925	6.257592	4.8368135	3.4804445
ENSFDAG00000005450	3.323334	4.40930925	4.2805365	3.9784785	4.2599265
ENSFDAG00000005451	3.144133	3.06235525	2.341227	4.3009585	2.6788485
ENSFDAG00000005453	1.065655	1.80422225	1.04915705	1.667066	7.40725
ENSFDAG00000005454	0	0	0	0	0
ENSFDAG00000005455	6.308794	2.998743	2.32134875	3.722792	3.3575445
ENSFDAG00000005457	0	0	0	0	0
ENSFDAG00000005458	7.225834	6.92838525	7.0418285	7.645917	8.0366105
ENSFDAG00000005460	0.7533093	0.2954745	0.141254125	0.24344865	5.187451
ENSFDAG00000005461	6.375924	5.34167525	3.24219375	5.546809	4.387983
ENSFDAG00000005462	0.159199	0	0	0.04713621	0
ENSFDAG00000005463	4.331949	4.22523075	3.59416775	4.5430035	4.384208
ENSFDAG00000005464	7.127458	2.12986725	1.243807975	3.8394395	4.9711895
ENSFDAG00000005465	4.476239	2.86188325	1.696857	3.219283	2.6176305
ENSFDAG00000005471	0	0.614716225	1.67942025	0.84690635	0.46646595
ENSFDAG00000005472	4.922921	4.92009375	3.59161425	4.8534805	6.7149065
ENSFDAG00000005473	3.960987	5.99805225	5.110592	6.333548	4.302462
ENSFDAG00000005474	0.7606902	0.284350775	0.9990188	0.3622998	0.69664015
ENSFDAG00000005475	4.086368	3.60125475	2.70790925	3.6411185	4.6118375
ENSFDAG00000005476	5.853998	5.796642	4.52747	5.7073775	5.2035205
ENSFDAG00000005477	0	0	0	0.3623378	0
ENSFDAG00000005478	4.07424	3.29268125	2.51427925	3.9549155	2.798384
ENSFDAG00000005480	5.325109	4.2974445	4.45086825	3.7964685	3.5648555
ENSFDAG00000005481	3.970504	4.36064375	3.266666	5.136063	5.082105
ENSFDAG00000005484	6.611264	1.295317925	0.53738195	3.186549	3.129911
ENSFDAG00000005485	5.066722	4.458179	4.29621275	4.594937	5.6563545
ENSFDAG00000005487	3.4982	4.2248905	2.4950025	4.071253	3.386707
ENSFDAG00000005488	0.3905323	0.397941925	0.29365855	0.229449	0.6877773
ENSFDAG00000005490	0	0	0	0	0.3630173
ENSFDAG00000005491	3.643198	2.62317975	1.75352925	2.7535095	3.7311815
ENSFDAG00000005492	6.102022	6.1236755	5.29821725	5.609513	6.1283815
ENSFDAG00000005494	0.3211292	0.302372225	0	0	0
ENSFDAG00000005495	3.616393	6.383059	5.11359325	6.5471745	5.436851
ENSFDAG00000005497	2.838577	4.26916925	4.0041315	4.8313245	4.815847
ENSFDAG00000005498	4.406761	5.1092385	3.91425275	4.9680965	4.1009175
ENSFDAG00000005500	0	0	0.0166804675	0	4.3018285
ENSFDAG00000005502	0	0	0	0	0.114006425
ENSFDAG00000005503	5.388031	3.92073325	2.886333	4.112783	3.6463555
ENSFDAG00000005504	3.541094	2.7699485	2.737956	3.621973	3.06637
ENSFDAG00000005505	7.731197	3.70152575	1.3077835	3.658139	4.837828
ENSFDAG00000005506	0.5331746	0.028317795	0	0.13525185	1.2309995
ENSFDAG00000005509	4.107345	8.01361025	6.21735	4.3353285	3.20547
ENSFDAG00000005510	0	0	0	0	0.1919948
ENSFDAG00000005513	3.151732	2.20499075	1.84796	2.8784565	2.2641945
ENSFDAG00000005514	0.420269	0.6846796	0.266981	0.9162716	4.804223
ENSFDAG00000005515	3.973079	4.5185725	2.5723025	4.7937525	4.73108
ENSFDAG00000005516	7.75003	0.38151685	0.130816525	0.5973578	2.491061
ENSFDAG00000005517	1.180574	0.874648175	0.00443926	0	0.074630935
ENSFDAG00000005518	0.9067713	1.40935575	0.4620324	0.87306	4.8225915
ENSFDAG00000005519	4.883914	3.89586325	2.3813445	3.896693	3.9533755
ENSFDAG00000005521	6.331579	3.444107	0.409431675	1.713138	1.638818
ENSFDAG00000005522	0.4818011	0.990871975	2.3398505	0.9668609	1.2259245
ENSFDAG00000005523	3.358755	2.42672475	2.15071575	3.3938005	5.0121395
ENSFDAG00000005524	3.674336	3.21784525	1.4812935	3.969156	4.804103
ENSFDAG00000005525	7.547203	1.26344725	0.797006675	3.182641	3.730148
ENSFDAG00000005526	5.083098	3.218324	0.2633130575	0.178979395	2.3253355
ENSFDAG00000005527	4.700157	6.2510925	0.1558279425	2.2022105	5.7052695
ENSFDAG00000005528	2.523103	3.200699	3.29131025	3.346721	2.0079445
ENSFDAG00000005529	1.11532	0.0414986025	0.899681825	0.231113	4.7383695
ENSFDAG00000005530	3.697674	0.00760535	0.0109302525	0.037093345	0.89588645
ENSFDAG00000005531	0	0	0	0	0
ENSFDAG00000005532	5.448214	4.96640925	3.9773065	5.2921245	5.814355
ENSFDAG00000005533	3.572829	7.18582825	7.08044	5.7699265	4.593817
ENSFDAG00000005534	5.196618	4.47520725	2.734079	4.0703165	6.090982
ENSFDAG00000005535	1.146584	0.80988695	0.02629707	0.078568525	2.544453
ENSFDAG00000005536	4.571992	3.92661975	3.173857	4.482591	2.817586
ENSFDAG00000005537	6.309524	4.91379	0.7995902	3.308594	2.373062
ENSFDAG00000005538	4.309387	6.13242575	5.7836035	4.603078	4.9819895
ENSFDAG00000005539	5.876153	3.6436785	3.094267	3.9757565	4.1084035
ENSFDAG00000005540	2.287428	0	0.177770925	0.15737205	0.5020141
ENSFDAG00000005541	5.679911	4.46079625	3.1526805	4.3287955	5.343642
ENSFDAG00000005542	3.463845	3.6491	3.435576	4.004091	3.698788
ENSFDAG00000005543	2.071007	1.8640905	1.031627825	3.9952665	1.447125
ENSFDAG00000005544	0.3248486	0	0	0.043246035	0.3623522
ENSFDAG00000005545	0	0	0.048495325	0.04119468	7.929156
ENSFDAG00000005546	5.32213	3.94721675	2.902461	4.6785155	2.811056
ENSFDAG00000005547	4.032374	2.96643	2.408423	3.306822	4.7210525
ENSFDAG00000005548	1.185879	1.3687285	1.1263682	2.255397	6.060788
ENSFDAG00000005549	4.249999	8.442883	8.352702	4.9055265	3.803345
ENSFDAG00000005550	3.60021	2.83771125	0.638359375	1.570939	3.852334
ENSFDAG00000005551	0	4.072955	0.247814035	1.2745255	0.8147801
ENSFDAG00000005552	2.938011	0.0218269425	0	0	0.08201595
ENSFDAG00000005553	3.489389	3.41384825	2.29635525	4.033488	3.464696
ENSFDAG00000005554	0.1310367	0.09016776	0.0725719075	0.09194051	0.25385582
ENSFDAG00000005555	1.323214	3.90924675	1.97271325	1.2830734	3.2967515
ENSFDAG00000005556	2.11084	1.55565875	0.477936725	2.651978	4.354692
ENSFDAG00000005557	5.195989	5.30452325	4.8118475	5.390998	5.1419435
ENSFDAG00000005558	1.16669	4.18435825	1.2120273	5.163132	2.2890305
ENSFDAG00000005559	4.553944	2.81290025	2.34085975	2.7372675	1.022385
ENSFDAG00000005560	1.982419	0.606083925	0.179131125	1.2518675	0.24519035
ENSFDAG00000005561	3.640968	3.74332975	2.60311325	4.346913	6.009743
ENSFDAG00000005562	0.7606221	0.0531501325	0.054989025	0.099879215	0.3063516
ENSFDAG00000005563	3.170553	0.54877115	3.9663895	2.6875125	3.650718
ENSFDAG00000005564	0.7186032	0.021575935	0.01613588	0.03045817	1.02504995
ENSFDAG00000005565	6.602123	3.699009	0.645692225	5.228119	2.223246
ENSFDAG00000005566	7.211995	7.9964665	6.99839025	7.637912	7.523884
ENSFDAG00000005567	10.18107	7.718017	3.43451925	4.2130155	6.2361595
ENSFDAG00000005568	0.6660403	2.12781025	6.79515775	8.1364805	2.1099755
ENSFDAG00000005569	4.083333	3.668409	2.8356795	4.6301855	4.2257205
ENSFDAG00000005570	0	0.112092475	0.32526635	0.0871099	0.3596435
ENSFDAG00000005571	4.967445	3.110545	2.65142925	3.507744	3.6870905
ENSFDAG00000005572	8.390904	4.8078205	3.230677	4.579238	4.8510695
ENSFDAG00000005573	4.998814	4.51133175	3.152669	4.8726175	5.4109395
ENSFDAG00000005574	5.060181	2.099166	4.63917	2.2222035	2.378951
ENSFDAG00000005575	2.467851	2.7986855	1.23210015	4.246005	2.5329535
ENSFDAG00000005576	4.035395	3.3009985	2.421096	3.8088975	4.0789435
ENSFDAG00000005577	3.368992	4.4563595	13.2278475	3.319951	3.8381895
ENSFDAG00000005578	5.577402	6.558604	6.3514255	6.364464	6.9376205
ENSFDAG00000005579	2.527794	8.34380375	7.14051425	2.3273545	2.736486
ENSFDAG00000005580	0.5003289	0.172826775	0.031411525	0.1719547	0.2572469
ENSFDAG00000005581	2.259065	1.02772485	0.701804975	0.89483255	0.6635856
ENSFDAG00000005582	0.3927241	0.646565025	0.80893695	0.3222564	1.4616305
ENSFDAG00000005583	8.301359	8.76926775	8.1256415	9.9973075	10.34348
ENSFDAG00000005584	5.447616	1.091932275	1.087642775	1.315023	2.166541
ENSFDAG00000005585	3.353284	5.2215025	4.43141075	4.775517	5.274379
ENSFDAG00000005586	3.87141	4.40055275	3.82142	4.4997355	2.951441
ENSFDAG00000005587	2.275359	9.45272	8.884092	6.088536	3.1405615
ENSFDAG00000005588	3.991771	3.54823325	2.6737775	3.949466	4.1968045
ENSFDAG00000005589	5.137351	5.22173175	4.5019775	5.995261	7.5428195
ENSFDAG00000005590	2.127983	2.22292425	0.920610025	4.244001	2.116697
ENSFDAG00000005591	7.326287	7.94021	6.92514275	7.635691	7.350212
ENSFDAG00000005592	0.1517575	0	0.174040425	0	0.040212725
ENSFDAG00000005593	4.196284	4.14163975	3.9248515	4.2733865	4.460651
ENSFDAG00000005594	0	0	0	0.8385572	1.20049275
ENSFDAG00000005595	2.631649	2.7400755	2.3408905	3.2551195	3.263059
ENSFDAG00000005596	4.169949	4.76639625	3.9818575	5.214285	4.617496
ENSFDAG00000005597	2.802408	0.660392275	1.956164	4.953252	1.7075265
ENSFDAG00000005598	5.243429	4.677656	3.61369975	4.7573315	5.846851
ENSFDAG00000005599	6.95316	3.6645665	0.67931365	3.6058495	4.4212775
ENSFDAG00000005600	8.995479	4.81365225	3.22587275	4.387247	4.2338405
ENSFDAG00000005601	6.851932	1.10685415	0.69846455	7.1230475	3.6762845
ENSFDAG00000005602	1.022552	0.438084375	0.1528964725	2.8977735	4.8756375
ENSFDAG00000005603	1.085193	2.82765875	1.118836075	2.317127	1.408689
ENSFDAG00000005604	0.8101881	3.81743725	0.062303075	1.47639635	0.2858852
ENSFDAG00000005605	0	0.70678725	0	0.5030915	10.312675
ENSFDAG00000005606	5.212795	4.80906025	3.6502105	4.750912	3.9841945
ENSFDAG00000005607	4.222687	3.671011	1.099689775	2.597475	1.396698
ENSFDAG00000005608	4.889065	3.28284	2.400811	3.5567415	3.4225155
ENSFDAG00000005609	4.209563	2.8082145	2.05345925	3.174558	3.47568
ENSFDAG00000005610	1.729631	8.67560775	1.548943	1.620476	1.186043
ENSFDAG00000005611	4.964412	1.950375	0.942950775	2.6638425	3.884885
ENSFDAG00000005612	0.3665511	3.1934125	0.446534725	0	0.2483924
ENSFDAG00000005613	0.7890339	4.1876725	0.54874155	1.466272	0.94789865
ENSFDAG00000005614	4.312317	5.2849255	3.5161905	5.109328	4.88436
ENSFDAG00000005615	1.638338	1.104245725	0.463330475	0.24259515	0.98511175
ENSFDAG00000005616	3.770924	1.5064105	0.88878285	2.957224	3.918853
ENSFDAG00000005617	7.217366	5.673538	4.92366275	5.9141965	6.492112
ENSFDAG00000005618	0	0	0	0	0.09874576
ENSFDAG00000005619	4.438133	4.63667875	3.03443225	4.411695	4.2445155
ENSFDAG00000005620	6.835394	3.91885375	3.486083	4.125641	3.00131
ENSFDAG00000005621	5.606054	4.9525075	3.6045585	4.7930735	4.869666
ENSFDAG00000005622	0.2535924	0.0105088775	0.1300488925	0.11869125	6.116096
ENSFDAG00000005623	7.997737	5.121563	4.102166	5.5367655	4.480476
ENSFDAG00000005624	3.842174	3.3806275	2.78877125	3.757762	4.1654695
ENSFDAG00000005625	3.540697	4.102731	2.89343975	2.344669	3.069242
ENSFDAG00000005626	3.552437	2.84287175	2.190668	3.707145	2.637092
ENSFDAG00000005627	7.718935	5.98385975	5.0685745	6.1577775	5.8143575
ENSFDAG00000005628	5.558702	5.6550385	5.107147	6.92489	7.1706005
ENSFDAG00000005629	1.985424	2.10605275	1.4733785	1.6033345	1.0689256
ENSFDAG00000005630	0	0	0	0	0
ENSFDAG00000005631	6.081981	5.05352	4.25773575	5.3609535	5.088743
ENSFDAG00000005632	5.152281	4.49190925	3.69834075	5.547652	8.377497
ENSFDAG00000005633	3.431508	6.21590275	0.942816475	2.83883	1.7060645
ENSFDAG00000005634	0	0	0	0	0
ENSFDAG00000005635	4.94653	6.0127285	5.27722475	5.871468	6.2216765
ENSFDAG00000005636	7.5057	3.586251	1.15566725	4.1248795	3.662571
ENSFDAG00000005637	3.261388	2.764534	2.52412075	3.1435285	3.2580285
ENSFDAG00000005638	0.5398685	0.35942845	0.257593775	1.14838335	3.996035
ENSFDAG00000005639	3.413701	2.77171475	2.088956	3.515751	3.059069
ENSFDAG00000005640	4.41423	4.79065225	5.2867675	3.506301	3.0341125
ENSFDAG00000005641	5.434215	2.9264515	0.281928425	3.3004265	2.9894965
ENSFDAG00000005642	7.192934	7.66311125	7.66887975	7.502103	8.250898
ENSFDAG00000005643	3.944868	3.28266275	3.78923425	4.006935	5.138601
ENSFDAG00000005644	5.751963	6.980372	5.7619505	6.534344	5.3282615
ENSFDAG00000005645	0	0	0	0	0.3056764
ENSFDAG00000005646	1.504203	1.4714411	2.14403475	2.6559335	2.165869
ENSFDAG00000005647	3.482061	1.331032725	0.9271919	2.1712165	1.947679
ENSFDAG00000005648	5.03444	1.31874725	0.1523354075	3.0232585	1.5518855
ENSFDAG00000005649	3.087724	4.61187025	3.94385525	4.181031	3.812453
ENSFDAG00000005650	0	0.042063275	0.03110785	0	0.08714885
ENSFDAG00000005651	4.280662	4.371896	3.11304075	5.4376985	3.4937445
ENSFDAG00000005652	3.208616	6.103963	1.751839875	5.506995	4.0080935
ENSFDAG00000005653	7.000485	0.929832525	0.18739918	1.02586385	1.9306355
ENSFDAG00000005654	0.8389647	5.7586395	0	2.7807815	1.760643
ENSFDAG00000005655	1.13886	4.56590275	0.13980605	1.334136	3.978039
ENSFDAG00000005656	0	0.593954975	0.0563829	1.2213995	5.765448
ENSFDAG00000005657	3.579808	2.98814	1.12858175	2.659698	3.348136
ENSFDAG00000005658	1.286207	3.58204825	1.76926225	2.837331	2.3626555
ENSFDAG00000005659	5.609146	5.5703345	1.32907515	1.1239038	1.0297361
ENSFDAG00000005660	1.74426	1.1396445	0.308146925	1.3094741	1.0373483
ENSFDAG00000005661	4.877352	3.9013335	3.169841	4.2287545	4.567148
ENSFDAG00000005662	0.0578621	4.96244975	0.0099601725	2.9111415	1.1771309
ENSFDAG00000005663	0	0	0	0.0979503	0.0781122
ENSFDAG00000005664	6.134445	5.7117115	4.3749705	5.1278145	5.4491155
ENSFDAG00000005665	6.183197	5.38135725	5.097041	6.2227385	5.1069345
ENSFDAG00000005666	4.189817	1.002371175	0.462238625	3.333838	2.5201535
ENSFDAG00000005667	0.3707279	0.0063418375	0.005645005	0.19723394	0.87393535
ENSFDAG00000005668	3.878205	3.4375335	3.36976175	3.8765505	3.602391
ENSFDAG00000005669	7.690403	0.29247165	1.254234225	2.951053	3.072425
ENSFDAG00000005670	0	0.220990425	0.0331251	0.23885375	7.925953
ENSFDAG00000005671	0	0.3353176	5.836048	8.548165	6.6301635
ENSFDAG00000005672	5.236715	4.586512	3.68924425	5.011454	4.5147035
ENSFDAG00000005673	2.846469	6.377137	5.1732365	3.4844185	2.807456
ENSFDAG00000005674	0.3098095	0.3205535	0.1245703175	0.04958127	0.2715435
ENSFDAG00000005675	0.9274634	0.707224225	0.8484495	2.2537075	2.1496545
ENSFDAG00000005676	1.416732	0.123728005	0.0637951375	2.490679	1.5970065
ENSFDAG00000005677	5.303061	4.548949	4.31743275	4.739205	3.838225
ENSFDAG00000005678	2.12891	2.0605235	3.648947	1.718862	1.710568
ENSFDAG00000005679	2.705887	3.54177025	2.946657	4.9543955	2.863796
ENSFDAG00000005680	5.043907	7.6000515	8.1415635	5.7941225	5.0230865
ENSFDAG00000005681	0.4471634	2.557193	0.473379975	1.320915	3.1525225
ENSFDAG00000005682	0.2924614	0.17694225	0.32133445	0.37074115	0.34581925
ENSFDAG00000005683	0	0.03755055	0.0181501825	1.1940195	6.2606635
ENSFDAG00000005684	9.357556	5.57694625	4.1088125	5.3474505	4.43967
ENSFDAG00000005685	4.28756	4.9617805	4.073254	3.584212	3.8751665
ENSFDAG00000005686	3.367428	3.843858	2.7810885	6.6140885	3.689248
ENSFDAG00000005687	2.22455	2.95286425	2.4106885	3.2818295	2.687916
ENSFDAG00000005688	4.596589	1.7954365	0.483385575	4.303113	5.6960635
ENSFDAG00000005689	3.463936	6.254016	2.200048	4.2906345	4.168544
ENSFDAG00000005690	4.006657	4.17120875	3.16332225	4.9827415	4.934927
ENSFDAG00000005691	3.961142	3.48542025	2.29697	3.8844575	4.7367375
ENSFDAG00000005692	3.313408	4.1293325	3.7673195	3.893855	2.665396
ENSFDAG00000005693	4.984931	2.259631	2.498763	2.926799	1.9008135
ENSFDAG00000005694	4.163024	5.462266	4.13993075	5.3629375	3.7194735
ENSFDAG00000005695	5.22424	3.9357385	3.38033575	4.0011	4.691546
ENSFDAG00000005696	5.779785	6.01407075	5.841144	6.539317	6.232784
ENSFDAG00000005697	7.279601	6.191811	5.1384205	6.506138	8.128138
ENSFDAG00000005698	1.364544	4.491981	4.6637425	4.913394	1.860586
ENSFDAG00000005699	4.956279	4.77936	1.1141696	4.124996	5.3973025
ENSFDAG00000005700	0.4693411	0.816742	0.064644015	1.1158298	1.336533
ENSFDAG00000005701	0	0	0	0	0
ENSFDAG00000005702	6.815755	5.894953	6.460737	5.6472035	6.8030835
ENSFDAG00000005703	3.878107	0.337546275	0.1846559025	0.9853684	0.1237402
ENSFDAG00000005704	2.550792	6.7140555	2.74063925	2.7089935	3.556913
ENSFDAG00000005705	3.057968	0.567773225	0	0.62085365	5.11391
ENSFDAG00000005706	4.464068	5.13391675	4.74739375	4.597667	5.0335585
ENSFDAG00000005707	0	0.973734075	0	0	0.19233227
ENSFDAG00000005708	3.967501	5.15843725	2.88468875	5.7173655	2.7586245
ENSFDAG00000005709	4.101759	3.24992525	2.558139	3.2347715	3.7408405
ENSFDAG00000005710	3.925455	0.058564545	0	1.234908	0.4499201
ENSFDAG00000005711	7.993951	6.35212475	2.707423	4.486211	4.627815
ENSFDAG00000005712	3.840926	4.316815	3.564035	5.803322	4.677179
ENSFDAG00000005713	5.698649	4.4113065	3.2967165	4.449389	5.846963
ENSFDAG00000005714	4.416975	1.9849255	0.6691069	2.8567575	5.5341325
ENSFDAG00000005715	0.9914738	0.12398985	0.2692997	0.40606095	0.25737205
ENSFDAG00000005716	5.871873	1.7606295	0.083142845	3.5654265	3.3659005
ENSFDAG00000005717	3.927451	5.2065355	3.63718875	3.2269045	4.246093
ENSFDAG00000005718	3.493545	0.92586855	0.4990203	1.841495	1.498991
ENSFDAG00000005719	1.34707	3.0576395	1.541208225	3.714997	2.8662025
ENSFDAG00000005720	4.711565	4.58449825	4.06090225	4.9739825	4.7569105
ENSFDAG00000005721	5.549672	7.071506	6.18151025	6.8713805	5.2633665
ENSFDAG00000005722	1.89267	2.34455775	2.513979	3.3178245	1.642127
ENSFDAG00000005723	1.220188	9.87009225	0.592508625	0.2736788	0.58352825
ENSFDAG00000005724	2.495181	1.61313475	0.15786381	3.811386	2.1101795
ENSFDAG00000005725	0	0	0	0	0
ENSFDAG00000005726	3.695459	4.1776355	4.045954	4.728364	3.861906
ENSFDAG00000005727	6.290472	1.784156	1.818526	3.9064795	3.896383
ENSFDAG00000005728	0.271892	3.08910275	0.319860825	2.446203	1.52912885
ENSFDAG00000005729	3.949386	2.51429725	0.6038735	3.4989725	2.1946725
ENSFDAG00000005730	5.796367	2.100248	2.42565625	4.6554785	3.165399
ENSFDAG00000005731	5.800451	5.6665	4.72127375	5.2493515	6.1762435
ENSFDAG00000005732	3.217735	1.96696875	1.442771	2.439427	3.212777
ENSFDAG00000005733	3.425576	2.6523425	3.70311275	3.215571	2.350647
ENSFDAG00000005734	6.788875	7.44226175	7.3233845	6.873534	6.6798075
ENSFDAG00000005735	4.100347	3.792715	3.16154725	4.4775795	5.459239
ENSFDAG00000005736	0	0	0.0546793975	1.311977	0.08251155
ENSFDAG00000005737	4.718668	7.81475125	8.00663875	4.269718	2.2778895
ENSFDAG00000005738	1.758653	0.9936638	0.8183147	1.167224	4.9049545
ENSFDAG00000005739	0.0843291	0.7564242	1.0407328	1.05698435	0.77796705
ENSFDAG00000005740	5.539813	4.48279375	3.5099705	4.178561	5.1832665
ENSFDAG00000005741	3.056686	4.573225	5.62383825	3.6411675	4.514587
ENSFDAG00000005742	0.1047513	0.542121	6.48417725	0.11819441	1.4270305
ENSFDAG00000005743	1.249599	8.096265	9.17399025	2.14796315	2.9229225
ENSFDAG00000005744	0.3229226	0.11325375	0.22516695	0	0.3638333
ENSFDAG00000005745	5.075319	3.62022775	2.372361	3.2446155	5.13797
ENSFDAG00000005746	0.6164669	0.2845194	0.157138575	2.0824375	2.0841665
ENSFDAG00000005747	4.043257	5.957621	4.2179335	5.9680305	4.030928
ENSFDAG00000005748	2.128485	2.95074625	2.12926225	3.1688335	2.8056715
ENSFDAG00000005749	2.614818	8.08929	0.2406986	1.6836965	1.2479345
ENSFDAG00000005750	2.308507	4.23766725	4.7097865	4.280131	3.144339
ENSFDAG00000005751	5.340092	6.96781125	2.47230775	3.384242	2.7920165
ENSFDAG00000005752	1.746889	3.72788025	1.8085395	5.1079625	2.526016
ENSFDAG00000005753	4.172704	4.9707545	4.55554075	5.5103495	3.1708205
ENSFDAG00000005754	5.322615	5.060719	3.62699825	4.655149	5.6290105
ENSFDAG00000005755	3.796224	3.58786925	2.622977	3.683432	5.0238045
ENSFDAG00000005756	7.11973	8.09019975	6.64219775	7.3763805	7.3951215
ENSFDAG00000005757	5.812901	0.212976075	0	1.8168785	1.934969
ENSFDAG00000005758	2.565607	3.077777	3.57529875	3.215009	2.8533895
ENSFDAG00000005759	0	0	0	0	1.9190152
ENSFDAG00000005760	5.421637	4.18770225	3.128056	4.7547335	4.639273
ENSFDAG00000005761	4.780609	5.663078	3.18618275	5.732491	5.0121165
ENSFDAG00000005762	0.8459508	0	0	0.283982	2.776373
ENSFDAG00000005763	6.335973	6.11615225	5.4955615	7.645767	7.8751775
ENSFDAG00000005764	0.7379636	0.811420375	0.157176125	0.6840881	2.5674045
ENSFDAG00000005765	0.1585439	0.142891925	0.04624795	0.34135275	1.834132
ENSFDAG00000005766	0	0.0579997	0	0	0.88588225
ENSFDAG00000005767	6.589883	5.83112825	4.8562745	6.4156035	6.1440725
ENSFDAG00000005768	7.270977	6.4565465	5.37471625	5.9924125	7.0425275
ENSFDAG00000005769	5.349859	4.188829	4.532793	5.7460155	4.0737215
ENSFDAG00000005770	1.902876	0.127116325	0.027794035	0.5270117	7.919066
ENSFDAG00000005771	4.186865	4.55629025	4.5861845	4.753003	4.1637935
ENSFDAG00000005772	3.007965	0.303790325	0.25095575	0.9476126	0.7150444
ENSFDAG00000005773	0	0	0.052099755	0.2297494	0.2040135
ENSFDAG00000005774	5.41163	4.6092725	3.92652875	5.41543	6.797861
ENSFDAG00000005775	1.965093	3.84200025	3.6069305	1.5530675	1.1761363
ENSFDAG00000005776	0	1.167592275	0	0.02152594	3.541729
ENSFDAG00000005777	0	0	0	0	0.22272035
ENSFDAG00000005778	2.29061	4.426734	4.8905755	4.655357	3.6641625
ENSFDAG00000005779	0.7268739	1.30545975	0.09316414	0.38183205	2.722506
ENSFDAG00000005780	0	0	0	0	0.2877427
ENSFDAG00000005781	5.084511	4.94414775	4.2122475	5.163688	3.906037
ENSFDAG00000005782	3.71151	3.6257675	2.84877	4.084385	3.898764
