brain	kidney	liver	ovary	testis
ENSFDAG00000014074	0	0	0	0.3311602	0.41663925
ENSFDAG00000014075	7.169624	7.10694625	6.3812195	6.876292	5.878902
ENSFDAG00000014076	3.804177	1.93315825	1.57692975	4.023184	1.407583
ENSFDAG00000014077	3.124308	3.24444625	3.48892375	3.34863	3.6293915
ENSFDAG00000014078	3.994145	1.204864275	0.584938625	2.4941155	0.84646925
ENSFDAG00000014079	0	0	0.566645975	4.203288	3.037789
ENSFDAG00000014080	4.18973	2.9350225	3.43675975	4.2048395	3.297101
ENSFDAG00000014081	4.479703	5.50426875	5.88579225	4.8964265	4.4137725
ENSFDAG00000014082	6.545715	4.4819835	2.69818175	4.220727	7.0478795
ENSFDAG00000014083	0.1651504	0	0.0131269625	0.73743855	3.9255885
ENSFDAG00000014084	2.384906	3.06007275	3.15805375	3.6365505	3.377501
ENSFDAG00000014085	0.692337	0.311566825	0.035107555	0.41297575	0.14118392
ENSFDAG00000014086	8.41304	0.813799575	0.2744415	2.7935525	2.165722
ENSFDAG00000014087	0.5818738	0	0	0.0488025	0.9678448
ENSFDAG00000014088	4.138561	3.0167795	3.72056525	3.5944855	5.3353765
ENSFDAG00000014089	3.563024	5.28124875	1.77633925	5.479428	2.5838305
ENSFDAG00000014091	3.792137	5.4031705	4.89216975	4.4239725	4.833092
ENSFDAG00000014092	5.195404	5.365722	4.5398925	5.702232	5.6521515
ENSFDAG00000014093	0.4038327	0.433091975	0.0342879725	0.2257105	3.7743625
ENSFDAG00000014094	0.4502521	0.284797725	0	0	3.225008
ENSFDAG00000014095	0.4717493	1.143837525	1.510154875	1.9567495	1.3649145
ENSFDAG00000014096	0.3184233	0.034643325	0	0	0.169867075
ENSFDAG00000014097	0.5617543	0.63809325	0.1774224325	0.42393105	1.8442985
ENSFDAG00000014098	2.12086	2.56985125	0.71801915	2.9833805	4.1646085
ENSFDAG00000014099	0	0	0	0	0.507033
ENSFDAG00000014100	0	0	0.032412275	0.20451235	4.7753655
ENSFDAG00000014101	3.77947	7.639069	3.97614025	6.6952685	4.251199
ENSFDAG00000014102	0	0	0	0	0.4625038
ENSFDAG00000014103	0.5445259	1.065308975	0.031898425	0	5.1062555
ENSFDAG00000014104	1.813943	1.6158545	0.178814525	0.87856435	0.59059425
ENSFDAG00000014105	3.334664	0	0	0.118822485	0.0728798
ENSFDAG00000014106	4.919741	4.37765025	3.63118125	5.603395	6.6825655
ENSFDAG00000014107	2.254334	3.39678	1.6213805	3.588445	1.994207
ENSFDAG00000014108	5.616169	4.72472025	1.06747465	1.927037	4.0371835
ENSFDAG00000014109	1.708704	4.1889955	0.78260815	1.870402	5.7868355
ENSFDAG00000014110	0.6578302	1.012218025	1.1660335	1.607746	4.945776
ENSFDAG00000014111	0	0	0	0	0
ENSFDAG00000014112	1.974728	3.383614	3.34791975	1.242948	1.587712
ENSFDAG00000014113	2.920455	1.86073125	1.120821225	1.8155605	1.9068125
ENSFDAG00000014114	0.3818515	0	0	0	1.860619
ENSFDAG00000014115	3.300238	4.25997475	3.0236155	5.821547	3.4732965
ENSFDAG00000014116	7.774479	6.18389725	4.92499175	6.2289795	6.156599
ENSFDAG00000014117	6.553347	7.22584575	5.48476775	6.272653	5.388636
ENSFDAG00000014118	2.074177	2.42381475	1.892153	3.3987625	1.996951
ENSFDAG00000014119	6.137688	6.4788215	6.166849	6.6372185	6.6355355
ENSFDAG00000014120	2.092837	2.99407675	0.1301423125	0.19373035	1.870781
ENSFDAG00000014121	5.831957	5.40503075	1.67500375	3.382923	4.851116
ENSFDAG00000014122	3.474968	1.4970885	0.0787784875	2.222623	2.3682715
ENSFDAG00000014123	1.089349	1.0903454	1.81057585	1.191024	3.3648585
ENSFDAG00000014124	3.434141	0.369210675	0.568696625	0.61739725	1.1384355
ENSFDAG00000014125	4.816108	3.9764765	2.814655	3.3958935	7.143475
ENSFDAG00000014126	0.474247	0.674000625	0.279893725	0.5180238	0.313454
ENSFDAG00000014127	4.71199	4.242709	3.33897125	5.028381	4.7962795
ENSFDAG00000014128	4.402313	3.5971645	2.44719225	4.8791805	4.008556
ENSFDAG00000014129	3.238594	3.83142575	2.55646	3.7565865	4.840155
ENSFDAG00000014130	2.769768	3.34115825	3.1730535	3.115363	1.9357545
ENSFDAG00000014131	2.846828	0.40052435	0.251438105	2.1543305	0.88570985
ENSFDAG00000014133	6.282388	6.22400625	5.853406	5.3226625	6.095198
ENSFDAG00000014134	3.453074	5.27131025	4.03127575	4.5619935	5.2863275
ENSFDAG00000014135	0.2209106	4.195797	0.2356535	0.26270695	0.4100035
ENSFDAG00000014136	6.684777	5.68143075	4.83090175	5.048854	7.354369
ENSFDAG00000014137	0.4730627	0.18804305	0.0966345975	0.57068665	2.7704665
ENSFDAG00000014138	0	0.461077025	0.01254277	0.07178359	1.766393
ENSFDAG00000014139	4.784907	5.62513175	5.47743575	5.827974	5.624428
ENSFDAG00000014140	5.193263	0.0183362375	0.033024325	0.04594082	3.2270805
ENSFDAG00000014141	4.377755	4.60670475	4.21020925	5.6137895	5.3133245
ENSFDAG00000014142	6.238477	5.91697575	4.618425	5.8856955	7.3086145
ENSFDAG00000014143	2.140651	1.4722655	0.9255551	1.6862075	4.94527
ENSFDAG00000014144	4.500579	4.340725	3.740498	5.047055	5.870558
ENSFDAG00000014145	0.1131801	0.542023175	0.0313919865	0	0.3105694
ENSFDAG00000014146	5.493743	3.8371595	2.67452425	4.4454405	3.962377
ENSFDAG00000014147	1.307289	0.82800025	2.340274	1.239187	0.47720425
ENSFDAG00000014148	0.1179005	0.2625032	0.14486423	0.51242645	5.3867875
ENSFDAG00000014149	3.747549	3.38856725	3.2806685	4.328164	3.365055
ENSFDAG00000014150	5.03213	5.868244	4.99081425	6.352202	5.417574
ENSFDAG00000014151	1.583972	2.4399245	2.396257	3.4472115	3.193945
ENSFDAG00000014152	2.719646	0.7135455	1.14811785	0.59745795	2.3055805
ENSFDAG00000014153	8.087623	9.71841325	5.8212405	6.918157	7.685047
ENSFDAG00000014154	4.594274	4.1578775	5.19990425	4.2706505	3.241323
ENSFDAG00000014155	2.38624	1.6273705	0.577625	3.1721425	7.2759785
ENSFDAG00000014156	2.910765	0.491603825	0.962365	1.015272	1.6025025
ENSFDAG00000014157	3.902816	4.91824325	5.35494825	3.7755675	2.006084
ENSFDAG00000014158	4.234632	4.15466	3.74602425	3.5603385	4.9176025
ENSFDAG00000014159	6.832938	4.24085825	2.221703	3.142155	3.7365235
ENSFDAG00000014160	4.081331	3.55778	2.58220475	3.071772	5.931098
ENSFDAG00000014161	6.073032	3.6449415	0.1710905475	2.905407	3.036295
ENSFDAG00000014162	2.857026	3.18084375	2.140252	2.87597	4.148716
ENSFDAG00000014163	6.788824	3.8797655	2.2876365	5.223838	3.5175265
ENSFDAG00000014164	3.729596	4.182332	3.39410475	4.322566	5.221458
ENSFDAG00000014165	3.038023	3.04147375	2.46370725	1.34815	3.9132245
ENSFDAG00000014166	5.832376	4.4314805	3.48179675	4.148522	4.638307
ENSFDAG00000014167	3.443703	2.50774	1.115929125	2.719863	2.2548515
ENSFDAG00000014168	4.719775	4.450036	5.0304635	3.215009	5.481133
ENSFDAG00000014169	3.543596	7.421755	2.36002275	0.84095675	1.11692895
ENSFDAG00000014170	2.148059	2.635014	2.573975	2.8603085	4.338019
ENSFDAG00000014171	3.182189	0.2977635	1.7805589	0.60860705	2.325537
ENSFDAG00000014172	4.954652	3.61611825	2.342383	4.1125185	2.962516
ENSFDAG00000014174	3.466862	2.65906	3.63282625	5.6397585	3.9986545
ENSFDAG00000014175	0	0.18016395	0	0	0
ENSFDAG00000014176	6.05018	7.249055	7.345542	6.1467915	6.5969795
ENSFDAG00000014177	1.901641	0.1337777725	0.01411113	0.32318965	0.8032791
ENSFDAG00000014178	2.896204	0.08238378	0.019409845	0.3436472	1.420629
ENSFDAG00000014179	4.913004	4.9150605	3.9622245	5.6655345	4.52242
ENSFDAG00000014180	4.445118	2.4826675	2.6038185	1.7169465	3.244075
ENSFDAG00000014181	0	0	0	0	0.2711835
ENSFDAG00000014182	4.674562	4.358995	3.826775	5.079025	4.6081095
ENSFDAG00000014183	4.639452	4.12175	3.092469	4.054245	5.1009575
ENSFDAG00000014184	3.635801	0.0314112	0.01848189	0	1.1653387
ENSFDAG00000014185	6.032037	5.4031185	4.974913	6.6098805	6.171657
ENSFDAG00000014186	0.3590691	8.10391375	0.612488325	0.2553583	1.89609
ENSFDAG00000014187	0	0	0	1.48312	0
ENSFDAG00000014188	2.455531	0.66229015	1.212939325	2.3242515	1.8387535
ENSFDAG00000014189	0.1166067	0.128221455	0.0984915925	0.1436243	2.9940045
ENSFDAG00000014190	3.531045	4.44248775	3.60851925	5.786828	4.590698
ENSFDAG00000014191	4.777904	4.26159225	3.7544255	4.5658165	4.2451075
ENSFDAG00000014192	5.063365	3.85630125	3.4480115	3.4832675	3.7794615
ENSFDAG00000014193	3.582291	4.43199675	3.165807	2.3527695	5.939634
ENSFDAG00000014194	5.838649	4.90998225	4.1297785	4.9858655	5.9678075
ENSFDAG00000014195	8.332399	0.361703475	0.07932301	0.114703355	0.9375252
ENSFDAG00000014196	1.981648	1.447268	2.70549425	1.778787	2.4015935
ENSFDAG00000014197	4.103971	3.0554105	0.0569273025	0.8942595	3.1015505
ENSFDAG00000014198	7.109632	3.345046	2.4298025	3.6250105	3.2598815
ENSFDAG00000014199	2.816313	1.488897	1.7521305	2.032548	2.0755975
ENSFDAG00000014200	3.552451	3.34030525	2.52727125	3.2666685	2.9600485
ENSFDAG00000014201	6.940918	6.511072	5.112736	6.308159	5.255091
ENSFDAG00000014202	4.224565	6.741446	6.342332	5.5534595	3.5663155
ENSFDAG00000014203	7.74352	6.9511565	5.71245075	7.335653	6.680202
ENSFDAG00000014205	9.10993	9.1278955	6.56241125	9.1938095	10.16825
ENSFDAG00000014206	0.5864746	0.41034185	0.3007779	1.37905095	0.22914233
ENSFDAG00000014207	4.942735	4.8047775	4.0718885	5.203762	6.2164585
ENSFDAG00000014208	5.787156	5.54405525	4.539341	6.831728	6.6784115
ENSFDAG00000014209	0.8557785	0.9892294	0.69964215	1.157182	0.28346925
ENSFDAG00000014210	6.549826	5.5498145	4.08956575	6.0437615	6.3109005
ENSFDAG00000014211	0	0	0	0	0
ENSFDAG00000014212	0.5359594	0.0894605625	0.0769508475	1.150134	1.1676705
ENSFDAG00000014213	2.70922	5.5415965	1.216384725	7.5935695	4.383483
ENSFDAG00000014214	5.845249	2.75973675	0.40470745	0.9239884	1.5912765
ENSFDAG00000014215	3.034642	3.0750985	2.1257355	3.6096215	3.23982
ENSFDAG00000014216	2.793996	4.700191	10.33749325	1.1601605	1.1684954
ENSFDAG00000014217	3.550544	3.946633	3.191355	4.3265595	5.0512545
ENSFDAG00000014218	5.862171	4.4054005	6.842454	7.5551595	5.6187045
ENSFDAG00000014219	4.236248	5.8352145	4.170209	4.765135	3.7016445
ENSFDAG00000014220	0.3104634	0.0855558525	0.014930535	0.24710055	1.5357305
ENSFDAG00000014221	2.28621	2.425811	2.22051425	3.360679	4.7299815
ENSFDAG00000014222	1.268883	1.1496884	0	0.42416985	0.4363566
ENSFDAG00000014223	3.547302	0.695575525	0.8183316	2.211164	4.2621515
ENSFDAG00000014224	3.731411	3.8426095	3.514479	4.271764	3.6367295
ENSFDAG00000014225	0.2276807	0	0.041595625	0.3425317	6.650528
ENSFDAG00000014226	3.931617	2.77892475	2.59334425	3.037461	6.30039
ENSFDAG00000014227	4.482248	2.08568175	2.55825475	3.143241	3.061667
ENSFDAG00000014228	0	0	0	0.47515125	1.652835
ENSFDAG00000014229	4.559792	4.08592575	3.49303775	4.9970825	4.8782525
ENSFDAG00000014230	3.931191	3.09819225	2.299652	3.353703	4.314654
ENSFDAG00000014231	3.822026	4.024386	3.0614185	4.868069	4.4140495
ENSFDAG00000014232	4.700511	4.3795025	3.47222525	4.138199	6.486053
ENSFDAG00000014234	4.219703	1.6859085	1.017668175	1.9487655	1.21788
ENSFDAG00000014235	4.746426	0.271198325	0.702223825	1.22292175	2.3698415
ENSFDAG00000014236	0	0	0	0	1.141288
ENSFDAG00000014237	0.1846142	0.0081975875	0.005047385	0.2486493	0.7057173
ENSFDAG00000014238	0	0.044524725	0.020548215	0.077771	0.96654205
ENSFDAG00000014239	4.897594	2.5692365	2.4208845	3.6198175	2.7526
ENSFDAG00000014240	3.375255	3.2966975	3.605319	3.628584	3.535792
ENSFDAG00000014241	3.33689	5.73125425	5.2375375	6.3014315	5.3623075
ENSFDAG00000014242	4.997469	3.7100345	5.096544	4.783574	3.751978
ENSFDAG00000014243	6.720648	5.442921	4.68386725	4.935794	5.334193
ENSFDAG00000014244	0.8158664	0.20662952	0.4461055	0.288404	2.940464
ENSFDAG00000014245	5.098466	1.18779335	0.0849910175	2.481872	1.416313
ENSFDAG00000014246	3.092015	1.482596	1.3935066	3.2243565	6.118979
ENSFDAG00000014247	5.71814	5.27908725	4.3286515	4.945415	6.089462
ENSFDAG00000014248	4.754636	4.77613425	1.85962025	2.8538875	4.4171525
ENSFDAG00000014249	6.845829	0.323845025	0.3466265475	0.82782935	3.06127
ENSFDAG00000014250	4.445727	2.30655075	0.590804425	3.284217	3.048409
ENSFDAG00000014251	1.110397	6.448726	7.09245425	3.3890985	1.2902445
ENSFDAG00000014252	4.103187	0.447139	0.15085206	1.34535625	0.67142565
ENSFDAG00000014253	4.848137	4.25607425	3.055894	4.348012	6.9535205
ENSFDAG00000014254	5.383041	3.75286875	2.595493	3.803802	3.605006
ENSFDAG00000014255	3.585047	2.39159875	2.569298	3.0484305	1.9883295
ENSFDAG00000014256	2.02743	1.201966875	0.432639	1.3128985	1.7096345
ENSFDAG00000014257	3.092133	2.19868125	2.8212675	2.994739	3.7865205
ENSFDAG00000014258	3.930595	1.036264625	0.219836875	1.7876145	4.254288
ENSFDAG00000014259	4.243014	4.534799	4.504331	3.86452	2.7298045
ENSFDAG00000014260	0.6013381	0.7575689	0.9553643	0.69084815	5.0302525
ENSFDAG00000014261	5.963109	4.60358575	3.6735235	4.7249735	5.8796995
ENSFDAG00000014262	4.639696	4.46299775	3.1649395	3.9375595	4.50033
ENSFDAG00000014263	2.437979	3.809256	2.55829675	2.0926745	1.1081891
ENSFDAG00000014264	5.451797	3.3282195	2.442184	4.3463205	5.230982
ENSFDAG00000014265	0	0	0	0	5.6670585
ENSFDAG00000014266	3.394049	5.2808655	3.3023635	5.5103265	3.0292565
ENSFDAG00000014267	0.3928911	0.553268225	0.235632175	0.4779009	3.824068
ENSFDAG00000014268	1.984465	1.6333515	1.10397515	2.0993925	2.2700075
ENSFDAG00000014269	5.499715	5.5583395	5.117536	5.2220795	5.9012815
ENSFDAG00000014271	5.816633	5.47436225	4.9669345	5.739061	7.0782165
ENSFDAG00000014272	3.796963	5.29530325	2.3435155	4.1817175	5.262575
ENSFDAG00000014273	5.335689	3.19772125	2.51632775	2.852622	3.8196525
ENSFDAG00000014274	2.928395	2.0267785	1.41990075	2.680743	3.0191955
ENSFDAG00000014275	4.168104	3.83954275	3.3974365	4.9947275	4.099594
ENSFDAG00000014276	4.700556	5.933031	2.22319925	3.594684	3.4390645
ENSFDAG00000014277	1.860605	4.96473975	6.13953325	4.879251	4.534502
ENSFDAG00000014278	4.820294	3.60037725	2.44462125	4.6398445	4.579082
ENSFDAG00000014279	5.02525	4.62798525	5.5970885	5.25306	4.517522
ENSFDAG00000014280	3.676933	4.87467275	5.634464	5.822342	5.2088915
ENSFDAG00000014281	2.585434	1.22633045	0.0394175875	3.2889445	1.08034
ENSFDAG00000014282	5.308128	4.3656	3.5328955	4.8061805	5.0837045
ENSFDAG00000014283	7.087654	7.67705125	6.6641355	8.079191	7.353717
ENSFDAG00000014284	0.3079612	0.407738475	0.511782825	1.25877045	2.6362745
ENSFDAG00000014285	5.237571	5.10272575	3.92646175	5.95372	6.230325
ENSFDAG00000014286	4.675765	0	0	0	0.5355092
ENSFDAG00000014287	4.694479	3.167914	2.10413525	4.619668	4.1136155
ENSFDAG00000014288	6.999966	8.7108825	7.786584	9.073315	8.290624
ENSFDAG00000014289	5.925954	6.54524	5.10609125	7.377565	5.7712775
ENSFDAG00000014290	8.03209	0.7118922	0.378980725	0.3820829	4.9362005
ENSFDAG00000014291	8.636052	8.40580525	7.29116775	8.6966245	8.2571595
ENSFDAG00000014292	5.260007	4.501889	3.898904	1.821641	3.491146
ENSFDAG00000014293	6.235802	1.876337	1.6952465	2.5655315	5.6046045
ENSFDAG00000014294	1.715015	3.38659925	0.5066967	1.16612875	0.66784205
ENSFDAG00000014295	0	0.143987075	0	0.2410817	0
ENSFDAG00000014296	3.934877	3.99431025	2.826927	3.7581835	5.13218
ENSFDAG00000014297	4.110104	3.7453885	3.13221925	4.6405135	4.348629
ENSFDAG00000014298	4.051275	7.2585325	7.216801	7.4418715	5.487282
ENSFDAG00000014299	4.959181	2.44466775	1.72448125	3.899536	3.7500955
ENSFDAG00000014300	4.869585	5.450882	5.012877	6.143528	6.6645685
ENSFDAG00000014301	0.06744116	0.0516943575	0.09532878	0.39655375	0.5339333
ENSFDAG00000014302	1.368746	5.51984825	2.189245	2.479076	2.934659
ENSFDAG00000014303	5.144889	3.4171505	2.710042	3.5658425	5.52713
ENSFDAG00000014305	4.140795	4.5858815	5.74915125	5.931638	4.9073075
ENSFDAG00000014306	1.069393	8.12859575	8.32179975	0.1324176	0.40948355
ENSFDAG00000014307	3.939734	3.834393	2.615162	3.9946915	3.6187725
ENSFDAG00000014308	5.790988	7.51917775	6.140498	7.3834515	5.5011455
ENSFDAG00000014309	4.14091	5.42497075	4.2978125	5.054553	4.7339565
ENSFDAG00000014310	4.221475	3.062674	1.93168775	3.563871	4.1338365
ENSFDAG00000014311	1.666861	0.939066725	4.44735125	0.1279141	0.8923087
ENSFDAG00000014312	5.765776	5.33530875	4.93305975	5.8667385	6.755427
ENSFDAG00000014313	2.405628	0.0244037775	0.027151525	1.70736535	6.988322
ENSFDAG00000014314	5.833432	3.55832175	9.140802	0.140915515	0.7133764
ENSFDAG00000014315	3.762817	3.18230475	2.19776575	3.6251955	2.9095635
ENSFDAG00000014316	4.294849	6.47495525	4.73156475	5.6614635	5.243307
ENSFDAG00000014317	5.061102	3.95563775	3.858166	4.1105265	4.4038295
ENSFDAG00000014318	6.120163	5.4918595	3.5103795	6.1756475	5.341865
ENSFDAG00000014319	2.374247	2.80241175	2.3057485	2.241583	2.4890705
ENSFDAG00000014320	5.101116	1.0063199	2.856679	2.7383265	3.2796605
ENSFDAG00000014321	3.572138	2.9874115	0.77377495	4.501916	2.7056965
ENSFDAG00000014322	0.8919378	1.506252	7.997018	2.1030055	1.248169
ENSFDAG00000014323	5.348385	5.08115575	4.01385275	4.848821	4.4922695
ENSFDAG00000014324	4.082558	2.85672025	2.130712	2.104769	2.83805
ENSFDAG00000014325	1.472561	2.0247365	1.6046935	2.5191885	2.2430525
ENSFDAG00000014326	0.2830114	0.932571325	0.396827425	0.53235745	0.44337
ENSFDAG00000014327	0.1400889	0.331564225	7.96502975	0.013859915	0.40856445
ENSFDAG00000014328	2.278101	3.06051975	2.65564425	4.416028	1.9197075
ENSFDAG00000014329	2.723668	3.24754275	2.829695	6.6051005	4.101843
ENSFDAG00000014330	6.395142	0.910032975	0.673604	1.424944	1.5292165
ENSFDAG00000014331	2.192267	2.93413225	3.04593125	2.0455855	2.41404
ENSFDAG00000014332	5.904094	3.11105775	4.0816105	5.10226	6.5936505
ENSFDAG00000014333	3.299108	3.3121205	2.791963	3.6705375	4.8758965
ENSFDAG00000014334	5.819615	3.90340575	2.9757785	3.980105	4.308276
ENSFDAG00000014335	4.702779	5.25146825	4.397376	4.9859445	5.286906
ENSFDAG00000014337	6.350167	6.88781025	5.67828325	6.700243	7.881061
ENSFDAG00000014338	6.570304	4.525427	3.123074	4.736973	5.3530485
ENSFDAG00000014339	4.550942	5.77737675	3.9608625	5.308975	4.292213
ENSFDAG00000014340	0	0	0	0	0.42846815
ENSFDAG00000014341	3.364641	3.14742175	2.869747	3.646274	6.355118
ENSFDAG00000014342	5.775583	5.44985275	4.3684025	5.3888595	5.886694
ENSFDAG00000014343	4.742046	4.348704	3.6008545	5.382334	4.0702725
ENSFDAG00000014344	1.886948	2.66228625	0.053829855	0.70687825	1.5221325
ENSFDAG00000014345	2.767151	3.76402425	2.19125475	4.027593	4.7397085
ENSFDAG00000014346	5.031258	5.90151175	3.882369	7.163906	5.316203
ENSFDAG00000014347	1.575971	0.762396775	5.19432825	0.74425445	1.8241795
ENSFDAG00000014348	5.493926	4.56638225	3.949855	4.628715	6.252509
ENSFDAG00000014349	2.765195	0.6404191	0.019896035	0.62813305	1.4803195
ENSFDAG00000014350	4.633181	2.82720325	4.1297075	3.1922205	4.2013185
ENSFDAG00000014351	0	0	0	0	0.03785229
ENSFDAG00000014352	3.644733	5.55906375	4.52631125	5.280438	4.2531425
ENSFDAG00000014353	3.179708	0.01479143	0	0.024876715	0.081869635
ENSFDAG00000014354	5.146818	2.6918205	1.96596575	4.918833	5.832743
ENSFDAG00000014355	7.378628	7.207402	6.23390325	6.56776	5.426094
ENSFDAG00000014356	5.48126	4.75770475	3.97806425	4.871118	6.3509715
ENSFDAG00000014357	4.641622	5.164432	3.69479225	4.919051	4.185605
ENSFDAG00000014358	5.214991	6.5972725	5.93074175	6.3582595	6.656139
ENSFDAG00000014359	7.687264	6.82055975	6.012819	7.1443945	6.235768
ENSFDAG00000014360	3.910483	3.25857175	2.84128575	4.1678365	4.1205745
ENSFDAG00000014361	3.197326	0.42837055	0	0.40483435	0.31389434
ENSFDAG00000014362	5.999572	5.092402	3.93530675	5.157985	6.8423125
ENSFDAG00000014363	0.8718113	3.81086925	4.374173	4.1607885	6.4787965
ENSFDAG00000014364	3.164321	4.6441295	4.013236	4.6329375	4.913931
ENSFDAG00000014365	5.517921	3.6438995	1.080823525	4.94963	5.6575135
ENSFDAG00000014366	0.3054103	5.31458075	8.697314	0.0903362	0.2662142
ENSFDAG00000014367	10.81194	8.10921625	6.75600675	8.080781	6.9994545
ENSFDAG00000014369	5.605391	5.7179975	0.62162755	4.3100825	6.616978
ENSFDAG00000014370	2.552409	2.827673	1.6677465	3.699347	5.546697
ENSFDAG00000014371	2.368738	2.839548	3.003822	3.9680025	3.2776485
ENSFDAG00000014372	5.718978	4.0316945	3.38161225	5.013527	3.8579645
ENSFDAG00000014373	3.114848	3.7829785	1.62180625	6.4167035	3.8545995
ENSFDAG00000014374	0.08390801	6.60120925	0.1655802175	0.03374949	0.44909605
ENSFDAG00000014375	0	0.0232056375	0.05292524	0.033953705	0.98409425
ENSFDAG00000014376	0.6382286	0.06964175	0.1483760625	0	4.3913055
ENSFDAG00000014377	2.973299	2.09666625	1.9248415	3.2880445	3.1391415
ENSFDAG00000014378	5.953635	2.169199	0.16824135	1.254804	2.045428
ENSFDAG00000014379	6.283716	1.44949325	0.619632275	1.4914935	4.366902
ENSFDAG00000014380	7.086045	7.7244165	6.3120105	8.063889	7.238736
ENSFDAG00000014381	2.772249	2.8654465	2.48852925	4.189806	3.240926
ENSFDAG00000014382	1.160888	4.4489035	3.9836785	0.70415925	0.47491095
ENSFDAG00000014383	3.454185	1.4987115	1.15013095	0.8468405	4.52
ENSFDAG00000014384	5.079515	5.8583715	5.49793975	3.682531	6.0433085
ENSFDAG00000014385	2.782637	2.947646	2.7025255	3.3758935	2.629255
ENSFDAG00000014386	0	0.2701832	0.029557175	0.79476295	1.2687267
ENSFDAG00000014387	0.1462029	0.941901	1.124498075	1.8148515	0.62855075
ENSFDAG00000014388	6.287185	4.6902855	4.16222575	5.1093435	5.2542865
ENSFDAG00000014389	0.1598423	2.30227775	1.0350576	1.376375	1.527582
ENSFDAG00000014390	4.572902	0.1484929575	0	0.1373843	0.153575235
ENSFDAG00000014391	5.480692	4.47546625	3.2287685	4.6984145	4.620407
ENSFDAG00000014392	4.215966	3.57703475	2.509987	4.3591695	4.6147575
ENSFDAG00000014393	3.084126	4.588672	3.61712475	5.3249815	4.596452
ENSFDAG00000014394	2.925132	4.66733775	1.214595225	2.83211	1.96729
ENSFDAG00000014395	1.145521	0.68336625	0.535910575	4.1948135	6.114418
ENSFDAG00000014396	5.00046	4.83838125	4.82596475	5.283364	5.0967695
ENSFDAG00000014397	6.157884	7.37893	6.6152245	6.606576	5.869815
ENSFDAG00000014398	3.035828	3.97440775	1.357655725	4.9869425	3.5769575
ENSFDAG00000014399	0.9325503	3.089374425	0.0608631525	0.5777279	0.88576575
ENSFDAG00000014401	0.4957821	4.089129	2.071484	1.6719965	0.674741
ENSFDAG00000014402	4.826428	5.20630725	4.19753825	4.9397805	4.6821705
ENSFDAG00000014403	5.666154	5.6591325	5.4163145	5.746689	4.9427055
ENSFDAG00000014404	1.627668	0.327775475	0.20038149	0.5799415	0.59834625
ENSFDAG00000014405	6.159445	0.1442383875	0.0685198125	0.20252005	1.260953
ENSFDAG00000014406	2.102567	1.67099575	1.42842475	2.2176775	3.2284045
ENSFDAG00000014407	1.005674	4.26251375	4.085408	1.934082	1.359737
ENSFDAG00000014408	6.319275	6.60922325	6.10068175	6.2202895	7.6854
ENSFDAG00000014409	5.197429	4.99728275	4.01053025	5.922083	5.6518685
ENSFDAG00000014410	3.028606	3.48562025	2.16727875	4.4265975	3.30025
ENSFDAG00000014411	4.09932	0.136234575	0.217389975	0.45936175	0.38131875
ENSFDAG00000014412	2.120733	2.05264	1.4477175	1.7675255	1.8593015
ENSFDAG00000014413	0.5074385	0.1405898	0.198482725	0.07345232	1.0268275
ENSFDAG00000014414	3.941069	3.65430725	3.0431875	4.311225	4.3713665
ENSFDAG00000014415	0.8477348	0.320767275	1.63624415	0.4854721	1.8032265
ENSFDAG00000014416	4.551694	3.36084	1.72810975	3.927393	3.82846
ENSFDAG00000014417	5.427167	5.64551675	4.022284	5.3539935	5.3638935
ENSFDAG00000014418	0	0.057774525	0	0	0
ENSFDAG00000014419	4.335755	4.13537975	4.2407655	5.111958	3.1989825
ENSFDAG00000014420	3.059989	0.068554925	0.018009045	0.0873872	1.128636
ENSFDAG00000014421	4.633296	5.81912675	4.09033825	4.6881485	5.3708205
ENSFDAG00000014422	4.241039	4.555946	5.46660525	6.793597	5.702739
ENSFDAG00000014423	5.150848	6.779002	6.0842075	6.064143	4.013489
ENSFDAG00000014424	3.321137	0.714451975	5.27329275	2.39788	1.1137395
ENSFDAG00000014425	2.415878	2.716257	1.38039175	3.7927665	3.1260805
ENSFDAG00000014426	3.491956	7.5842255	6.4839505	3.904251	3.152625
ENSFDAG00000014427	5.156455	3.6888975	3.152139	5.0832395	4.7945785
ENSFDAG00000014428	3.533364	5.80606325	4.9476155	4.7357175	4.246241
ENSFDAG00000014429	7.505883	6.62680725	6.15008	7.3105395	8.3604115
ENSFDAG00000014430	5.08497	5.18381725	4.19776825	4.8797375	4.693105
ENSFDAG00000014431	2.536369	1.6685415	1.37386975	1.9700945	4.3746615
ENSFDAG00000014432	0.2170011	0.02292726	0	4.2224135	0.23397305
ENSFDAG00000014433	3.436311	2.75715	2.25478825	3.180356	4.3023785
ENSFDAG00000014434	4.296612	4.0026105	4.07015775	4.836832	3.878397
ENSFDAG00000014436	3.357496	0.934505625	0.294248175	2.2585315	2.600059
ENSFDAG00000014437	3.210841	3.560222	2.6620885	6.132041	5.5071755
ENSFDAG00000014438	5.708322	6.00360125	5.2545025	6.534057	7.484224
ENSFDAG00000014439	5.693674	5.5450455	4.5013905	6.1545475	5.511737
ENSFDAG00000014440	4.593584	4.98143625	3.8791505	5.2472165	4.1580455
ENSFDAG00000014441	6.156692	6.28063675	4.310396	6.4714275	7.141024
ENSFDAG00000014442	2.266235	1.105367625	0.271609625	0.6031405	1.6005625
