brain	kidney	liver	testis
ENSPMAG00000000194	1.58675998118182	0.156986166666667	0.1122305	4.26359
ENSPMAG00000000195	6.07706510318182	6.18625066666667	4.3950116	7.573647
ENSPMAG00000000196	1.11439591545455	0.409651333333333	0	0
ENSPMAG00000000197	4.34924647809091	3.296905	0.76915878	2.924227
ENSPMAG00000000198	3.44835861863636	0.742707033333333	0	0
ENSPMAG00000000199	7.85457406636364	10.7155133333333	9.751892	7.577149
ENSPMAG00000000200	0.629516312909091	2.40511976666667	0.15592288	0
ENSPMAG00000000201	3.88628867563636	3.23764566666667	3.492743	3.832212
ENSPMAG00000000202	8.02528064854545	7.56576633333333	5.2624794	6.303114
ENSPMAG00000000203	3.77882813618182	0.557644	2.4629158	5.234704
ENSPMAG00000000204	6.79359003836364	6.60480233333333	4.34246	8.674482
ENSPMAG00000000205	5.54318761718182	0	0.7486534	0
ENSPMAG00000000206	6.97836681445454	4.027387	3.5338792	4.07268
ENSPMAG00000000207	5.20714513445454	5.10557066666667	3.7946288	1.969576
ENSPMAG00000000208	2.73189186718182	2.89094	3.1039988	4.089227
ENSPMAG00000000209	2.28768984981818	2.361074	1.7659236	2.477022
ENSPMAG00000000210	2.69207495390909	2.13761133333333	1.8336694	2.657544
ENSPMAG00000000211	3.299879412	7.41040833333333	2.56646	11.91325
ENSPMAG00000000212	3.72075075072727	3.087427	4.0989704	3.400355
ENSPMAG00000000213	2.01531276127273	2.40413466666667	1.5271122	4.014516
ENSPMAG00000000214	2.461325233	3.81073866666667	2.3879246	2.634477
ENSPMAG00000000215	1.64165431327273	2.52275286666667	0.43380284	2.840918
ENSPMAG00000000216	1.10489718645455	2.04854256666667	1.04558056	0.5752136
ENSPMAG00000000217	1.04995746545455	1.00784643333333	2.082487	4.682416
ENSPMAG00000000218	2.52234592945455	4.94711166666667	3.3918474	2.717403
ENSPMAG00000000219	5.71589116236364	4.109389	2.6343618	5.59373
ENSPMAG00000000220	5.96705105836364	3.84206433333333	2.6470934	4.385417
ENSPMAG00000000221	4.50136635172727	2.80157133333333	1.3789262	8.026418
ENSPMAG00000000222	1.94938874136364	0.359900666666667	1.09371054	0.4524415
ENSPMAG00000000223	3.72807889281818	2.339646	1.9829262	2.402537
ENSPMAG00000000224	5.23219524809091	4.80871733333333	2.8301908	7.19926
ENSPMAG00000000225	5.43772926663636	3.71223766666667	2.5569826	2.776742
ENSPMAG00000000226	5.16882778709091	4.657355	2.8263948	5.197154
ENSPMAG00000000227	0.192862665909091	0.1662773	0	0
ENSPMAG00000000228	2.78091960145455	6.562372	4.662117	3.423758
ENSPMAG00000000229	1.37453268272727	0.8344294	0	7.212608
ENSPMAG00000000230	1.49380722327273	1.80044	1.14711284	0.9589213
ENSPMAG00000000231	1.18474864	4.594441	0.17170952	1.188869
ENSPMAG00000000232	1.57337635227273	3.66766933333333	2.7624388	2.054345
ENSPMAG00000000233	5.34195514118182	4.075959	2.845607	6.765336
ENSPMAG00000000234	3.38046810209091	2.88224566666667	4.8411668	4.310645
ENSPMAG00000000235	4.60768455509091	3.18387633333333	1.010446	1.839706
ENSPMAG00000000236	2.86551481090909	2.80070633333333	1.8754794	0.981906
ENSPMAG00000000237	10.2785007210909	0	0	0
ENSPMAG00000000238	3.675106147	4.538458	5.2052056	4.234793
ENSPMAG00000000239	1.20131091636364	2.96794533333333	3.27169568	0.510967
ENSPMAG00000000240	3.67759830727273	2.492035	1.7673396	4.529996
ENSPMAG00000000241	7.20299430609091	5.87686766666667	5.67598416	3.408662
ENSPMAG00000000242	3.19142046018182	2.15913566666667	0.20901398	2.478423
ENSPMAG00000000243	2.18995049181818	0.1335476	0	0
ENSPMAG00000000244	2.76836809918182	4.38714433333333	3.8996254	3.480381
ENSPMAG00000000245	0.603316674545455	0.686367833333333	0.30823154	3.2023
ENSPMAG00000000246	9.95014714809091	0	0.09868028	0.964324
ENSPMAG00000000247	2.659751422	2.73338333333333	2.3443304	5.714647
ENSPMAG00000000248	4.09785616645455	4.37840266666667	2.1726102	5.024878
ENSPMAG00000000249	6.38261438727273	9.07919066666667	9.44353104	6.289325
ENSPMAG00000000250	3.59120026063636	0	0	1.73802
ENSPMAG00000000251	7.59064115663636	0	0	0.3962011
ENSPMAG00000000252	4.00766429572727	3.604992	2.2821038	8.373396
ENSPMAG00000000253	5.85019501609091	6.37123533333333	4.58472762	4.261726
ENSPMAG00000000254	0.404335732272727	0.935541766666667	0.11430098	2.442875
ENSPMAG00000000255	0.08743349	0	0	0
ENSPMAG00000000256	3.42087604227273	4.00533166666667	3.0148734	3.086738
ENSPMAG00000000257	2.29616805981818	2.33225666666667	1.05094578	0.673873
ENSPMAG00000000258	0.0816605663636364	0	0	0
ENSPMAG00000000259	0.150792177636364	0	0	0
ENSPMAG00000000260	0.142986591090909	0	0	0
ENSPMAG00000000261	7.17857234018182	0.419369366666667	0	5.537386
ENSPMAG00000000262	1.77504014309091	0.668304266666667	0.93695966	0.4698808
ENSPMAG00000000263	6.617983122	4.29729666666667	3.8124356	7.00783
ENSPMAG00000000264	6.21242919436364	5.634607	3.377938	3.66029
ENSPMAG00000000265	1.25965514418182	5.258317	0.4093388	1.56758
ENSPMAG00000000266	1.54778004281818	4.02548666666667	2.5764638	1.852834
ENSPMAG00000000267	0.129905547181818	0	0	0.5371141
ENSPMAG00000000268	6.49957893018182	2.28852193333333	1.52319972	3.287456
ENSPMAG00000000269	4.36068849218182	2.434715	2.3583254	3.286408
ENSPMAG00000000270	7.41989984754545	5.49396933333333	4.1471358	5.229146
ENSPMAG00000000271	3.758230767	0	0	0.7085183
ENSPMAG00000000272	2.51986935809091	4.178921	2.5871996	4.501834
ENSPMAG00000000273	7.15932254172727	7.424572	5.4321932	7.891978
ENSPMAG00000000274	7.88713296109091	6.94125966666667	4.1839024	5.602118
ENSPMAG00000000275	4.23865812109091	0.279152166666667	0	0.4589342
ENSPMAG00000000276	4.04040325927273	4.37588066666667	2.8463454	6.708422
ENSPMAG00000000277	3.83922008672727	4.145337	1.8242202	3.397099
ENSPMAG00000000278	7.03087451463636	0.336131466666667	0.11179422	4.997143
ENSPMAG00000000279	0.100991399272727	0.287522666666667	0	0
ENSPMAG00000000280	5.94735388027273	5.70639966666667	3.3741524	4.065865
ENSPMAG00000000281	7.31859915	1.317488	0	0
ENSPMAG00000000282	6.27024977781818	6.262816	5.514585	4.929213
ENSPMAG00000000283	1.33611164381818	1.43286993333333	0.37339258	2.326647
ENSPMAG00000000284	5.90523949609091	1.4220371	0.12673628	1.255023
ENSPMAG00000000285	1.19025665736364	0.304751333333333	2.5757294	0.08020371
ENSPMAG00000000286	2.58236470927273	0	0	0
ENSPMAG00000000287	0.0752054263636364	0	0	0.2189894
ENSPMAG00000000288	4.10722652672727	2.97496066666667	1.8162702	2.154548
ENSPMAG00000000289	11.2803987110909	9.23572666666667	4.4655258	11.08404
ENSPMAG00000000290	4.33718916909091	1.022168	0.8674326	0
ENSPMAG00000000291	0.439267359090909	1.472319	0.11037532	0.296791
ENSPMAG00000000292	7.36276657463636	7.61243	7.80143494	7.920466
ENSPMAG00000000293	0.594071045545455	4.12623633333333	1.19081182	0
ENSPMAG00000000294	8.52948560018182	1.158339	0.92816	5.561925
ENSPMAG00000000295	2.23818611327273	3.19616466666667	3.153497	6.240278
ENSPMAG00000000296	0.422370895363636	1.74419360333333	0.13672106	4.408895
ENSPMAG00000000297	5.65465111254546	6.12989833333333	6.05265434	4.986047
ENSPMAG00000000298	1.63940550727273	0.758644633333333	1.34000842	2.477869
ENSPMAG00000000299	3.82152619754545	0.573803033333333	0.31385942	2.278835
ENSPMAG00000000300	0.244885421909091	0.622026033333333	3.4911276	1.394306
ENSPMAG00000000301	4.967993814	3.38705266666667	2.402925	8.400026
ENSPMAG00000000302	5.28371311718182	4.052557	4.3355494	3.966384
ENSPMAG00000000303	2.34800876663636	3.874528	0.3063256	7.028437
ENSPMAG00000000304	7.52321231209091	7.653763	4.3455748	6.178103
ENSPMAG00000000305	6.30914847363636	7.548971	4.8532322	7.03736
ENSPMAG00000000306	1.06540143663636	0.892850666666667	0.61776062	0.5293752
ENSPMAG00000000307	1.76622015709091	4.794681	2.2153556	1.996577
ENSPMAG00000000308	1.46521906390909	2.35233133333333	2.3055092	2.451261
ENSPMAG00000000309	1.50542541327273	0.658279233333333	0.62770082	2.624793
ENSPMAG00000000310	10.7856940175455	10.0644686666667	7.79366744	13.85595
ENSPMAG00000000311	3.46316612854545	3.75059133333333	2.874186	9.079945
ENSPMAG00000000312	4.45741829445455	1.372173	0.7243534	5.072029
ENSPMAG00000000313	2.65613615772727	0.29766	0	0
ENSPMAG00000000314	6.81521516409091	6.29168433333333	6.00884796	5.662775
ENSPMAG00000000315	5.11863227709091	6.395179	8.57892952	5.694785
ENSPMAG00000000316	5.10800525009091	6.99655933333333	4.1385722	5.820508
ENSPMAG00000000317	5.69148809809091	3.80865233333333	3.7480286	4.258421
ENSPMAG00000000318	8.15966048727273	8.56460466666667	6.4732202	11.78501
ENSPMAG00000000319	0.390668999090909	0.744862333333333	0	2.883988
ENSPMAG00000000320	1.99326690781818	3.28956533333333	1.936791	2.986209
ENSPMAG00000000321	2.81064218863636	1.04818363333333	0.7422748	2.846255
ENSPMAG00000000322	5.45075672081818	5.89299033333333	4.23840008	5.113946
ENSPMAG00000000323	1.44063323627273	0.826927333333333	0	2.372813
ENSPMAG00000000324	5.04071333881818	2.95159166666667	2.4676074	6.185197
ENSPMAG00000000325	7.04597981809091	8.28476766666667	6.4938233	7.11419
ENSPMAG00000000326	0.288884678	1.60722113333333	0	5.699987
ENSPMAG00000000327	3.35125528772727	3.07310933333333	2.8904016	2.5762
ENSPMAG00000000328	0.378354822636364	4.15264333333333	1.89146648	0.5590277
ENSPMAG00000000329	3.55632543881818	0	0	0
ENSPMAG00000000330	3.04404844345455	0.553646833333333	0.30603348	0.7336953
ENSPMAG00000000331	2.44903538736364	2.38545333333333	1.6839556	3.395868
ENSPMAG00000000332	6.13554616681818	5.80994533333333	3.4304592	7.829995
ENSPMAG00000000333	1.15942920036364	1.8759974	0.92545558	4.106097
ENSPMAG00000000334	0.625722240090909	0.213738766666667	0.18937102	0
ENSPMAG00000000335	3.51535095254545	4.09175833333333	6.5763242	0.4210051
ENSPMAG00000000336	1.95715478318182	4.301783	0.95725894	1.227174
ENSPMAG00000000337	5.08370458390909	4.814791	2.6790812	2.418233
ENSPMAG00000000338	3.08487346763636	3.84466133333333	2.827102	5.612983
ENSPMAG00000000339	0.123193550909091	0	0	0
ENSPMAG00000000340	0.127724774636364	0	0	0
ENSPMAG00000000341	6.20329640181818	6.28357533333333	4.41351108	6.452134
ENSPMAG00000000342	0.0755588727272727	0	0	0
ENSPMAG00000000343	1.48787774318182	0	0.6558758	4.051842
ENSPMAG00000000344	4.34244401836364	4.99237033333333	3.1364604	4.556632
ENSPMAG00000000345	1.16757938227273	5.465894	3.1189904	0
ENSPMAG00000000346	7.02579018836364	5.21084533333333	3.53498388	1.684213
ENSPMAG00000000347	3.99898766236364	3.01246233333333	1.8363362	2.026839
ENSPMAG00000000348	0.993917752545455	1.78705366666667	0.7523894	0
ENSPMAG00000000349	2.80270321272727	3.737244	3.6566048	0.3069085
ENSPMAG00000000350	5.98156069281818	4.89740433333333	2.8673526	3.484783
ENSPMAG00000000351	0.175569182545455	0.768833933333333	0	0
ENSPMAG00000000352	3.68031102436364	2.812392	1.5099422	7.451978
ENSPMAG00000000353	3.11948763118182	1.50366066666667	0.9070232	1.224046
ENSPMAG00000000354	2.08159442436364	2.19403166666667	0.8781458	4.62214
ENSPMAG00000000355	1.75950358172727	7.876965	0	0
ENSPMAG00000000356	0.776080369545455	4.92179233333333	0.27148536	1.483813
ENSPMAG00000000357	0.335211398818182	0	0.91110592	0.1995386
ENSPMAG00000000358	0.304759987818182	0.801362666666667	0	0.3229734
ENSPMAG00000000359	0.697826265909091	0	0	1.094668
ENSPMAG00000000360	1.11443755127273	0.769478066666667	0.44031232	0.4454873
ENSPMAG00000000361	2.93120115627273	3.57266666666667	2.9710124	4.144577
ENSPMAG00000000362	5.94343578654545	5.74976133333333	3.50555	4.433307
ENSPMAG00000000363	1.46985173254545	8.16468966666667	7.2696434	4.511234
ENSPMAG00000000364	6.30569255645455	4.96534233333333	3.4573522	3.384105
ENSPMAG00000000365	1.63589849936364	3.02083833333333	1.9477672	3.633582
ENSPMAG00000000366	0.221893715818182	0.214911333333333	0.19396102	3.092265
ENSPMAG00000000367	1.66228139763636	3.50491933333333	2.8889386	2.756387
ENSPMAG00000000368	2.47732932354545	2.622561	1.801001	3.737773
ENSPMAG00000000369	2.20638022372727	2.8158801	1.9384414	3.253634
ENSPMAG00000000370	2.83155804909091	4.05235133333333	1.03107226	2.996423
ENSPMAG00000000371	0.758476288090909	0	0.1327631	0.2772445
ENSPMAG00000000372	1.83117869554545	2.39552966666667	1.9996616	3.074579
ENSPMAG00000000373	4.83318833154545	6.258123	5.1366143	3.129074
ENSPMAG00000000374	2.337458025	1.20030383333333	1.31038614	7.13695
ENSPMAG00000000375	2.793747435	3.48810433333333	2.4865712	1.349648
ENSPMAG00000000376	0.524013462272727	0.351465666666667	0	0.5244148
ENSPMAG00000000377	4.391992173	3.91447566666667	2.9522658	5.944106
ENSPMAG00000000378	6.93322532345455	4.35094566666667	3.3874152	4.388134
ENSPMAG00000000379	0.567629368909091	1.19242093333333	2.2347612	0.820848
ENSPMAG00000000380	4.05460637081818	2.51465	2.69675	1.698574
