brain	testis
ENSTGUG00000000522	3.82502955555556	4.833991
ENSTGUG00000000523	5.13633344444444	4.67460366666667
ENSTGUG00000000524	0.543350522222222	2.60319766666667
ENSTGUG00000000525	1.15654366666667	3.41973
ENSTGUG00000000526	0.288437188888889	0.154097366666667
ENSTGUG00000000527	5.86476566666667	5.78097866666667
ENSTGUG00000000528	5.89698833333333	5.76614
ENSTGUG00000000529	6.98501533333333	6.169733
ENSTGUG00000000530	2.36406833333333	4.85188433333333
ENSTGUG00000000531	0.181985127777778	0.393550463333333
ENSTGUG00000000532	1.91636977777778	0.999674333333333
ENSTGUG00000000533	0.930506966666667	0.220311633333333
ENSTGUG00000000534	6.06902188888889	3.80606366666667
ENSTGUG00000000535	8.301032	6.59795233333333
ENSTGUG00000000536	3.53866333333333	3.042412
ENSTGUG00000000537	4.27634933333333	3.75737466666667
