brain	heart	liver
ENSMGAG00000003272	2.8777530367	2.1873891529	1.15649930314286
ENSMGAG00000003273	6.7846976793	2.0566508823	2.78518565807143
ENSMGAG00000003274	5.8130002719	4.0930872025	4.18723438114286
ENSMGAG00000003275	2.2497027593	1.0745513417	2.17604800742857
ENSMGAG00000003276	0.0658809064	0.080872316	0.0692427885714286
ENSMGAG00000003277	0.231238136	0.0115825375	0.00874204221428571
ENSMGAG00000003278	3.0477008867	2.7124547046	2.65804647542857
ENSMGAG00000003279	1.9850318207	0.5182167595	6.61770146721429
ENSMGAG00000003280	4.4762989409	3.1031381706	1.72687379142857
ENSMGAG00000003281	5.6571655582	2.4974127403	2.47570730264286
ENSMGAG00000003283	2.7333887155	2.5397169128	0.945404781642857
ENSMGAG00000003284	1.2686774522	0.2446191544	0.4128650085
ENSMGAG00000003285	3.3483945925	4.5781645782	3.62119546564286
ENSMGAG00000003286	7.3574199341	4.7436783967	4.08437925885714
ENSMGAG00000003287	3.2906684672	1.0783204429	0.929494659928571
ENSMGAG00000003288	2.0379554509	1.6022191649	0.790962313928571
ENSMGAG00000003289	4.9653243706	2.9352998422	2.40383750964286
ENSMGAG00000003290	2.2072931014	0	0.0493558092857143
ENSMGAG00000003292	0.084125601	0.0699596595	0.0147755883571429
ENSMGAG00000003293	6.637297533	5.1334944288	4.80183471392857
ENSMGAG00000003294	5.8816971654	4.9965102756	5.37635070385714
ENSMGAG00000003295	0.205126961	0	0
ENSMGAG00000003296	2.5140215376	1.5308839131	1.75220221371429
ENSMGAG00000003297	6.432407163	4.4456684665	4.526758657
ENSMGAG00000003298	3.1236411061	0.3509059532	0.286620088
ENSMGAG00000003300	3.6595887484	2.543064781	3.3336008865
ENSMGAG00000003301	4.5254251194	3.5581697998	2.41121565464286
ENSMGAG00000003302	4.3064603364	4.4702151922	1.29932859107143
ENSMGAG00000003303	3.6260446721	1.6840228314	2.11737761721429
ENSMGAG00000003304	4.3537469749	1.9701695982	6.01459134
ENSMGAG00000003305	4.9292524314	3.7738152021	3.76254031435714
ENSMGAG00000003306	3.0794280283	4.3397147187	6.20755594278571
ENSMGAG00000003308	0	0.0186646341	5.22039108814286
ENSMGAG00000003310	1.0859587902	0.2862288043	0.842980605428571
ENSMGAG00000003311	2.2552329074	0.9392275961	0.877550920357143
ENSMGAG00000003312	5.0697907073	3.8141853142	3.90405738785714
ENSMGAG00000003313	0.199428857	0.5494539955	1.75172677085714
ENSMGAG00000003314	0.2502279308	0.1374017037	0.104447173142857
ENSMGAG00000003315	7.8116940814	0	0
ENSMGAG00000003316	2.1805971674	1.5282869356	2.43726584928571
ENSMGAG00000003317	0.01723953	0.012317471	0.0398738116428571
ENSMGAG00000003319	1.1135337316	1.7864153669	0.613567171571429
ENSMGAG00000003320	5.4694274007	4.0980434932	3.88778437892857
ENSMGAG00000003321	2.0059204291	0	0.0923734572857143
ENSMGAG00000003322	8.8301170039	0	0
ENSMGAG00000003323	3.0280650295	5.2429160125	1.67488599871429
ENSMGAG00000003324	5.1292791541	2.9869020619	3.33779244557143
ENSMGAG00000003325	4.3564212417	2.266629309	1.78425219228571
ENSMGAG00000003326	3.2779489078	4.3888996763	4.57822100035714
ENSMGAG00000003327	2.6520065397	2.0085106691	2.15884623085714
ENSMGAG00000003328	5.9116156696	5.7922573663	5.59766803307143
ENSMGAG00000003329	0.4591366955	0.0784633309	0.0182411135
ENSMGAG00000003330	3.8706362679	2.8033268002	2.92046946178571
ENSMGAG00000003331	8.3755812244	5.42021062	4.46220163771429
ENSMGAG00000003332	0.1784875895	0.0076794258	0.284719567785714
ENSMGAG00000003333	5.8357985638	5.4462409127	3.59595199128571
ENSMGAG00000003334	3.2755606383	1.7528060058	0.790774027714286
ENSMGAG00000003336	1.6968466127	1.3064547193	1.11260907942857
ENSMGAG00000003339	6.0141393937	0.1774190243	0.0522859202142857
ENSMGAG00000003340	6.0721984357	5.6766687329	6.03996295535714
ENSMGAG00000003341	6.3157302077	5.6905307839	2.76715000707143
ENSMGAG00000003342	0.118608467	12.5977752676	5.60472949292857
ENSMGAG00000003343	3.0432336726	2.1455272561	3.61571539764286
ENSMGAG00000003344	1.1926027611	0	0.342929180928571
ENSMGAG00000003345	3.6183863222	3.6406924361	4.38494994878571
ENSMGAG00000003347	0.167186204	0.0682126476	0.370006941857143
ENSMGAG00000003348	1.9754629194	1.1834484437	1.17878048014286
ENSMGAG00000003349	0.2703333203	0.1602012305	0.353984895928571
ENSMGAG00000003350	5.7387406783	0.4221644281	0.0118439642857143
ENSMGAG00000003352	1.8672152373	0.1786659358	0.266757821071429
ENSMGAG00000003353	0.7916959702	0.9233865457	0.0342978830714286
ENSMGAG00000003354	6.7121015646	5.1923950242	5.56456308435714
ENSMGAG00000003356	0.0456376167	0.1505630601	0.303808769857143
ENSMGAG00000003357	8.8555331591	5.9178595941	6.01682334614286
ENSMGAG00000003358	5.0317208052	3.9272907312	5.11439602121429
ENSMGAG00000003359	5.8206003775	3.3436514213	3.55921324507143
ENSMGAG00000003360	4.6998026646	3.8862026204	0.593883392928571
ENSMGAG00000003361	6.6753821703	5.0660047294	4.75867909428571
ENSMGAG00000003362	4.7146650513	3.2325818279	3.18241340557143
ENSMGAG00000003363	0.3741638994	0.1258266291	0.039428151
ENSMGAG00000003364	2.4455191076	4.2155775818	4.04625367464286
ENSMGAG00000003365	3.0815372603	9.7315492506	2.6741354575
ENSMGAG00000003366	3.5612971936	0.010975776	0.00817678571428571
ENSMGAG00000003367	5.7522290996	6.7957001532	4.5175591005
ENSMGAG00000003368	1.9090750785	1.8028417668	1.12048791985714
ENSMGAG00000003369	3.8968869271	3.590171509	4.14888621728571
ENSMGAG00000003370	2.5533086933	1.5734332382	1.16839461557143
ENSMGAG00000003371	1.8062588361	2.4861322385	2.61985995
ENSMGAG00000003372	6.2560226157	6.50000773	4.784840578
ENSMGAG00000003373	6.9249643818	4.4076178552	5.28288733257143
ENSMGAG00000003374	4.3504706405	2.2519034592	0.713743409142857
ENSMGAG00000003375	5.2860429008	4.4291315764	3.96713383364286
ENSMGAG00000003376	3.4590512011	1.7169228056	1.71204770321429
ENSMGAG00000003378	1.0894590911	2.5492826463	0.660570551857143
ENSMGAG00000003379	3.1370563873	5.03663804	2.16241227757143
ENSMGAG00000003380	3.6371427169	3.2382671173	3.61555875585714
ENSMGAG00000003381	5.5038182136	0.053237191	1.56302439921429
ENSMGAG00000003382	4.3560195395	6.9595982591	3.33337340578571
ENSMGAG00000003383	4.0634482449	2.9850378318	2.9811248555
ENSMGAG00000003384	0.8749919112	0.0685582628	0.004423468
ENSMGAG00000003385	0.6265168426	0.0881221407	0.0248291297142857
ENSMGAG00000003386	5.3363635548	4.9837985303	1.96166969035714
ENSMGAG00000003387	4.3157493247	1.6609911678	1.44146335478571
ENSMGAG00000003388	3.7771766285	2.4893270363	2.60446375321429
ENSMGAG00000003389	5.3582502275	4.7889780405	4.875348462
ENSMGAG00000003390	5.3184312746	3.5917933909	3.283571441
ENSMGAG00000003391	3.3503331064	2.1911572643	2.40046781985714
ENSMGAG00000003392	2.3230911312	2.2958207083	1.22652087142857
ENSMGAG00000003395	6.2166650851	4.5708265044	4.3896690295
ENSMGAG00000003396	2.5048603974	1.7831951031	1.59018254935714
ENSMGAG00000003398	4.3813171343	5.6942669353	3.34944694328571
ENSMGAG00000003399	4.7629586369	1.8006703164	2.22975040007143
ENSMGAG00000003400	4.137542483	7.8009689294	3.98585882335714
ENSMGAG00000003401	1.00688482	0.011176786	0.0165150497857143
ENSMGAG00000003402	4.9784808865	4.0256443833	3.74647764071429
ENSMGAG00000003403	1.6357497424	0.3784374235	0.189449543642857
ENSMGAG00000003404	0.310851383	0.012545882	0.0129288285
ENSMGAG00000003405	2.9103630151	3.4766557863	2.31749576828571
ENSMGAG00000003406	4.0312737952	3.99103051	3.38911512457143
ENSMGAG00000003408	6.1929303697	5.9655186679	5.48273974542857
ENSMGAG00000003409	2.7263223357	2.0615141384	1.10962305378571
ENSMGAG00000003410	1.2382556807	0.9103924079	0.922271252071429
ENSMGAG00000003411	0.717006817	3.5299773367	1.81397431221429
ENSMGAG00000003412	3.3839825523	2.3470883235	3.65950045264286
ENSMGAG00000003413	3.4165236281	0.02766822	0.114492559071429
ENSMGAG00000003414	1.5072341819	1.2335940273	3.76522978728571
ENSMGAG00000003416	0.6778966801	1.7535220313	0.910469302571429
ENSMGAG00000003417	2.3614629543	1.762929974	1.3055803075
ENSMGAG00000003418	4.5599091538	5.527425334	1.03290655114286
ENSMGAG00000003420	2.3168054596	0.4211571372	0.267673403285714
ENSMGAG00000003421	3.4044873825	2.9679581884	0.523339689571429
ENSMGAG00000003422	0.3476729273	0.0075691954	0.0281238001428571
ENSMGAG00000003423	5.7808994678	7.5823692093	7.90479234792857
ENSMGAG00000003424	0.6180512335	0.1569234381	0.115747664214286
ENSMGAG00000003425	0	0	0
ENSMGAG00000003427	4.3334491169	2.1322975078	2.20179527385714
ENSMGAG00000003428	0.018421116	0.6687771584	0.0267638532857143
ENSMGAG00000003429	6.4884592738	4.2152876333	3.91146184821429
ENSMGAG00000003430	3.7304666781	4.4700274731	4.86832816478571
ENSMGAG00000003431	5.4734617686	6.3314177341	5.68166588892857
ENSMGAG00000003432	4.8480882668	3.3051209078	3.34150185335714
ENSMGAG00000003433	5.1339268577	4.6218235565	4.75706897757143
ENSMGAG00000003434	3.3447810415	1.8965153856	3.36747089142857
ENSMGAG00000003435	0.155234826	0.0711758358	0.0899809727857143
ENSMGAG00000003436	0.6329155159	0.3208513562	0.392256155428571
ENSMGAG00000003437	5.0239913609	2.7151987081	2.33887939542857
ENSMGAG00000003438	7.3270664214	2.3317365048	0.738075137714286
ENSMGAG00000003439	2.8688497495	0.7749796939	0.0787951707142857
ENSMGAG00000003440	3.1717740525	5.2164066826	6.11484992785714
ENSMGAG00000003441	1.3729291812	0.5255911845	0.393290544142857
ENSMGAG00000003442	4.95973583	4.6059568916	3.80714894121429
ENSMGAG00000003443	0.1855178589	0.0078490698	0.0118710275714286
ENSMGAG00000003445	5.9797865197	0	6.10838987121429
ENSMGAG00000003447	4.1691929243	3.4429183159	3.71572939992857
ENSMGAG00000003449	5.0797288753	5.2488178388	4.122705754
ENSMGAG00000003450	5.5443792666	4.0611693409	1.84202458007143
ENSMGAG00000003451	3.0971319334	2.5231134307	2.78586929871429
ENSMGAG00000003452	4.4034003009	3.0246652125	3.31566110964286
ENSMGAG00000003453	2.2555408485	2.4961854661	1.55181798228571
ENSMGAG00000003454	2.7172912375	0.9493838768	1.19864520521429
ENSMGAG00000003455	1.1354944488	2.857517687	1.69140376021429
ENSMGAG00000003456	4.2288818336	3.6443520668	10.3319470564286
ENSMGAG00000003457	2.3633158097	3.7641400335	2.902432171
ENSMGAG00000003458	0	6.940061889	0.162830202857143
ENSMGAG00000003459	3.3147648166	1.0836305163	1.01136275585714
ENSMGAG00000003460	0.023394204	4.4975603917	0.0209588357142857
ENSMGAG00000003461	8.2640214378	6.447095873	6.56588757457143
ENSMGAG00000003462	1.9122320398	0.7771011527	0.997165946714286
ENSMGAG00000003463	0.033143288	0	0.0116000597142857
ENSMGAG00000003464	1.323075397	1.8325491478	2.47853966578571
ENSMGAG00000003465	0.050773977	0.1621412348	3.22432112778571
ENSMGAG00000003467	4.7234594708	2.6871507664	1.15353284192857
ENSMGAG00000003468	3.2097450167	1.1981658874	1.92594582292857
ENSMGAG00000003469	3.289350953	0.7216688212	0.908489858071429
ENSMGAG00000003470	1.5965988188	2.0041400779	1.78645437114286
ENSMGAG00000003471	2.0835990681	0.0376476526	0.05101705
ENSMGAG00000003472	2.5996995494	0	0.002606065
ENSMGAG00000003473	4.202888542	3.2520671228	3.3541229625
ENSMGAG00000003474	0.023714692	0.0354278024	7.09982417707143
ENSMGAG00000003475	0	0	0
ENSMGAG00000003476	0.8076364941	0.0285926241	0.445103565357143
ENSMGAG00000003477	1.8505205183	0.3306571164	0.2876660375
ENSMGAG00000003478	5.9391326148	4.9763445798	4.88960187378571
ENSMGAG00000003480	4.307534526	2.6444991167	1.85733231428571
ENSMGAG00000003481	4.7993409534	1.4550793138	2.7580564955
ENSMGAG00000003482	2.3144719402	1.960930135	3.58611928964286
ENSMGAG00000003483	2.7301778399	2.1139889343	3.22608961814286
ENSMGAG00000003484	5.8891098565	3.6880534087	2.62150556514286
ENSMGAG00000003485	4.2889052088	4.1626380494	2.51369775214286
ENSMGAG00000003486	5.2661590589	1.5027371437	0.166355018714286
ENSMGAG00000003487	4.7167941211	3.9239263688	3.47555055371429
ENSMGAG00000003488	3.4569268326	2.2414748908	2.35023990178571
ENSMGAG00000003489	1.197175296	1.5330995737	2.43915313471429
ENSMGAG00000003490	4.0210700526	3.2769628562	5.85088439585714
ENSMGAG00000003492	5.3437977277	3.3255325967	3.7408813965
ENSMGAG00000003493	5.2412996758	4.8974286274	4.5227803045
ENSMGAG00000003494	2.4537509301	0.3156092129	0.316634449928571
ENSMGAG00000003496	0.5286668713	0.2171149215	0.597773562785714
ENSMGAG00000003497	5.945573064	4.7970161664	4.69916982542857
ENSMGAG00000003498	1.4444986434	4.9253125538	2.23932909464286
ENSMGAG00000003499	4.8840751685	5.2903297442	1.976619767
ENSMGAG00000003500	5.6692503284	2.8764805801	2.59289704735714
ENSMGAG00000003501	0.2896278417	0.1719622948	0.0433494393571429
ENSMGAG00000003502	4.0322050775	4.4446487547	3.07832461378571
ENSMGAG00000003503	4.1179146286	3.907042946	4.66945835557143
ENSMGAG00000003505	3.309922118	1.9123283554	0.382767571571429
ENSMGAG00000003506	5.2800512817	3.6667809379	3.78448290457143
ENSMGAG00000003508	2.1986431555	2.140618516	2.35584789892857
ENSMGAG00000003509	5.9595331258	4.8567412371	5.7439793325
ENSMGAG00000003510	0.624196528	0.0393165356	2.12892090921429
ENSMGAG00000003511	0.141012049	0.003249364	4.2221554645
ENSMGAG00000003512	4.067905342	3.0512418409	3.5153255525
ENSMGAG00000003513	4.5728181083	2.4134064771	1.88857114621429
ENSMGAG00000003515	2.6895045619	2.5782070151	1.64055032314286
ENSMGAG00000003516	2.8540557175	1.9529805603	1.55381228442857
ENSMGAG00000003517	4.5127560643	3.4004120433	3.62271541928571
ENSMGAG00000003518	3.7515408743	3.1867205794	2.28214434392857
ENSMGAG00000003519	0.227948937	1.2116481621	0.0229159940714286
ENSMGAG00000003520	1.2360515661	3.506485935	0.256653372785714
ENSMGAG00000003521	3.7306847464	2.2211550649	2.5523298275
ENSMGAG00000003523	3.1024679392	0.0649353322	0.0864854927142857
ENSMGAG00000003524	0.0780405005	0.0471262179	0.0522405352142857
ENSMGAG00000003525	0.075257991	0	0.06491392
ENSMGAG00000003526	0.7421208358	0.9964689676	1.11218543207143
ENSMGAG00000003527	3.3820410032	3.9216754614	3.592252822
ENSMGAG00000003528	4.1642545986	2.0412007085	2.3039259195
ENSMGAG00000003529	2.2146182004	1.5917303214	0.972700906
ENSMGAG00000003530	4.4942570194	0	0.00874902992857143
ENSMGAG00000003531	5.1333165472	5.9789263749	7.61371508764286
ENSMGAG00000003532	4.652786253	3.3130799966	2.939278369
ENSMGAG00000003533	0.047628064	0.0195054624	0.00553874642857143
ENSMGAG00000003534	5.8920217978	5.1328191432	5.32214263421429
ENSMGAG00000003535	4.9247148345	3.396266557	3.27617131342857
ENSMGAG00000003536	2.8905813473	2.6260317323	4.12583132964286
ENSMGAG00000003537	8.37942257	5.3723976986	3.45408114807143
ENSMGAG00000003538	2.0239217509	1.0530447703	1.99254961342857
ENSMGAG00000003539	6.7356847894	5.7566889772	7.60471659685714
ENSMGAG00000003540	0.4389212669	0.1219971767	0.664413421714286
ENSMGAG00000003541	3.9359708796	0.8346695332	1.67875396092857
ENSMGAG00000003542	0.1772439607	0.2979450034	8.48243522871429
ENSMGAG00000003543	1.648558668	0.0236471242	0.0915685432142857
ENSMGAG00000003544	0.025393119	0.1169013166	9.66125909171429
ENSMGAG00000003545	4.6279129132	5.1021227263	6.19270721342857
ENSMGAG00000003546	3.5463183482	2.7253390964	1.29559048371429
ENSMGAG00000003547	1.8602767658	0.0605402121	0.0260955142142857
ENSMGAG00000003548	4.4695688842	0	0
ENSMGAG00000003549	2.0203031737	0.0907970659	0.0900857535714286
ENSMGAG00000003550	6.3881494257	7.624282146	1.93950304907143
ENSMGAG00000003551	8.6531544152	7.5701839317	7.90963698621429
ENSMGAG00000003552	4.2344631266	2.1250472357	3.72378314478571
ENSMGAG00000003553	0.070863841	0	0
ENSMGAG00000003554	7.4097327426	5.4499565662	5.03578682721429
ENSMGAG00000003555	2.7316661044	1.4215365487	1.86710379057143
ENSMGAG00000003556	2.710621052	0.7119260262	0.274651490785714
ENSMGAG00000003557	3.1816687635	5.2096244908	4.2192681925
ENSMGAG00000003558	4.2209232552	2.930497172	2.94297369042857
ENSMGAG00000003559	1.186929879	0.0603573505	0.0994197641428571
ENSMGAG00000003560	0.6233099918	0.3555899177	1.5903031245
ENSMGAG00000003561	8.2501490722	7.7830826971	7.2835732985
ENSMGAG00000003562	6.9635948815	7.1750701879	6.39809019007143
ENSMGAG00000003563	3.6698767192	0.0681123513	0.0252091749285714
ENSMGAG00000003565	6.1779023939	4.9026743682	6.161662447
ENSMGAG00000003566	5.2322083665	3.7479987481	4.28280665142857
ENSMGAG00000003567	1.445990713	2.2084054213	3.54833193714286
ENSMGAG00000003568	0.230986349	0.7910948921	0.00763606571428571
ENSMGAG00000003569	1.5002776158	0.3073200944	1.01284713828571
ENSMGAG00000003570	1.190192787	1.5660458027	1.28635430292857
ENSMGAG00000003571	2.2137150189	3.4255005474	2.253571211
ENSMGAG00000003572	0.291379077	0	0.005511115
ENSMGAG00000003573	5.5672347987	2.4406560194	1.83120364442857
ENSMGAG00000003574	4.2455755766	2.1313736534	3.37775870721429
ENSMGAG00000003575	1.4881762757	1.1655990625	1.54195030778571
ENSMGAG00000003576	4.4096433298	3.8578687567	3.79463867085714
ENSMGAG00000003577	1.271347536	2.4868074988	3.63291477364286
ENSMGAG00000003578	1.6841799509	0.1396041559	0.0656739644285714
ENSMGAG00000003580	2.9322831291	4.2784960855	2.58924357571429
ENSMGAG00000003581	7.6413174683	4.478687823	3.53231360464286
ENSMGAG00000003582	2.3070166112	0.8614526621	0.201917510285714
ENSMGAG00000003583	2.6612988319	1.3174912803	2.71488200528571
ENSMGAG00000003584	3.0618314462	1.8795600469	2.29384114728571
ENSMGAG00000003585	9.4417736939	9.4457728385	9.14345385128571
ENSMGAG00000003587	1.9943755699	0.8966336963	1.34451601335714
ENSMGAG00000003588	4.0082425588	3.7068286513	0.947313451357143
ENSMGAG00000003590	3.151564382	3.4286769764	2.34310546164286
ENSMGAG00000003593	6.0363916973	7.0649925801	6.91708568935714
ENSMGAG00000003594	6.6638442772	4.8127950643	4.52058140757143
ENSMGAG00000003596	6.6732767843	9.480101858	1.88855140692857
ENSMGAG00000003597	1.7421074558	1.5645136173	1.4154626385
ENSMGAG00000003598	0	0.1339447942	0.699995703142857
ENSMGAG00000003599	2.3027656712	0.7392982781	1.13636250978571
ENSMGAG00000003601	2.3146855489	1.6248119277	2.18439901585714
ENSMGAG00000003603	0.0822541236	0.0100319037	0.0451362278571429
ENSMGAG00000003604	1.7188026121	3.5122290297	0.244371286785714
ENSMGAG00000003605	6.1001241797	0.1294686394	0.3129439255
ENSMGAG00000003606	0.042043713	0.0531036557	0.0477067407857143
ENSMGAG00000003607	1.7977178627	0.7755224393	0.991123246285714
ENSMGAG00000003608	6.7876084897	3.9720821264	3.69613688578571
ENSMGAG00000003609	0.9922795001	0.2605529181	0.647795478928571
ENSMGAG00000003610	4.0525529914	1.75524275	0.965557505642857
ENSMGAG00000003611	5.0155528954	4.12218824	4.62145003071429
ENSMGAG00000003613	5.4436765773	4.6364535257	4.42164422692857
ENSMGAG00000003614	4.3262598556	4.4064386937	4.81337197057143
ENSMGAG00000003615	5.3756366864	3.6336778678	4.03731656307143
ENSMGAG00000003616	0	6.2099467785	0.00938874114285714
ENSMGAG00000003617	0	0	0.043061815
ENSMGAG00000003618	1.5612654263	0.5276798256	0.910261627642857
ENSMGAG00000003619	0.412922798	0.2469602233	0.586224399142857
ENSMGAG00000003620	4.544141977	1.8552770144	4.35645478342857
ENSMGAG00000003621	4.2621106631	3.6708053336	1.89336810128571
ENSMGAG00000003622	4.1157144544	7.3255916039	6.11246508064286
ENSMGAG00000003623	3.5897709963	2.8162185058	2.85594761514286
ENSMGAG00000003624	1.456932643	3.8853498242	5.81982736914286
ENSMGAG00000003625	6.4090135736	4.6878691617	4.92024593128571
ENSMGAG00000003626	3.2539962017	1.7577235684	1.13412503414286
ENSMGAG00000003627	6.4360250977	5.2793743085	4.58344852092857
ENSMGAG00000003628	5.9239319562	1.2034882674	1.69550989707143
ENSMGAG00000003629	4.536969547	3.6846148711	3.16098312714286
ENSMGAG00000003630	0.1158736898	0	0.0125177607142857
ENSMGAG00000003631	0.008676828	0.0064603251	0.0128268217857143
ENSMGAG00000003632	0.1091500849	0.001325341	0
ENSMGAG00000003634	1.1399346066	1.0255064774	1.04381941028571
ENSMGAG00000003636	4.64019837	1.2231034717	4.09457654414286
ENSMGAG00000003637	6.0837213922	5.1355908954	5.35266202321429
ENSMGAG00000003638	2.7748905457	2.4107183206	2.5937118875
ENSMGAG00000003640	5.371751044	4.0398279342	4.60171202957143
ENSMGAG00000003641	0.8061649221	1.5972957038	1.00867613942857
ENSMGAG00000003642	7.0428042497	3.8074665432	1.37767382114286
ENSMGAG00000003643	0.2628952407	0.1208867514	0.247624707285714
ENSMGAG00000003644	2.9382016972	2.7248554307	4.15014435521429
ENSMGAG00000003645	2.96923226	2.6447582646	1.81216043621429
ENSMGAG00000003646	5.8989706141	4.778705051	4.83710334164286
ENSMGAG00000003647	0.9868501582	0.8997815183	0.690998761
ENSMGAG00000003648	4.8677197938	4.9884047498	3.76498893942857
ENSMGAG00000003649	0	0	0.00640072464285714
ENSMGAG00000003650	8.3123505815	6.4442563301	4.18335921342857
ENSMGAG00000003651	5.3670153028	2.9103922148	2.56916534564286
ENSMGAG00000003652	5.1091265477	4.1240563	5.11575137807143
ENSMGAG00000003653	0	0.0633366983	0
ENSMGAG00000003654	4.4789115963	2.8893485017	3.28591350792857
ENSMGAG00000003655	10.0862998888	8.8326562552	10.5842403425714
ENSMGAG00000003657	4.8265104179	2.3465737097	3.27659877121429
ENSMGAG00000003658	3.8122464595	5.3768253954	3.87046721971429
ENSMGAG00000003659	0.8663026404	0.7466293784	0.3741217145
ENSMGAG00000003660	4.4928512086	4.4330452516	3.34999245778571
ENSMGAG00000003661	5.3052967769	3.0247832115	3.94575559014286
ENSMGAG00000003662	0.5287895721	0	0
ENSMGAG00000003663	2.819801195	1.0616010728	3.57155656607143
ENSMGAG00000003665	0	0	0.00175984507142857
ENSMGAG00000003667	3.1782499503	0.6831098368	0.182340381142857
ENSMGAG00000003668	3.7442515344	2.8444076732	3.25184435192857
ENSMGAG00000003669	3.9266075095	2.8552356998	1.35501066592857
ENSMGAG00000003670	3.9930700486	2.4068502065	2.70537827821429
ENSMGAG00000003671	2.2245668587	1.6892665032	2.15285503685714
ENSMGAG00000003672	0	0	0
ENSMGAG00000003673	4.1353357029	5.6504497461	1.93292984971429
ENSMGAG00000003674	0.3651081386	0.0456095486	0.183156906857143
ENSMGAG00000003675	2.2903420666	0.710344858	0.309065062214286
ENSMGAG00000003676	4.1909875274	3.6600364303	3.89444510042857
ENSMGAG00000003677	9.8433966254	5.1018365172	4.00647476135714
ENSMGAG00000003678	0	0	2.47405397764286
ENSMGAG00000003680	3.7360939601	11.9248794247	3.61692780285714
ENSMGAG00000003682	7.7934686734	6.762338861	7.29591218321429
ENSMGAG00000003683	0	3.1548195469	0
ENSMGAG00000003684	4.8453403015	5.6329289268	3.20554947614286
ENSMGAG00000003685	2.5506886252	1.0099556468	2.77636317692857
ENSMGAG00000003686	5.5251278555	7.0253372314	7.7838631505
ENSMGAG00000003687	0.7087077875	0.0292265447	0.0253768852857143
ENSMGAG00000003688	5.1783176257	4.3643952309	3.961023241
ENSMGAG00000003690	3.2019098367	0	0
ENSMGAG00000003691	2.5427997261	0.1112902754	0.0409314462857143
ENSMGAG00000003692	10.1989241529	0.123330202	0.504817225214286
ENSMGAG00000003693	3.1854838052	3.1966777404	2.79882280571429
ENSMGAG00000003694	0.3129498299	0.3245524237	0.809213302142857
ENSMGAG00000003695	4.0340675551	3.8450868049	3.25855005971429
ENSMGAG00000003696	5.1247769081	4.0557474654	4.79121307557143
ENSMGAG00000003697	1.1547918505	0.5637564639	0.311464975714286
ENSMGAG00000003699	0.01283556	0	1.86864444928571
ENSMGAG00000003700	5.504217549	2.5343681663	1.8296358205
ENSMGAG00000003701	6.3620137749	1.3908924151	0.444287577928571
ENSMGAG00000003702	2.508030214	4.7193321488	1.17426258778571
ENSMGAG00000003703	1.4506804975	6.0859807605	6.944941756
ENSMGAG00000003704	7.50948409	4.6371852165	4.60020634278571
ENSMGAG00000003705	9.8916070977	7.7251880937	0.408640618357143
ENSMGAG00000003706	3.6084587388	0.788893073	2.17504372514286
ENSMGAG00000003707	5.0234888241	3.7165468964	3.55638053264286
ENSMGAG00000003709	0.8213685378	0.0266649834	0.0238992071428571
ENSMGAG00000003711	4.838885446	3.8508404299	3.81777627121429
ENSMGAG00000003712	0.17241125	0.4081398083	0.0136831357142857
ENSMGAG00000003713	6.7312473055	4.8204172215	4.36996014592857
ENSMGAG00000003714	3.3940470634	2.1594035111	4.59858762378571
ENSMGAG00000003715	2.1720586034	0.415547086	3.83385592535714
ENSMGAG00000003716	9.0456882137	9.7941691651	8.65045683128571
ENSMGAG00000003717	2.6414980472	0.2645454428	0.567816183
ENSMGAG00000003719	4.3577109768	4.8950979558	4.79250255914286
ENSMGAG00000003720	6.7713414228	5.3519385865	5.26207849357143
ENSMGAG00000003721	4.3136828518	7.919550165	5.04913199457143
ENSMGAG00000003722	6.9125255563	2.7135251466	1.22633489742857
ENSMGAG00000003724	0.058949026	0	0.0175655495714286
ENSMGAG00000003725	3.9194749139	4.0228281589	3.37031539657143
ENSMGAG00000003726	0.778066006	0	0.0416987754285714
ENSMGAG00000003727	0.687368871	0.2027859788	0.198278913857143
ENSMGAG00000003729	0.6086426697	0.1399479317	0.698714986
ENSMGAG00000003730	3.9573201547	3.935390802	2.78664700907143
ENSMGAG00000003731	4.5221689748	2.2818606701	2.37815714242857
ENSMGAG00000003732	5.8100325739	3.7353546169	3.35173501357143
ENSMGAG00000003734	2.7817576242	0.8980542664	0.514504907142857
ENSMGAG00000003735	0.851437853	0	0.0954312973571429
ENSMGAG00000003737	7.2871847039	1.0384367804	2.0887258605
ENSMGAG00000003738	3.5231785849	2.9019289782	3.68581960171429
ENSMGAG00000003739	3.1004963708	0.6256231997	0.00415937728571429
ENSMGAG00000003740	4.4212948354	2.0166256706	1.10451138607143
ENSMGAG00000003742	0.916994936	0.1128691262	0.102581818571429
ENSMGAG00000003743	4.727063154	3.5478737133	3.27533046585714
ENSMGAG00000003745	5.7516863047	1.0120774724	0.161338784428571
ENSMGAG00000003746	3.6358112631	4.5247382569	1.26921601585714
ENSMGAG00000003747	4.1475617164	2.9612761253	2.9132028705
ENSMGAG00000003748	1.0363893759	6.3544905007	0
ENSMGAG00000003749	3.9862949211	3.8569886092	1.93495078864286
ENSMGAG00000003750	2.9955688608	0.1146713025	0.082160095
ENSMGAG00000003751	0.4580818751	0.6447355971	5.60264917342857
ENSMGAG00000003752	5.1331807197	3.0628251585	1.63047072928571
ENSMGAG00000003753	2.4068008252	0.1374715961	0.182219701071429
ENSMGAG00000003755	0.8860276361	0.9491452978	1.11259476271429
ENSMGAG00000003756	5.6358653785	2.606555413	0.109712023285714
