brain	heart	kidney	liver	ovary
ENSSBOG00000003176	0	0	0.2342082	0	0.33652563
ENSSBOG00000003192	0.310908942	0	0.2473321	0	0.42123569
ENSSBOG00000003193	1.77465003	0.7895198	5.986623	6.098314908	2.16139112
ENSSBOG00000003209	3.457910741	1.77124	3.326127	2.052461108	3.75189856
ENSSBOG00000003210	0	5.230945	0.1365094	0	0
ENSSBOG00000003211	0.802799539	0	0.3845152	0	0.34509883
ENSSBOG00000003212	5.206826831	1.866437	7.388047	0	0.40032042
ENSSBOG00000003225	5.272314387	3.24352	4.108232	2.806788038	5.05212893
ENSSBOG00000003238	0	0	0.1220307	0	0.17872356
ENSSBOG00000003239	5.256148101	2.464492	4.819214	2.821313266	5.52456334
ENSSBOG00000003270	1.640921651	2.89349	0.8674798	0	3.90053839
ENSSBOG00000003297	0.869131515	2.808441	1.967515	2.07734624	2.39160194
ENSSBOG00000003308	9.489210746	9.395225	8.974081	8.890580176	9.76916063
ENSSBOG00000003318	7.554389316	5.144287	6.792517	4.952599154	6.82888541
ENSSBOG00000003322	1.872505717	3.676572	1.651132	0.430800162	1.79254721
ENSSBOG00000003338	3.068125957	1.564442	3.568055	8.323602092	3.80073054
ENSSBOG00000003355	1.46847384	0	0	1.095566655	1.77572062
ENSSBOG00000003356	3.416383086	2.061411	2.816877	1.630135174	3.17351285
ENSSBOG00000003358	2.011878446	0.5275058	1.263774	1.525763208	2.22487378
ENSSBOG00000003369	3.423988198	4.269457	1.376411	0.408800974	1.90271228
ENSSBOG00000003370	2.60096191	2.266007	2.671676	4.891917725	2.49723271
ENSSBOG00000003371	4.421291443	1.864291	3.4256	2.228153128	4.24876024
ENSSBOG00000003394	0	0	0	0	0
ENSSBOG00000003396	2.973831658	1.585389	2.967947	2.327764957	2.98156591
ENSSBOG00000003418	2.905976599	1.818167	3.619906	3.518585494	3.46199995
ENSSBOG00000003424	4.281498707	2.013659	3.858954	2.267230448	4.17148387
ENSSBOG00000003429	6.751080716	5.551827	6.5577	4.821347965	6.68481874
ENSSBOG00000003430	0.303458133	1.243176	2.559642	0.626268106	1.81042146
ENSSBOG00000003432	0.071530392	0.1049857	0	0.044763402	0
ENSSBOG00000003439	1.221010895	0.3237217	2.324704	0.843756371	3.55908795
ENSSBOG00000003454	3.118570699	1.998488	3.669004	2.365110191	3.65926035
ENSSBOG00000003467	5.412804554	1.59558	3.984276	2.961802959	4.32004559
ENSSBOG00000003468	5.261944459	5.008971	5.121877	4.651665962	5.67409055
ENSSBOG00000003469	1.602129022	1.701847	0	0	2.01135609
ENSSBOG00000003470	1.979303406	1.02012	2.006869	0.261381574	2.42206827
ENSSBOG00000003489	0	0	0	0	0
ENSSBOG00000003491	0	1.140183	0	0	0
ENSSBOG00000003499	0.393982843	0	0.08693876	0	0
ENSSBOG00000003503	0	0	0	0	0
ENSSBOG00000003504	0.110473229	0	0	0	0.12779174
ENSSBOG00000003505	0	0	0	0	0
ENSSBOG00000003519	0.401580228	0	0.2613057	0	0.13431111
ENSSBOG00000003526	7.399196734	7.638964	7.792263	7.716750882	7.96112552
ENSSBOG00000003527	3.381383056	0.9122697	3.138757	2.042787899	3.14595619
ENSSBOG00000003528	4.078682412	2.744649	4.593282	4.78789718	5.1771532
ENSSBOG00000003529	5.66038674	5.680535	5.533333	4.619013837	5.85514007
ENSSBOG00000003536	2.999381312	1.778913	2.608824	4.68810201	3.53550445
ENSSBOG00000003547	4.479301711	2.141645	4.498679	2.515457634	5.2666966
ENSSBOG00000003551	6.367425236	5.177244	5.369009	4.661007315	5.80071874
ENSSBOG00000003560	1.748696511	0.7956739	1.091841	1.293570011	2.30756375
ENSSBOG00000003586	1.868927326	1.231482	2.027537	3.359174651	2.10757606
ENSSBOG00000003601	1.789326117	2.103624	2.108997	0.873287985	4.26567468
ENSSBOG00000003627	1.230971508	0.02533758	3.912041	3.513516011	4.86722437
ENSSBOG00000003641	4.80065145	2.789796	3.325827	1.661074604	3.76950729
ENSSBOG00000003663	4.766568661	1.598012	4.189908	2.482317305	4.86219199
ENSSBOG00000003699	3.638178125	2.320248	2.532045	1.563529131	2.95282929
ENSSBOG00000003704	1.00483214	7.265146	2.240159	0.230462503	1.55458885
ENSSBOG00000003716	0.438860236	0	2.445838	0	1.6907599
ENSSBOG00000003736	4.114438991	2.298693	7.526003	8.392570481	5.95844855
ENSSBOG00000003744	0.16891797	0.1146016	0.5503205	3.856836335	1.58761462
ENSSBOG00000003745	1.26270375	2.133402	1.673321	2.684780594	3.26829365
ENSSBOG00000003762	0.866831243	0.09109874	2.757527	0.16708812	1.69282888
ENSSBOG00000003763	2.052363722	0.3947655	1.971174	1.18172594	2.48849701
ENSSBOG00000003764	1.282207401	5.345875	3.280137	0.683991026	1.58368704
ENSSBOG00000003781	0	0	3.350582	0	0
ENSSBOG00000003782	1.678035837	0.4451313	7.016701	0.839233786	1.70832852
ENSSBOG00000003799	0.461612374	0	0	0	0.25660492
ENSSBOG00000003805	4.982468863	3.151031	4.52316	3.292335623	4.89482746
ENSSBOG00000003822	6.879240148	5.045347	6.763651	5.487161526	7.04872662
ENSSBOG00000003825	0	0	0	0	0
ENSSBOG00000003826	4.243562459	0.8730162	4.126337	1.481619275	5.4813603
ENSSBOG00000003827	2.50021058	1.479805	2.824935	2.057384418	3.36762128
ENSSBOG00000003831	3.610185414	2.484606	2.37599	0.319606538	2.64150672
ENSSBOG00000003858	3.355289775	2.020408	3.734009	2.872608153	4.02701831
ENSSBOG00000003863	0.346483806	0.1968538	0.2685578	0	0.48006758
ENSSBOG00000003864	4.389154456	2.91196	4.327961	3.056974494	4.61145924
ENSSBOG00000003885	2.926479604	0.2102629	1.155179	0.063452413	0.72886438
ENSSBOG00000003894	4.045587338	2.409903	4.955206	2.559741418	5.60760137
ENSSBOG00000003895	3.17048594	0.04019149	0.09621678	0.90407787	0.04952023
ENSSBOG00000003899	1.367337514	1.183493	0.2322641	0	2.71646638
ENSSBOG00000003902	5.787706705	0.8917551	4.213153	2.001762618	4.26613662
ENSSBOG00000003914	5.937796341	4.873661	6.400051	5.994722267	5.94079632
ENSSBOG00000003915	2.713999277	0	1.376085	0.030851048	3.09842124
ENSSBOG00000003916	4.041829965	0.4708804	3.760774	0.117543053	3.11804072
ENSSBOG00000003942	6.409397046	4.483773	5.901631	3.351545366	4.98240817
ENSSBOG00000003943	4.221810975	0.3509905	4.444698	0.052725964	2.81180536
ENSSBOG00000003972	0	0.1215609	0.1868441	0	0
ENSSBOG00000003974	3.477780929	5.2902	3.825389	4.048297227	4.81086464
ENSSBOG00000003975	4.055733614	3.560703	4.332937	1.955803787	4.52494753
ENSSBOG00000003976	0	0.1821444	0	0	0.45558721
ENSSBOG00000003992	0	0	0	0	0
ENSSBOG00000003997	2.711976312	1.196466	2.655849	1.91158153	2.77132994
ENSSBOG00000003999	0.817337555	0	0	0.572293069	0.60308483
ENSSBOG00000004000	2.836509924	2.706113	3.54893	3.399828703	4.43265881
ENSSBOG00000004001	3.630181314	1.649192	3.62375	3.164321928	3.44664795
ENSSBOG00000004003	0	0	0	0	0
ENSSBOG00000004012	1.259250315	0.1161711	0.4371164	0	1.85341686
ENSSBOG00000004020	3.68762735	2.160112	3.139735	2.240775368	3.7482315
ENSSBOG00000004022	2.787783483	1.963989	2.70101	3.122129328	3.32146059
ENSSBOG00000004029	0	0.3131402	0.4502849	0.819060734	0.8670994
ENSSBOG00000004030	8.071365286	3.832047	6.275519	4.257364458	6.39817077
ENSSBOG00000004031	0.613500536	0.1051953	1.560622	0.064070107	0.92446479
ENSSBOG00000004032	2.50495084	1.174769	1.979177	2.83028636	1.18962217
ENSSBOG00000004033	2.987413647	0.9100019	2.348813	0.754429187	3.42987168
ENSSBOG00000004053	0	0	0	0	0
ENSSBOG00000004054	0	0.5606964	0	0	0
ENSSBOG00000004055	0	0	0	0	0
ENSSBOG00000004077	2.942927315	0.9277842	1.713999	0.562451012	3.22512374
ENSSBOG00000004092	2.70707791	3.098578	5.43311	4.357059293	6.19895965
ENSSBOG00000004095	1.641615388	0.0433445	0.1729726	0	0.36862756
ENSSBOG00000004096	0	0	0	0	0
ENSSBOG00000004099	3.632966125	2.629555	1.383204	1.93062381	1.71890386
ENSSBOG00000004100	5.574449724	4.995584	6.168752	6.017300614	7.20215616
ENSSBOG00000004101	1.997035825	0	2.038851	2.642897922	1.3872743
ENSSBOG00000004102	3.503281951	2.264433	1.612306	0.070762594	1.10295578
ENSSBOG00000004103	6.645933617	5.935653	7.864044	6.122490507	8.03907258
ENSSBOG00000004104	3.219778777	1.303079	3.269699	1.09632933	3.95361074
ENSSBOG00000004105	3.015410146	1.60125	3.064545	2.082379002	3.70571255
ENSSBOG00000004110	4.639746162	1.619009	3.54153	3.024273575	3.21171
ENSSBOG00000004112	1.255851167	0.855568	0.9242968	0.367989391	2.7967078
ENSSBOG00000004113	4.757945444	2.886652	4.751995	3.519102789	4.80671536
ENSSBOG00000004124	4.58464387	4.395784	4.626526	2.810053328	4.55299118
ENSSBOG00000004127	0	0	0	0	0
ENSSBOG00000004148	0	0	0	2.880372075	0
ENSSBOG00000004158	0.634617429	0.4701691	3.156905	0.134474753	2.87089514
ENSSBOG00000004159	1.903886665	0	0	0	1.01055071
ENSSBOG00000004163	4.578807114	3.749262	4.532505	3.430023209	5.4432791
ENSSBOG00000004169	6.105003333	4.790715	5.490593	4.910526411	4.42372606
ENSSBOG00000004175	4.676383641	5.510544	5.300702	2.67056618	5.99956555
ENSSBOG00000004190	0	2.104219	1.333916	2.512292634	0
ENSSBOG00000004191	0.65708294	0.1528635	0.5875666	0.35469588	1.19519009
ENSSBOG00000004192	1.761791617	0.7243473	2.511255	0.954517205	3.26190987
ENSSBOG00000004214	3.622497009	3.367242	4.193086	3.247234854	4.6488738
ENSSBOG00000004230	0	0	0	0	0
ENSSBOG00000004257	1.834885121	0.4534112	2.014627	1.431457154	3.02208013
ENSSBOG00000004261	1.525001424	1.942383	3.491648	1.49139136	6.22256888
ENSSBOG00000004294	0	0	0	0	0
ENSSBOG00000004295	3.390029281	1.088962	2.557234	4.670085147	2.97855809
ENSSBOG00000004329	0	0	0	0	0
ENSSBOG00000004361	4.656262386	4.142887	4.259257	3.267332039	4.73602303
ENSSBOG00000004362	5.735847072	1.078958	0.8151147	0.112849565	1.56852346
ENSSBOG00000004365	2.106904384	0.7922182	4.189912	3.85771233	3.25113129
ENSSBOG00000004404	3.264962721	1.498659	3.216529	2.051618853	3.88076584
ENSSBOG00000004406	1.746630941	1.599994	3.149243	0.995217483	4.98217631
ENSSBOG00000004407	2.406248211	0	0	0	0
ENSSBOG00000004408	2.550619977	2.15374	3.613048	2.247444509	5.10700569
ENSSBOG00000004409	4.61644004	3.260831	4.396927	2.730500842	1.98569715
ENSSBOG00000004412	0.214896938	0.07665171	3.744291	0	0.04941916
ENSSBOG00000004417	2.714942679	1.039659	1.625249	0.620699007	2.79022905
ENSSBOG00000004419	4.334811374	0	0	0	0.0572405
ENSSBOG00000004420	4.19764526	2.968223	4.436881	3.328654106	4.55680951
ENSSBOG00000004421	2.055993845	1.397617	2.615793	1.741881129	3.96781417
ENSSBOG00000004435	1.698578551	0.8360235	4.951238	2.692433894	4.95277153
ENSSBOG00000004443	3.463906208	1.738546	2.255916	1.108348479	3.16524791
ENSSBOG00000004444	2.186421321	3.90435	4.288535	4.098880517	2.82820708
ENSSBOG00000004446	0	1.63659	0	0	1.88232611
ENSSBOG00000004464	1.211329988	1.211156	1.775316	1.642253331	2.22867711
ENSSBOG00000004474	1.948996974	0	4.886974	3.750306359	5.20322857
ENSSBOG00000004475	3.790840835	3.796436	5.401392	4.638211147	4.48431862
ENSSBOG00000004476	3.108151399	0.1133298	2.654349	0.199860892	1.66632585
ENSSBOG00000004477	0	0	0	0	2.52588596
ENSSBOG00000004485	3.405995879	2.313643	2.020717	5.476321801	2.01892354
ENSSBOG00000004498	2.27403797	1.805858	2.44319	1.616465919	3.59575427
ENSSBOG00000004499	0.559800143	0.1471452	0.3036904	0	0.19429007
ENSSBOG00000004527	10.598759713	10.33339	11.25998	10.431842306	12.24538632
ENSSBOG00000004535	0.977488023	0	0.8131232	0	0
ENSSBOG00000004565	1.682600263	1.584578	2.067542	0.645964446	3.81232365
ENSSBOG00000004567	1.603169357	0.7121758	0.4989473	0.183951405	0.48392564
ENSSBOG00000004572	2.135400247	2.214265	2.616504	1.536207111	2.78598779
ENSSBOG00000004573	6.313804534	0	0.5830993	0	0.95973158
ENSSBOG00000004584	0.992055607	0	0.1879527	0	1.34947851
ENSSBOG00000004631	3.255725806	3.156707	3.381542	2.519216544	4.30960462
ENSSBOG00000004636	4.74982385	0.2985703	1.861812	0.852223416	1.62948719
ENSSBOG00000004637	2.970822371	1.519668	2.750844	1.665716113	3.45239881
ENSSBOG00000004638	2.387544521	1.691177	4.121397	3.230948459	4.48243529
ENSSBOG00000004639	4.837206573	0	0.2992318	0	2.15886372
ENSSBOG00000004671	4.463628996	0.7121547	0.8338762	0.845605663	3.69434535
ENSSBOG00000004674	4.494396408	0.2022409	0.5770619	0.343870548	0.98272677
ENSSBOG00000004711	5.938444828	1.204287	6.996933	1.183117417	1.24118609
ENSSBOG00000004723	0.302991616	0.3154318	1.153585	0	1.30569625
ENSSBOG00000004724	4.972416953	3.251777	4.782744	3.602753788	4.04340575
ENSSBOG00000004728	2.725407433	0.9266963	1.774279	0.793529702	2.63765198
ENSSBOG00000004730	5.678671964	4.682708	4.91172	2.812389377	6.32770892
ENSSBOG00000004747	3.622660991	2.536841	4.082439	3.587893002	4.29463545
ENSSBOG00000004751	0	0	0	0	0
ENSSBOG00000004763	3.204494459	1.215175	2.753108	1.838443558	3.6053521
ENSSBOG00000004798	0	0	1.867102	0	2.03519808
ENSSBOG00000004806	1.671750795	1.529733	4.473026	3.456465801	5.21361713
ENSSBOG00000004821	2.738041443	0.8086157	0.7965197	1.837705934	1.77316422
ENSSBOG00000004828	0	0	0	2.070777429	0
ENSSBOG00000004829	0	0	0	0	0
ENSSBOG00000004834	2.090911002	1.085778	6.667424	7.244609964	1.03284845
ENSSBOG00000004842	0	0	3.159169	1.179351804	0
ENSSBOG00000004847	0.27289392	0	0.3969672	0	0
ENSSBOG00000004849	0	0	0	0	0
ENSSBOG00000004852	2.736232519	1.213528	2.762872	1.279292991	3.22813219
ENSSBOG00000004858	0	0	0	0	0
ENSSBOG00000004861	6.762797262	4.822999	4.694906	3.465832146	5.30188647
ENSSBOG00000004864	3.245860702	3.204232	0	3.106492381	0
ENSSBOG00000004893	0	0	0	0	0
ENSSBOG00000004894	0	0	0	0	0
ENSSBOG00000004895	4.802530685	3.602979	5.287936	2.692334125	7.10448813
ENSSBOG00000004896	2.937643824	1.337112	2.770097	1.661357411	3.5138318
ENSSBOG00000004919	9.203482599	8.596816	9.563417	9.018617484	11.42962119
ENSSBOG00000004955	5.260164949	0	0	0	0
ENSSBOG00000004956	2.680664172	1.683023	2.645307	2.356563596	3.14811575
ENSSBOG00000004957	1.981509288	3.612051	3.379546	1.418967093	4.50112063
ENSSBOG00000004992	0.19645471	0	0	0	0
ENSSBOG00000005006	5.727561097	4.478959	5.497715	4.309096133	5.6773391
ENSSBOG00000005051	0	0	0	0	0
ENSSBOG00000005053	5.186128109	0	0	0	4.05420598
ENSSBOG00000005054	4.433774033	2.084694	3.380872	2.570460502	4.27438095
ENSSBOG00000005081	1.218049562	0.7869952	0.9496418	0.142423895	1.51704888
ENSSBOG00000005088	0.365150515	0	0	0	0
ENSSBOG00000005089	4.789630147	1.726236	3.792017	2.506129666	4.37170173
ENSSBOG00000005090	3.980418377	1.860786	3.84364	2.321558718	4.23422692
ENSSBOG00000005091	1.442879817	3.035865	3.573096	1.576734959	6.36277144
ENSSBOG00000005105	0.773586238	1.008028	1.929022	1.290259245	2.18992258
ENSSBOG00000005124	0	0	0	0	0
ENSSBOG00000005125	4.659490772	2.244293	4.457837	3.147736512	4.86246131
ENSSBOG00000005126	1.988539274	1.029743	4.134525	4.095223995	1.26110351
ENSSBOG00000005127	4.595443985	0.1704084	0.2911921	0.109185486	0.84142652
ENSSBOG00000005128	2.07129588	0.6887819	1.15538	0.124956034	0.92781
ENSSBOG00000005156	1.768213973	3.215896	1.172251	0.95629386	1.50303319
ENSSBOG00000005169	0.552920992	0.2800251	0.6610135	0	1.20016533
ENSSBOG00000005172	4.244567439	1.596682	3.108857	2.243806155	3.53814081
ENSSBOG00000005173	8.486959681	6.680198	7.540074	6.428658313	7.51552639
ENSSBOG00000005179	5.976599865	4.882276	5.360803	4.485891764	5.24603939
ENSSBOG00000005197	2.07326498	1.366812	1.789888	0.410373671	2.61737372
ENSSBOG00000005223	4.136699981	3.539705	4.232929	4.248679038	4.45975291
ENSSBOG00000005225	3.756286772	2.852608	0	1.638101648	2.03519808
ENSSBOG00000005226	0.988444748	0.2389189	1.348363	1.558370505	1.24201708
ENSSBOG00000005227	3.903452889	1.522739	2.549324	1.00213361	3.99298591
ENSSBOG00000005228	5.423127679	3.796257	4.329451	4.077405378	5.07738829
ENSSBOG00000005229	2.053198591	2.322324	4.846973	4.010729003	5.73646444
ENSSBOG00000005230	3.188871409	2.779209	3.061974	2.015621488	3.48674473
ENSSBOG00000005231	2.203276344	0.3114764	5.32846	6.423241996	3.65129284
ENSSBOG00000005239	3.214274042	3.160133	3.831472	2.815239307	4.1362078
ENSSBOG00000005244	0	0.4685166	0	0.399677521	1.55670407
ENSSBOG00000005245	8.694347996	7.916355	8.475938	7.230063776	8.74034584
ENSSBOG00000005248	6.953996181	2.617437	5.644632	3.72270099	5.56854505
ENSSBOG00000005267	4.060644059	0	0.05341528	0	0.83803928
ENSSBOG00000005268	0.696210201	1.406798	1.665079	1.153682134	2.0254541
ENSSBOG00000005269	0	0	0	0	0.19095866
ENSSBOG00000005277	1.474918808	0.1660598	1.563353	0.350232446	3.77727241
ENSSBOG00000005278	3.060294731	1.720099	2.616762	1.554889883	3.58511638
ENSSBOG00000005301	1.883135536	1.459524	2.992951	1.395937148	3.1888109
ENSSBOG00000005353	6.336871952	6.800083	6.705877	6.529151906	6.50031018
ENSSBOG00000005354	6.426870224	4.734645	5.71502	4.028878521	6.9930969
ENSSBOG00000005358	3.008018895	1.547652	1.209641	0.898168874	1.37320831
ENSSBOG00000005370	1.501449336	0.6932902	0.8202223	0.995263078	2.54437905
ENSSBOG00000005376	0	0.7980862	0	0	0
ENSSBOG00000005385	2.883607132	1.197161	2.892434	1.016175368	4.14432378
ENSSBOG00000005397	0.289016411	0.01097427	0.6221142	0.026771595	1.16520146
ENSSBOG00000005401	2.843362829	1.618041	2.728735	2.002338876	4.15078711
ENSSBOG00000005431	0	0	0	0	0
ENSSBOG00000005432	1.205867911	1.409662	1.006851	0.717052331	0.55281183
ENSSBOG00000005433	0	0	0.3167354	0.347625975	0.203141
ENSSBOG00000005466	3.527737215	4.584225	2.76362	1.054847088	2.09625173
ENSSBOG00000005469	3.826843352	1.8619	3.167138	2.011280936	3.95724601
ENSSBOG00000005470	0.296809778	0	0.1621623	0	0
ENSSBOG00000005479	0	0.6108295	2.105437	0.202528055	4.86955066
ENSSBOG00000005485	0.100336263	0	0	0	0
ENSSBOG00000005521	4.89651357	3.012447	4.663798	2.961602956	5.63974153
ENSSBOG00000005522	1.556826669	0.8840258	1.708408	1.867232276	3.24666498
ENSSBOG00000005544	3.356434997	2.367584	3.543802	4.178673296	3.67704136
ENSSBOG00000005545	0	0	2.426595	0	0.65432463
ENSSBOG00000005555	0	1.690113	0	1.176916326	1.2910141
ENSSBOG00000005560	0	0	0	0	0
ENSSBOG00000005563	2.851713067	0.9445721	4.301632	2.883700964	4.25318755
ENSSBOG00000005590	2.659401715	0	2.152615	2.088392656	0
ENSSBOG00000005616	2.120049965	0.01807066	0.8734439	0.375879079	1.74485859
ENSSBOG00000005634	1.85859719	0.4989575	1.937081	0.385607314	1.7479865
ENSSBOG00000005640	3.01777585	1.17227	2.52004	1.241705973	3.91596158
ENSSBOG00000005645	2.707970871	1.731474	2.278857	1.146049085	2.63673133
ENSSBOG00000005646	3.218537857	1.867342	2.488754	1.904899842	3.50626679
ENSSBOG00000005665	0.738680516	0.1809753	0.6015701	0.212647775	2.09475629
ENSSBOG00000005692	0	0.6322133	1.333916	0	0
ENSSBOG00000005693	2.079186934	2.929687	0	0	0
ENSSBOG00000005704	2.648631102	2.169691	1.942466	0.743977625	3.10706681
ENSSBOG00000005710	0	0	0	0	0
ENSSBOG00000005712	1.01073903	3.261505	2.840401	1.217442916	1.34080681
ENSSBOG00000005714	3.764810034	5.253691	6.186562	3.436147178	6.65194861
ENSSBOG00000005717	0	0	0	0	0
ENSSBOG00000005752	1.353001402	0.3346678	0.9100449	0.22811433	0.93547182
ENSSBOG00000005768	3.351818547	2.302744	3.316319	2.575469905	3.70365113
ENSSBOG00000005769	0.594601097	0	0	0	0
ENSSBOG00000005770	0	0	0	0	0
ENSSBOG00000005771	5.529864664	2.67457	5.209966	4.797474463	5.94597844
ENSSBOG00000005779	4.192699178	2.282032	3.943761	2.556461298	3.71831121
ENSSBOG00000005783	4.469234794	3.022771	4.733186	3.017572769	5.41283571
ENSSBOG00000005784	4.237907832	4.781003	3.937834	3.594249948	3.65554646
ENSSBOG00000005787	5.958021358	0.145594	0.5933394	0.471968828	1.94272843
ENSSBOG00000005789	3.409639398	1.133363	0.9494804	0.150635059	2.10888471
ENSSBOG00000005823	4.343713385	0.1287314	0.8574627	0.087729223	0.9707668
ENSSBOG00000005847	0	0	0	0	0
ENSSBOG00000005848	5.806401398	5.197213	6.675138	5.22495865	8.56832098
ENSSBOG00000005873	0	0	0	0	0
ENSSBOG00000005892	0	0.1718819	0	1.359116304	0
ENSSBOG00000005894	1.589058263	0.538709	1.021629	0.662480793	2.0994669
ENSSBOG00000005909	4.368208613	2.346234	5.713536	2.818462028	4.99323202
ENSSBOG00000005910	2.066627926	2.475285	3.976226	2.587645821	4.8192257
ENSSBOG00000005945	1.267415943	1.237025	2.204933	0.779903483	3.73213893
ENSSBOG00000005957	0.904557315	0	0	0	0
ENSSBOG00000005958	0	0	0	0	0.89885921
ENSSBOG00000005960	3.981031544	1.696385	2.111096	0.865465947	2.95383778
ENSSBOG00000005982	0.974106354	0	0	0	1.56954942
ENSSBOG00000006007	1.133928428	0.7808938	1.900304	1.027396769	2.36402046
ENSSBOG00000006032	0.69780495	0.5727791	2.428035	0.339689267	2.69898964
ENSSBOG00000006038	0.647108165	0	0	0	3.10028135
ENSSBOG00000006054	0.286445909	3.014364	5.936593	0.781056663	2.07329241
ENSSBOG00000006090	7.485136971	0	0	0	1.41035196
ENSSBOG00000006100	0.430373063	1.950448	1.27487	0.226370419	1.16762191
ENSSBOG00000006101	2.892375482	2.681784	3.013427	1.879043072	3.73087794
ENSSBOG00000006104	4.849554977	5.048711	6.986224	3.404625235	5.73385594
ENSSBOG00000006122	8.973111848	9.168792	9.552602	9.072829325	10.12391446
ENSSBOG00000006158	4.632640476	4.250674	4.117471	3.546153635	4.79554359
ENSSBOG00000006159	3.26703234	0.05953456	0.3749983	0	0.08293212
ENSSBOG00000006179	0	0	0	0	0
ENSSBOG00000006212	6.035369675	0.6565623	0.4134091	0.114051263	0.78005136
ENSSBOG00000006213	4.649964308	4.317756	4.182792	2.599330126	2.75667107
ENSSBOG00000006216	6.120967725	0.1911242	0.6274275	0	0.31149265
ENSSBOG00000006227	6.77121477	5.387163	5.958181	5.808346434	6.37004568
ENSSBOG00000006229	2.630969205	0	0	0	0
ENSSBOG00000006250	6.841004458	0.2122917	0	0	0
ENSSBOG00000006323	0	0	0	0	0
ENSSBOG00000006324	6.318269835	4.563256	6.143302	4.306186399	7.66273459
ENSSBOG00000006325	0.498266188	0.7126926	0.5952936	0	4.40821593
ENSSBOG00000006326	1.489738159	1.057811	1.931131	1.111118139	1.16396882
ENSSBOG00000006332	4.966868138	5.417286	5.149708	4.86608702	5.1955421
ENSSBOG00000006335	2.29149659	1.018257	2.610039	0.276622319	2.02747576
