brain	liver	ovary
ENSAPLG00000000723	2.781668	0.640091166666667	4.64046299966667
ENSAPLG00000000724	6.202565	5.23740566666667	7.36758510016667
ENSAPLG00000000725	6.663202	7.84068208333333	7.1505952555
ENSAPLG00000000726	5.891672	2.85836136666667	6.15429323216667
ENSAPLG00000000727	9.292538	2.07835983333333	10.3974369033333
ENSAPLG00000000728	0	0.664160916666667	0
ENSAPLG00000000729	0	0	0.04113159
ENSAPLG00000000730	9.659978	7.40111916666667	8.27548501016667
ENSAPLG00000000731	0.4251316	0.0151710666666667	0.9183383035
ENSAPLG00000000732	4.575258	5.84923325	5.6707793405
ENSAPLG00000000733	0.734025	0.440424851666667	0.400401582
ENSAPLG00000000734	0	0.00562797833333333	1.80314752966667
ENSAPLG00000000735	7.62527	2.1022255	9.478611173
ENSAPLG00000000736	8.68946	6.95883266666667	7.9505060085
ENSAPLG00000000737	0.1020082	0.28367185	1.393783051
ENSAPLG00000000738	2.693304	0.4383125	5.697521351
ENSAPLG00000000739	1.91471	0.71693375	3.2918671365
ENSAPLG00000000740	5.846762	5.49945466666667	6.50242090466667
ENSAPLG00000000741	4.463524	0.307188416666667	2.81096348583333
ENSAPLG00000000742	3.186822	0.509010725	1.4487541225
ENSAPLG00000000743	2.975792	0.169601516666667	1.88230670483333
ENSAPLG00000000744	1.375946	0.501703058333333	1.82397293233333
ENSAPLG00000000745	0.0347486	0.109155225	0.007381275
ENSAPLG00000000746	1.552815	0.600044916666667	1.99302818233333
ENSAPLG00000000747	1.191449	3.01637268333333	6.186143744
ENSAPLG00000000748	1.427214	3.82050725	1.82090258683333
ENSAPLG00000000749	0.0634063	0.32183375	0.145221583333333
ENSAPLG00000000750	2.54183	2.22278026666667	3.117077947
ENSAPLG00000000751	0.5149645	2.89752379166667	7.38334945133333
ENSAPLG00000000752	2.695321	2.92603475	3.46266969133333
ENSAPLG00000000753	0.9856221	3.19818091666667	3.62732139333333
ENSAPLG00000000754	0.1581328	2.145046275	6.03096461333333
ENSAPLG00000000755	1.906514	2.42390608333333	2.411674859
ENSAPLG00000000756	3.550359	4.49999566666667	4.80867497816667
ENSAPLG00000000757	0.1803325	0.238100333333333	1.072121866
ENSAPLG00000000758	6.465767	2.46365975	10.7168513833333
ENSAPLG00000000759	0.05083363	0.0059249125	0.447555842833333
ENSAPLG00000000760	7.51774	2.08051058333333	9.275860327
ENSAPLG00000000761	0.5586526	0.0456391583333333	5.49206825233333
ENSAPLG00000000762	0	0.013379135	0.944376581333333
ENSAPLG00000000763	4.40234	4.75166583333333	3.55968026683333
ENSAPLG00000000764	3.549053	5.04441841666667	4.55892477583333
ENSAPLG00000000765	1.14922	1.27392866666667	3.74692784066667
ENSAPLG00000000766	1.858805	1.04621468333333	1.46748074883333
ENSAPLG00000000767	3.689881	4.30060525	2.96591840066667
ENSAPLG00000000768	6.014534	0.0322724108333333	0.3673378175
ENSAPLG00000000769	7.035657	1.70556883333333	8.84295235883333
ENSAPLG00000000770	0.646923	1.203606	0.744514829
ENSAPLG00000000771	0	0	0
ENSAPLG00000000772	0	1.57848035833333	0.0883017971666667
ENSAPLG00000000773	6.844222	1.71237108333333	8.46846846233333
ENSAPLG00000000774	0	0	0
ENSAPLG00000000775	3.706906	5.8171725	4.00151923466667
ENSAPLG00000000776	7.960023	8.505198	8.09127893616667
ENSAPLG00000000777	0	0.130612066666667	0.0324496758333333
ENSAPLG00000000778	7.428829	4.95994508333333	9.2208740045
ENSAPLG00000000779	7.807889	5.71804108333333	6.74125195333333
ENSAPLG00000000780	1.021245	0	0
ENSAPLG00000000781	0	0.0022030175	0.0459822733333333
ENSAPLG00000000782	1.573748	0.23017225	3.660684416
ENSAPLG00000000783	0	0	0
ENSAPLG00000000784	4.165164	0.501616166666667	4.9265758625
ENSAPLG00000000785	8.193087	6.46310475	8.127646715
ENSAPLG00000000786	5.875114	1.28031783333333	7.212198517
ENSAPLG00000000787	5.307866	5.34087175	4.57519581266667
ENSAPLG00000000788	4.095967	0.967168333333333	2.82037878116667
ENSAPLG00000000789	4.223492	4.11331516666667	3.9680081265
ENSAPLG00000000790	0.0303228	0.0159906083333333	0.0958973765
ENSAPLG00000000791	3.879441	5.51769416666667	5.29591698533333
ENSAPLG00000000792	5.365	5.95928983333333	5.33693049866667
ENSAPLG00000000793	5.73384	5.73234941666667	4.81290906416667
ENSAPLG00000000794	0	0.0659202	0.0394948968333333
ENSAPLG00000000795	0	0.025641775	2.0901737
ENSAPLG00000000796	8.422553	6.53830575	7.60466520166667
ENSAPLG00000000797	7.583391	6.00005591666667	5.30754560816667
ENSAPLG00000000798	2.173783	0.33680215	4.307978983
ENSAPLG00000000799	0.1442174	0.1331887	7.30501328383333
ENSAPLG00000000800	0.07344639	3.763011	6.53267233733333
ENSAPLG00000000801	0	6.88356783333333	3.693273596
ENSAPLG00000000802	0.06019614	0.25020679	0.132653462333333
ENSAPLG00000000803	6.303688	0.379449083333333	3.273921358
ENSAPLG00000000804	0.3449171	0	1.7554459985
ENSAPLG00000000805	0.2360762	1.82375106666667	3.041770096
ENSAPLG00000000806	4.247168	6.10230316666667	4.28679288916667
ENSAPLG00000000807	5.590839	1.65891066666667	8.1730064095
ENSAPLG00000000808	0.4838008	5.49593425	1.58857983366667
ENSAPLG00000000809	0.08213453	0.0591146833333333	0.246586540166667
ENSAPLG00000000810	2.337888	0.0200312833333333	2.75364828966667
ENSAPLG00000000811	1.442492	0.483481208333333	3.11728835333333
ENSAPLG00000000812	0	0.4390955	2.04473533316667
ENSAPLG00000000813	0.6915467	0	0.895910974833333
ENSAPLG00000000814	4.070381	2.95021734166667	5.044034399
ENSAPLG00000000815	3.235568	1.14296491666667	1.84896373416667
ENSAPLG00000000816	2.830689	0.247647666666667	3.27664098033333
ENSAPLG00000000817	0.3980657	0.200156758333333	0.0966145985
ENSAPLG00000000818	0.5187104	0.0340394833333333	0.9409621495
ENSAPLG00000000819	0.08327029	0.238642091666667	2.847904647
ENSAPLG00000000820	2.691268	2.0144313	0.754742716666667
ENSAPLG00000000821	7.215814	4.50229575	6.63878539166667
ENSAPLG00000000822	6.704803	2.019859	7.18586866333333
ENSAPLG00000000823	0	0.00212787166666667	0.108551925166667
ENSAPLG00000000824	0.5000178	0.389030508333333	0.0618136763333333
ENSAPLG00000000825	2.016817	0	5.85827606483333
ENSAPLG00000000826	0.2938013	0.113467275	0.161056311666667
ENSAPLG00000000827	6.319432	6.26529608333333	7.61775644383333
ENSAPLG00000000828	0.2186807	0.067699145	0.901889644166667
ENSAPLG00000000829	0.1011986	0.006750675	0.0086913595
ENSAPLG00000000830	2.791006	3.47520466666667	4.2779639635
ENSAPLG00000000831	6.751491	2.07522433333333	7.43283994933333
ENSAPLG00000000832	0	0	0.230054218333333
ENSAPLG00000000833	0.1667322	0	0.257114708333333
ENSAPLG00000000834	2.12541	0.333534630833333	3.415965695
ENSAPLG00000000835	7.303278	1.87663108333333	9.26993352133333
ENSAPLG00000000836	3.28055	1.68665951666667	3.50739335633333
ENSAPLG00000000837	9.476552	7.35904158333333	8.04050289933333
ENSAPLG00000000838	7.563189	1.51632858333333	6.3952374215
ENSAPLG00000000839	5.74394	0	6.9527357155
ENSAPLG00000000840	6.190581	1.1746425	7.940186019
ENSAPLG00000000841	0	0.8086428	0.500155289166667
ENSAPLG00000000842	0	0.2156583	0.0285654938333333
ENSAPLG00000000843	3.935535	0.954520916666667	5.20993037983333
ENSAPLG00000000844	0	0	0
ENSAPLG00000000845	2.130259	0.346120083333333	5.55659950466667
ENSAPLG00000000846	1.986942	0	0.424971959666667
ENSAPLG00000000847	0	0	0.00665075666666667
ENSAPLG00000000848	2.286855	0	0.594357462166667
ENSAPLG00000000849	0	0	0
ENSAPLG00000000850	0	0	0.022882402
ENSAPLG00000000851	0	0	0.2487695
ENSAPLG00000000852	5.588139	1.20977475	7.340640483
ENSAPLG00000000853	3.548054	0.558155333333333	4.24639467
ENSAPLG00000000854	6.085845	5.73478425	7.2634057305
ENSAPLG00000000855	0	0	0
ENSAPLG00000000856	7.337613	1.88315566666667	9.31566340166667
ENSAPLG00000000857	2.23402	5.94943825	4.63988443333333
ENSAPLG00000000858	0.1298948	0.611182691666667	2.052251275
ENSAPLG00000000859	0.05798601	0	0.133191989666667
ENSAPLG00000000860	3.687094	5.52144358333333	2.77523666183333
ENSAPLG00000000861	7.847615	3.83422783333333	6.2534754645
ENSAPLG00000000862	5.669985	1.12524005	1.7426364195
ENSAPLG00000000863	0.4838008	0.306356583333333	0.161484366666667
ENSAPLG00000000864	1.083561	0.09885125	0.653816595333333
ENSAPLG00000000865	4.52279	4.69936716666667	4.92447657033333
ENSAPLG00000000866	6.820945	1.47158708333333	8.44043566883333
ENSAPLG00000000867	5.393262	2.6788425	9.00115507766667
ENSAPLG00000000868	2.256398	3.04430775	3.29771999866667
ENSAPLG00000000869	0	0.0479557666666667	0
ENSAPLG00000000870	1.174541	1.58683366666667	4.92486933216667
ENSAPLG00000000871	0	0	1.0520647215
ENSAPLG00000000872	4.95093	4.57979791666667	4.26754673016667
ENSAPLG00000000873	5.001487	5.30684283333333	6.19584380933333
ENSAPLG00000000874	5.432241	5.01007766666667	4.57749334216667
ENSAPLG00000000875	4.197645	2.29884145833333	3.30350426566667
ENSAPLG00000000876	0	0	0
ENSAPLG00000000877	0	0	0
ENSAPLG00000000878	2.385842	0.0883656333333333	4.13589359366667
ENSAPLG00000000879	5.275171	1.38548791666667	7.75528121716667
ENSAPLG00000000880	6.946158	2.17830775	9.31461024066667
ENSAPLG00000000881	3.433532	1.49170364166667	4.35557130266667
ENSAPLG00000000882	3.612695	3.67168775	4.77862883
ENSAPLG00000000883	0.6600177	0.464674808333333	0.933489954666667
ENSAPLG00000000884	5.55218	0.542721166666667	3.359163775
ENSAPLG00000000885	0	0.0961455833333333	0.10654065
ENSAPLG00000000886	2.993555	1.38287975	8.05149528366667
ENSAPLG00000000887	1.932107	1.79779683333333	3.970043312
ENSAPLG00000000888	0.8916921	0.559596025	2.74324227483333
ENSAPLG00000000889	0.6635596	0.0793760083333333	0.177622333333333
ENSAPLG00000000890	8.229391	0.132378075	3.65390447216667
ENSAPLG00000000891	4.951676	1.826783225	0.926698046333333
ENSAPLG00000000892	5.341107	6.215975	5.853103077
ENSAPLG00000000893	0.8040155	0.333215866666667	4.79889226166667
ENSAPLG00000000894	0.05457456	0.93270635	0.0602322155
ENSAPLG00000000895	0.1246771	0.066183805	0.0900801995
ENSAPLG00000000896	7.490105	1.80016916666667	8.14130541816667
ENSAPLG00000000897	13.61549	10.2317390833333	13.6528490881667
ENSAPLG00000000898	5.121712	1.68491659166667	3.14218919716667
ENSAPLG00000000899	0	0	3.826351054
ENSAPLG00000000900	7.306363	7.47146408333333	9.5891710035
ENSAPLG00000000901	5.274407	6.769929	5.85779029833333
ENSAPLG00000000902	0.442849	0.0093495675	0.0436441561666667
ENSAPLG00000000903	3.636787	0.958260666666667	4.95881845766667
ENSAPLG00000000904	8.500973	3.11920616666667	5.27308915933333
ENSAPLG00000000905	0	0	2.17404417833333
ENSAPLG00000000906	0	0	0
ENSAPLG00000000907	0.3321247	0.554855380833333	0.198933539166667
ENSAPLG00000000908	0	0.796016083333333	0
ENSAPLG00000000909	2.021991	0	0.108300966666667
ENSAPLG00000000910	5.280864	3.60180258333333	4.50023840116667
ENSAPLG00000000911	6.78999	0.958548833333333	8.37724142916667
ENSAPLG00000000912	0	0	0
ENSAPLG00000000913	0	0	0.1101234395
ENSAPLG00000000914	3.430337	0.188122666666667	5.14802570233333
ENSAPLG00000000915	1.304885	0	0
ENSAPLG00000000916	0	0.213893610833333	0.038018505
ENSAPLG00000000917	0.6197323	0	0.9400310505
ENSAPLG00000000918	1.684226	0.55629785	3.41332250966667
ENSAPLG00000000919	1.423309	4.00511133333333	4.1902113125
ENSAPLG00000000920	0	0.08220595	0
ENSAPLG00000000921	2.549092	3.42139975	6.89793044083333
ENSAPLG00000000922	2.325052	3.623872	4.84966024833333
ENSAPLG00000000923	4.185105	0.742648491666667	3.077675329
ENSAPLG00000000924	0.8812887	0.2003772	0.610095822333333
ENSAPLG00000000925	0.1242444	3.49293439166667	0.0190508516666667
ENSAPLG00000000926	1.293	2.40635849166667	4.10936144416667
ENSAPLG00000000927	0	2.879858025	0.0539868231666667
ENSAPLG00000000928	8.173402	1.22454108333333	5.94320559233333
ENSAPLG00000000929	2.663786	0.563384225	1.15847474383333
ENSAPLG00000000930	1.708161	0.613155723333333	2.96207464883333
ENSAPLG00000000931	1.516096	2.01454133333333	1.29029930266667
ENSAPLG00000000932	4.023983	1.32796155833333	3.95089007933333
ENSAPLG00000000933	0	0	0.157245091833333
ENSAPLG00000000934	0.05471694	0.0072973275	0.0271205125
ENSAPLG00000000935	6.130095	1.17890133333333	7.72672732083333
ENSAPLG00000000936	3.678973	6.67808191666667	2.00301631316667
ENSAPLG00000000937	2.629704	3.31882408333333	4.5947619365
ENSAPLG00000000938	0	0.0532556991666667	0.0477511333333333
ENSAPLG00000000939	0.03665159	0.00273415083333333	0.266035347
ENSAPLG00000000940	0.6028759	0.0657339666666667	1.5942515835
ENSAPLG00000000941	0	0.00228933333333333	0.0163185316666667
ENSAPLG00000000942	6.00498	1.70339416666667	7.016439688
ENSAPLG00000000943	0.2253058	3.206566075	0.4459704895
ENSAPLG00000000944	0	0.0291797166666667	0
ENSAPLG00000000945	2.660689	2.50134516666667	6.0451225055
ENSAPLG00000000946	6.410713	6.72852191666667	6.660643696
ENSAPLG00000000947	3.855491	1.61589975	5.8246421165
ENSAPLG00000000948	2.803378	5.43318966666667	3.85573345533333
ENSAPLG00000000949	0.01201308	0.0118760666666667	1.07920566566667
ENSAPLG00000000950	6.139783	6.44745233333333	6.61985900666667
ENSAPLG00000000951	4.837388	2.07208875833333	3.16002591166667
ENSAPLG00000000952	2.64928	0.35923875	0.772515900333333
ENSAPLG00000000953	4.555841	4.42924041666667	5.18431835366667
ENSAPLG00000000954	0.8612376	0	0.173746316666667
ENSAPLG00000000955	0	0	0
ENSAPLG00000000956	2.642614	1.35196785833333	3.22709263733333
ENSAPLG00000000957	0.2180384	2.98202820833333	0.510932136833333
ENSAPLG00000000958	0	4.65912166666667	0.625458061666667
ENSAPLG00000000959	4.172432	3.47882666666667	3.32255138
ENSAPLG00000000960	2.149077	0.866623225	1.0457377785
ENSAPLG00000000961	7.898789	2.52028283333333	5.92005872116667
ENSAPLG00000000962	2.784977	2.906763	3.60565794416667
ENSAPLG00000000963	7.771899	2.9231001	6.19123284133333
ENSAPLG00000000964	9.768103	2.19003175	10.3075087728333
ENSAPLG00000000965	0	0.306560863333333	0.304207763
ENSAPLG00000000966	1.413377	1.80679000833333	1.9354050175
ENSAPLG00000000967	4.512277	5.1941325	4.1096993695
ENSAPLG00000000968	3.198678	2.66095983333333	3.749387563
ENSAPLG00000000969	3.296293	3.51515125	3.9056885245
ENSAPLG00000000970	7.108127	4.43826366666667	7.7312039845
ENSAPLG00000000971	1.457594	0.63689825	3.36077560483333
ENSAPLG00000000972	0	0.00211024833333333	0.00544873
ENSAPLG00000000973	2.69728	2.5504325	2.34661988733333
ENSAPLG00000000974	4.860605	6.40651966666667	6.37224994016667
ENSAPLG00000000975	1.419021	2.81443708083333	0.729990626333333
ENSAPLG00000000976	3.455311	2.56690416666667	2.87647921316667
ENSAPLG00000000977	10.62392	2.43929533333333	10.478918141
ENSAPLG00000000978	2.160059	4.00458783333333	3.83784288716667
ENSAPLG00000000979	7.149442	5.62742241666667	7.5133199695
ENSAPLG00000000980	0	2.22625559916667	0.4226968525
ENSAPLG00000000981	8.507842	2.9557375	11.0078961288333
ENSAPLG00000000982	3.814991	3.3974425	3.37891622033333
ENSAPLG00000000983	4.116348	0.443613416666667	1.09506095966667
ENSAPLG00000000984	1.368165	0.982122666666667	5.4991321195
ENSAPLG00000000985	7.449718	6.03518366666667	6.3610502095
ENSAPLG00000000986	0.8515088	3.44241141666667	0.649918770833333
ENSAPLG00000000987	2.978868	3.6711055	2.34035074766667
ENSAPLG00000000988	2.273892	4.59768933333333	4.1286269235
ENSAPLG00000000989	0.5521331	0.2332037	0.756551498333333
ENSAPLG00000000990	2.097159	4.93528275	6.51834564966667
ENSAPLG00000000991	0	0.320714083333333	1.37926069116667
ENSAPLG00000000992	0.6944309	7.8465065	3.62881119766667
ENSAPLG00000000993	0.05329112	0.496672541666667	4.10502177066667
ENSAPLG00000000994	3.314237	1.45297108333333	2.35160408666667
ENSAPLG00000000995	5.237525	5.764652	7.92821102166667
ENSAPLG00000000996	8.243878	7.1834935	7.72372436
ENSAPLG00000000997	4.091784	5.25972908333333	5.26581168466667
ENSAPLG00000000998	0.4084721	7.01336458333333	2.404490579
ENSAPLG00000000999	2.675342	0.446706708333333	0.4638352595
ENSAPLG00000001000	9.317381	2.28119333333333	11.597238415
ENSAPLG00000001001	3.413046	0.3249252	1.51253483783333
ENSAPLG00000001002	6.708601	5.15223783333333	7.76502991166667
ENSAPLG00000001003	4.921693	4.77800741666667	5.57513670166667
ENSAPLG00000001004	4.123542	1.01186383333333	4.64908218166667
ENSAPLG00000001005	4.465818	1.15947573333333	5.0098162885
ENSAPLG00000001006	2.647798	3.89677766666667	4.429767347
ENSAPLG00000001007	0.1136404	0.861507029166667	5.8528557525
ENSAPLG00000001008	5.478774	5.27384225	5.67690532683333
ENSAPLG00000001009	4.84151	4.63238433333333	4.34343263283333
ENSAPLG00000001010	0	0.9882659125	7.8706939425
ENSAPLG00000001011	6.274051	6.72003391666667	5.75517663316667
ENSAPLG00000001012	4.13275	1.019031	6.31271719816667
ENSAPLG00000001013	0	0.228705840816667	0.3162782585
ENSAPLG00000001014	8.323406	3.55914675	9.80196807016667
ENSAPLG00000001015	3.467632	4.69960258333333	4.43510001516667
ENSAPLG00000001016	2.826559	1.55949833333333	7.74670941916667
ENSAPLG00000001017	2.581187	0.0998315833333333	3.8188558495
ENSAPLG00000001018	6.635569	4.51978578333333	9.1257551065
ENSAPLG00000001019	3.997943	5.50580841666667	4.719647965
ENSAPLG00000001020	7.086922	1.55221641666667	6.89883119833333
ENSAPLG00000001021	0	0.01242375	0.0635010025
ENSAPLG00000001022	8.599589	8.44536566666667	8.18956404533333
